date, pm25, pm10, o3, no2
2020/1/2, 78, 22, 11, 12
2020/1/3, 70, 10, 17, 6
2020/1/4, 37, 11, 23, 8
2020/1/5, 39, 24, 6, 13
2020/1/6, 73, 27, 4, 18
2020/1/7, 77, 30, 3, 16
2020/1/8, 84, 21, 15, 16
2020/1/9, 56, 9, 26, 9
2020/1/10, 27, 17, 14, 11
2020/1/11, 58, 22, 9, 12
2020/1/12, 68, 26, 4, 17
2020/1/13, 71, 16, 19, 13
2020/1/14, 47, 14, 23, 10
2020/1/15, 42, 15, 9, 11
2020/1/16, 54, , , 
2019/10/1, 16, 3, 29, 3
2019/10/2, 5, 6, 31, 4
2019/10/3, 14, 9, 14, 9
2019/10/4, 20, 6, 23, 4
2019/10/5, 17, 4, 20, 3
2019/10/6, 12, 5, 28, 4
2019/10/7, 11, 10, 20, 8
2019/10/8, 19, 5, 27, 4
2019/10/9, 10, 8, 27, 5
2019/10/10, 18, 19, 22, 8
2019/10/11, 43, 14, 24, 6
2019/10/12, 39, 14, 30, 4
2019/10/13, 39, 19, 29, 9
2019/10/14, 43, 12, 23, 9
2019/10/15, 30, 7, 21, 6
2019/10/16, 13, 10, 20, 8
2019/10/17, 21, 9, 18, 8
2019/10/18, 24, 7, 19, 5
2019/10/19, 20, 11, 16, 3
2019/10/20, 36, 9, 18, 9
2019/10/21, 25, 11, 15, 4
2019/10/22, 33, 19, 9, 5
2019/10/23, 54, 14, 19, 8
2019/10/24, 28, 19, 18, 8
2019/10/25, 43, 14, 15, 8
2019/10/26, 35, 15, 14, 8
2019/10/27, 40, 21, 3, 10
2019/10/28, 61, 16, 10, 9
2019/10/29, 44, 13, 5, 5
2019/10/30, 41, 12, 3, 6
2019/10/31, 43, 8, 15, 7
2019/11/1, 23, 2, 28, 2
2019/11/2, 5, 2, 29, 1
2019/11/3, 4, 2, 29, 2
2019/11/4, 4, 4, 27, 6
2019/11/5, 8, 4, 22, 6
2019/11/6, 12, 6, 17, 6
2019/11/7, 20, 8, 21, 5
2019/11/8, 23, 12, 10, 
2019/11/9, 41, 10, 16, 
2019/11/10, 34, 13, 10, 
2019/11/11, 48, 10, 21, 
2019/11/12, 26, 12, 21, 
2019/11/13, 33, 20, 8, 
2019/11/14, 53, 15, 20, 
2019/11/15, 33, 13, 18, 
2019/11/16, 46, 13, 5, 
2019/11/17, 51, 9, 15, 
2019/11/18, 28, 15, 20, 
2019/11/19, 52, 17, 17, 
2019/11/20, 56, 25, 11, 
2019/11/21, 73, 23, 11, 8
2019/11/22, 70, , 5, 12
2019/11/24, 85, 31, 2, 15
2019/11/25, 80, 35, 1, 12
2019/11/26, 80, 10, 26, 6
2019/11/27, 27, 2, 28, 3
2019/11/28, 6, 5, 26, 8
2019/11/29, 11, 9, 14, 6
2019/11/30, 35, 12, 12, 7
2019/12/1, 48, 14, 16, 8
2019/12/2, 47, 19, 15, 5
2019/12/3, 62, 25, 13, 7
2019/12/4, 75, 27, 7, 11
2019/12/5, 75, 33, 2, 19
2019/12/6, 74, 12, 20, 11
2019/12/7, 36, 9, 20, 6
2019/12/8, 29, 4, 29, 3
2019/12/9, 10, 11, 23, 9
2019/12/10, 28, 18, 14, 15
2019/12/11, 46, 9, 26, 9
2019/12/12, 27, 4, 28, 5
2019/12/13, 12, 4, 31, 2
2019/12/14, 11, 5, 24, 4
2019/12/15, 15, 25, 10, 12
2019/12/16, 53, 39, 1, 14
2019/12/17, 82, 28, 10, 15
2019/12/18, 54, 29, 2, 12
2019/12/19, 65, 9, 22, 9
2019/12/20, 33, 4, 22, 7
2019/12/21, 14, 2, 29, 1
2019/12/22, 8, 5, 25, 6
2019/12/23, 14, 6, 18, 6
2019/12/24, 22, 11, 22, 6
2019/12/25, 36, 15, 12, 9
2019/12/26, 46, 4, 21, 7
2019/12/27, 25, 6, 15, 7
2019/12/28, 43, , , 
2019/7/1, 40, 13, 52, 2
2019/7/2, 26, 19, 49, 4
2019/7/3, 44, 20, 55, 4
2019/7/4, 51, 21, 59, 6
2019/7/5, 48, 14, 55, 5
2019/7/6, 36, 9, 57, 2
2019/7/7, 24, 17, 56, 5
2019/7/8, 35, 14, 49, 2
2019/7/9, 42, 12, 51, 2
2019/7/10, 25, 20, 50, 7
2019/7/11, 34, 17, 47, 6
2019/7/12, 30, 9, 40, 2
2019/7/13, 22, 8, 41, 1
2019/7/14, 23, 9, 38, 1
2019/7/15, 19, 12, 49, 3
2019/7/16, 31, 16, 56, 5
2019/7/17, 37, 19, 57, 25
2019/7/18, 36, 17, 46, 4
2019/7/19, 36, 15, 50, 3
2019/7/20, 35, 11, 49, 1
2019/7/21, 36, 15, 53, 7
2019/7/22, 41, 22, 83, 4
2019/7/23, 53, 30, 84, 6
2019/7/24, 58, 33, 77, 6
2019/7/25, 62, 16, 52, 5
2019/7/26, 41, 10, 40, 2
2019/7/27, 28, 4, 27, 3
2019/7/28, 7, 9, 38, 2
2019/7/29, 18, 11, 39, 4
2019/7/30, 25, 9, 39, 2
2019/7/31, 19, 14, 41, 4
2019/8/1, 27, 14, 42, 5
2019/8/2, 37, 10, 45, 3
2019/8/3, 26, 9, 49, 3
2019/8/4, 26, 12, 54, 5
2019/8/5, 31, 20, 45, 3
2019/8/6, 42, 10, 38, 4
2019/8/7, 27, 9, 39, 4
2019/8/8, 21, 12, 45, 5
2019/8/9, 27, 7, 36, 2
2019/8/10, 18, 8, 30, 4
2019/8/11, 20, 6, 33, 3
2019/8/12, 14, 5, 34, 3
2019/8/13, 11, 6, 37, 3
2019/8/14, 14, 7, 32, 2
2019/8/15, 14, 7, 36, 4
2019/8/16, 16, 7, 40, 4
2019/8/17, 17, 11, 41, 1
2019/8/18, 24, 7, 30, 3
2019/8/19, 21, 5, 29, 3
2019/8/20, 12, 5, 32, 1
2019/8/21, 10, 8, 33, 2
2019/8/22, 22, 14, 31, 2
2019/8/23, 48, 16, 43, 5
2019/8/24, 50, 12, 45, 4
2019/8/25, 38, 16, 54, 7
2019/8/26, 39, 19, 39, 9
2019/8/27, 47, 11, 37, 5
2019/8/28, 30, 18, 49, 6
2019/8/29, 44, 19, 47, 5
2019/8/30, 53, 15, 47, 5
2019/8/31, 45, 9, 39, 2
2019/9/1, 26, 7, 31, 1
2019/9/2, 19, 10, 40, 3
2019/9/3, 28, 13, 44, 6
2019/9/4, 29, 10, 32, 5
2019/9/5, 21, 7, 27, 2
2019/9/6, 20, 9, 36, 4
2019/9/7, 22, 4, 28, 3
2019/9/8, 10, 6, 33, 6
2019/9/9, 13, 10, 32, 6
2019/9/10, 19, 13, 33, 8
2019/9/11, 27, 14, 43, 8
2019/9/12, 30, 15, 43, 7
2019/9/13, 33, 13, 41, 6
2019/9/14, 33, 14, 45, 6
2019/9/15, 42, 21, 48, 8
2019/9/16, 40, 21, 43, 8
2019/9/17, 35, 15, 33, 2
2019/9/18, 31, 14, 34, 2
2019/9/19, 24, 18, 35, 3
2019/9/20, 28, 15, 38, 5
2019/9/21, 37, 14, 37, 5
2019/9/22, 36, 5, 30, 4
2019/9/23, 8, 9, 15, 7
2019/9/24, 16, 6, 27, 3
2019/9/25, 13, 4, 22, 4
2019/9/26, 7, 7, 34, 3
2019/9/27, 13, 5, 34, 3
2019/9/28, 13, 6, 37, 3
2019/9/29, 13, 6, 33, 3
2019/9/30, 10, 14, 31, 7
2019/4/1, 67, 29, 46, 11
2019/4/2, 58, 7, 40, 6
2019/4/3, 19, 7, 27, 14
2019/4/4, 27, 13, 33, 9
2019/4/5, 44, 17, 36, 7
2019/4/6, 56, 3, 37, 3
2019/4/7, 10, 10, 38, 5
2019/4/8, 24, 9, 39, 6
2019/4/9, 24, 12, 38, 6
2019/4/10, 33, 35, 32, 2
2019/4/11, 97, 35, 40, 3
2019/4/12, 93, 31, 39, 5
2019/4/13, 86, 16, 37, 1
2019/4/14, 57, 20, 35, 5
2019/4/15, 62, 15, 35, 9
2019/4/16, 44, 13, 39, 7
2019/4/17, 38, 15, 44, 8
2019/4/18, 34, 15, 51, 5
2019/4/19, 43, 12, 50, 5
2019/4/20, 38, 12, 40, 6
2019/4/21, 32, 18, 42, 5
2019/4/22, 37, 28, 44, 6
2019/4/23, 42, 11, 34, 5
2019/4/24, 16, 7, 31, 4
2019/4/25, 15, 4, 33, 5
2019/4/26, 7, 4, 32, 2
2019/4/27, 10, 4, 31, 2
2019/4/28, 11, 6, 34, 3
2019/4/29, 18, 10, 37, 3
2019/4/30, 29, 14, 40, 4
2019/5/1, 45, 12, 31, 9
2019/5/2, 33, 5, 36, 3
2019/5/3, 16, 5, 33, 4
2019/5/4, 16, 4, 32, 
2019/5/5, 14, 7, 37, 2
2019/5/6, 22, 11, 37, 6
2019/5/7, 28, 7, 36, 5
2019/5/8, 19, 4, 30, 3
2019/5/9, 8, 4, 31, 4
2019/5/10, 8, 4, 31, 3
2019/5/11, 10, 9, 38, 2
2019/5/12, 30, 11, 35, 
2019/5/13, 23, 11, 42, 1
2019/5/14, 22, 10, 38, 1
2019/5/15, 24, 12, 44, 3
2019/5/16, 35, 17, 40, 8
2019/5/17, 49, 12, 45, 4
2019/5/18, 44, 8, 37, 5
2019/5/19, 27, 10, 32, 7
2019/5/20, 34, 11, 48, 5
2019/5/21, 39, 9, 51, 3
2019/5/22, 26, 9, 56, 5
2019/5/23, 22, 14, 52, 7
2019/5/24, 30, 12, 47, 5
2019/5/25, 36, 7, 44, 1
2019/5/26, 19, 7, 37, 4
2019/5/27, 18, 4, 24, 5
2019/5/28, 9, 5, 35, 3
2019/5/29, 14, 6, 43, 2
2019/5/30, 19, 8, 44, 3
2019/5/31, 21, 9, 44, 4
2019/6/1, 26, 9, 52, 4
2019/6/2, 28, 13, 47, 5
2019/6/3, 29, 16, 57, 5
2019/6/4, 35, 18, 53, 5
2019/6/5, 28, 6, 37, 3
2019/6/6, 9, 12, 42, 3
2019/6/7, 23, 5, 43, 2
2019/6/8, 10, 7, 24, 4
2019/6/9, 20, 8, 30, 3
2019/6/10, 23, 6, 23, 9
2019/6/11, 16, 4, 36, 4
2019/6/12, 9, 8, 44, 5
2019/6/13, 12, 14, 33, 11
2019/6/14, 32, 8, 41, 3
2019/6/15, 19, 6, 43, 2
2019/6/16, 14, 9, 43, 3
2019/6/17, 21, 12, 49, 6
2019/6/18, 28, 16, 50, 5
2019/6/19, 36, 11, 42, 5
2019/6/20, 25, 10, 30, 4
2019/6/21, 22, 6, 38, 2
2019/6/22, 16, 8, 41, 3
2019/6/23, 22, 13, 51, 5
2019/6/24, 33, 22, 64, 6
2019/6/25, 48, 37, 68, 6
2019/6/26, 64, 52, 61, 7
2019/6/27, 76, 38, 71, 5
2019/6/28, 72, 17, 77, 4
2019/6/29, 40, 28, 61, 4
2019/6/30, 65, 20, 63, 4
2019/1/1, 80, 10, 26, 10
2019/1/2, 33, 8, 25, 1
2019/1/3, 24, 11, 23, 7
2019/1/4, 33, 24, 13, 16
2019/1/5, 73, 19, 18, 10
2019/1/6, 59, 9, 15, 5
2019/1/7, 32, 20, 8, 17
2019/1/8, 66, 8, 19, 14
2019/1/9, 29, 5, 19, 4
2019/1/10, 22, 16, 16, 8
2019/1/11, 52, 26, 11, 14
2019/1/12, 71, 9, 12, 8
2019/1/13, 35, 7, 19, 13
2019/1/14, 23, 15, 11, 16
2019/1/15, 47, 21, 7, 21
2019/1/16, 56, 8, 21, 10
2019/1/17, 30, 8, 21, 8
2019/1/18, 27, 23, 12, 17
2019/1/19, 70, 32, 10, 15
2019/1/20, 95, 40, 12, 17
2019/1/21, 112, 44, 9, 19
2019/1/22, 117, 29, 13, 16
2019/1/23, 78, 18, 18, 8
2019/1/24, 63, 26, 17, 12
2019/1/25, 76, 28, 14, 18
2019/1/26, 73, 6, 25, 6
2019/1/27, 21, 7, 22, 9
2019/1/28, 19, , 15, 17
2019/1/30, 20, 10, 22, 13
2019/1/31, 32, 7, 18, 19
2019/2/1, 28, 16, 6, 23
2019/2/2, 61, 7, 19, 8
2019/2/3, 28, 16, 19, 11
2019/2/4, 56, 30, 15, 16
2019/2/5, 84, 35, 11, 17
2019/2/6, 98, 28, 8, 24
2019/2/7, 82, 14, 15, 19
2019/2/8, 41, 6, 26, 7
2019/2/9, 18, 6, 28, 5
2019/2/10, 19, 7, 24, 13
2019/2/11, 22, 14, 20, 13
2019/2/12, 47, 24, 17, 18
2019/2/13, 64, 33, 12, 20
2019/2/14, 81, 36, 11, 20
2019/2/15, 85, 35, 10, 22
2019/2/16, 89, 25, 15, 19
2019/2/17, 71, 23, 28, 15
2019/2/18, 60, 26, 21, 18
2019/2/19, 61, 33, 17, 21
2019/2/20, 71, 42, 20, 19
2019/2/21, 80, 33, 27, 11
2019/2/22, 67, 21, 18, 5
2019/2/23, 67, 21, 21, 11
2019/2/24, 65, 36, 18, 16
2019/2/25, 85, 42, 16, 17
2019/2/26, 94, 42, 19, 17
2019/2/27, 92, 27, 33, 14
2019/2/28, 58, 7, 29, 7
2019/3/1, 17, 12, 19, 9
2019/3/2, 45, 9, 22, 8
2019/3/3, 29, 7, 29, 3
2019/3/4, 16, 7, 31, 6
2019/3/5, 13, 21, 18, 16
2019/3/6, 37, 5, 28, 5
2019/3/7, 10, 8, 26, 9
2019/3/8, 19, 6, 26, 6
2019/3/9, 18, 4, 27, 1
2019/3/10, 12, 5, 32, 3
2019/3/11, 13, 11, 27, 9
2019/3/12, 29, 4, 34, 3
2019/3/13, 10, 4, 27, 5
2019/3/14, 12, 4, 21, 6
2019/3/15, 11, 5, 25, 5
2019/3/16, 13, 4, 34, 3
2019/3/17, 12, 5, 32, 4
2019/3/18, 14, 9, 33, 6
2019/3/19, 29, 13, 33, 5
2019/3/20, 42, 21, 35, 8
2019/3/21, 57, 34, 33, 17
2019/3/22, 79, 22, 40, 14
2019/3/23, 61, 19, 45, 7
2019/3/24, 58, 22, 37, 7
2019/3/25, 57, 8, 35, 1
2019/3/26, 21, 14, 33, 3
2019/3/27, 41, 18, 31, 6
2019/3/28, 47, 25, 34, 12
2019/3/29, 66, 20, 44, 11
2019/3/30, 59, 22, 45, 7
2019/3/31, 60, 26, 43, 10
2018/10/1, 16, 5, 30, 4
2018/10/2, 13, 7, 28, 8
2018/10/3, 18, 16, 27, 6
2018/10/4, 36, 20, 31, 11
2018/10/5, 42, 17, 36, 10
2018/10/6, 38, 8, 31, 5
2018/10/7, 17, 16, 30, 8
2018/10/8, 40, 23, 30, 7
2018/10/9, 60, 28, 21, 11
2018/10/10, 70, 21, 30, 13
2018/10/11, 54, 16, 28, 12
2018/10/12, 32, 13, 34, 10
2018/10/13, 29, 13, 30, 8
2018/10/14, 36, 28, 31, 12
2018/10/15, 53, 31, 35, 15
2018/10/16, 58, 32, 34, 13
2018/10/17, 62, 39, 18, 14
2018/10/18, 75, 45, 28, 12
2018/10/19, 94, 48, 23, 8
2018/10/20, 121, 38, 29, 6
2018/10/21, 99, 27, 28, 2
2018/10/22, 65, 32, 24, 9
2018/10/23, 67, 26, 25, 11
2018/10/24, 49, 20, 20, 9
2018/10/25, 38, 29, 15, 12
2018/10/26, 62, 8, 23, 4
2018/10/27, 24, 3, 15, 1
2018/10/28, 14, 6, 11, 3
2018/10/29, 21, 5, 17, 5
2018/10/30, 17, 15, 11, 11
2018/10/31, 37, 15, 21, 10
2018/11/1, 45, 13, 18, 8
2018/11/2, 35, 20, 21, 5
2018/11/3, 61, 24, 14, 4
2018/11/4, 76, 31, 5, 8
2018/11/5, 81, 16, 14, 12
2018/11/6, 45, 17, 6, 14
2018/11/7, 54, 9, 19, 10
2018/11/8, 25, 23, 9, 9
2018/11/9, 60, 21, 3, 8
2018/11/10, 63, 13, 16, 7
2018/11/11, 37, 19, 7, 10
2018/11/12, 53, 14, 11, 10
2018/11/13, 37, 15, 12, 3
2018/11/14, 52, 21, 13, 4
2018/11/15, 63, 17, 11, 4
2018/11/16, 57, 20, 10, 4
2018/11/17, 66, 23, 15, 2
2018/11/18, 74, 22, 16, 4
2018/11/19, 73, 24, 10, 7
2018/11/20, 78, 35, 6, 11
2018/11/21, 102, 31, 5, 12
2018/11/22, 89, 23, 4, 12
2018/11/23, 74, 9, 11, 13
2018/11/24, 33, 15, 9, 9
2018/11/25, 55, 15, 6, 8
2018/11/26, 57, 12, 6, 10
2018/11/27, 44, 21, 10, 10
2018/11/28, 63, 30, 8, 15
2018/11/29, 75, 14, 10, 19
2018/11/30, 46, 16, 11, 13
2018/12/1, 56, 7, 19, 6
2018/12/2, 25, 3, 22, 4
2018/12/3, 8, 7, 22, 11
2018/12/4, 20, 22, 8, 14
2018/12/5, 58, 11, 14, 12
2018/12/6, 31, 8, 22, 5
2018/12/7, 20, 4, 27, 2
2018/12/8, 10, 4, 28, 
2018/12/9, 12, 5, 20, 14
2018/12/10, 21, 12, 21, 11
2018/12/11, 40, 20, 13, 14
2018/12/12, 58, 19, 28, 11
2018/12/13, 56, 32, 16, 13
2018/12/14, 84, 31, 15, 8
2018/12/15, 91, 25, 14, 13
2018/12/16, 80, 17, 12, 14
2018/12/17, 52, 20, 12, 14
2018/12/18, 53, 17, 4, 21
2018/12/19, 50, 9, 15, 13
2018/12/20, 33, 4, 21, 7
2018/12/21, 12, 5, 18, 8
2018/12/22, 15, 7, 11, 5
2018/12/23, 26, , 20, 3
2018/12/25, 40, 18, 12, 3
2018/12/26, 61, 25, 6, 9
2018/12/27, 78, 29, 2, 12
2018/12/28, 87, 25, 8, 7
2018/12/29, 80, 22, 11, 7
2018/12/30, 72, , , 
2018/7/1, 43, 21, 52, 3
2018/7/2, 46, 11, 68, 2
2018/7/3, 23, 12, 57, 6
2018/7/4, 28, 8, 48, 3
2018/7/5, 23, 7, 50, 3
2018/7/6, 22, 10, 48, 2
2018/7/7, 30, 13, 61, 1
2018/7/8, 42, 12, 68, 4
2018/7/9, 33, 13, 58, 1
2018/7/10, 27, 11, 47, 3
2018/7/11, 24, 12, 57, 3
2018/7/12, 33, 14, 58, 5
2018/7/13, 34, 14, 59, 4
2018/7/14, 40, 9, 56, 1
2018/7/15, 25, 10, 64, 4
2018/7/16, 26, 14, 67, 3
2018/7/17, 35, 15, 67, 3
2018/7/18, 36, 14, 73, 2
2018/7/19, 33, 19, 66, 5
2018/7/20, 39, 6, 45, 2
2018/7/21, 18, 9, 51, 2
2018/7/22, 29, 13, 75, 3
2018/7/23, 43, 15, 75, 3
2018/7/24, 48, 16, 79, 3
2018/7/25, 49, 19, 68, 3
2018/7/26, 52, 17, 79, 4
2018/7/27, 43, 13, 51, 3
2018/7/28, 40, 10, 51, 3
2018/7/29, 36, 11, 39, 5
2018/7/30, 30, 15, 48, 5
2018/7/31, 43, 16, 69, 5
2018/8/1, 48, 14, 77, 2
2018/8/2, 42, 18, 79, 3
2018/8/3, 51, 20, 74, 5
2018/8/4, 57, 20, 82, 4
2018/8/5, 59, 17, 80, 4
2018/8/6, 44, 11, 69, 4
2018/8/7, 29, 14, 52, 2
2018/8/8, 45, 12, 37, 4
2018/8/9, 34, 5, 41, 2
2018/8/10, 13, 5, 36, 5
2018/8/11, 14, 5, 41, 4
2018/8/12, 14, 7, 39, 3
2018/8/13, 20, 3, 27, 2
2018/8/14, 9, 6, 41, 2
2018/8/15, 15, 8, 46, 4
2018/8/16, 20, 9, 43, 3
2018/8/17, 23, 9, 44, 2
2018/8/18, 27, 11, 48, 2
2018/8/19, 39, 12, 50, 4
2018/8/20, 34, 13, 54, 4
2018/8/21, 37, 14, 62, 5
2018/8/22, 31, 10, 47, 4
2018/8/23, 27, 8, 37, 2
2018/8/24, 21, 8, 30, 2
2018/8/25, 20, 3, 35, 2
2018/8/26, 9, 9, 38, 6
2018/8/27, 16, 9, 42, 6
2018/8/28, 18, 11, 39, 6
2018/8/29, 24, 10, 37, 2
2018/8/30, 34, 12, 36, 5
2018/8/31, 38, 7, 34, 1
2018/9/1, 27, 7, 34, 1
2018/9/2, 23, 9, 35, 4
