date, pm25, pm10, o3, no2, co
2020/1/2, 36, 19, 21, 9, 
2020/1/3, 56, 20, 24, 9, 
2020/1/4, 54, 16, 22, 8, 
2020/1/5, 50, 13, 16, 9, 
2020/1/6, 44, 17, 15, 7, 
2020/1/7, 58, 12, 21, 8, 
2020/1/8, 45, 8, 37, 8, 
2020/1/9, 38, 11, 21, 7, 
2020/1/10, 34, , 27, 6, 
2020/1/11, 36, , 23, 5, 
2020/1/12, 39, 6, 29, 4, 
2020/1/13, 23, 8, 29, 6, 
2020/1/14, 22, 9, 26, 9, 
2020/1/15, 27, , , , 
2019/10/1, 19, 8, , 6, 
2019/10/2, 22, 10, , 5, 
2019/10/3, 16, 16, , 8, 
2019/10/4, 20, 16, , 9, 
2019/10/5, 26, 14, , 7, 
2019/10/6, 28, 23, 42, 12, 
2019/10/7, 37, 22, 61, 8, 
2019/10/8, 40, 44, 22, 6, 
2019/10/9, 27, 29, , 6, 
2019/10/11, 41, 41, 42, 9, 
2019/10/12, 56, 33, 41, 8, 
2019/10/13, 62, 31, 46, 11, 
2019/10/14, 51, 30, 44, 11, 
2019/10/15, 40, 26, 49, 7, 
2019/10/16, 48, 15, 32, 7, 
2019/10/17, 20, 14, 32, 8, 
2019/10/18, 25, 17, 30, 10, 
2019/10/19, 29, 16, 31, 9, 
2019/10/20, 30, 30, 28, 10, 
2019/10/21, 27, 30, 38, 12, 
2019/10/22, 29, 33, 30, 9, 
2019/10/23, 28, 34, 32, 14, 
2019/10/24, 19, 26, 35, 14, 
2019/10/25, 32, 23, 36, 13, 
2019/10/26, 33, 48, 31, 5, 
2019/10/27, 24, 22, 31, 8, 
2019/10/28, 20, 39, 30, 11, 
2019/10/29, 29, 34, 35, 17, 
2019/10/30, 32, 38, 33, 15, 
2019/10/31, 48, 27, 38, 11, 
2019/11/1, 46, 29, 39, 13, 
2019/11/2, 40, 20, 41, 8, 
2019/11/3, 40, 25, 37, 13, 
2019/11/4, 38, 28, 40, 13, 
2019/11/5, 51, 26, 39, 12, 
2019/11/6, 52, 27, 37, 16, 
2019/11/7, 49, 26, 32, 16, 
2019/11/8, 45, 22, 34, 14, 
2019/11/9, 34, 20, 36, 9, 
2019/11/10, 35, 24, 45, 9, 
2019/11/11, 49, 28, 36, 16, 
2019/11/12, 38, 27, 29, 15, 
2019/11/13, 39, 20, 31, 7, 
2019/11/14, 37, 16, 27, 10, 
2019/11/15, 25, 22, 30, 8, 
2019/11/16, 51, 23, 36, 8, 
2019/11/17, 52, 25, 30, 13, 
2019/11/18, 47, 26, 31, 9, 
2019/11/19, 51, 25, 30, 7, 
2019/11/20, 30, 37, 29, 13, 
2019/11/21, 35, 39, 30, 14, 
2019/11/22, 48, 30, 27, 13, 
2019/11/23, 49, 18, 28, 10, 
2019/11/24, 38, 34, 33, 10, 
2019/11/25, 29, 14, 29, 4, 
2019/11/26, 23, 10, 26, 5, 
2019/11/27, 23, 5, 29, 6, 
2019/11/28, 15, 9, 24, 8, 
2019/11/29, 29, 5, 28, 4, 
2019/11/30, 27, 2, 24, 4, 
2019/12/1, 19, 4, 19, 7, 
2019/12/2, 12, 11, 14, 7, 
2019/12/3, 35, 12, 8, 7, 
2019/12/4, 42, 11, 23, 8, 
2019/12/5, 23, 6, 31, 4, 
2019/12/6, 28, 5, 29, 2, 
2019/12/7, 23, 5, 31, 6, 
2019/12/8, 21, 10, 16, 9, 
2019/12/9, 31, 14, 17, 7, 
2019/12/10, 47, 14, 11, 8, 
2019/12/11, 58, 12, 20, 6, 
2019/12/12, 37, 12, 18, 5, 
2019/12/13, 39, 7, 28, 3, 
2019/12/14, 22, 6, 28, 8, 
2019/12/15, 25, 14, 15, 10, 
2019/12/16, 52, 14, 16, 11, 
2019/12/17, 39, 10, 25, 9, 
2019/12/18, 36, 11, 21, 13, 
2019/12/19, 30, 14, 24, 9, 
2019/12/20, 40, 16, 16, 8, 
2019/12/21, 54, 10, 32, 6, 
2019/12/22, 40, 9, 21, 10, 
2019/12/23, 24, 11, 20, 10, 
2019/12/24, 36, 6, 24, 5, 
2019/12/25, 25, 5, 25, 7, 
2019/12/26, 15, 13, 26, 14, 
2019/12/27, 33, 11, 8, 6, 
2019/12/28, 49, , , , 
2019/7/1, 23, 13, , 3, 
2019/7/2, 24, 16, , 3, 
2019/7/3, 33, 26, , 4, 
2019/7/4, 41, 14, , 4, 
2019/7/5, 35, 14, , 3, 
2019/7/6, 33, 14, , 2, 
2019/7/7, 31, 12, , 2, 
2019/7/8, 27, 12, , 3, 
2019/7/9, 24, 8, , 2, 
2019/7/10, 16, 9, , 3, 
2019/7/11, 15, 10, , 4, 
2019/7/12, 16, 9, , 3, 
