date, pm25, pm10, o3, so2, co
2018/3/9, 42, 23, 13, 7, 
2018/3/10, 53, 17, 12, , 
2018/3/11, 45, 18, 12, 1, 
2018/3/12, 51, 89, 15, 3, 
2018/3/13, 125, 24, 20, 8, 
2018/3/14, 61, 20, 9, , 
2018/3/15, 52, 16, 13, 9, 
2018/3/16, 43, 13, 12, 3, 
2018/3/17, 32, 6, 9, 1, 
2018/3/18, 17, 12, 11, , 
2018/3/19, 32, 28, 11, , 
2018/3/20, 68, 13, 12, , 
2018/3/21, 39, 15, 12, 7, 
2018/3/22, 40, 11, 12, 12, 
2018/3/23, 30, , , , 
2018/3/25, 28, 24, 15, 1, 
2018/3/26, 59, 9, 13, 1, 
2018/3/27, 30, 10, 9, 6, 
2018/3/28, 30, 11, 10, 4, 
2018/3/29, 35, 8, 15, , 
2018/3/30, 27, 13, 18, 1, 
2018/3/31, 37, 11, 14, , 
2017/10/1, 13, 6, 11, , 
2017/10/2, 15, 15, 10, , 
2017/10/3, 40, 20, 13, 7, 
2017/10/4, 45, 30, 15, 2, 
2017/10/5, 67, 26, 11, , 
2017/10/6, 66, 13, 16, , 
2017/10/7, 39, 10, 14, , 
2017/10/8, 31, 14, 13, 1, 
2017/10/9, 42, 18, 13, , 
2017/10/10, 50, 21, 15, 1, 
2017/10/11, 58, 6, 10, , 
2017/10/12, 19, 12, 13, , 
2017/10/13, 34, 25, 15, 1, 
2017/10/14, 65, 15, 18, 1, 
2017/10/15, 40, 5, 16, 4, 
2017/10/16, 16, 12, 6, 3, 
2017/10/17, 34, 10, 11, 1, 
2017/10/18, 34, 10, 17, 2, 
2017/10/19, 29, 19, 16, 4, 
2017/10/20, 49, 9, 13, , 
2017/10/21, 24, 7, 18, , 
2017/10/22, 21, 16, 21, 6, 
2017/10/23, 46, 15, 18, 6, 
2017/10/24, 41, 14, 20, 2, 
2017/10/25, 44, 37, 19, 1, 
2017/10/26, 93, 9, 12, , 
2017/10/27, 26, 20, 17, 1, 
2017/10/28, 58, 8, 14, 7, 
2017/10/29, 22, 12, 15, 2, 
2017/10/30, 34, 18, 21, 1, 
2017/10/31, 49, 18, 18, , 
2017/11/1, 54, 8, 17, 2, 
2017/11/2, 20, 12, 18, , 
2017/11/3, 33, 94, 139, 500, 142
2017/11/4, 112, 333, 179, 500, 500
2017/11/5, 502, 23, 25, 3, 
2017/11/6, 59, 13, 18, 4, 
2017/11/7, 39, 10, 16, 2, 
2017/11/8, 28, 14, 19, , 
2017/11/9, 35, 23, 19, 1, 
2017/11/10, 59, 19, 16, , 
2017/11/11, 51, 20, 37, 3, 
2017/11/12, 55, 22, 22, 10, 
2017/11/13, 54, 14, 21, 8, 
2017/11/14, 40, 39, 25, 3, 
2017/11/15, 81, 11, 25, 1, 
2017/11/16, 32, 22, 20, 7, 
2017/11/17, 53, 15, 15, , 
2017/11/18, 42, 29, 15, 12, 
2017/11/19, 70, 14, 12, 1, 
2017/11/20, 40, 12, 18, , 
2017/11/21, 36, 17, 18, 8, 
2017/11/22, 45, 53, 25, 2, 
2017/11/23, 107, 30, 19, 3, 
2017/11/24, 74, 19, 21, 6, 
2017/11/25, 32, 13, 18, 9, 
2017/11/26, 35, 42, 15, 3, 
2017/11/27, 99, 26, 18, , 
2017/11/28, 68, 20, 18, 1, 
2017/11/29, 56, 19, 16, , 
2017/11/30, 51, 18, 14, , 
2017/12/1, 51, 12, 15, , 
2017/12/2, 36, 14, 12, 1, 
2017/12/3, 36, 13, 12, , 
2017/12/4, 41, 13, 15, , 
2017/12/5, 41, 10, 14, 7, 
2017/12/6, 28, 17, 23, 1, 
2017/12/7, 44, 18, 26, 5, 
2017/12/8, 49, 25, 21, 2, 
2017/12/9, 58, 32, 17, 2, 
2017/12/10, 70, 22, 14, , 
2017/12/11, 60, 17, 17, 8, 
2017/12/12, 43, 23, 16, 7, 
2017/12/13, 62, 18, 21, 1, 
2017/12/14, 44, 27, 14, 12, 
2017/12/15, 62, 17, 16, 3, 
2017/12/16, 42, 16, 13, , 
2017/12/17, 36, 12, 11, 1, 
2017/12/18, 37, , , , 
2017/7/1, 54, 6, 9, 4, 
2017/7/2, 16, 13, 8, 2, 
2017/7/3, 36, 20, 8, 2, 
2017/7/4, 48, 11, 5, 2, 
2017/7/5, 29, 17, 1, , 
2017/7/6, 44, 4, 10, , 
2017/7/7, 10, 5, 11, , 
2017/7/8, 14, 7, 4, 2, 
2017/7/9, 23, 6, 4, , 
2017/7/10, 18, 10, 14, , 
2017/7/11, 33, 6, 10, 10, 
2017/7/12, 21, 19, 4, , 
2017/7/13, 43, 6, 11, , 
2017/7/14, 18, 9, 10, , 
2017/7/15, 24, 5, 13, , 
2017/7/16, 16, 10, 12, 4, 
2017/7/17, 30, 19, 12, , 
2017/7/18, 52, 25, 11, 1, 
2017/7/19, 63, 29, 12, 1, 
2017/7/20, 72, 30, 12, , 
2017/7/21, 77, 12, 11, 9, 
2017/7/22, 36, 20, 10, 5, 
2017/7/23, 57, 11, 12, , 
2017/7/24, 33, 8, 14, , 
2017/7/25, 24, 8, 12, , 
2017/7/26, 24, 21, 9, 4, 
2017/7/27, 52, 26, 12, 5, 
2017/7/28, 62, 36, 11, 3, 
2017/7/29, 83, 14, 12, , 
2017/7/30, 35, 6, 13, , 
2017/7/31, 19, 5, 12, , 
2017/8/1, 14, 8, 15, , 
2017/8/2, 26, 22, 12, 3, 
2017/8/3, 59, 24, 15, 5, 
2017/8/4, 63, 6, 13, 1, 
2017/8/5, 19, 7, 12, 1, 
2017/8/6, 19, 12, 9, 1, 
2017/8/7, 33, 10, 11, , 
2017/8/8, 26, 13, 16, , 
2017/8/9, 41, 6, 14, , 
2017/8/10, 17, 3, 13, , 
2017/8/11, 9, 6, 6, , 
2017/8/12, 17, 8, 14, , 
2017/8/13, 23, 15, 12, , 
2017/8/14, 42, 17, 8, 4, 
2017/8/15, 46, 25, 13, 1, 
2017/8/16, 69, 26, 12, 4, 
2017/8/17, 65, 18, 9, 8, 
2017/8/18, 50, 17, 13, 3, 
2017/8/19, 44, 14, 12, , 
2017/8/20, 39, 18, 8, 9, 
2017/8/21, 48, 20, 12, 3, 
2017/8/22, 50, 20, 11, 3, 
2017/8/23, 52, 11, 9, 3, 
2017/8/24, 30, 19, 6, , 
2017/8/25, 48, 7, 10, , 
2017/8/26, 22, 5, 15, , 
2017/8/27, 15, 6, 13, 1, 
2017/8/28, 16, 9, 9, , 
2017/8/29, 23, 20, 12, 1, 
2017/8/30, 49, 16, 13, 1, 
2017/8/31, 46, 22, 11, 3, 
2017/9/1, 58, 17, 7, , 
2017/9/2, 48, 13, 8, , 
2017/9/3, 35, 8, 11, 1, 
2017/9/4, 22, 14, 14, , 
2017/9/5, 42, , , , 
2017/9/10, 13, 8, 13, 2, 
2017/9/11, 22, 18, 16, 1, 
2017/9/12, 46, 6, 13, , 
2017/9/13, 21, 19, 13, , 
2017/9/14, 50, 22, 17, , 
2017/9/15, 64, 13, 19, , 
2017/9/16, 40, 7, 17, , 
2017/9/17, 23, 12, 15, 3, 
2017/9/18, 37, 20, 12, 1, 
2017/9/19, 55, 30, 10, , 
2017/9/20, 70, 9, 12, , 
2017/9/21, 22, 8, 18, 2, 
2017/9/22, 27, 30, 22, 2, 
2017/9/23, 76, 5, 14, , 
2017/9/24, 13, 15, 13, 1, 
2017/9/25, 54, 20, 11, , 
2017/9/26, 53, 13, 12, , 
2017/9/27, 38, 14, 17, , 
2017/9/28, 45, 9, 15, , 
2017/9/29, 31, 8, 10, 1, 
2017/9/30, 27, 5, 16, , 
2017/4/1, 39, 20, 11, 2, 
2017/4/2, 52, 13, 17, , 
2017/4/3, 34, 22, 15, 1, 
2017/4/4, 57, 40, 8, 1, 
2017/4/5, 81, 17, 13, 1, 
2017/4/6, 45, 20, 14, 1, 
2017/4/7, 48, 38, 11, , 
2017/4/8, 85, 31, 6, , 
2017/4/9, 76, 5, 6, , 
2017/4/10, 9, 13, 7, , 
2017/4/11, 30, 20, 14, 1, 
2017/4/12, 55, 17, 15, 1, 
2017/4/13, 48, 7, 15, 1, 
2017/4/14, 21, 7, 14, , 
2017/4/15, 22, 10, 13, , 
2017/4/16, 29, 14, 12, , 
2017/4/17, 43, 12, 14, , 
2017/4/18, 41, 62, 71, 500, 38
2017/4/19, 77, 680, 333, 333, 333
2017/4/20, 694, 23, 11, , 
2017/4/21, 55, 23, 8, 2, 
2017/4/22, 60, 19, 2, 7, 
2017/4/23, 47, 8, 14, , 
2017/4/24, 22, 27, 6, 1, 
2017/4/25, 61, 7, 9, , 
2017/4/26, 18, 17, 9, 1, 
2017/4/27, 42, 20, 13, 1, 
2017/4/28, 44, 24, 9, 6, 
2017/4/29, 57, 55, 75, 29, 166
2017/4/30, 78, 523, 253, 250, 333
2017/5/1, 549, 12, 8, 7, 
2017/5/2, 26, 30, 17, 1, 
2017/5/3, 77, 16, 14, 2, 
2017/5/4, 49, 13, 12, 1, 
2017/5/5, 38, 9, 11, 2, 
2017/5/6, 18, 6, 9, 2, 
2017/5/7, 11, 8, 9, , 
2017/5/8, 15, 13, 10, 8, 
2017/5/9, 35, 14, 16, 4, 
2017/5/10, 41, 12, 17, , 
2017/5/11, 35, 6, 13, 1, 
2017/5/12, 13, 9, 11, , 
2017/5/13, 20, 7, 11, 2, 
2017/5/14, 19, 18, 10, , 
2017/5/15, 43, 30, 14, 2, 
2017/5/16, 72, 11, 15, , 
2017/5/17, 34, 7, 13, , 
2017/5/18, 17, 6, 11, 5, 
2017/5/19, 14, 6, 5, 11, 
2017/5/20, 14, 7, 9, , 
2017/5/21, 15, 14, 10, 5, 
2017/5/22, 38, 11, 12, , 
2017/5/23, 27, 11, 6, 1, 
2017/5/24, 32, 7, 7, , 
2017/5/25, 18, 13, 8, , 
2017/5/26, 32, 15, 15, , 
2017/5/27, 43, 8, 13, , 
2017/5/28, 24, 15, 10, , 
2017/5/29, 40, 26, 11, , 
2017/5/30, 69, 25, 15, 1, 
2017/5/31, 70, 35, 4, 1, 
2017/6/1, 92, 37, 10, 2, 
2017/6/2, 92, 8, 9, 2, 
2017/6/3, 26, 21, 7, 1, 
2017/6/4, 58, 27, 8, , 
2017/6/5, 70, 49, 5, 3, 
2017/6/6, 116, 15, 7, 5, 
2017/6/7, 42, 18, 5, , 
2017/6/8, 50, 18, 6, , 
2017/6/9, 46, , , , 
2017/6/11, 59, 30, 9, 4, 
2017/6/12, 75, 23, 8, 3, 
2017/6/13, 61, 12, 9, , 
2017/6/14, 36, 9, 6, 3, 
2017/6/15, 24, 12, 4, 8, 
2017/6/16, 26, 18, 8, , 
2017/6/17, 38, 239, 44, 5, 
2017/6/18, 160, 12, 6, , 
2017/6/19, 30, , , , 
2017/6/21, 21, 10, 4, 2, 
2017/6/22, 31, 15, 5, 2, 
2017/6/23, 38, 14, 6, , 
2017/6/24, 38, 14, 5, 4, 
2017/6/25, 34, 13, 6, 2, 
2017/6/26, 34, 12, 6, , 
2017/6/27, 33, 11, 6, , 
2017/6/28, 34, 19, 4, 1, 
2017/6/29, 54, 22, 5, 1, 
2017/6/30, 58, 19, 9, 2, 
2017/1/2, 116, 19, 10, 5, 
2017/1/3, 49, 28, 24, 2, 
2017/1/4, 72, 48, 15, 1, 
2017/1/5, 105, 27, 15, 4, 
2017/1/6, 71, 29, 12, 6, 
2017/1/7, 72, 30, 15, 1, 
2017/1/8, 74, 52, 13, 2, 
2017/1/9, 115, 10, 19, , 
2017/1/10, 28, 12, 14, 10, 
2017/1/11, 35, 19, 12, 8, 
2017/1/12, 52, 30, 13, 3, 
2017/1/13, 71, 16, 17, 1, 
2017/1/14, 50, 28, 13, 1, 
2017/1/15, 74, 25, 11, , 
2017/1/16, 70, 25, 21, 4, 
2017/1/17, 67, 26, 14, 1, 
2017/1/18, 70, 20, 11, 10, 
2017/1/19, 54, 26, 18, 4, 
2017/1/20, 68, 21, 13, 11, 
2017/1/21, 57, 20, 14, 3, 
2017/1/22, 57, 18, 17, , 
2017/1/23, 51, 26, 18, 6, 
2017/1/24, 62, 16, 14, , 
2017/1/25, 48, 20, 11, 1, 
2017/1/26, 60, 21, 27, 2, 
2017/1/27, 60, 15, 13, 12, 
2017/1/28, 43, 17, 14, 6, 
2017/1/29, 45, 17, 17, 7, 
2017/1/30, 46, 15, 16, 3, 
2017/1/31, 42, 9, 21, 2, 
2017/2/1, 25, 13, 19, , 
2017/2/2, 44, 19, 23, 1, 
2017/2/3, 52, 12, 19, 1, 
2017/2/4, 35, 6, 13, , 
2017/2/5, 14, 11, 13, , 
2017/2/6, 37, 35, 24, 2, 
2017/2/7, 86, 16, 22, 1, 
2017/2/8, 49, 22, 19, 1, 
2017/2/9, 65, 63, 14, 1, 
2017/2/10, 140, 11, 13, , 
2017/2/11, 35, 17, 11, , 
2017/2/12, 50, 21, 12, , 
2017/2/13, 54, 7, 10, , 
2017/2/14, 20, 17, 14, , 
2017/2/15, 45, 26, 12, 4, 
2017/2/16, 57, 20, 14, 6, 
2017/2/17, 46, 14, 17, 8, 
2017/2/18, 31, 18, 16, 10, 
2017/2/19, 46, 14, 26, 4, 
2017/2/20, 38, 20, 14, 1, 
2017/2/21, 45, 19, 11, 9, 
2017/2/22, 48, 51, 18, 1, 
2017/2/23, 92, 30, 21, , 
2017/2/24, 77, 29, 30, , 
2017/2/25, 72, 19, 13, 1, 
2017/2/26, 43, 13, 8, 7, 
2017/2/27, 28, 23, 23, 4, 
2017/2/28, 51, 28, 18, 1, 
2017/3/1, 59, 38, 12, 4, 
2017/3/2, 87, 20, 8, 3, 
2017/3/3, 47, 16, 10, 1, 
2017/3/4, 48, 14, 14, , 
2017/3/5, 39, 14, 13, 5, 
2017/3/6, 39, 39, 14, , 
2017/3/7, 99, 28, 11, 1, 
2017/3/8, 77, 11, 10, 1, 
2017/3/9, 27, 18, 10, , 
2017/3/10, 47, 28, 12, 4, 
2017/3/11, 69, 14, 12, 3, 
2017/3/12, 36, , , , 
2017/3/14, 62, 22, 13, 1, 
2017/3/15, 52, 12, 8, , 
2017/3/16, 32, 34, 13, , 
2017/3/17, 88, 16, 14, 1, 
2017/3/18, 51, 11, 13, 4, 
2017/3/19, 34, 26, 14, 1, 
2017/3/20, 74, 22, 13, , 
2017/3/21, 64, 23, 11, , 
2017/3/22, 65, 14, 15, , 
2017/3/23, 38, 36, 23, 1, 
2017/3/24, 94, 19, 15, , 
2017/3/25, 52, 11, 9, , 
2017/3/26, 32, 19, 11, 1, 
2017/3/27, 56, 18, 13, , 
2017/3/28, 52, 27, 11, , 
2017/3/29, 72, 24, 10, , 
2017/3/30, 63, 21, 11, , 
2017/3/31, 57, 14, 12, , 
2020/1/1, , 8, 5, , 
2019/11/7, , 26, 12, 11, 
2019/8/25, , 23, 17, 7, 
2019/1/1, , 13, 19, 1, 
2019/1/5, , 7, 31, , 
2019/2/5, , 33, 7, , 
2019/2/27, , 15, 10, , 
2018/12/3, , 19, 18, 1, 
2018/12/21, , 11, 59, 1, 
2018/7/18, , 8, 1, 4, 
2018/8/20, , 21, 19, 5, 
2018/4/28, , 9, 5, 1, 
2017/12/31, , 15, 14, 1, 
2018/2/11, , 10, 17, 2, 
2018/3/24, , 11, 11, , 
2017/9/9, , 4, 21, , 
2017/6/10, , 23, 9, , 
2017/6/20, , 8, 7, 4, 
2017/1/1, , 48, 17, , 
2017/3/13, , 27, 20, 1, 
2019/2/26, , , 11, , 
2018/12/2, , , 18, , 
2018/12/18, , , 71, , 
2018/12/19, , , 74, , 
2018/12/20, , , 27, , 
2017/12/30, , , 9, 1, 
