date, pm25, pm10, o3, no2, co
2020/1/1, 134, 5, 24, 3, 
2020/1/2, 134, 3, 27, 6, 
2020/1/3, 122, 3, 31, 5, 
2020/1/4, 114, 4, 31, 4, 
2020/1/5, 104, 16, 26, 8, 
2020/1/6, 93, 19, 24, 3, 
2020/1/7, 72, 9, 32, 3, 
2020/1/8, 70, 3, 35, 3, 
2020/1/9, 87, 6, 34, 5, 
2020/1/10, 152, 6, 32, 6, 
2020/1/11, 129, 8, 32, 4, 
2020/1/12, 112, 10, 29, 3, 
2020/1/13, 137, 13, 26, 4, 
2019/10/1, 34, 3, 32, 3, 
2019/10/2, 42, 6, 32, 5, 
2019/10/3, 42, 3, 30, 8, 
2019/10/4, 34, 10, 31, 6, 
2019/10/5, 80, 17, 30, 6, 
2019/10/6, 74, 5, 28, 6, 
2019/10/7, 38, 13, 27, 6, 
2019/10/8, 61, 9, 32, 11, 
2019/10/9, 72, 16, , , 
2019/10/10, 107, 25, , 7, 
2019/10/11, 80, 17, 27, 4, 
2019/10/12, 91, 20, 26, 3, 
2019/10/13, 149, 12, 19, 8, 
2019/10/14, 122, 4, 32, 11, 
2019/10/15, 65, 7, 32, 3, 
2019/10/16, 17, 5, 30, 3, 
2019/10/17, 53, 6, 31, 3, 
2019/10/18, 46, 6, 31, 3, 
2019/10/19, 95, 8, 31, 3, 
2019/10/20, 57, 11, 22, 3, 
2019/10/21, 78, 15, 17, 4, 
2019/10/22, 91, 23, 21, 6, 
2019/10/23, 82, 10, 22, 3, 
2019/10/24, 80, 13, 25, 6, 
2019/10/25, 55, 20, 32, 4, 
2019/10/26, 64, 10, 31, 3, 
2019/10/27, 59, 14, 34, 6, 
2019/10/28, 93, 10, 27, 7, 
2019/10/29, 104, 3, 12, 6, 
2019/10/30, 55, 3, 5, 7, 
2019/10/31, 55, 3, 10, 11, 
2019/11/1, 50, 3, 12, 10, 
2019/11/2, 30, 3, 21, 4, 
2019/11/5, 46, 10, 27, 3, 
2019/11/6, 57, 6, 23, 11, 
2019/11/7, 70, 7, 22, 9, 
2019/11/8, 59, 10, 23, 7, 
2019/11/9, 72, 10, 19, 4, 
2019/11/10, 87, 10, 18, 8, 
2019/11/11, 74, 3, 22, 11, 
2019/11/12, 21, 3, 30, 3, 
2019/11/13, 53, 3, 30, 13, 
2019/11/14, 13, 4, 30, 13, 
2019/11/15, 42, 10, 28, 7, 
2019/11/16, 82, 3, 27, 3, 
2019/11/17, 25, 12, 26, 3, 
2019/11/18, 74, 5, 21, 4, 
2019/11/19, 53, 5, 24, 4, 
2019/11/20, 59, 6, 25, 9, 
2019/11/21, 76, 3, 17, 10, 
2019/11/22, 61, 3, 17, 17, 
2019/11/23, 13, 3, 22, 3, 
2019/11/24, 13, 4, 26, 3, 
2019/11/25, 13, 4, 26, 3, 
2019/11/26, 13, 3, 28, 12, 
2019/11/27, 63, 3, 17, 9, 
2019/11/28, 68, 8, 30, 8, 
2019/11/29, 76, 10, 29, 7, 
2019/11/30, 89, 10, 18, 8, 
2019/12/1, 102, 9, 15, 6, 
2019/12/2, 38, 13, 17, 8, 
2019/12/3, 55, 17, 25, 14, 
2019/12/4, 68, 30, 22, 15, 
2019/12/5, 95, 9, 19, 11, 
2019/12/6, 122, 6, 25, 11, 
2019/12/7, 137, 3, 26, 3, 
2019/12/8, 134, 3, 29, 6, 
2019/12/9, 151, 5, 28, 3, 
2019/12/10, 72, 3, 24, 6, 
2019/12/11, 59, 3, 24, 15, 
2019/12/12, 80, 3, 28, 11, 
2019/12/13, 68, 3, 28, 11, 
2019/12/14, 21, 18, 32, 5, 
2019/12/15, 132, 24, 19, 3, 
2019/12/16, 152, 22, 13, 8, 
2019/12/17, 147, 12, 9, 8, 
2019/12/18, 87, 3, 16, 12, 
2019/12/19, 46, 3, 32, 6, 
2019/12/20, 13, 3, 28, 5, 
2019/12/21, 13, 3, 30, 4, 
2019/12/22, 13, 5, 31, 3, 
2019/12/23, 13, 13, 29, 4, 
2019/12/24, 65, 20, 30, 5, 
2019/12/25, 107, 17, 30, 3, 
2019/12/26, 99, 10, 28, 6, 
2019/7/1, 91, 11, 59, 5, 
2019/7/2, 74, 15, 54, 5, 
2019/7/3, 65, 14, 59, 5, 
2019/7/4, 57, 13, 54, 5, 
2019/7/5, 68, 16, 52, 5, 
2019/7/6, 59, 20, 39, 5, 
2019/7/7, 59, 19, 44, 5, 
2019/7/8, 46, 16, 44, , 
2019/7/9, 38, 13, 38, 5, 
2019/7/10, 63, 14, 37, 5, 
2019/7/11, 59, 13, 44, 5, 
2019/7/12, 57, 9, 44, 5, 
2019/7/13, 59, 7, 43, 5, 
2019/7/14, 25, 5, 36, 5, 
2019/7/15, 42, 7, 39, 5, 
2019/7/16, 59, 6, 43, 5, 
2019/7/17, 55, 9, 43, 5, 
2019/7/18, 65, 11, 41, 5, 
2019/7/19, 68, 10, 46, 5, 
2019/7/20, 61, 12, 48, 5, 
2019/7/21, 65, 19, 56, 5, 
2019/7/22, 74, 21, 55, 5, 
2019/7/23, 72, 23, 64, 5, 
2019/7/24, 63, 22, 73, 5, 
2019/7/25, 63, 7, 50, 5, 
2019/7/26, 30, 7, 41, 5, 
2019/7/27, 21, 5, 39, 5, 
2019/7/28, 25, 8, 37, 5, 
2019/7/29, 38, 8, 39, 5, 
2019/7/30, 59, 13, 38, 5, 
2019/7/31, 74, 10, 45, 5, 
2019/8/1, 74, 10, 44, 5, 
2019/8/2, 63, 6, 45, 5, 
2019/8/3, 55, 8, 53, 5, 
2019/8/4, 53, 10, 57, 5, 
2019/8/5, 55, 12, 48, 5, 
2019/8/6, 59, 17, 43, 5, 
2019/8/7, 34, 20, 36, 5, 
2019/8/10, 70, 12, 41, 5, 
2019/8/11, 53, 12, 39, 5, 
2019/8/12, 63, 10, 40, 5, 
2019/8/13, 46, 6, 39, 5, 
2019/8/14, 38, 8, 40, 5, 
2019/8/15, 57, 8, 43, 5, 
2019/8/16, 46, 10, 47, 5, 
2019/8/17, 59, 10, 44, 5, 
2019/8/18, 55, 8, 47, 5, 
2019/8/19, 53, 9, 43, 5, 
2019/8/20, 53, 12, 54, 5, 
2019/8/21, 50, 14, 53, 5, 
2019/8/22, 63, 12, 39, 5, 
2019/8/23, 82, 21, 37, 5, 
2019/8/24, 74, 11, 42, 5, 
2019/8/25, 61, 12, 45, 5, 
2019/8/26, 70, 17, 52, 5, 
2019/8/27, 80, 14, 43, 5, 
2019/8/28, 80, 13, 41, 5, 
2019/8/29, 63, 14, 57, 5, 
2019/8/30, 68, 18, 49, 5, 
2019/8/31, 76, 17, 44, 5, 
2019/9/1, 59, 13, 52, 5, 
2019/9/2, 55, , 48, 5, 
2019/9/3, 68, , 46, 5, 
2019/9/4, 57, , 46, 5, 
2019/9/5, 70, 5, 38, 5, 
2019/9/6, 21, 5, 35, 5, 
2019/9/7, 25, 5, 36, 5, 
2019/9/8, 25, 5, 32, 5, 
2019/9/9, 21, 16, 34, 6, 
2019/9/13, 30, 15, 52, 5, 
2019/9/14, 21, 8, 47, 5, 
2019/9/17, 38, 10, 43, 5, 
2019/9/18, 61, 5, 33, 3, 
2019/9/19, 50, 16, 34, 4, 
2019/9/20, 61, 15, 37, 5, 
2019/9/21, 63, 6, 34, 6, 
2019/9/22, 50, 3, 29, 3, 
2019/9/23, 46, 3, 32, 6, 
2019/9/24, 21, 7, 33, 4, 
2019/9/25, 68, 18, 33, 6, 
2019/9/26, 91, 10, 31, 3, 
2019/9/27, 61, 13, 35, 3, 
2019/9/28, 61, 7, 35, 3, 
2019/9/29, 13, 9, 34, 3, 
2019/9/30, 21, 3, 32, 3, 
2019/4/1, 91, 16, , 6, 
2019/4/2, 78, 7, , , 
