date, pm10, o3, no2, so2, co
2020/1/1, 16, 19, 15, 1, 
2020/1/2, 17, 26, 8, 1, 
2020/1/3, 19, 23, 13, 2, 
2020/1/4, 19, 20, 17, 1, 
2020/1/5, 16, 28, 10, 1, 3
2020/1/6, 11, 18, 14, 2, 4
2020/1/7, 15, 23, 22, 1, 4
2020/1/8, 16, 27, 21, 1, 4
2020/1/9, 17, 26, 6, 1, 3
2020/1/10, 15, 25, 13, 2, 3
2020/1/11, 13, 24, 13, 2, 3
2020/1/12, 15, 22, 12, 3, 3
2020/1/13, 15, 20, 10, 1, 4
2020/1/14, 12, 13, 19, 4, 4
2020/1/15, 17, , , , 
2019/11/15, 11, 25, 3, 1, 1
2019/11/16, 11, 2, 4, , 1
2019/11/17, 10, 25, 3, , 1
2019/11/18, 9, 28, 15, 1, 2
2019/11/19, 14, 25, 12, 1, 1
2019/11/20, 14, 25, 9, , 1
2019/11/21, 13, 27, 2, , 
2019/11/22, 1, 33, 2, , 2
2019/11/23, 14, 33, 3, , 2
2019/11/24, 11, 28, 7, , 2
2019/11/25, 11, 22, 4, , 2
2019/11/26, 7, 24, 3, , 2
2019/11/27, 5, 26, 6, 3, 3
2019/11/28, 8, 25, 9, , 3
2019/11/29, 11, 27, 11, 1, 3
2019/11/30, 13, 31, 3, , 2
2019/12/1, 5, 24, 15, 1, 2
2019/12/2, 12, 8, 23, , 5
2019/12/3, 23, 27, 7, , 3
2019/12/4, 9, 20, 15, 2, 3
2019/12/5, 12, 22, 16, 3, 
2019/12/6, 24, 18, 22, 3, 3
2019/12/7, 32, 28, 8, 1, 3
2019/12/8, 20, 27, 3, , 3
2019/12/9, 9, 18, 14, 1, 3
2019/12/10, 18, 27, 6, 1, 3
2019/12/11, 12, 30, 3, , 2
2019/12/12, 8, , , , 
2019/12/17, 10, 28, 16, 1, 2
2019/12/18, 19, 27, 9, 1, 2
2019/12/19, 10, 28, 1, , 2
2019/12/20, 13, , , , 
2019/12/23, 13, 22, 18, 1, 4
2019/12/24, 18, 19, 20, 1, 5
2019/12/25, 21, 5, 25, 5, 5
2019/12/26, 23, 15, 21, 3, 
2019/12/27, 19, 16, 19, 2, 
2019/12/28, 21, , , , 
2019/7/2, 11, 28, 11, 2, 3
2019/7/10, 23, 35, 19, 5, 3
2019/7/11, 26, 38, 14, 4, 4
2019/7/12, 26, 31, 3, 1, 3
2019/7/13, 18, 50, 1, 1, 3
2019/7/14, 20, 41, 3, 1, 3
2019/7/15, 18, 24, 19, 5, 4
2019/7/16, 27, 36, 13, 3, 3
2019/7/17, 28, 34, 6, 4, 4
2019/7/18, 29, 25, 7, 6, 4
2019/7/19, 28, 38, 6, 4, 4
2019/7/20, 29, 26, 8, 6, 4
2019/7/21, 43, 25, 7, 4, 4
2019/7/22, 37, 31, 6, 3, 4
2019/7/23, 34, 27, 6, 4, 4
2019/7/24, 31, 25, 10, 5, 4
2019/7/25, 33, 19, 3, 1, 
2019/7/26, 28, 17, , 2, 
2019/7/30, 25, 23, 10, 5, 4
2019/7/31, 26, 30, 16, 4, 50
2019/8/1, 35, 34, 31, 7, 5
2019/8/2, 34, 36, 23, 6, 3
2019/8/3, 34, 41, 19, 3, 3
2019/8/4, 28, 35, 13, 4, 2
2019/8/5, 22, 39, 11, 3, 2
2019/8/6, 16, 36, 2, , 2
2019/8/7, 14, 33, 4, 1, 2
2019/8/8, 13, 18, , , 2
2019/8/9, 9, 30, , , 3
2019/8/10, 11, 39, , , 2
2019/8/11, 18, 42, , , 2
2019/8/12, 18, 36, 19, 4, 3
2019/8/13, 28, 18, 27, 3, 3
2019/8/14, 26, 20, 23, 4, 3
2019/8/15, 24, 24, 22, 5, 4
2019/8/16, 29, 22, 23, 5, 4
2019/8/17, 29, 36, 9, 2, 4
2019/8/18, 21, 31, 3, 1, 3
2019/8/19, 12, 34, 20, 4, 4
2019/8/20, 25, 19, 25, 3, 4
2019/8/21, 31, 26, 24, 3, 4
2019/8/22, 25, 27, 22, 3, 4
2019/8/23, 21, 29, 24, 3, 4
2019/8/24, 20, 18, 21, 3, 5
2019/8/25, 20, 28, 16, 2, 5
2019/8/26, 25, 36, 5, 1, 5
2019/8/27, 19, 28, 14, 5, 5
2019/8/28, 23, 23, 23, 4, 6
