date, pm10, o3, no2
2020/1/2, 13, 20, 6
2020/1/3, 11, 19, 8
2020/1/4, 16, 16, 10
2020/1/5, 15, 19, 11
2020/1/6, 11, 19, 8
2020/1/7, 18, 15, 10
2020/1/8, 10, 15, 6
2020/1/9, 8, 24, 10
2020/1/10, 11, 21, 9
2020/1/11, 11, 22, 4
2020/1/12, 10, 22, 7
2020/1/13, 12, 23, 4
2020/1/14, 5, 25, 5
2020/1/15, 8, 15, 8
2020/1/16, 9, , 
2019/10/1, 8, 22, 9
2019/10/2, 8, 14, 11
2019/10/3, 11, 15, 9
2019/10/4, 11, 18, 8
2019/10/5, 11, 9, 9
2019/10/6, 10, 12, 11
2019/10/7, 12, 14, 8
2019/10/8, 14, 20, 7
2019/10/9, 13, 19, 7
2019/10/10, 14, 17, 6
2019/10/11, 11, 21, 7
2019/10/12, 12, 25, 5
2019/10/13, 15, 24, 11
2019/10/14, 17, 17, 10
2019/10/15, 13, 15, 6
2019/10/16, 9, 20, 8
2019/10/17, 10, 25, 6
2019/10/18, 8, 21, 6
2019/10/19, 8, 13, 9
2019/10/20, 12, 18, 7
2019/10/21, 9, 17, 10
2019/10/22, 13, 6, 14
2019/10/23, 25, 23, 9
2019/10/24, 17, 21, 6
2019/10/25, 9, 21, 4
2019/10/26, 8, 23, 7
2019/10/27, 12, 13, 19
2019/10/28, 18, 23, 16
2019/10/29, 16, 7, 16
2019/10/30, 23, 10, 19
2019/10/31, 25, 7, 13
2019/11/1, 23, 24, 3
2019/11/2, 10, 19, 6
2019/11/3, 8, 17, 9
2019/11/4, 11, 15, 13
2019/11/5, 14, 10, 18
2019/11/6, 16, 16, 10
2019/11/7, 10, 12, 15
2019/11/8, 18, 16, 11
2019/11/9, 20, 11, 16
2019/11/10, 24, 18, 9
2019/11/11, 15, 20, 7
2019/11/12, 11, 17, 12
2019/11/13, 11, 11, 12
2019/11/14, 11, 7, 14
2019/11/15, 23, 13, 13
2019/11/16, 12, 5, 14
2019/11/17, 26, 21, 13
2019/11/18, 13, 20, 15
2019/11/19, 12, 4, 21
2019/11/20, 30, 2, 16
2019/11/21, 32, 11, 15
2019/11/22, 15, 4, 13
2019/11/23, 15, 7, 13
2019/11/24, 20, 9, 15
2019/11/25, 15, 16, 10
2019/11/26, 7, 21, 6
2019/11/27, 7, 22, 7
2019/11/28, 7, 18, 17
2019/11/29, 17, 9, 20
2019/11/30, 25, 9, 18
2019/12/1, 21, 7, 22
2019/12/2, 19, 6, 18
2019/12/3, 22, 1, 18
2019/12/4, 20, 4, 18
2019/12/5, 30, 14, 9
2019/12/6, 14, 19, 8
2019/12/7, 12, 28, 3
2019/12/8, 12, 28, 6
2019/12/9, 13, 22, 9
2019/12/10, 17, 20, 10
2019/12/11, 10, 20, 8
2019/12/12, 10, 21, 10
2019/12/13, 8, 28, 5
2019/12/14, 14, 30, 4
2019/12/15, 14, 19, 14
2019/12/16, 13, 16, 10
2019/12/17, 13, 20, 12
2019/12/18, 10, 11, 13
2019/12/19, 20, 23, 7
2019/12/20, 10, 21, 5
2019/12/21, 8, 20, 6
2019/12/22, 8, 18, 8
2019/12/23, 13, 24, 6
2019/12/24, 19, 23, 5
2019/12/25, 14, 10, 11
2019/12/26, 17, 10, 10
2019/12/27, 16, 4, 15
2019/12/28, 23, , 
2019/7/1, 16, 31, 6
2019/7/2, 13, 29, 5
2019/7/3, 12, 33, 5
2019/7/4, 16, 39, 10
2019/7/5, 21, 37, 8
2019/7/6, 18, 27, 4
2019/7/7, 11, 24, 7
2019/7/8, 11, 32, 7
2019/7/9, 14, 29, 8
2019/7/10, 17, 40, 9
2019/7/11, 21, 25, 11
2019/7/12, 18, 22, 7
2019/7/13, 10, 25, 3
2019/7/14, 8, 22, 7
2019/7/15, 9, 21, 10
2019/7/16, 17, 34, 10
2019/7/17, 16, 34, 10
2019/7/18, 21, 36, 6
2019/7/19, 14, 31, 7
2019/7/20, 13, 30, 5
2019/7/21, 12, 41, 8
2019/7/22, 13, 62, 9
2019/7/23, 17, 78, 10
2019/7/24, 33, 106, 11
2019/7/25, 41, 91, 9
2019/7/27, 19, 19, 6
2019/7/28, 17, 36, 8
2019/7/29, 17, 39, 8
2019/7/30, 19, 25, 4
2019/7/31, 13, 28, 6
2019/8/1, 16, 27, 7
2019/8/2, 15, 25, 6
2019/8/3, 12, 41, 6
2019/8/4, 15, 33, 8
2019/8/5, 19, 30, 5
2019/8/6, 13, 27, 5
2019/8/7, 12, 32, 5
2019/8/8, 13, 24, 9
2019/8/9, 14, 30, 2
2019/8/10, 13, 27, 2
2019/8/11, 15, 26, 5
2019/8/12, 13, 22, 7
2019/8/13, 10, 29, 7
2019/8/14, 10, 21, 5
2019/8/15, 9, 24, 7
2019/8/16, 15, 16, 4
2019/8/17, 10, 20, 4
2019/8/18, 9, 27, 5
2019/8/19, 13, 28, 8
2019/8/20, 16, 41, 11
2019/8/21, 16, 43, 11
2019/8/22, 22, 58, 14
2019/8/23, 22, 64, 11
2019/8/24, 26, 63, 10
2019/8/25, 31, 58, 13
2019/8/26, 37, 61, 14
2019/8/27, 46, 47, 11
2019/8/28, 26, 25, 8
2019/8/29, 15, 34, 13
2019/8/30, 13, 43, 14
2019/8/31, 22, 25, 6
2019/9/1, 12, 26, 8
2019/9/2, 10, 20, 9
2019/9/3, 14, 24, 7
2019/9/4, 12, 23, 8
2019/9/5, 14, 28, 10
2019/9/6, 13, 19, 8
2019/9/7, 11, 28, 5
2019/9/8, 10, 27, 12
2019/9/9, 12, 30, 18
2019/9/10, 17, 16, 12
2019/9/11, 16, 19, 7
2019/9/12, 22, 21, 8
2019/9/13, 12, 27, 11
2019/9/14, 14, 35, 13
2019/9/15, 17, 11, 14
2019/9/16, 20, 24, 11
2019/9/17, 14, 22, 13
2019/9/18, 19, 23, 11
2019/9/19, 14, 23, 16
2019/9/20, 20, 24, 12
