date, pm10, o3, no2, so2
2020/1/2, 69, 38, 20, 6
2020/1/3, 65, 23, 29, 5
2020/1/4, 65, 29, 14, 4
2020/1/5, 80, 34, 10, 5
2020/1/6, 79, 39, 9, 6
2020/1/7, 49, 35, 30, 5
2020/1/8, 49, 32, 35, 5
2020/1/9, 54, 30, 13, 5
2020/1/10, 58, 35, 11, 6
2020/1/11, 62, 36, 9, 4
2020/1/12, 62, 40, 13, 7
2020/1/13, 60, 40, 15, 9
2020/1/14, 269, 38, 15, 5
2020/1/15, 972, 28, 26, 3
2020/1/16, 240, , , 
2019/10/1, 77, 38, 14, 3
2019/10/2, 95, 49, 13, 3
2019/10/3, 99, 43, 13, 10
2019/10/4, 85, 31, 9, 2
2019/10/5, 118, 28, 17, 3
2019/10/6, 148, 14, 17, 3
2019/10/7, 146, 28, 14, 3
2019/10/8, 115, 31, 14, 3
2019/10/9, 61, 37, 14, 3
2019/10/10, 60, 35, 13, 2
2019/10/11, 59, 69, 11, 3
2019/10/12, 19, 32, 21, 3
2019/10/13, 29, 31, 18, 3
2019/10/14, 95, 37, 19, 3
2019/10/15, 77, 43, 19, 3
2019/10/16, 69, 40, 19, 4
2019/10/17, 65, 48, 9, 4
2019/10/18, 60, 54, 13, 5
2019/10/19, 63, 56, 18, 6
2019/10/20, 62, 50, 16, 8
2019/10/21, 63, 47, 17, 7
2019/10/22, 66, 53, 22, 5
2019/10/23, 65, 44, 13, 4
2019/10/24, 64, 54, 14, 4
2019/10/25, 61, 63, 17, 4
2019/10/26, 59, 46, 21, 4
2019/10/27, 62, 52, 24, 5
2019/10/28, 64, 40, 30, 5
2019/10/29, 62, 47, 22, 5
2019/10/30, 61, 39, 23, 4
2019/10/31, 72, 43, 13, 4
2019/11/1, 72, 48, 8, 5
2019/11/2, 45, 49, 15, 5
2019/11/3, 36, 60, 15, 7
2019/11/4, 46, 40, 15, 5
2019/11/5, 49, 48, 10, 6
2019/11/6, 47, 53, 14, 6
2019/11/7, 51, 51, 13, 6
2019/11/8, 50, 45, 13, 5
2019/11/9, 55, 30, 19, 4
2019/11/10, 82, 40, 20, 5
2019/11/11, 55, 41, 24, 4
2019/11/12, 31, 49, 25, 5
2019/11/13, 38, 48, 23, 6
2019/11/14, 35, 51, 22, 7
2019/11/15, 32, 67, 18, 9
2019/11/16, 34, 33, 27, 5
2019/11/17, 50, 35, 19, 4
2019/11/18, 59, 36, 18, 5
2019/11/19, 48, 33, 16, 5
2019/11/20, 32, 42, 18, 7
2019/11/21, 45, 55, 12, 6
2019/11/22, 51, 54, 13, 5
2019/11/23, 47, 48, 21, 6
2019/11/24, 44, 49, 22, 6
2019/11/25, 44, 47, 24, 6
2019/11/26, 44, 47, 28, 6
2019/11/27, 48, 43, 22, 6
2019/11/28, 49, 49, 22, 5
2019/11/29, 45, 39, 19, 6
2019/11/30, 47, 41, 13, 6
2019/12/1, 56, 50, 17, 9
2019/12/2, 58, 43, 15, 6
2019/12/3, 60, 51, 19, 6
2019/12/4, 59, 39, 20, 7
2019/12/5, 90, 48, 17, 6
2019/12/6, 73, 28, 27, 4
2019/12/7, 60, 32, 22, 4
2019/12/8, 61, 39, 22, 5
2019/12/9, 58, 26, 26, 5
2019/12/10, 63, 30, 20, 4
2019/12/11, 59, 36, 9, 7
2019/12/12, 55, 40, 13, 5
2019/12/13, 51, 38, 19, 6
2019/12/14, 55, 30, 22, 7
2019/12/15, 61, 34, 17, 7
2019/12/16, 64, 25, 18, 4
2019/12/17, 79, 32, 17, 4
2019/12/18, 98, 38, 8, 6
2019/12/19, 60, 43, 7, 6
2019/12/20, 50, 42, 11, 5
2019/12/21, 48, 42, 16, 5
2019/12/22, 51, 42, 19, 5
2019/12/23, 51, 41, 16, 8
2019/12/24, 49, 37, 22, 7
2019/12/25, 50, 40, 19, 6
2019/12/26, 51, 44, 15, 5
2019/12/27, 53, 42, 22, 6
2019/12/28, 55, , , 
2019/7/15, 58, 85, 12, 8
2019/7/16, 39, 67, 10, 6
2019/7/17, 56, 50, 12, 8
2019/7/18, 57, 39, 13, 9
2019/7/19, 61, , , 
2019/7/20, 66, 29, 19, 7
2019/7/21, 253, 38, 9, 8
2019/7/22, 193, 36, 11, 8
2019/7/23, 138, 23, 13, 7
2019/7/24, 150, 19, 11, 6
2019/7/25, 130, 21, 12, 5
2019/7/26, 105, 36, 20, 7
2019/7/27, 111, 22, 16, 6
2019/7/28, 120, 14, 14, 6
2019/7/29, 145, 18, 13, 6
2019/7/30, 134, 29, 12, 6
2019/7/31, 150, 30, 12, 7
2019/8/1, 104, 41, 22, 9
2019/8/2, 66, 35, 26, 11
2019/8/3, 56, 34, 14, 7
2019/8/4, 59, 39, 13, 7
2019/8/5, 57, 32, 15, 6
2019/8/6, 41, 37, 15, 7
2019/8/7, 57, 39, 16, 7
2019/8/8, 64, 32, 12, 7
2019/8/9, 69, 19, 11, 6
2019/8/10, 75, 32, 8, 7
2019/8/11, 118, 43, 8, 12
2019/8/12, 75, 35, 9, 13
2019/8/13, 86, 32, 12, 8
2019/8/14, 99, 27, 10, 6
2019/8/15, 136, 24, 8, 6
2019/8/16, 144, 22, 8, 6
2019/8/17, 119, 17, 7, 6
2019/8/18, 91, 18, 9, 6
2019/8/19, 110, 24, 12, 5
2019/8/20, 154, 28, 11, 5
2019/8/21, 124, 45, 11, 6
2019/8/22, 101, 39, 11, 6
2019/8/23, 87, 21, 14, 6
2019/8/24, 99, 35, 18, 7
2019/8/25, 70, 31, 13, 7
2019/8/26, 61, 58, 10, 6
2019/8/27, 60, 39, 25, 6
2019/8/28, 58, 53, 18, 6
2019/8/29, 59, 56, 13, 7
2019/8/30, 54, 49, 12, 8
2019/8/31, 43, 38, 24, 9
2019/9/1, 60, 60, 14, 6
2019/9/2, 71, 46, 24, 7
2019/9/3, 74, 61, 18, 7
2019/9/4, 78, 64, 10, 7
2019/9/5, 65, 50, 8, 8
2019/9/6, 61, 73, 11, 6
2019/9/7, 61, 56, 12, 5
2019/9/8, 61, 53, 10, 7
2019/9/9, 51, 73, 11, 6
2019/9/10, 46, 50, 10, 6
2019/9/11, 55, 50, 10, 8
2019/9/12, 62, 52, 7, 8
2019/9/13, 53, 48, 9, 5
2019/9/14, 42, 73, 13, 5
2019/9/15, 50, 24, 11, 4
2019/9/16, 67, 32, 11, 5
2019/9/17, 85, 53, 10, 6
2019/9/18, 73, 38, 14, 6
2019/9/19, 77, 50, 10, 5
2019/9/20, 86, 55, 11, 6
2019/9/21, 71, 71, 15, 7
2019/9/22, 70, 72, 18, 9
2019/9/23, 73, 56, 12, 7
2019/9/24, 83, 37, 11, 3
2019/9/25, 170, 30, 9, 3
2019/9/26, 215, 47, 7, 3
2019/9/27, 70, 37, 10, 3
2019/9/28, 73, 41, 11, 3
2019/9/29, 77, 45, 13, 3
2019/9/30, 75, 45, 12, 3
2018/10/1, 126, 66, 17, 9
2018/10/2, 79, 73, 19, 7
2018/10/3, 46, 63, 16, 11
2018/10/4, 45, 89, 12, 20
2018/10/5, 52, 81, 11, 11
2018/10/6, 68, 67, 21, 6
2018/10/7, 75, 64, 18, 3
2018/10/8, 48, 61, 16, 7
2018/10/9, 57, 65, 19, 3
2018/10/10, 68, 64, 24, 3
2018/10/11, 88, 62, 20, 2
2018/10/12, 96, 50, 17, 1
2018/10/13, 79, 52, 17, 3
2018/10/14, 65, 44, 14, 5
2018/10/15, 49, 50, 12, 9
2018/10/16, 46, 83, 15, 5
2018/10/17, 55, 72, 16, 3
2018/10/18, 54, 57, 12, 4
2018/10/19, 46, 55, 17, 3
2018/10/20, 48, 57, 21, 3
2018/10/21, 59, 67, 23, 4
2018/10/22, 68, 45, 16, 4
2018/10/23, 60, 48, 13, 5
2018/10/24, 50, 58, 13, 4
2018/10/25, 63, 74, 15, 8
2018/10/26, 77, 67, 15, 5
2018/10/27, 67, 52, 12, 3
2018/10/28, 61, 51, 10, 3
2018/10/29, 40, 52, 10, 2
2018/10/30, 57, 64, 13, 5
2018/10/31, 61, 65, 16, 4
2018/11/1, 55, 64, 13, 2
2018/11/2, 68, 53, 15, 2
2018/11/3, 99, 51, 21, 2
2018/11/4, 72, 44, 25, 2
2018/11/5, 69, 41, 28, 2
2018/11/6, 95, 56, 25, 1
2018/11/7, 155, 57, 21, 4
2018/11/8, 114, 56, 16, 6
2018/11/9, 76, 49, 16, 6
2018/11/10, 66, 45, 21, 3
2018/11/11, 47, 45, 20, 2
2018/11/12, 40, 52, 11, 2
2018/11/13, 30, 55, 14, 3
2018/11/14, 25, 50, 27, 6
2018/11/15, 35, 33, 23, 2
2018/11/16, 56, , , 
2018/11/18, 57, 61, 10, 5
2018/11/19, 46, 59, 10, 4
2018/11/20, 40, 59, 10, 6
2018/11/21, 34, 60, 12, 6
2018/11/22, 24, 39, 23, 3
2018/11/23, 20, 40, 24, 8
2018/11/24, 36, 44, 20, 2
2018/11/25, 58, 44, 14, 3
2018/11/26, 63, 56, 11, 3
2018/11/27, 26, 58, 10, 4
2018/11/28, 20, 71, 14, 8
2018/11/29, 16, 62, 18, 4
2018/11/30, 24, 54, 19, 2
2018/12/1, 38, 56, 10, 4
2018/12/2, 30, 55, 8, 9
2018/12/3, 32, 66, 14, 12
2018/12/4, 37, 71, 24, 6
2018/12/5, 44, 57, 30, 5
2018/12/6, 43, 59, 18, 7
2018/12/7, 44, 59, 7, 3
2018/12/8, 47, 57, 17, 3
2018/12/9, 32, 57, 12, 6
2018/12/10, 35, 56, 12, 5
2018/12/11, 48, 55, 11, 6
2018/12/12, 48, 59, 15, 9
2018/12/13, 30, 79, 12, 6
2018/12/14, 18, 69, 12, 5
2018/12/15, 22, 56, 18, 6
2018/12/16, 23, 52, 20, 3
2018/12/17, 20, 63, 22, 4
2018/12/18, 23, 63, 11, 10
2018/12/19, 16, 58, 11, 5
2018/12/20, 22, 63, 14, 8
2018/12/21, 21, 62, 9, 7
2018/12/22, 29, 57, 9, 3
2018/12/23, 32, 56, 10, 6
2018/12/24, 69, 62, 10, 7
2018/12/25, 91, 66, 16, 6
2018/12/26, 37, 64, 20, 6
2018/12/27, 56, 60, 28, 5
2018/12/28, 56, 52, 24, 5
2018/12/29, 54, 60, 24, 5
2018/12/30, 36, , , 
2018/7/1, 181, 62, 19, 12
2018/7/2, 148, 76, 11, 26
2018/7/3, 148, 72, 12, 9
2018/7/4, 95, 82, 11, 4
2018/7/5, 118, 39, 12, 1
2018/7/6, 358, 37, 8, 1
2018/7/7, 430, 47, 11, 7
2018/7/8, 182, 81, 7, 12
2018/7/9, 158, 64, 9, 9
2018/7/10, 140, , , 
2018/7/21, 193, 57, 12, 9
2018/7/22, 126, 51, 10, 8
2018/7/23, 96, 57, 11, 6
2018/7/24, 67, 71, 15, 15
2018/7/25, 61, 67, 16, 14
2018/7/26, 51, 48, 13, 9
2018/7/27, 55, 43, 13, 2
2018/7/28, 84, 38, 18, 4
2018/7/29, 190, 68, 14, 14
2018/7/30, 602, 86, 13, 14
2018/7/31, 520, 86, 10, 32
2018/8/1, 108, 68, 9, 9
2018/8/2, 88, , , 
2018/8/4, 69, 92, 16, 24
2018/8/5, 55, 98, 16, 18
2018/8/6, 54, 97, 11, 15
2018/8/7, 83, 88, 9, 8
2018/8/8, 249, 64, 16, 3
2018/8/9, 139, 57, 14, 3
2018/8/10, 340, 57, 14, 3
2018/8/11, 176, 114, 9, 7
2018/8/12, 161, 95, 9, 15
2018/8/13, 77, 80, 8, 18
2018/8/14, 108, 71, 6, 7
2018/8/15, 128, 85, 8, 5
2018/8/16, 94, 74, 5, 3
2018/8/17, 88, 76, 8, 10
2018/8/18, 65, 61, 9, 7
2018/8/19, 76, 71, 8, 7
2018/8/20, 85, 90, 6, 8
2018/8/21, 63, 76, 7, 4
2018/8/22, 98, 65, 8, 5
2018/8/23, 125, 94, 6, 6
2018/8/24, 111, 76, 10, 4
2018/8/25, 136, 75, 10, 11
2018/8/26, 104, 73, 16, 4
2018/8/27, 111, 58, 18, 3
2018/8/28, 143, 49, 19, 1
2018/8/29, 145, 48, 20, 3
2018/8/30, 138, 62, 14, 11
2018/8/31, 113, 91, 17, 11
2018/9/1, 93, 83, 17, 5
2018/9/2, 102, 87, 21, 5
