date, pm25, pm10, o3, so2, co
2019/4/13, 10, 6, 42, 1, 1
2019/4/14, 13, 2, 43, 1, 1
2019/4/15, 15, 2, 32, 1, 1
2019/4/16, 12, 3, 40, 1, 1
2019/4/17, 13, 3, 39, 1, 1
2019/4/18, 13, 7, 38, 1, 1
2019/4/19, 22, 3, 36, 1, 1
2019/4/20, 11, 4, 38, 1, 1
2019/4/21, 12, 2, 34, 1, 1
2019/4/22, 9, 1, 26, 1, 1
2019/4/23, 9, 2, 30, 1, 1
2019/4/24, 9, 4, 30, 1, 1
2019/4/25, 10, 4, 27, 1, 1
2019/4/26, 11, 2, 29, 1, 1
2019/4/27, 9, 3, 31, 1, 1
2019/4/28, 9, 3, 36, 1, 1
2019/4/29, 16, 3, 34, 1, 1
2019/4/30, 10, 7, 35, 1, 1
2019/5/1, 14, 1, 33, 1, 1
2019/5/2, 8, 1, 31, 1, 1
2019/5/3, 5, 2, 27, 1, 2
2019/5/4, 10, 2, 26, 1, 1
2019/5/5, 5, 3, 42, 1, 1
2019/5/6, 10, 4, 38, 1, 1
2019/5/7, 13, 4, 39, 1, 1
2019/5/8, 13, 7, 38, 1, 1
2019/5/9, 14, 6, 33, 1, 1
2019/5/10, 14, 3, 31, 1, 1
2019/5/11, 10, 2, 31, 1, 1
2019/5/12, 10, 3, 27, 1, 1
2019/5/13, 10, 1, 28, 1, 1
2019/5/14, 7, 3, 29, 1, 1
2019/5/15, 12, 3, 33, 1, 1
2019/5/16, 9, 6, 36, 1, 1
2019/5/17, 24, 4, 32, 1, 1
2019/5/18, 14, 9, 39, 1, 1
2019/5/19, 22, 7, 37, 1, 1
2019/5/20, 18, 6, 30, 1, 1
2019/5/21, 11, 5, 33, 1, 1
2019/5/22, 10, 6, 36, 1, 1
2019/5/23, 14, 5, 34, 1, 1
2019/5/24, 13, 5, 38, 1, 1
2019/5/25, 14, 7, 38, 1, 1
2019/5/26, 14, 6, 31, 1, 1
2019/5/27, 12, 5, 31, 1, 1
2019/5/28, 14, 2, 25, 1, 1
2019/5/29, 15, 3, 25, 1, 1
2019/5/30, 9, 8, 32, 1, 1
2019/5/31, 16, 10, 36, 1, 1
2019/6/1, 22, 6, 35, 1, 2
2019/6/2, 21, 10, 28, 1, 1
2019/6/3, 12, 6, 30, 1, 1
2019/6/4, 11, 13, 53, 1, 1
2019/6/5, 34, 7, 36, 1, 1
2019/6/6, 13, 8, 34, 1, 1
2019/6/7, 11, , 37, 1, 1
2019/6/9, 11, 10, 43, 1, 1
2019/6/10, 12, 5, 27, 1, 1
2019/6/11, 9, 7, 30, 1, 1
2019/6/12, 9, 4, 33, 1, 1
2019/6/13, 8, 4, 28, 1, 1
2019/6/14, 12, 12, 46, 1, 1
2019/6/15, 21, 6, 34, 1, 1
2019/6/16, 17, 9, 27, 1, 1
2019/6/17, 15, 9, 28, 1, 1
2019/6/18, 17, 6, 35, 1, 1
2019/6/19, 14, 1, 26, 1, 1
2019/6/20, 7, 6, 23, 1, 1
2019/6/21, 18, 8, 29, 1, 1
2019/6/22, 12, 8, 27, 1, 1
2019/6/23, 31, 10, 30, 1, 1
2019/6/24, 30, 10, 34, 1, 1
2019/6/25, 34, 8, 32, 1, 1
2019/6/26, 31, 8, 35, 1, 1
2019/6/27, 18, 8, 39, 1, 1
2019/6/28, 18, 12, 40, 1, 1
2019/6/29, 30, 5, 35, 1, 1
2019/6/30, 13, 7, 23, 1, 1
2019/1/1, 12, 3, 29, 1, 1
2019/1/2, 12, 2, 26, 1, 1
2019/1/3, 11, 4, 25, 1, 1
2019/1/4, 20, 6, 27, 1, 1
2019/1/5, 24, 5, 29, 1, 1
2019/1/6, 22, 4, 33, , 1
2019/1/7, 12, 5, 29, 1, 1
2019/1/8, 14, 1, 24, 1, 2
2019/1/9, 9, 2, 29, 1, 1
2019/1/10, 11, 4, 34, 1, 1
2019/1/11, 13, 2, 33, 1, 1
2019/1/12, 12, 3, 32, , 1
2019/1/13, 11, 2, 33, , 1
2019/1/14, 12, 2, 32, , 1
2019/1/15, 12, 6, 27, 1, 1
2019/1/16, 27, 5, 33, 1, 1
2019/1/17, 18, 6, 32, 1, 1
2019/1/18, 21, 5, 31, 1, 1
2019/1/19, 18, 5, 31, 1, 1
2019/1/20, 14, 2, 31, 1, 1
2019/1/21, 13, 3, 34, , 1
2019/1/22, 12, 5, 32, 1, 2
2019/1/23, 24, , 34, 1, 1
2019/1/24, 9, , 30, 1, 1
2019/1/25, 23, 3, 33, 1, 1
2019/1/26, 22, 7, 35, 1, 1
2019/1/27, 25, 3, 34, 1, 1
2019/1/28, 27, 3, 32, 1, 1
2019/1/29, 13, 3, 33, 1, 1
2019/1/30, 19, 3, 29, 1, 1
2019/1/31, 19, 4, 30, 1, 1
2019/2/1, 24, 6, 33, 1, 1
2019/2/2, 25, 11, 29, 1, 2
2019/2/3, 46, 11, 38, 1, 2
2019/2/4, 45, 6, 34, 1, 2
2019/2/5, 28, 3, 29, 1, 1
2019/2/6, 17, 1, 29, 1, 1
2019/2/7, 10, 3, 29, 1, 1
2019/2/8, 14, 2, 34, 1, 1
2019/2/9, 12, 2, 35, , 1
2019/2/10, 9, 3, 34, 1, 1
2019/2/11, 9, 4, 36, 1, 1
2019/2/12, 12, 1, 33, 1, 1
2019/2/13, 11, 2, 35, 1, 1
2019/2/14, 10, 4, 36, 1, 2
2019/2/15, 15, 2, 35, 1, 1
2019/2/16, 18, 2, 37, 1, 1
2019/2/17, 12, 5, 35, 1, 1
2019/2/18, 21, 3, 36, 1, 1
2019/2/19, 18, 4, 35, 1, 1
2019/2/20, 20, 4, 33, 1, 1
2019/2/21, 16, 4, 37, 1, 1
2019/2/22, 18, 3, 38, , 1
2019/2/23, 17, 4, 37, 1, 1
2019/2/24, 19, 7, 38, 1, 1
2019/2/25, 35, 3, 35, 1, 1
2019/2/26, 23, 2, 33, 1, 1
2019/2/27, 14, 3, 36, 1, 1
2019/2/28, 16, 4, 40, 1, 1
2019/3/1, 13, 6, 39, 1, 2
2019/3/2, 21, 5, 41, 1, 2
2019/3/3, 21, 3, 39, 1, 2
2019/3/4, 17, 6, 37, 1, 1
2019/3/5, 25, 6, 36, 1, 1
2019/3/6, 24, 3, 38, 1, 1
2019/3/7, 20, 5, 38, 1, 1
2019/3/8, 19, 8, 43, 1, 2
2019/3/9, 30, 6, 38, , 1
2019/3/10, 20, 4, 40, , 1
2019/3/11, 19, 2, 37, , 1
2019/3/12, 11, 2, 38, 1, 1
2019/3/13, 11, 10, 41, 1, 2
2019/3/14, 30, 5, 42, 1, 1
2019/3/15, 10, , , , 
2019/3/18, 15, 3, 36, 1, 1
2019/3/19, 14, 6, 42, 1, 1
2019/3/20, 25, 4, 41, 1, 1
2019/3/21, 16, 1, 36, 1, 1
2019/3/22, 9, 1, 35, 1, 1
2019/3/23, 12, 2, 44, 1, 1
2019/3/24, 15, 4, 39, 1, 1
2019/3/25, 20, 2, 38, 1, 1
2019/3/26, 9, 4, 40, 1, 1
2019/3/27, 12, 7, 42, 1, 1
2019/3/28, 17, 5, 35, 1, 1
2019/3/29, 18, 7, 44, 1, 1
2019/3/30, 25, 5, 38, 1, 1
2019/3/31, 15, 2, 35, 1, 1
2018/10/1, 15, 2, 20, 1, 1
2018/10/2, 9, 2, 18, 1, 2
2018/10/3, 10, 4, 26, 1, 2
2018/10/4, 18, 5, 25, 1, 1
2018/10/5, 14, 7, 24, 1, 2
2018/10/6, 12, 1, 17, 1, 2
2018/10/7, 5, 1, 17, 1, 1
2018/10/8, 5, 3, 21, 1, 2
2018/10/9, 9, 7, 26, 1, 2
2018/10/10, 15, 2, 20, 1, 1
2018/10/12, 9, 2, 21, 1, 1
2018/10/13, 9, 3, 26, 1, 1
2018/10/14, 9, 4, 26, 1, 1
2018/10/15, 14, 4, 25, 1, 1
2018/10/16, 18, 5, 26, 1, 1
2018/10/17, 12, 2, 26, 1, 1
2018/10/18, 9, 4, 28, 1, 2
2018/10/19, 11, 4, 30, 1, 2
2018/10/20, 18, 3, 27, 1, 1
2018/10/21, 13, 2, 28, 1, 1
2018/10/22, 11, 6, 28, 1, 2
2018/10/23, 18, 2, 21, , 1
2018/10/24, 8, 2, 26, 1, 1
2018/10/25, 10, 3, 30, 1, 1
2018/10/26, 9, 6, 27, 1, 1
2018/10/27, 30, 1, 25, 1, 1
2018/10/28, 13, 2, 24, 1, 1
2018/10/29, 8, 2, 23, 1, 1
2018/10/30, 20, 4, 33, 1, 2
2018/10/31, 17, 5, 28, 1, 2
2018/11/1, 15, 1, 29, 1, 1
2018/11/2, 5, 3, 33, 1, 1
2018/11/3, 34, 2, , , 
2018/11/4, 14, 1, 20, , 2
2018/11/5, 11, 1, 27, , 1
2018/11/6, 18, 3, 26, 1, 1
2018/11/7, 10, 2, 21, 1, 1
2018/11/8, 13, 2, 16, 1, 1
2018/11/9, 9, , , , 
2018/11/11, 7, 4, 27, , 1
2018/11/12, 16, 3, 28, 1, 1
2018/11/13, 11, 2, 30, , 1
2018/11/14, 10, 8, 31, 1, 1
2018/11/15, 11, 7, 28, 1, 1
2018/11/16, 29, 3, 22, 1, 1
2018/11/17, 17, 2, 25, 1, 1
2018/11/18, 10, 3, 24, 1, 1
2018/11/19, 9, 2, 26, 1, 1
2018/11/20, 8, 2, 28, 1, 1
2018/11/21, 17, 3, 27, 1, 1
2018/11/22, 8, 3, 28, 1, 1
2018/11/23, 11, 5, 32, 1, 1
2018/11/24, 20, 2, 32, 1, 1
2018/11/25, 10, 1, 29, 1, 1
2018/11/26, 15, 1, 32, 1, 1
2018/11/27, 22, 1, 21, 1, 1
2018/11/28, 9, 1, 23, 1, 1
2018/11/29, 8, 2, 24, 1, 1
2018/11/30, 9, 3, 25, , 1
2018/12/1, 12, 2, 30, , 1
2018/12/2, 15, 2, 25, , 1
2018/12/3, 9, 2, 29, , 1
2018/12/4, 11, 3, 30, , 1
2018/12/5, 14, 5, 25, , 1
2018/12/6, 17, 4, 29, , 1
2018/12/7, 16, 3, 31, , 1
2018/12/8, 11, 5, 27, , 1
2018/12/9, 21, 4, 30, , 1
2018/12/10, 21, 5, 30, , 1
2018/12/11, 21, 6, 29, , 
2018/12/12, 27, 6, 31, 1, 1
2018/12/13, 19, 4, 32, , 
2018/12/14, 19, 5, 29, 1, 1
2018/12/15, 16, 3, 26, 1, 1
2018/12/16, 12, 2, 25, 1, 1
2018/12/17, 12, 2, 27, , 1
2018/12/18, 17, 3, 31, , 1
2018/12/19, 13, 6, 33, 1, 1
2018/12/20, 20, 1, 33, 1, 1
2018/12/21, 6, 1, 36, 1, 1
2018/12/22, 12, 2, 29, , 1
2018/12/23, 10, 3, 26, , 1
2018/12/24, 24, 2, 33, , 1
2018/12/25, 14, 4, 31, , 1
2018/12/26, 18, 4, 31, , 1
2018/12/27, 16, 5, 29, , 1
2018/12/28, 17, 2, 25, , 1
2018/12/29, 10, 3, 30, , 1
2018/12/30, 14, , , , 
2018/7/1, 50, 16, 47, 1, 2
2018/7/2, 51, 13, 36, 1, 1
2018/7/3, 47, 10, 43, 1, 1
2018/7/4, 30, 12, 43, 1, 1
2018/7/5, 48, 6, 23, 1, 1
2018/7/6, 18, 3, 25, 1, 
2018/7/7, 13, 3, 25, 1, 1
2018/7/8, 13, 6, 34, 1, 1
2018/7/9, 23, 10, 49, 1, 1
2018/7/10, 32, 8, 28, 1, 1
2018/7/11, 28, 6, 31, 1, 1
2018/7/12, 17, 8, 37, 1, 1
2018/7/13, 26, 9, 32, 1, 1
2018/7/14, 25, 8, 34, 1, 1
2018/7/15, 32, 11, 47, 1, 2
2018/7/16, 41, 8, 43, 1, 2
2018/7/17, 27, 5, 29, 1, 1
2018/7/18, 16, 5, 33, 1, 
2018/7/19, 10, 7, 43, 1, 1
2018/7/20, 19, 7, 37, 1, 1
2018/7/21, 16, 1, 27, 1, 1
2018/7/22, 7, 5, 16, 1, 1
2018/7/23, 18, 4, 18, 1, 
2018/7/24, 8, 3, 19, 1, 
2018/7/25, 9, 3, 27, 1, 1
2018/7/26, 13, 10, 43, 1, 1
2018/7/27, 27, 6, 38, 1, 1
2018/7/28, 17, 5, 24, 1, 1
2018/7/29, 15, 5, 25, 1, 1
2018/7/30, 23, 8, 38, 1, 1
2018/7/31, 25, 5, 33, 1, 1
2018/8/1, 18, 4, 31, 1, 1
2018/8/2, 14, 3, 27, 1, 2
2018/8/3, 10, 2, 23, 1, 1
2018/8/4, 7, 8, 35, 1, 2
2018/8/5, 29, 11, 37, 1, 2
2018/8/6, 37, 14, 38, 1, 2
2018/8/7, 44, 7, 35, 1, 2
2018/8/8, 22, 7, 30, 1, 1
2018/8/9, 25, 9, 25, 1, 
2018/8/10, 30, 4, 26, 1, 1
2018/8/11, 15, 1, 23, 1, 1
2018/8/12, 7, 1, 26, 1, 1
2018/8/13, 7, 3, 36, 1, 1
2018/8/14, 7, 6, 33, 1, 1
2018/8/15, 16, 18, 30, 1, 1
2018/8/16, 52, 9, 40, 1, 1
2018/8/17, 24, 1, 32, 1, 1
2018/8/18, 8, 5, 23, 1, 1
2018/8/19, 19, 6, 25, 1, 1
2018/8/20, 12, 5, 28, 1, 1
2018/8/21, 15, 4, 26, 1, 2
2018/8/22, 9, 5, 21, 1, 2
2018/8/23, 17, 16, 36, 1, 2
2018/8/24, 39, 18, 42, 1, 2
2018/8/25, 48, 7, 34, 1, 2
2018/8/26, 26, 10, 32, 1, 2
2018/8/27, 32, 17, 34, 1, 3
2018/8/28, 55, 13, 36, 1, 2
2018/8/29, 42, 5, 29, 1, 1
2018/8/30, 14, 6, 25, 1, 2
2018/8/31, 17, 6, 28, 1, 2
2018/9/1, 20, 6, 29, 1, 2
2018/9/2, 20, 6, 26, 1, 2
2018/9/3, 19, 7, 29, 1, 1
2018/9/4, 20, 8, 36, 1, 1
2018/9/5, 21, 8, 33, 1, 2
2018/9/6, 14, 7, 21, 1, 1
2018/9/7, 13, 6, 22, 1, 1
2018/9/8, 13, 4, 19, 1, 1
2018/9/9, 10, 3, 22, , 1
2018/9/10, 52, 3, 26, , 1
2018/9/11, 39, 1, 20, , 1
2018/9/12, 10, 1, 23, , 1
2018/9/13, 6, 3, 28, , 2
2018/9/14, 8, 4, 26, , 2
2018/9/15, 14, 5, 28, , 2
2018/9/16, 11, 5, 32, 1, 2
2018/9/17, 17, 3, 26, 1, 1
2018/9/18, 9, 6, 21, , 1
2018/9/19, 16, 2, 18, , 1
2018/9/20, 8, 2, 22, 1, 1
2018/9/21, 6, 3, 25, 1, 1
2018/9/22, 19, 3, 26, , 1
2018/9/23, 9, 5, 24, 1, 1
2018/9/24, 16, 4, 25, , 1
2018/9/25, 35, 4, 26, 1, 1
2018/9/26, 14, 3, 25, 1, 1
2018/9/27, 7, 2, 23, 1, 1
2018/9/28, 9, 3, 24, 1, 1
2018/9/29, 11, 3, 25, 1, 1
2018/9/30, 12, 5, 22, 1, 2
2018/4/1, 12, 3, 38, , 1
2018/4/2, 13, 6, 39, , 1
2018/4/3, 21, 4, 37, , 1
2018/4/4, 12, 5, 36, , 1
2018/4/5, 12, 4, 36, , 1
2018/4/6, 14, 4, 39, , 1
2018/4/7, 12, 4, 34, , 1
2018/4/8, 12, 3, 35, , 1
2018/4/9, 8, 6, 35, 2, 1
2018/4/10, 14, 6, 44, , 1
2018/4/11, 19, 11, 43, , 1
2018/4/12, 34, 9, 40, , 2
2018/4/13, 24, 7, 37, , 1
2018/4/14, 15, 5, 37, , 1
2018/4/15, 10, 2, 35, , 1
2018/4/16, 31, 4, 32, , 1
2018/4/17, 10, 4, 31, , 1
2018/4/18, 15, 3, 31, , 1
2018/4/19, 9, 3, 32, , 1
2018/4/20, 11, 5, 43, , 1
2018/4/21, 13, 5, 43, , 1
2018/4/22, 10, 7, 46, , 1
2018/4/23, 13, 9, 51, , 1
2018/4/24, 20, 5, 43, , 1
2018/4/25, 14, 2, 36, , 1
2018/4/26, 7, 2, 40, , 1
2018/4/27, 11, 7, 49, , 1
2018/4/28, 20, 4, 46, , 1
2018/4/29, 13, 2, 24, , 1
2018/4/30, 8, 4, 40, , 1
2018/5/1, 17, 16, 55, , 1
2018/5/2, 23, 14, 45, , 1
2018/5/3, 35, 9, 44, 1, 1
2018/5/4, 24, 5, 42, , 1
2018/5/5, 35, 8, 50, , 1
2018/5/6, 21, 4, 38, , 1
2018/5/7, 14, 2, 42, , 1
2018/5/8, 8, 2, 50, , 1
2018/5/9, 9, 6, 47, , 1
2018/5/10, 20, 4, 38, , 1
2018/5/11, 11, 6, 36, , 1
2018/5/12, 14, 5, 39, , 1
2018/5/13, 17, 4, 37, , 1
2018/5/14, 11, 8, 38, 1, 2
2018/5/15, 26, 11, 34, 1, 1
2018/5/16, 28, 8, 39, 1, 1
2018/5/17, 24, 12, 37, 1, 1
2018/5/18, 18, 5, 35, 1, 1
2018/5/19, 14, 2, 23, 1, 1
2018/5/20, 11, 7, 33, 1, 1
2018/5/21, 14, 8, 36, 1, 1
2018/5/22, 20, 10, 37, 1, 1
2018/5/23, 21, 9, 40, 1, 1
2018/5/24, 20, 17, 59, 1, 1
2018/5/25, 40, 17, 58, 1, 2
2018/5/26, 45, 4, 29, 1, 1
2018/5/27, 13, 3, 26, 1, 1
2018/5/28, 11, 9, 41, 1, 1
2018/5/29, 21, 16, 44, 1, 1
2018/5/30, 24, 14, 34, 1, 1
2018/5/31, 20, 5, 21, 1, 1
2018/6/1, 9, 8, 26, 1, 1
2018/6/2, 18, 15, 32, 1, 1
2018/6/3, 11, 1, 27, 1, 1
2018/6/4, 7, 4, 21, 1, 1
2018/6/5, 14, 6, 19, 1, 1
2018/6/6, 14, 9, 33, 1, 1
2018/6/7, 16, 10, 37, 1, 1
2018/6/8, 19, 10, 38, 1, 1
2018/6/9, 16, 10, 35, 1, 1
2018/6/10, 13, 12, 38, 1, 1
2018/6/11, 19, 14, 43, 1, 1
2018/6/12, 24, 8, 33, 1, 1
2018/6/13, 25, 5, 35, 1, 1
2018/6/14, 17, 4, 24, 1, 1
2018/6/15, 13, 6, 28, 1, 1
2018/6/16, 20, 8, 44, 1, 1
2018/6/17, 29, 12, 48, 1, 2
2018/6/18, 40, 5, 23, 1, 1
2018/6/19, 15, 6, 31, 1, 1
2018/6/20, 18, 7, 32, , 1
2018/6/21, 26, 11, 37, 2, 1
2018/6/22, 21, 4, 29, 1, 
2018/6/23, 12, 3, 21, 1, 1
2018/6/24, 16, 4, 30, 1, 1
2018/6/25, 13, 8, 33, 1, 
2018/6/26, 11, 7, 35, 1, 1
2018/6/27, 19, 1, 33, 1, 1
2018/6/28, 9, 6, 35, 1, 1
2018/6/29, 25, 11, 37, 1, 1
2018/6/30, 43, 13, 39, 1, 1
2018/1/1, 10, 3, 30, , 2
2018/1/2, 11, 8, 31, 2, 2
2018/1/3, 24, 13, 36, 2, 2
2018/1/4, 27, 8, 30, 1, 2
2018/1/5, 18, 4, 32, , 3
2018/1/6, 11, 6, 32, , 3
2018/1/7, 18, 18, 25, 3, 3
2018/1/8, 65, , 28, 1, 2
2018/1/10, 22, 5, 30, , 2
