date, pm10, no2, so2
2017/3/14, 15, 3, 
2017/3/15, 15, 5, 
2017/3/16, 17, 4, 
2017/3/17, 22, 2, 
2017/3/18, 8, 3, 
2017/3/19, 7, 5, 
2017/3/20, 7, 3, 
2017/3/21, 6, 5, 
2017/3/22, 8, 10, 
2017/3/23, 12, 13, 
2017/3/24, 15, 7, 
2017/3/25, 12, 7, 
2017/3/26, 11, 9, 
2017/3/27, 15, 12, 
2017/3/28, 13, 6, 
2017/3/29, 25, 5, 
2017/3/30, 17, 6, 
2017/3/31, 12, 6, 
2020/1/1, , 10, 
2019/7/28, , 3, 
2019/9/21, , 11, 
2019/9/23, , 5, 
2018/12/31, , 1, 
2018/8/12, , 4, 
2017/12/31, , 2, 
2018/3/20, , 6, 
2017/12/25, , 3, 1
2017/6/15, , 2, 1
2017/1/1, , 7, 
