date, pm25, pm10
2020/1/2, 28, 11
2020/1/3, 25, 12
2020/1/4, 14, 15
2020/1/5, 14, 29
2020/1/6, 32, 19
2020/1/7, 19, 29
2020/1/8, 26, 40
2020/1/9, 32, 15
2020/1/10, 34, 8
2020/1/11, 17, 10
2020/1/12, 44, 10
2020/1/13, 44, 13
2020/1/14, 51, 12
2020/1/15, 47, 11
2020/1/16, 30, 
2019/10/1, 39, 10
2019/10/2, 14, 11
2019/10/3, 17, 15
2019/10/4, 14, 16
2019/10/5, 23, 17
2019/10/6, 25, 19
2019/10/7, 21, 34
2019/10/8, 27, 25
2019/10/9, 22, 17
2019/10/10, 30, 9
2019/10/11, 14, 24
2019/10/12, 23, 21
2019/10/13, 30, 34
2019/10/14, 36, 31
2019/10/15, 33, 21
2019/10/16, 25, 42
2019/10/17, 36, 66
2019/10/18, 40, 20
2019/10/19, 40, 17
2019/10/20, 40, 12
2019/10/21, 15, 17
2019/10/22, 15, 35
2019/10/29, 3, 16
2019/11/5, 38, 39
2019/11/6, 39, 27
2019/11/7, 25, 39
2019/11/8, 30, 34
2019/11/9, 30, 33
2019/11/10, 38, 18
2019/11/11, 16, 15
2019/11/12, 21, 27
2019/11/13, 30, 29
2019/11/14, 43, 39
2019/11/15, 51, 27
2019/11/16, 43, 22
2019/11/17, 39, 36
2019/11/18, 41, 24
2019/11/19, 30, 54
2019/11/20, 39, 8
2019/11/21, 24, 9
2019/11/22, 16, 8
2019/11/23, 22, 20
2019/11/24, 34, 33
2019/11/25, 34, 18
2019/11/26, 32, 11
2019/11/27, 18, 8
2019/11/28, 20, 5
2019/11/29, 22, 6
2019/11/30, 11, 7
2019/12/1, 11, 15
2019/12/2, 25, 16
2019/12/3, 26, 26
2019/12/4, 33, 47
2019/12/5, 55, 22
2019/12/6, 37, 33
2019/12/7, 46, 24
2019/12/8, 61, 20
2019/12/9, 40, 20
2019/12/10, 34, 29
2019/12/11, 37, 51
2019/12/12, 36, 44
