date, pm25, o3, no2, so2
2020/1/2, 46, 22, 6, 
2020/1/3, 46, 15, 5, 
2020/1/4, 44, 26, 2, 
2020/1/5, 19, 23, 6, 
2020/1/6, 34, 25, 10, 
2020/1/7, 26, 27, 5, 
2020/1/8, 43, 22, 5, 
2020/1/9, 15, 27, 10, 
2020/1/10, 30, 30, 2, 
2020/1/11, 21, 28, 4, 
2020/1/12, 26, 14, 8, 
2020/1/13, 30, 12, 10, 
2020/1/14, 30, 18, 8, 
2020/1/15, 45, 17, 3, 
2020/1/16, 67, , , 
2019/10/1, 20, 46, 4, 
2019/10/2, 45, 17, 1, 
2019/10/3, 19, 22, 11, 
2019/10/4, 14, 27, 9, 
2019/10/5, 20, 32, 1, 
2019/10/6, 17, 30, 1, 
2019/10/7, 19, 25, 5, 
2019/10/8, 16, 14, 4, 
2019/10/9, 17, 30, 5, 
2019/10/10, 21, 22, 5, 
2019/10/11, 10, , , 
2019/10/15, 37, 35, 5, 
2019/10/16, 23, 22, 1, 
2019/10/17, 17, 23, 7, 
2019/10/18, 20, 28, 6, 
2019/10/19, 36, 31, 2, 
2019/10/20, 23, 29, 4, 
2019/10/21, 22, 25, 3, 
2019/10/22, 11, 28, 6, 
2019/10/23, 20, 32, 8, 
2019/10/24, 25, 31, 7, 
2019/10/25, 28, 29, 5, 
2019/10/26, 38, 31, 2, 
2019/10/27, 20, 23, 5, 
2019/10/28, 18, 15, 7, 
2019/10/29, 12, 11, 7, 
2019/10/30, 11, 26, 1, 
2019/10/31, 20, 22, 4, 
2019/11/1, 21, 24, 6, 
2019/11/2, 24, 26, 7, 
2019/11/3, 40, 27, 8, 
2019/11/4, 34, 26, 12, 
2019/11/5, 35, 25, 12, 
2019/11/6, 38, 27, 7, 
2019/11/7, 32, 23, 5, 
2019/11/8, 17, 24, 8, 
2019/11/9, 25, 30, 7, 
2019/11/10, 40, 31, 9, 
2019/11/11, 53, 26, 4, 
2019/11/12, 38, 24, 8, 
2019/11/13, 37, 22, 14, 
2019/11/14, 53, 23, 15, 
2019/11/15, 61, 30, 3, 
2019/11/16, 31, 24, 4, 
2019/11/17, 19, 18, 10, 
2019/11/18, 34, 16, 11, 
2019/11/19, 62, 27, 8, 
2019/11/20, 46, 24, 9, 
2019/11/21, 60, 20, 6, 
2019/11/22, 44, 22, 4, 
2019/11/23, 26, 24, 2, 
2019/11/24, 43, 24, 9, 
2019/11/25, 49, 27, 9, 
2019/11/26, 49, 26, 8, 
2019/11/27, 43, 19, 1, 
2019/11/28, 34, 22, 4, 
2019/11/29, 32, 18, 10, 
2019/11/30, 42, 30, 4, 
2019/12/1, 51, 21, 6, 
2019/12/2, 23, 29, 3, 
2019/12/3, 38, 21, 7, 
2019/12/4, 42, 24, 4, 
2019/12/5, 40, 21, 8, 
2019/12/6, 35, 23, 10, 
2019/12/7, 29, 27, 8, 
2019/12/8, 37, 20, 7, 
2019/12/9, 33, 20, 3, 
2019/12/10, 53, 19, 5, 
2019/12/11, 35, 23, 7, 
2019/12/12, 45, 24, 8, 
2019/12/13, 26, 22, 4, 
2019/12/14, 35, 24, 2, 
2019/12/15, 35, 16, 7, 
2019/12/16, 34, 14, 10, 
2019/12/17, 23, 28, 3, 
2019/12/18, 36, 27, 6, 
2019/12/19, 31, 19, 17, 
2019/12/20, 49, 15, 14, 
2019/12/21, 42, 16, 10, 
2019/12/22, 70, 12, 15, 
2019/12/23, 81, 20, 14, 
2019/12/24, 64, 24, 10, 
2019/12/25, 31, 24, 9, 
2019/12/26, 48, 26, 8, 
2019/12/27, 37, 18, 8, 
2019/12/28, 46, , , 
2019/7/1, 23, 62, 3, 
2019/7/2, 29, 48, 4, 
2019/7/3, 38, 44, 3, 
2019/7/4, 30, 35, 1, 
2019/7/5, 35, 35, 1, 
2019/7/6, 43, 28, 2, 
2019/7/7, 36, 21, 3, 
2019/7/8, 31, 40, 5, 
2019/7/9, 39, 47, 2, 
2019/7/10, 46, 31, 4, 
2019/7/11, 30, 46, 5, 
2019/7/12, 30, 40, 5, 
2019/7/13, 38, 48, 4, 
2019/7/14, 53, 40, 7, 
2019/7/15, 36, 47, 5, 
2019/7/16, 41, 39, 3, 
2019/7/17, 47, 30, 3, 
2019/7/18, 23, 43, 3, 
2019/7/19, 25, 43, 3, 
2019/7/20, 48, 43, 3, 
2019/7/21, 55, 38, 4, 
2019/7/22, 36, 23, 3, 
2019/7/23, 32, 33, 4, 
2019/7/24, 33, 37, 6, 
2019/7/25, 39, 44, 6, 
2019/7/26, 40, 50, 6, 
2019/7/27, 43, 45, 1, 
2019/7/28, 32, 49, 3, 
2019/7/29, 40, 48, 3, 
2019/7/30, 46, 48, 3, 
2019/7/31, 50, 42, 4, 
2019/8/1, 43, 44, 4, 
2019/8/2, 38, 42, 2, 
2019/8/3, 32, 48, 2, 
2019/8/4, 33, 41, 4, 
2019/8/5, 50, 37, 4, 
2019/8/6, 38, 37, 3, 
2019/8/7, 39, 49, 6, 
2019/8/8, 36, 41, 7, 
2019/8/9, 36, 37, 7, 
2019/8/10, 39, 31, 5, 
2019/8/11, 28, 40, 5, 
2019/8/12, 33, 29, 3, 
2019/8/13, 37, 30, 4, 
2019/8/14, 39, 34, 3, 
2019/8/15, 57, 30, 2, 
2019/8/16, 42, 32, 1, 
2019/8/17, 26, 31, 2, 
2019/8/18, 22, 35, 2, 
2019/8/19, 37, 45, 4, 
2019/8/20, 40, 29, 3, 
2019/8/21, 29, 48, 3, 
2019/8/22, 30, 21, 7, 
2019/8/23, 21, 28, 4, 
2019/8/24, 23, 19, 1, 
2019/8/25, 18, 24, 2, 
2019/8/26, 19, 25, 3, 
2019/8/27, 18, 27, 4, 
2019/8/28, 25, 39, 8, 
2019/8/29, 29, 39, 7, 
2019/8/30, 40, 42, 4, 
2019/8/31, 35, 36, 2, 
2019/9/1, 19, 33, 2, 
2019/9/2, 25, 36, 4, 
2019/9/3, 31, 33, 3, 
2019/9/4, 27, 24, 2, 
2019/9/5, 13, 23, 2, 
2019/9/6, 17, 36, 6, 
2019/9/7, 24, 33, 5, 
2019/9/8, 39, 34, 5, 
2019/9/9, 37, 31, 5, 
2019/9/10, 30, 35, 4, 
2019/9/11, 26, 46, 3, 17
2019/9/12, 38, 23, 1, 
2019/9/13, 19, 27, 2, 
2019/9/14, 22, 39, 4, 
2019/9/15, 23, 42, 5, 17
2019/9/16, 32, 36, 5, 1
2019/9/17, 25, 26, 6, 
2019/9/18, 30, 28, 4, 
2019/9/19, 21, 39, 7, 
2019/9/20, 34, 45, 6, 
2019/9/21, 33, 45, 4, 
2019/9/22, 42, 43, 2, 
2019/9/23, 51, 29, 7, 
2019/9/24, 26, 39, 9, 
2019/9/25, 25, 38, 9, 
2019/9/26, 42, 39, 7, 
2019/9/27, 37, 36, 3, 
2019/9/28, 32, 32, 3, 
2019/9/29, 38, 25, 3, 
2019/9/30, 22, 30, 2, 
2019/4/1, 27, 37, 8, 
2019/4/2, 26, 43, 4, 
2019/4/3, 35, 42, 10, 
2019/4/4, 36, 32, 2, 
2019/4/5, 25, 39, 6, 
2019/4/6, 43, 48, 3, 
2019/4/7, 37, 41, 3, 
2019/4/8, 49, 30, 4, 
2019/4/9, 32, 35, 5, 
2019/4/10, 22, 30, 2, 
2019/4/11, 15, 37, 2, 
2019/4/12, 27, 34, 1, 
2019/4/13, 26, 22, 1, 
2019/4/14, 22, 34, 3, 
2019/4/15, 15, 41, 3, 
2019/4/16, 16, 37, 2, 
2019/4/17, 19, 44, 1, 
2019/4/18, 34, 33, 1, 
2019/4/19, 33, 32, 1, 
2019/4/20, 27, 30, 3, 
2019/4/21, 27, 29, 7, 
2019/4/22, 35, 42, 6, 
2019/4/23, 30, 40, 7, 
2019/4/24, 34, 32, 8, 
2019/4/25, 38, 35, 3, 
2019/4/26, 39, 40, 3, 
2019/4/27, 14, 35, 3, 
2019/4/28, 29, 35, 4, 
2019/4/29, 31, 38, 3, 
2019/4/30, 38, 32, 2, 
2019/5/1, 19, 35, 4, 
2019/5/2, 58, 29, 2, 
2019/5/3, 31, 26, 1, 
2019/5/4, 45, 27, 1, 
2019/5/5, 46, 35, 2, 
2019/5/6, 32, 37, 2, 
2019/5/7, 33, 30, 4, 
2019/5/8, 24, 30, 2, 
2019/5/9, 13, 32, 2, 
2019/5/10, 16, 34, 2, 
2019/5/11, 23, 33, 1, 
2019/5/12, 15, 32, 2, 
2019/5/13, 10, 24, 3, 
2019/5/14, 16, 35, 4, 
2019/5/15, 32, 43, 5, 
2019/5/16, 35, 43, 4, 
2019/5/17, 47, 40, 4, 
2019/5/18, 55, 39, 1, 
2019/5/19, 35, 38, 2, 
2019/5/20, 49, 31, 4, 
2019/5/21, 34, 37, 5, 
2019/5/22, 24, 35, 2, 
2019/5/23, 25, 38, 4, 
2019/5/24, 27, 30, 1, 
2019/5/25, 26, 41, 2, 
2019/5/26, 26, 35, 2, 
2019/5/27, 25, 33, 4, 
2019/5/28, 30, 47, 3, 
2019/5/29, 35, 40, 3, 
2019/5/30, 25, 45, 5, 
2019/5/31, 32, 42, 5, 
2019/6/1, 47, 44, 2, 
2019/6/2, 57, 36, 5, 
2019/6/3, 37, 39, 7, 
2019/6/4, 17, 44, 2, 
2019/6/5, 47, 46, 6, 
2019/6/6, 43, 44, 5, 
2019/6/7, 46, 42, 2, 
2019/6/8, 35, 37, 1, 
2019/6/9, 26, 23, 1, 
2019/6/10, 13, 35, 5, 
2019/6/11, 23, 29, 4, 
2019/6/12, 11, 34, 1, 
2019/6/13, 9, 30, 3, 
2019/6/14, 22, 42, 3, 
2019/6/15, 15, 40, 1, 
2019/6/16, 31, 42, 4, 
2019/6/17, 47, 34, 2, 
2019/6/18, 39, 26, 2, 
2019/6/19, 25, 31, 2, 
2019/6/20, 26, 30, 3, 
2019/6/21, 27, 27, 4, 
2019/6/22, 29, 34, 3, 
2019/6/23, 22, 42, 4, 
2019/6/24, 28, 40, 3, 
2019/6/25, 26, 58, 6, 
2019/6/26, 40, 62, 8, 
2019/6/27, 41, 61, 7, 
2019/6/28, 43, 52, 4, 
2019/6/29, 60, 37, 2, 
2019/6/30, 34, 41, 5, 
2019/1/1, 27, 19, 6, 
2019/1/2, 26, 19, 6, 
2019/1/3, 21, 17, 9, 
2019/1/4, 36, 22, 5, 
2019/1/5, 18, 26, 3, 
2019/1/6, 31, 23, 6, 
2019/1/7, 13, 21, 6, 
2019/1/8, 26, 23, 2, 
2019/1/9, 18, 23, 1, 
2019/1/10, 10, 27, 6, 
2019/1/11, 17, 25, 12, 
2019/1/12, 28, 25, 4, 
2019/1/13, 21, 23, 11, 
2019/1/14, 31, 19, 18, 
2019/1/15, 68, 18, 14, 
2019/1/16, 68, 24, 7, 
2019/1/17, 27, 18, 9, 
2019/1/18, 35, 23, 8, 
2019/1/19, 56, 29, 1, 
2019/1/20, 24, 29, 1, 
2019/1/21, 33, 26, 5, 
2019/1/22, 30, 29, 4, 
2019/1/23, 26, 30, 2, 
2019/1/24, 16, 27, 6, 
2019/1/25, 39, 29, 9, 
2019/1/26, 33, 31, 5, 
2019/1/27, 25, 25, 8, 
2019/1/28, 36, 26, 10, 
2019/1/29, 44, 29, 5, 1
2019/1/30, 36, 28, 6, 
2019/1/31, 26, 18, 17, 1
2019/2/1, 49, 24, 14, 1
2019/2/2, 81, 28, 11, 
2019/2/3, 63, 26, 18, 
2019/2/4, 57, 27, 17, 
2019/2/5, 64, 25, 7, 
2019/2/6, 35, 17, 8, 
2019/2/7, 18, 29, 4, 
2019/2/8, 21, 29, 2, 
2019/2/9, 27, 28, 6, 
2019/2/10, 33, 23, 6, 
2019/2/11, 44, 32, 3, 
2019/2/12, 18, 29, 3, 
2019/2/13, 22, 32, 5, 
2019/2/14, 20, 35, 3, 
2019/2/15, 30, 33, 4, 
2019/2/16, 19, 29, 2, 
2019/2/17, 25, 28, 2, 
2019/2/18, 22, 30, 7, 
2019/2/19, 35, 30, 7, 
2019/2/20, 27, 29, 9, 
2019/2/21, 30, 30, 12, 
2019/2/22, 52, 31, 5, 
2019/2/23, 41, 31, 1, 
2019/2/24, 15, 34, 2, 
2019/2/25, 24, 31, 5, 
2019/2/26, 32, 33, 2, 
2019/2/27, 21, 29, 6, 
2019/2/28, 35, 29, 3, 
2019/3/1, 25, 27, 6, 
2019/3/2, 31, 29, 6, 
2019/3/3, 65, 37, 4, 
2019/3/4, 35, 32, 7, 1
2019/3/5, 37, 31, 4, 
2019/3/6, 45, 31, 14, 1
2019/3/7, 45, 35, 13, 
2019/3/8, 57, 33, 6, 
2019/3/9, 48, 37, 5, 
2019/3/10, 37, 37, 7, 
2019/3/11, 38, 39, 7, 
2019/3/12, 31, 41, 10, 
2019/3/13, 42, 42, 4, 
2019/3/14, 25, 36, 1, 
2019/3/15, 41, 35, 1, 
2019/3/16, 31, 36, 7, 
2019/3/17, 22, 35, 8, 
2019/3/18, 25, 36, 11, 
2019/3/19, 35, 39, 9, 
2019/3/20, 32, 37, 2, 
2019/3/21, 27, 36, 2, 
2019/3/22, 26, 36, 1, 
2019/3/23, 15, 40, 3, 
2019/3/24, 21, 35, 10, 
2019/3/25, 35, 32, 7, 
2019/3/26, 17, 36, 7, 
2019/3/27, 20, 40, 8, 
2019/3/28, 25, 36, 4, 
2019/3/29, 20, 43, 3, 
2019/3/30, 35, 36, 1, 
2019/3/31, 31, 35, 6, 
2018/10/1, 26, 33, 3, 
2018/10/2, 37, 30, 8, 
2018/10/3, 31, 35, 5, 
2018/10/4, 34, 14, 4, 
2018/10/5, 38, 18, 1, 
2018/10/6, 40, 23, 2, 
2018/10/7, 32, 21, 3, 
2018/10/8, 29, 22, 2, 
2018/10/9, 31, 22, 3, 
2018/10/10, 25, 19, 1, 
2018/10/11, 22, 24, 4, 
2018/10/12, 33, 23, 4, 
2018/10/13, 27, 19, 3, 
2018/10/14, 27, 24, 3, 
2018/10/15, 35, 24, 4, 
2018/10/16, 25, 13, 4, 
2018/10/17, 37, 11, 7, 
2018/10/18, 21, 13, 5, 
2018/10/19, 27, 13, 4, 
2018/10/20, 27, 11, 3, 
2018/10/21, 29, 11, 6, 
2018/10/22, 29, 13, 7, 
2018/10/23, 26, 8, 5, 
2018/10/24, 25, 8, 7, 
2018/10/25, 41, 16, 6, 
2018/10/26, 23, 26, 2, 
2018/10/27, 25, 12, 2, 
2018/10/28, 22, 20, 2, 
2018/10/29, 20, 22, 7, 
2018/10/30, 30, 31, 5, 
2018/10/31, 35, 30, 4, 
2018/11/1, 42, 24, 1, 
2018/11/2, 26, 21, 3, 
2018/11/3, 31, 21, 4, 
2018/11/4, 22, 24, 2, 
2018/11/5, 17, 14, 4, 
2018/11/6, 20, 22, 5, 17
2018/11/7, 37, 16, 9, 
2018/11/8, 29, 16, 5, 
2018/11/9, 30, 25, 3, 
2018/11/10, 35, 19, 5, 
2018/11/11, 41, 17, 7, 
2018/11/12, 48, 16, 5, 
2018/11/13, 33, 22, 5, 
2018/11/14, 27, 27, 4, 
2018/11/15, 17, 23, 3, 
2018/11/16, 27, 18, 7, 
2018/11/17, 41, 19, 6, 
2018/11/18, 38, 20, 8, 
2018/11/19, 40, 17, 8, 
2018/11/20, 58, 19, 5, 
2018/11/21, 38, 24, 2, 
2018/11/22, 33, 17, 5, 
2018/11/23, 68, 28, 5, 
2018/11/24, 40, 21, 6, 
2018/11/25, 37, 23, 4, 
2018/11/26, 33, 17, 2, 
2018/11/27, 16, 18, 2, 
2018/11/28, 27, 16, 4, 
2018/11/29, 27, 9, 10, 
2018/12/3, 24, 12, 6, 
2018/12/4, 14, 5, 16, 
2018/12/5, 18, 11, 9, 
2018/12/7, 25, 12, 11, 
2018/12/8, 42, 9, 8, 
2018/12/9, 53, 11, 13, 
2018/12/10, 55, 11, 18, 
2018/12/11, 63, 10, 14, 
2018/12/12, 74, 14, 9, 
2018/12/13, 42, 13, 8, 
2018/12/14, 40, 16, 3, 
2018/12/15, 19, 16, 2, 
2018/12/16, 14, 13, 3, 
2018/12/17, 28, 15, 8, 
2018/12/18, 34, 12, 12, 
2018/12/19, 42, 17, 8, 
2018/12/20, 36, 19, 2, 
2018/12/21, 25, 13, 1, 
2018/12/22, 29, 11, 3, 
2018/12/23, 46, 12, 5, 
2018/12/24, 38, 11, 4, 
2018/12/25, 30, 9, 11, 
2018/12/26, 45, 12, 9, 
2018/12/27, 56, 24, 2, 
2018/12/28, 27, 20, 3, 
2018/12/29, 19, 12, 6, 
2018/12/30, 30, , , 
2018/7/1, 50, 35, 5, 
2018/7/2, 57, 32, 3, 
2018/7/3, 59, 19, 1, 
2018/7/4, 47, 16, 2, 
2018/7/5, 21, 27, 5, 
2018/7/6, 30, 26, 2, 
2018/7/7, 31, 30, 3, 
2018/7/8, 27, 44, 5, 
2018/7/9, 37, 58, 6, 
2018/7/10, 28, 53, 5, 
2018/7/11, 48, 26, 4, 
2018/7/12, 46, 31, 4, 
2018/7/13, 49, 33, 4, 
2018/7/14, 45, 36, 2, 
2018/7/15, 40, 41, 5, 
2018/7/16, 54, 34, 3, 
2018/7/17, 54, 35, 6, 
2018/7/18, 28, 46, 5, 
2018/7/19, 54, 32, 4, 
2018/7/20, 40, 23, 1, 
2018/7/21, 30, 21, 1, 
2018/7/22, 38, 21, 1, 
2018/7/23, 34, 15, 1, 
2018/7/24, 34, 26, 1, 
2018/7/25, 28, 33, 2, 
2018/7/26, 47, 30, 4, 
2018/7/27, 44, 36, 2, 
2018/7/28, 42, 35, 3, 
2018/7/29, 38, 26, 5, 
2018/7/30, 56, 24, 1, 
2018/7/31, 44, 24, 1, 
2018/8/1, 45, 15, 2, 
2018/8/2, 44, 15, 1, 
2018/8/3, 48, 30, 2, 
2018/8/4, 60, 39, 2, 
2018/8/5, 56, 35, 2, 
2018/8/6, 52, 29, 2, 
2018/8/7, 65, 42, 3, 1
2018/8/8, 56, 39, 4, 
2018/8/9, 53, 40, 5, 
2018/8/10, 51, 32, 2, 
2018/8/11, 53, 31, 2, 
2018/8/12, 41, 31, 2, 
2018/8/13, 40, 33, 3, 
2018/8/14, 32, 41, 3, 
2018/8/15, 47, 41, 4, 
2018/8/16, 74, 41, 3, 
2018/8/17, 74, 35, 2, 
2018/8/18, 54, 17, 2, 
2018/8/19, 39, 18, 1, 
2018/8/20, 27, 21, 2, 
2018/8/21, 49, 33, 2, 
2018/8/22, 34, 28, 5, 
2018/8/23, 30, 35, 5, 
2018/8/24, 44, 31, 4, 
2018/8/25, 38, 32, 2, 
2018/8/26, 43, 43, 3, 
2018/8/27, 57, 35, 2, 
2018/8/28, 65, 37, 2, 
2018/8/29, 64, 46, 4, 
2018/8/30, 38, 29, 2, 
2018/8/31, 51, 21, 1, 
2018/9/1, 30, 22, 1, 
2018/9/2, 42, 27, 1, 
2018/9/3, 30, 40, 4, 
2018/9/4, 41, 32, 3, 
2018/9/5, 43, 35, 2, 
2018/9/6, 47, 31, 4, 
