date, pm10, o3, no2, so2
2020/1/3, 8, 21, 6, 
2020/1/4, 12, 16, 12, 
2020/1/5, 12, 19, 12, 
2020/1/6, 7, 21, 10, 
2020/1/7, 12, 15, 12, 
2020/1/8, 13, 19, 10, 
2020/1/9, 5, 15, 8, 
2020/1/10, 5, 20, 12, 
2020/1/11, 12, 18, 13, 
2020/1/12, 9, 25, 4, 
2019/10/1, 8, 21, 10, 
2019/10/2, 6, 15, 11, 
2019/10/3, 13, 15, 10, 
2019/10/4, 10, 20, 7, 
2019/10/5, 5, 19, 5, 
2019/10/6, 7, 16, 7, 
2019/10/9, 14, 21, 8, 
2019/10/10, 10, 19, 7, 
2019/10/11, 11, 24, 7, 
2019/10/12, 6, 26, 4, 
2019/10/13, 11, 23, 11, 
2019/10/14, 17, 20, 13, 
2019/10/15, 21, 19, 7, 
2019/10/16, 13, 19, 9, 
2019/10/21, 8, 13, 13, 
2019/10/22, 8, 8, 11, 
2019/10/23, 16, 15, 9, 
2019/10/24, 20, 21, 8, 
2019/10/25, 13, 22, 3, 
2019/10/26, 7, 24, 8, 
2019/10/27, 9, 10, 18, 
2019/10/28, 16, 20, 15, 
2019/10/29, 17, 12, 13, 
2019/10/30, 13, 12, 14, 
2019/10/31, 17, 9, 9, 
2019/11/1, 17, 23, 5, 
2019/11/2, 6, 23, 4, 
2019/11/5, 10, 7, 15, 
2019/11/6, 14, 15, 11, 
2019/11/7, 9, 15, 11, 
2019/11/8, 8, 10, 14, 
2019/11/9, 17, 13, 10, 
2019/11/10, 15, 13, 9, 
2019/11/11, 12, 17, 9, 
2019/11/12, 5, 20, 10, 
2019/11/13, 5, 13, 11, 
2019/11/14, 10, 8, 13, 
2019/11/15, 15, 13, 16, 
2019/11/16, 21, 9, 11, 
2019/11/17, 16, 11, 17, 
2019/11/18, 11, 17, 16, 
2019/11/19, 11, 10, 13, 
2019/11/20, 15, 2, 12, 
2019/11/21, 16, 11, 15, 
2019/11/22, 14, 9, 10, 
2019/11/23, 11, 2, 10, 
2019/11/24, 18, , 11, 
2019/11/25, 33, 13, 10, 
2019/11/26, 21, 21, 6, 2
2019/11/27, 6, 22, 9, 
2019/11/29, 13, 7, 20, 6
2019/11/30, 23, 3, 16, 
2019/12/1, 28, 1, 22, 
2019/12/2, 23, 5, 21, 
2019/12/3, 24, 5, 12, 
2019/12/4, 21, 2, 18, 
2019/12/5, 25, 18, 10, 
2019/12/6, 20, 19, 8, 
2019/12/7, 7, 26, 4, 
2019/12/8, 8, 29, 12, 
2019/12/9, 7, 20, 14, 
2019/12/10, 15, 14, 13, 
2019/12/11, 10, 20, 10, 
2019/12/12, 8, 23, 13, 
2019/12/13, 5, 27, 6, 
2019/12/14, 10, 31, 6, 
2019/12/15, 9, 19, 14, 
2019/12/16, 7, 20, 8, 
2019/12/17, 5, 18, 15, 
2019/12/18, 10, 18, 9, 
2019/12/19, 15, 22, 9, 
2019/12/20, 11, 24, 5, 
2019/12/23, 10, 23, 6, 
2019/12/24, 8, 23, 7, 
2019/12/25, 8, 13, 11, 
2019/12/26, 10, 12, 12, 
2019/12/27, 10, 4, 15, 
2019/12/28, 14, , , 
2019/7/1, 15, 33, 7, 
2019/7/2, 12, 33, 7, 
2019/7/3, 5, 35, 6, 
2019/7/4, 7, 50, 12, 
2019/7/5, 13, 45, 9, 
2019/7/6, 18, 28, 3, 
2019/7/7, 9, 23, 6, 
2019/7/8, 5, 34, 6, 
2019/7/9, 5, 34, 8, 
2019/7/10, 8, 30, 13, 
2019/7/11, 12, 31, 12, 3
2019/7/12, 14, 27, 6, 
2019/7/13, 9, 28, 3, 
2019/7/15, 5, 15, 9, 
2019/7/17, 9, 44, 10, 
2019/7/18, 11, 38, 7, 
2019/7/19, 12, 34, 8, 
2019/7/20, 10, 35, 7, 
2019/7/21, 11, 40, 10, 
2019/7/22, 13, 59, 13, 
2019/7/23, 13, 73, 13, 
