date, pm25, o3, no2, so2
2020/1/2, 28, 18, 7, 
2020/1/3, 45, 21, 4, 
2020/1/4, 15, 25, 3, 
2020/1/5, 15, 26, 3, 
2020/1/6, 17, 22, 10, 
2020/1/7, 35, 25, 3, 
2020/1/8, 16, 23, 9, 
2020/1/9, 19, 21, 7, 
2020/1/10, 30, 22, 4, 
2020/1/11, 15, 24, 3, 
2020/1/12, 16, 17, 8, 
2020/1/13, 34, 14, 11, 
2020/1/14, 47, 18, 6, 
2020/1/15, 32, 12, 9, 
2020/1/16, 56, , , 
2019/10/1, 42, 13, 2, 
2019/10/2, 13, 12, 4, 
2019/10/3, 17, 22, 2, 
2019/10/4, 11, 23, 3, 1
2019/10/5, 15, 26, 2, 
2019/10/6, 31, 22, 5, 
2019/10/7, 21, 22, 8, 7
2019/10/8, 29, 20, 9, 6
2019/10/9, 18, 20, 9, 
2019/10/10, 24, 26, 8, 
2019/10/11, 27, 24, 3, 
2019/10/12, 19, 32, 4, 
2019/10/13, 23, 20, 2, 
2019/10/14, 13, 24, 8, 
2019/10/15, 24, 21, 4, 
2019/10/16, 17, 19, 1, 
2019/10/17, 8, 23, 3, 
2019/10/18, 11, 24, 7, 
2019/10/19, 30, 27, 8, 
2019/10/20, 32, 28, 9, 
2019/10/21, 59, 26, 3, 
2019/10/22, 26, 25, 3, 
2019/10/23, 15, 24, 5, 
2019/10/24, 17, 18, 10, 
2019/10/25, 18, 23, 7, 
2019/10/26, 26, 19, 2, 
2019/10/27, 13, 27, 7, 
2019/10/28, 31, 19, 10, 
2019/10/29, 55, 15, 6, 
2019/10/30, 19, 10, 6, 
2019/10/31, 10, 19, 3, 
2019/11/1, 22, 16, 6, 
2019/11/2, 37, 22, 3, 
2019/11/3, 17, 23, 6, 
2019/11/4, 32, 22, 4, 
2019/11/5, 26, 24, 5, 
2019/11/6, 30, 24, 4, 
2019/11/7, 17, 20, 7, 
2019/11/8, 14, 21, 6, 
2019/11/9, 30, 17, 5, 
2019/11/10, 39, 21, 5, 
2019/11/11, 17, 24, 5, 
2019/11/12, 10, 23, 8, 
2019/11/13, 19, 19, 8, 
2019/11/14, 57, 25, 6, 
2019/11/15, 50, 25, 6, 1
2019/11/16, 12, 24, 9, 9
2019/11/17, 26, 12, 22, 1
2019/11/18, 52, 11, 18, 1
2019/11/19, 55, 16, 11, 
2019/11/20, 56, 17, 10, 
2019/11/21, 53, 24, 2, 
2019/11/22, 14, 19, 8, 
2019/11/23, 27, 15, 8, 
2019/11/24, 60, 16, 8, 
2019/11/25, 62, 17, 10, 
2019/11/26, 50, 17, 7, 
2019/11/27, 48, 21, 3, 
2019/11/28, 13, 20, 4, 
2019/11/29, 11, 21, 4, 
2019/11/30, 16, 26, 3, 
2019/12/1, 11, 24, 5, 
2019/12/2, 11, 22, 11, 
2019/12/3, 36, 21, 5, 
2019/12/4, 42, 25, 3, 
2019/12/5, 12, 23, 8, 
2019/12/6, 24, 25, 8, 
2019/12/7, 24, 20, 6, 
2019/12/8, 39, 19, 7, 
2019/12/9, 33, 24, 3, 
2019/12/10, 18, 25, 4, 
2019/12/11, 27, 18, 9, 
2019/12/12, 40, 17, 12, 
2019/12/13, 39, 13, 14, 
2019/12/14, 58, 25, 3, 
2019/12/15, 11, 18, 13, 
2019/12/16, 33, 24, 10, 
2019/12/17, 38, 27, 3, 
2019/12/18, 16, 21, 13, 
2019/12/19, 26, 17, 19, 
2019/12/20, 52, 14, 16, 
2019/12/21, 65, 21, 9, 
2019/12/22, 70, 22, 7, 
2019/12/23, 57, 19, 6, 
2019/12/24, 14, 17, 6, 
2019/12/25, 54, 12, 10, 
2019/12/26, 49, 18, 5, 
2019/12/27, 48, 21, 3, 
2019/12/28, 27, , , 
2019/7/1, 33, 29, 3, 
2019/7/2, 36, 38, 2, 
2019/7/3, 24, 44, 5, 
2019/7/4, 39, 43, 3, 
2019/7/5, 36, 34, 1, 
2019/7/6, 36, 31, 2, 
2019/7/7, 26, 28, 3, 
2019/7/8, 8, 43, 5, 
2019/7/9, 29, 58, 6, 
2019/7/10, 69, 33, 3, 
2019/7/11, 37, 23, 1, 
2019/7/12, 18, 44, 2, 
2019/7/13, 42, 21, 1, 3
2019/7/14, 14, 34, 3, 3
2019/7/15, 19, 26, 3, 
2019/7/16, 36, 29, 2, 11
2019/7/17, 26, 34, 3, 11
2019/7/18, 40, 31, 3, 
2019/7/19, 31, 35, 2, 
2019/7/20, 25, 27, 1, 
2019/7/21, 12, 22, 2, 
2019/7/22, 20, 26, 1, 
2019/7/23, 15, 26, 2, 
2019/7/24, 20, 32, 3, 
2019/7/25, 45, 47, 3, 
2019/7/26, 59, 45, 2, 
2019/7/27, 43, 38, 2, 
2019/7/28, 39, 40, 2, 
2019/7/29, 46, 25, 2, 
2019/7/30, 27, 25, 2, 
2019/7/31, 15, 40, 3, 
2019/8/1, 22, 47, 3, 
2019/8/2, 29, 34, 2, 
2019/8/3, 27, 25, 1, 
2019/8/4, 38, 32, 3, 
2019/8/5, 48, 36, 2, 
2019/8/6, 32, 31, 2, 1
2019/8/7, 39, 27, 4, 
2019/8/8, 23, 21, 3, 2
2019/8/9, 11, 21, 1, 6
2019/8/10, 10, 33, 2, 1
2019/8/11, 24, 42, 3, 1
2019/8/12, 44, 43, 3, 
2019/8/13, 39, 24, 1, 
2019/8/14, 12, 21, 4, 
2019/8/15, 20, 32, 5, 
2019/8/16, 27, 34, 3, 
2019/8/17, 37, 32, 3, 
2019/8/18, 21, 28, 2, 
2019/8/19, 18, 37, 5, 
2019/8/20, 23, 34, 2, 
2019/8/21, 28, 22, 1, 
2019/8/22, 11, 18, 2, 
2019/8/23, 14, 21, 2, 
2019/8/24, 17, 4, 6, 
2019/8/25, 50, 28, 3, 
2019/8/26, 18, 20, 2, 
2019/8/27, 23, 30, 2, 
2019/8/28, 23, 32, 2, 
2019/8/29, 14, 29, 2, 
2019/8/30, 22, 23, 2, 
2019/8/31, 22, 15, 4, 
2019/9/1, 31, 27, 2, 
2019/9/2, 53, 32, 3, 
2019/9/3, 34, 24, 1, 
2019/9/4, 21, 29, 3, 
2019/9/5, 17, 20, 6, 
2019/9/6, 24, 24, 2, 
2019/9/7, 22, 17, 1, 
2019/9/8, 18, 19, 5, 
2019/9/9, 26, 41, 6, 
2019/9/10, 33, 35, 3, 
2019/9/11, 43, 18, 3, 
2019/9/12, 18, 18, 3, 
2019/9/13, 34, 27, 2, 
2019/9/14, 21, 16, 4, 
2019/9/15, 34, 19, 5, 
2019/9/16, 31, 29, 5, 
2019/9/17, 18, 27, 6, 
2019/9/18, 36, 34, 6, 
2019/9/19, 20, 39, 6, 
2019/9/20, 38, 45, 4, 
2019/9/21, 52, 39, 2, 
2019/9/22, 45, 31, 2, 
2019/9/23, 17, 21, 3, 
2019/9/24, 11, 40, 5, 
2019/9/25, 26, 28, 3, 
2019/9/26, 18, 34, 5, 
2019/9/27, 16, 26, 2, 
2019/9/28, 24, 20, 1, 
2019/9/29, 14, 19, 4, 
2019/9/30, 25, 27, 3, 
2019/4/1, 27, 36, 5, 
2019/4/2, 25, 36, 4, 
2019/4/3, 28, 34, 7, 
2019/4/4, 20, 29, 8, 
2019/4/5, 42, 34, 6, 
2019/4/6, 65, 37, 7, 
2019/4/7, 55, 34, 6, 
2019/4/8, 27, 28, 6, 
2019/4/9, 22, 31, 2, 
2019/4/10, 10, 31, 5, 
2019/4/11, 16, 34, 5, 
2019/4/12, 28, 38, 4, 
2019/4/13, 19, 30, 4, 
2019/4/14, 19, 37, 3, 
2019/4/15, 11, 31, 12, 
2019/4/16, 25, 38, 10, 
2019/4/17, 25, 38, 6, 
2019/4/18, 32, 28, 2, 
2019/4/19, 11, 31, 3, 
2019/4/20, 14, 31, 2, 
2019/4/21, 17, 35, 8, 
2019/4/22, 32, 29, 7, 
2019/4/23, 39, 33, 3, 
2019/4/24, 15, 34, 12, 
2019/4/25, 33, 38, 4, 
2019/4/26, 21, 32, 2, 
2019/4/27, 18, 35, 2, 
2019/4/28, 17, 30, 7, 
2019/4/29, 19, 31, 5, 
2019/4/30, 33, 32, 8, 
2019/5/1, 29, 31, 5, 
2019/5/2, 37, 26, 6, 
2019/5/3, 21, 19, 4, 
2019/5/4, 29, 35, 7, 
2019/5/5, 45, 42, 3, 
2019/5/6, 36, 31, 3, 
2019/5/7, 24, 34, 3, 
2019/5/8, 13, 35, 5, 
2019/5/9, 26, 28, 2, 
2019/5/10, 24, 32, 2, 
2019/5/11, 17, 33, 3, 
2019/5/12, 18, 28, 4, 
2019/5/13, 12, 29, 3, 
2019/5/14, 14, 44, 5, 
2019/5/15, 32, 37, 4, 
2019/5/16, 25, 31, 2, 
2019/5/17, 31, 26, 3, 
2019/5/18, 16, 37, 3, 
2019/5/19, 32, 33, 1, 
2019/5/20, 21, 31, 2, 
2019/5/21, 17, 24, 8, 
2019/5/22, 29, 38, 7, 
2019/5/23, 31, 29, 2, 
2019/5/24, 23, 31, 5, 
2019/5/25, 40, 26, 1, 
2019/5/26, 14, 36, 3, 
2019/5/27, 18, 26, 5, 
2019/5/28, 19, 19, 5, 
2019/5/29, 37, 33, 4, 
2019/5/30, 38, 40, 4, 
2019/5/31, 24, 39, 3, 
2019/6/1, 56, 29, 1, 
2019/6/2, 30, 24, 1, 
2019/6/3, 6, 39, 6, 
2019/6/4, 28, 29, 5, 
2019/6/5, 57, 36, 3, 
2019/6/6, 30, 34, 3, 
2019/6/7, 21, 37, 3, 
2019/6/8, 21, 39, 3, 
2019/6/9, 33, 28, 3, 
2019/6/10, 25, 34, 2, 
2019/6/11, 15, 42, 6, 
2019/6/12, 27, 35, 3, 
2019/6/13, 31, 33, 1, 
2019/6/14, 13, 33, 3, 
2019/6/15, 30, 25, 2, 
2019/6/16, 19, 31, 5, 
