date, pm10, no2, so2
2018/1/23, 15, 12, 1
2018/1/24, 19, 22, 2
2018/1/25, 29, 18, 1
2018/1/26, 34, 16, 2
2018/1/27, 28, 16, 1
2018/1/28, 42, 22, 2
2018/1/29, 64, 25, 4
2018/1/30, 35, 28, 3
2018/1/31, 10, 29, 3
2018/2/1, 15, 25, 4
2018/2/2, 26, 14, 3
2018/2/3, 15, 18, 2
2018/2/4, 4, 22, 2
2018/2/5, 3, 23, 2
2018/2/6, 7, 18, 2
2018/2/7, 6, 17, 2
2018/2/8, 4, 15, 2
2018/2/9, 11, 12, 1
2018/2/10, 19, 7, 1
2018/2/11, 7, 9, 1
2018/2/12, 6, 20, 2
2018/2/13, 20, 12, 1
2018/2/14, 10, 12, 2
2018/2/15, 4, 13, 2
2018/2/16, 11, 17, 1
2018/2/17, 31, 21, 2
2018/2/18, 33, 12, 1
2018/2/19, 12, 9, 1
2018/2/20, 9, 11, 2
2018/2/21, 6, 14, 1
2018/2/22, 9, 15, 2
2018/2/23, 14, 17, 2
2018/2/24, 23, 11, 2
2018/2/25, 27, 10, 2
2018/2/26, 15, 11, 2
2018/2/27, 11, 8, 1
2018/2/28, 10, 25, 4
2018/3/1, 18, 35, 4
2018/3/2, 40, 29, 2
2018/3/3, 53, 17, 2
2018/3/4, 54, 32, 3
2018/3/5, 38, 26, 2
2018/3/6, 18, 30, 3
2018/3/7, 13, 25, 2
2018/3/8, 9, 30, 3
2018/3/9, 21, 30, 4
2018/3/10, 19, 30, 4
2018/3/11, 25, 32, 3
2018/3/12, 26, 18, 2
2018/3/13, 20, 23, 3
2018/3/14, 7, 33, 3
2018/3/15, 13, 29, 3
2018/3/16, 14, 22, 2
2018/3/17, 9, 11, 1
2018/3/18, 13, 17, 2
2018/3/19, 9, 19, 1
2018/3/20, 15, 20, 1
2018/3/21, 36, 16, 1
2018/3/22, 32, 13, 2
2018/3/23, 17, 16, 1
2018/3/24, 27, 19, 2
2018/3/25, 44, 31, 3
2018/3/26, 51, 23, 2
2018/3/27, 37, 26, 3
2018/3/30, 30, 27, 2
2018/3/31, 30, 17, 2
2020/1/6, , 23, 
2019/11/10, , 13, 
2019/11/11, , 14, 
2019/11/12, , 13, 
2019/11/13, , 8, 
2019/11/14, , 11, 
2019/11/15, , 13, 
2019/11/16, , 7, 
2019/11/17, , 16, 
2019/11/18, , 16, 
2019/11/19, , 8, 
2019/11/20, , 5, 
2019/11/21, , 5, 
2019/11/22, , 5, 
2019/11/23, , 6, 
2019/11/24, , 5, 
2019/11/25, , 5, 
2019/11/26, , 7, 
2019/8/24, , 6, 4
2019/8/25, , 11, 3
2019/5/3, , 20, 4
2018/10/1, , 19, 2
2018/10/2, , 25, 2
2018/10/3, , 24, 2
2018/10/4, , 21, 2
2018/10/5, , 20, 2
2018/10/6, , 16, 
2018/10/7, , 16, 
2018/10/8, , 24, 3
2018/10/9, , 24, 3
2018/10/10, , 18, 3
2018/10/11, , 18, 2
2018/10/12, , 17, 1
2018/10/13, , 11, 2
2018/10/14, , 11, 1
2018/10/15, , 18, 2
2018/10/16, , 22, 4
2018/10/17, , 10, 4
2018/8/21, , 18, 10
2018/8/22, , 13, 3
2018/8/23, , 14, 8
2018/8/24, , 18, 7
2018/8/25, , 17, 9
2018/8/26, , 14, 5
2018/8/27, , 20, 33
2018/8/28, , 17, 13
2018/8/29, , 15, 
2018/8/30, , 21, 8
2018/8/31, , 16, 
2018/9/1, , 12, 1
2018/9/2, , 15, 1
2018/9/3, , 13, 7
2018/9/4, , 18, 8
2018/9/5, , 9, 
2018/9/6, , 10, 11
2018/9/7, , 14, 2
2018/9/8, , 9, 4
2018/9/9, , 17, 5
2018/9/10, , 12, 1
2018/9/11, , 13, 2
2018/9/12, , 13, 4
2018/9/13, , 18, 2
2018/9/14, , 19, 10
2018/9/15, , 13, 
2018/9/16, , 15, 
2018/9/17, , 16, 7
2018/9/18, , 21, 1
2018/9/19, , 16, 8
2018/9/20, , 18, 6
2018/9/21, , 24, 7
2018/9/22, , 11, 5
2018/9/23, , 19, 17
2018/9/24, , 10, 
2018/9/25, , 12, 4
2018/9/26, , 10, 3
2018/9/28, , 29, 5
2018/9/29, , 10, 
2018/9/30, , 17, 4
2018/5/19, , 17, 2
2018/5/22, , 22, 3
2018/1/1, , 23, 4
2018/3/28, , 20, 2
2018/3/29, , 30, 3
2017/7/1, , 19, 2
2017/7/2, , 12, 2
2017/7/3, , 12, 1
2017/7/4, , 11, 
2017/4/1, , 23, 3
2017/4/2, , 21, 5
2017/4/3, , 31, 3
2017/4/4, , 21, 3
2017/4/5, , 18, 4
2017/4/6, , 19, 3
2017/4/7, , 18, 3
2017/4/8, , 17, 4
2017/4/9, , 10, 4
2017/4/10, , 38, 4
2017/4/11, , 47, 3
2017/4/12, , 30, 3
2017/4/13, , 49, 
2017/4/18, , 28, 5
2017/4/19, , 36, 3
2017/4/20, , 15, 
2017/4/23, , 15, 3
2017/4/24, , 16, 4
2017/4/25, , 19, 4
2017/4/26, , 23, 4
2017/4/27, , 23, 4
2017/4/28, , 26, 4
2017/4/29, , 23, 3
2017/4/30, , 18, 2
2017/5/1, , 15, 
2017/5/11, , 25, 4
2017/5/12, , 32, 4
2017/5/13, , 30, 3
2017/5/14, , 12, 3
2017/5/15, , 20, 
2017/6/6, , 18, 3
2017/6/7, , 24, 3
2017/6/8, , 16, 2
2017/6/9, , 9, 2
2017/6/10, , 12, 2
2017/6/11, , 13, 2
2017/6/12, , 19, 2
2017/6/13, , 16, 3
2017/6/14, , 16, 2
2017/6/15, , 16, 1
2017/6/16, , 5, 
2017/6/28, , 22, 2
2017/6/29, , 17, 3
2017/6/30, , 20, 2
2017/1/2, , 13, 7
2017/1/3, , 18, 7
2017/1/4, , 16, 6
2017/1/5, , 18, 1
2017/1/6, , 5, 
2017/1/8, , 13, 4
2017/1/9, , 15, 4
2017/1/10, , 12, 5
2017/1/11, , 14, 12
2017/1/12, , 17, 11
2017/1/13, , 24, 6
2017/1/14, , 16, 5
2017/1/15, , 14, 4
2017/1/16, , 18, 4
2017/1/17, , 11, 4
2017/1/18, , 10, 3
2017/1/19, , 11, 4
2017/1/20, , 20, 6
2017/1/21, , 17, 6
2017/1/22, , 20, 5
2017/1/23, , 26, 4
2017/1/24, , 26, 4
2017/1/25, , 12, 4
2017/1/26, , 11, 7
2017/1/27, , 22, 4
2017/1/28, , 15, 3
2017/1/29, , 15, 4
2017/1/30, , 14, 4
2017/1/31, , 23, 4
2017/2/1, , 17, 8
2017/2/2, , 35, 8
2017/2/3, , 29, 4
2017/2/4, , 16, 5
2017/2/5, , 23, 3
2017/2/6, , 15, 3
2017/2/7, , 12, 3
2017/2/8, , 9, 4
2017/2/9, , 11, 5
2017/2/10, , 13, 4
2017/2/11, , 12, 3
2017/2/12, , 10, 4
2017/2/13, , 10, 
2017/2/16, , 18, 4
2017/2/17, , 23, 4
2017/2/18, , 22, 4
2017/2/19, , 14, 3
2017/2/20, , 17, 7
2017/2/21, , 21, 4
2017/2/22, , 16, 5
2017/2/23, , 21, 5
2017/2/24, , 17, 4
2017/2/25, , 16, 3
2017/2/26, , 19, 5
2017/2/27, , 23, 3
2017/2/28, , 22, 3
2017/3/1, , 23, 3
2017/3/2, , 16, 4
2017/3/3, , 23, 5
2017/3/4, , 27, 3
2017/3/5, , 17, 5
2017/3/6, , 26, 5
2017/3/7, , 28, 3
2017/3/8, , 14, 3
2017/3/9, , 13, 3
2017/3/10, , 14, 3
2017/3/11, , 11, 3
2017/3/12, , 9, 3
2017/3/13, , 13, 4
2017/3/14, , 12, 3
2017/3/15, , 14, 3
2017/3/16, , 17, 2
2017/3/17, , 11, 
2017/3/20, , 24, 8
2017/3/21, , 29, 4
2017/3/22, , 31, 4
2017/3/23, , 29, 4
2017/3/24, , 28, 3
2017/3/25, , 14, 3
2017/3/26, , 12, 3
2017/3/27, , 16, 3
2017/3/28, , 22, 5
2017/3/29, , 25, 4
2017/3/30, , 19, 3
2017/3/31, , 16, 4
2018/12/31, , , 3
2019/2/18, , , 11
2018/10/18, , , 4
2018/10/19, , , 5
2018/10/20, , , 2
2018/10/21, , , 2
2018/10/22, , , 5
2018/10/23, , , 3
2018/10/24, , , 7
2018/10/25, , , 5
2018/9/27, , , 3
2017/4/16, , , 3
2017/4/17, , , 3
2017/4/22, , , 4
2017/5/10, , , 4
2017/6/5, , , 3
2017/6/27, , , 3
2017/1/1, , , 9
2017/1/7, , , 4
2017/2/15, , , 3
2017/3/19, , , 4
