date, pm10, o3, no2, so2
2020/1/2, 16, , , 4
2020/1/3, 40, , , 2
2020/1/4, 62, , , 1
2020/1/5, 34, , , 2
2020/1/6, 6, , , 2
2020/1/7, 17, , , 3
2020/1/8, 42, , , 2
2020/1/9, 56, , , 3
2020/1/10, 57, , , 2
2020/1/11, 62, , , 2
2020/1/12, 21, , 60, 4
2020/1/13, 21, , 38, 7
2020/1/14, 55, , 37, 1
2020/1/15, 52, , 16, 3
2020/1/16, 32, , , 
2019/10/1, 22, , 14, 3
2019/10/2, 18, , 15, 3
2019/10/3, 23, , 17, 3
2019/10/4, 20, , 15, 3
2019/10/5, 32, , 12, 2
2019/10/6, 57, , 17, 3
2019/10/7, 38, , 14, 3
2019/10/8, 37, , 21, 3
2019/10/9, 37, , 33, 3
2019/10/10, 59, , 28, 3
2019/10/11, 66, , 24, 3
2019/10/12, 60, , 27, 3
2019/10/13, 63, , 28, 4
2019/10/14, 74, , 29, 3
2019/10/15, 78, , 44, 3
2019/10/16, 53, , 44, 3
2019/10/17, 77, , 43, 2
2019/10/18, 102, , 33, 2
2019/10/19, 83, , 30, 2
2019/10/20, 64, , 47, 3
2019/10/21, 61, , 47, 2
2019/10/22, 61, , 42, 2
2019/10/23, 33, , 31, 2
2019/10/24, 28, , 48, 3
2019/10/25, 24, , 40, 3
2019/10/26, 34, , 28, 2
2019/10/27, 47, , 65, 4
2019/10/28, 43, , 45, 3
2019/10/29, 50, , , 3
2019/10/30, 26, , , 2
2019/10/31, 32, , , 3
2019/11/1, 33, , , 2
2019/11/2, 21, , , 3
2019/11/3, 5, , , 3
2019/11/4, 11, , 39, 4
2019/11/5, 15, , 30, 3
2019/11/6, 17, , 25, 3
2019/11/7, 18, , 29, 4
2019/11/8, 40, , 21, 4
2019/11/9, 32, , 15, 4
2019/11/10, 20, , 37, 6
2019/11/11, 19, , 22, 2
2019/11/12, 37, , 18, 2
2019/11/13, 20, , 23, 1
2019/11/14, 27, , 35, 2
2019/11/15, 27, , 32, 1
2019/11/16, 29, , 17, 
2019/11/17, 20, , 27, 1
2019/11/18, 23, , 32, 1
2019/11/19, 29, , 23, 1
2019/11/20, 28, , 20, 1
2019/11/21, 18, , 24, 2
2019/11/22, 17, , 23, 1
2019/11/23, 22, , 20, 1
2019/11/24, 25, , 23, 2
2019/11/25, 31, , , 2
2019/11/26, 31, , , 2
2019/11/27, 39, , , 1
2019/11/28, 61, , 52, 3
2019/11/29, 37, , 44, 1
2019/11/30, 56, , 39, 3
2019/12/1, 27, , 52, 1
2019/12/2, 53, , , 2
2019/12/3, 39, , , 3
2019/12/4, 21, , , 3
2019/12/5, 47, , , 4
2019/12/6, 44, , , 1
2019/12/7, 38, , , 3
2019/12/8, 33, , , 3
2019/12/9, 45, , , 4
2019/12/10, 49, , , 2
2019/12/11, 30, , , 1
2019/12/12, 20, , , 1
2019/12/13, 6, , , 1
2019/12/14, 8, , , 2
2019/12/15, 19, , , 3
2019/12/16, 21, , , 2
2019/12/17, 23, , , 3
2019/12/18, 10, , , 5
2019/12/19, 47, , , 1
2019/12/20, 22, , , 3
2019/12/21, 10, , , 3
2019/12/22, 24, , , 1
2019/12/23, 10, , , 2
2019/12/24, 8, , , 1
2019/12/25, 5, , , 1
2019/12/26, 6, , , 2
2019/12/27, 6, , , 1
2019/12/28, 5, , , 
2019/7/1, 24, , 19, 1
2019/7/2, 34, , 18, 2
2019/7/3, 36, , 13, 1
2019/7/4, 41, , 12, 1
2019/7/5, 31, , 12, 1
2019/7/6, 28, , 10, 1
2019/7/7, 25, , 15, 2
2019/7/8, 24, , 15, 2
2019/7/9, 31, , 14, 1
2019/7/10, 19, , 14, 2
2019/7/11, 14, , 14, 1
2019/7/12, 12, , 11, 1
2019/7/13, 13, , 11, 2
2019/7/14, 19, , 15, 2
2019/7/15, 16, , 16, 2
2019/7/16, 19, , 18, 2
2019/7/17, 21, , 17, 2
2019/7/18, 22, , 16, 1
2019/7/19, 16, , 13, 1
2019/7/20, 25, , 12, 1
2019/7/21, 20, , 20, 2
2019/7/22, 20, , 17, 1
2019/7/23, 25, , 19, 1
2019/7/24, 24, , 20, 1
2019/7/25, 22, , 18, 2
2019/7/26, 27, , 10, 1
2019/7/27, 22, , 11, 1
2019/7/28, 18, , 17, 1
2019/7/29, 16, , 18, 1
2019/7/30, 23, , 21, 2
2019/7/31, 25, , 17, 2
2019/8/1, 24, , 18, 2
2019/8/2, 24, , 15, 1
2019/8/3, 35, , 9, 1
2019/8/4, 21, , 16, 2
2019/8/5, 13, , 17, 1
2019/8/6, 12, , 14, 1
2019/8/7, 17, , 17, 2
2019/8/8, 22, , 15, 1
2019/8/9, 39, , 16, 1
2019/8/10, 47, , 14, 1
2019/8/11, 43, , 15, 2
2019/8/12, 44, , 18, 3
2019/8/13, 37, , 17, 3
2019/8/14, 17, , 12, 3
2019/8/15, 4, , 17, 3
2019/8/16, 10, , 17, 3
2019/8/17, 20, , 14, 3
2019/8/18, 25, , 21, 3
2019/8/19, 29, , 26, 3
2019/8/20, 33, , 23, 3
2019/8/21, 37, , 16, 2
2019/8/22, 30, , 18, 2
2019/8/23, 20, , 17, 2
