date, pm25, o3, no2
2020/1/2, 30, 18, 
2020/1/3, 29, 29, 
2020/1/4, 16, 33, 
2020/1/5, 22, 34, 
2020/1/6, 26, 32, 
2020/1/7, 28, 36, 
2020/1/8, 88, 29, 
2020/1/9, 23, 28, 
2020/1/10, 26, 21, 
2020/1/11, 15, 18, 
2020/1/12, 17, 17, 
2020/1/13, 27, 6, 
2020/1/14, 29, 12, 
2020/1/15, 25, 1, 
2020/1/16, 35, , 
2019/10/1, 21, 36, 
2019/10/2, 42, 36, 
2019/10/3, 49, 27, 
2019/10/4, 33, 38, 
2019/10/5, 50, 45, 
2019/10/6, 58, 25, 
2019/10/7, 18, 31, 
2019/10/8, 17, 40, 
2019/10/9, 34, 35, 
2019/10/10, 35, 18, 
2019/10/11, 17, 27, 
2019/10/12, 14, 20, 
2019/10/13, 36, 10, 
2019/10/14, 40, 11, 
2019/10/15, 20, 25, 
2019/10/16, 21, 29, 
2019/10/17, 28, 32, 
2019/10/18, 28, 31, 
2019/10/19, 40, 38, 
2019/10/20, 49, 27, 
2019/10/21, 14, 26, 
2019/10/22, 13, 32, 
2019/10/23, 16, 36, 
2019/10/24, 30, 26, 
2019/10/25, 21, 15, 
2019/10/26, 12, 32, 
2019/10/27, 26, 15, 
2019/10/28, 30, 13, 
2019/10/29, 28, 11, 
2019/10/30, 12, 23, 
2019/10/31, 13, 27, 
2019/11/1, 19, 33, 
2019/11/2, 29, 26, 
2019/11/3, 28, 32, 
2019/11/4, 32, 26, 
2019/11/5, 50, 30, 
2019/11/6, 49, 14, 
2019/11/7, 38, 21, 
2019/11/8, 21, 25, 
2019/11/9, 32, 36, 
2019/11/10, 40, 23, 
2019/11/11, 27, 25, 
2019/11/12, 11, 23, 
2019/11/13, 18, 22, 
2019/11/14, 28, 28, 
2019/11/15, 30, 27, 
2019/11/16, 35, 33, 
2019/11/17, 44, 34, 
2019/11/18, 49, 36, 
2019/11/19, 38, 37, 
2019/11/20, 49, 32, 
2019/11/21, 31, 16, 
2019/11/22, 19, 19, 
2019/11/23, 13, 31, 
2019/11/24, 35, 35, 
2019/11/25, 37, 20, 
2019/11/26, 43, 27, 
2019/11/27, 18, 23, 
2019/11/28, 17, 19, 
2019/11/29, 35, 20, 
2019/11/30, 24, 25, 
2019/12/1, 12, 27, 
2019/12/2, 25, 27, 
2019/12/3, 29, 31, 
2019/12/4, 23, 39, 
2019/12/5, 37, 38, 
2019/12/6, 52, 22, 
2019/12/7, 41, 27, 
2019/12/8, 39, 30, 
2019/12/9, 45, 19, 
2019/12/10, 18, 25, 
2019/12/11, 17, 22, 
2019/12/12, 23, 27, 
2019/12/13, 37, 22, 
2019/12/14, 45, 25, 
2019/12/15, 45, 8, 
2019/12/16, 35, 28, 
2019/12/17, 16, 29, 
2019/12/18, 23, 32, 
2019/12/19, 24, 12, 
2019/12/20, 37, 22, 
2019/12/21, 32, 27, 
2019/12/22, 35, 29, 
2019/12/23, 23, 31, 
2019/12/24, 24, 30, 
2019/12/25, 34, 28, 
2019/12/26, 34, 18, 
2019/12/27, 45, 14, 
2019/12/28, 15, , 
2019/7/1, 36, 30, 
2019/7/2, 35, 25, 
2019/7/3, 28, 19, 
2019/7/4, 50, 22, 
2019/7/5, 49, 28, 
2019/7/6, 63, 18, 
2019/7/7, 43, 34, 
2019/7/8, 46, 24, 
2019/7/9, 37, 28, 
2019/7/10, 36, 25, 
2019/7/11, 29, 33, 
2019/7/12, 35, 25, 
2019/7/13, 31, 21, 
2019/7/14, 8, 23, 
2019/7/15, 19, 28, 
2019/7/16, 45, 22, 
2019/7/17, 36, 24, 
2019/7/18, 31, 22, 
2019/7/19, 31, 22, 
2019/7/20, 35, 27, 
2019/7/21, 35, 23, 
2019/7/22, 34, 33, 
2019/7/23, 26, 34, 
2019/7/24, 33, 41, 
2019/7/25, 45, 41, 
2019/7/26, 44, 42, 
2019/7/27, 47, 28, 
2019/7/28, 34, 14, 
2019/7/29, 43, 25, 
2019/7/30, 38, 35, 
2019/7/31, 36, 28, 
2019/8/1, 44, 31, 
2019/8/2, 45, 40, 
2019/8/3, 54, 29, 
2019/8/4, 58, 37, 
2019/8/5, 57, 34, 
2019/8/6, 43, 38, 
2019/8/7, 46, 27, 
2019/8/8, 46, 29, 
2019/8/9, 45, 33, 
2019/8/10, 41, 30, 
2019/8/11, 38, 29, 
2019/8/12, 33, 29, 
2019/8/13, 34, 22, 
2019/8/14, 40, 31, 
2019/8/15, 24, 41, 
2019/8/16, 37, 28, 
2019/8/17, 33, 22, 
2019/8/18, 38, 30, 
2019/8/19, 36, 30, 
2019/8/20, 44, 38, 
2019/8/21, 52, 32, 
2019/8/22, 58, 27, 
2019/8/23, 35, 25, 
2019/8/24, 21, 23, 
2019/8/25, 20, 25, 
2019/8/26, 43, 30, 
2019/8/27, 29, 31, 
2019/8/28, 25, 40, 
2019/8/29, 38, 34, 
2019/8/30, 38, 31, 
2019/8/31, 35, 40, 
2019/9/1, 41, 35, 
2019/9/2, 37, 37, 
2019/9/3, 48, 41, 
2019/9/4, 41, 43, 
2019/9/5, 52, 52, 
2019/9/6, 62, 57, 
2019/9/7, 77, 42, 
2019/9/9, 28, 37, 
2019/9/10, 47, 31, 
2019/9/11, 36, 36, 
2019/9/12, 28, 39, 
2019/9/13, 43, 38, 
2019/9/14, 54, 39, 
2019/9/15, 50, 36, 
2019/9/16, 42, 30, 
2019/9/17, 21, 19, 
2019/9/18, 19, 20, 
2019/9/19, 1, 26, 
2019/9/20, 31, 28, 
2019/9/21, 27, 25, 
2019/9/22, 28, 25, 
2019/9/23, 31, 29, 
2019/9/24, 30, 36, 
2019/9/25, 34, 40, 
2019/9/26, 52, 38, 
2019/9/27, 50, 29, 
2019/9/28, 89, 29, 
2019/9/30, 20, 30, 
2019/4/1, 19, 40, 
2019/4/2, 29, 43, 
2019/4/3, 36, 30, 
2019/4/4, 29, 30, 
2019/4/5, 22, 17, 
2019/4/6, 36, 26, 
2019/4/7, 26, 29, 
2019/4/8, 21, 44, 
2019/4/9, 45, 47, 
2019/4/10, 36, 37, 
2019/4/11, 29, 32, 
2019/4/12, 56, 33, 
2019/4/13, 10, 37, 
2019/4/14, 21, 45, 
2019/4/15, 33, 40, 
2019/4/16, 24, 29, 
2019/4/17, 26, 35, 
2019/4/18, 19, 35, 
2019/4/19, 15, 43, 
2019/4/20, 28, 49, 
2019/4/21, 31, 41, 
2019/4/22, 24, 32, 
2019/4/23, 29, 26, 
2019/4/24, 26, 32, 
2019/4/25, 20, 43, 
2019/4/26, 26, 49, 
2019/4/27, 44, 45, 
2019/4/28, 41, 30, 
2019/4/29, 39, 29, 
2019/4/30, 39, 28, 
2019/5/1, 45, 34, 
2019/5/2, 14, 24, 
2019/5/3, 21, 24, 
2019/5/4, 14, 35, 
2019/5/5, 23, 38, 
2019/5/6, 31, 36, 
2019/5/7, 34, 16, 
2019/5/8, 27, 27, 
2019/5/9, 21, 12, 
2019/5/10, 16, , 
2019/5/14, 29, 56, 
2019/5/15, 41, 46, 
2019/5/16, 41, 39, 
2019/5/17, 40, 27, 
2019/5/18, 32, 32, 
2019/5/19, 43, 22, 
2019/5/20, 41, 25, 
2019/5/21, 41, 20, 
2019/5/22, 49, 24, 
2019/5/23, 44, 31, 
2019/5/24, 34, 27, 
2019/5/25, 32, 32, 
2019/5/26, 37, 33, 
2019/5/27, 46, 25, 
2019/5/28, 36, 27, 
2019/5/29, 36, 26, 
2019/5/30, 24, 27, 
2019/5/31, 28, 42, 
2019/6/1, 49, 34, 
2019/6/2, 41, 37, 
2019/6/3, 34, 42, 
2019/6/4, 36, 15, 
2019/6/5, 20, 22, 
2019/6/6, 22, 36, 
2019/6/7, 17, 29, 
2019/6/8, 25, 30, 
2019/6/9, 39, 33, 
2019/6/10, 33, 37, 
2019/6/11, 20, 44, 
2019/6/12, 33, 39, 
2019/6/13, 23, 41, 
2019/6/14, 38, 31, 
2019/6/15, 38, 29, 
2019/6/16, 22, 37, 
2019/6/17, 27, 38, 
2019/6/18, 28, 1, 
2019/6/19, 41, , 
2019/6/21, 47, 18, 
2019/6/22, 58, 22, 
2019/6/23, 43, 47, 
2019/6/24, 31, 23, 
2019/6/25, 41, 20, 
2019/6/26, 49, 27, 
2019/6/27, 46, 32, 
2019/6/28, 46, 22, 
2019/6/29, 31, 34, 
2019/6/30, 34, 22, 
2019/1/1, 30, 13, 
2019/1/2, 20, 17, 
2019/1/3, 10, 18, 
2019/1/4, 14, 26, 
2019/1/5, 25, 31, 
2019/1/6, 23, 23, 
2019/1/7, 21, 28, 
2019/1/8, 20, 30, 
2019/1/9, 12, 27, 
2019/1/10, 17, 19, 
2019/1/11, 23, 18, 
2019/1/12, 25, 20, 
2019/1/13, 26, 20, 
2019/1/14, 31, 20, 
2019/1/15, 31, 19, 
2019/1/16, 41, 23, 
2019/1/17, 26, 16, 
2019/1/18, 22, 18, 
2019/1/19, 18, 27, 
2019/1/20, 19, 29, 
2019/1/21, 24, 26, 
2019/1/22, 26, 21, 
2019/1/23, 19, 27, 
2019/1/24, 19, 21, 
2019/1/25, 26, 27, 
2019/1/26, 34, 32, 
2019/1/27, 31, 33, 
2019/1/28, 21, 29, 
2019/1/29, 11, 26, 
2019/1/30, 17, 20, 
2019/1/31, 22, 28, 
2019/2/1, 36, 22, 
2019/2/2, 35, 23, 
2019/2/3, 37, 25, 
2019/2/4, 38, 20, 
2019/2/5, 50, 16, 
2019/2/6, 36, 18, 
2019/2/7, 26, 24, 
2019/2/8, 18, 26, 
2019/2/9, 15, 17, 
2019/2/10, 22, 19, 
2019/2/11, 24, 25, 
2019/2/12, 15, 32, 
2019/2/13, 14, 34, 
2019/2/14, 27, 28, 
2019/2/15, 39, 20, 
2019/2/16, 25, 17, 
2019/2/17, 24, 26, 
2019/2/18, 19, 27, 
2019/2/19, 15, 25, 
2019/2/20, 16, 24, 
2019/2/21, 18, 22, 
2019/2/22, 11, 36, 
2019/2/23, 16, 33, 
2019/2/24, 20, 31, 
2019/2/25, 59, 21, 
2019/2/26, 35, 16, 
2019/2/27, 30, 11, 
2019/2/28, 14, 14, 
2019/3/1, 19, 11, 
2019/3/2, 19, 21, 
2019/3/3, 19, 30, 
2019/3/4, 24, 33, 
2019/3/5, 15, 35, 
2019/3/6, 23, 30, 
2019/3/7, 27, 23, 
2019/3/8, 30, 34, 
2019/3/9, 30, 30, 
2019/3/10, 24, 31, 
2019/3/11, 18, 23, 
2019/3/12, 20, 33, 
2019/3/13, 19, 35, 
2019/3/14, 31, 34, 
2019/3/15, 14, 35, 
2019/3/16, 17, 38, 
2019/3/17, 26, 41, 
2019/3/18, 34, 44, 
2019/3/19, 42, 42, 
2019/3/20, 43, 42, 
2019/3/21, 29, 40, 
2019/3/22, 45, 45, 
2019/3/23, 46, 37, 
2019/3/24, 42, 34, 
2019/3/25, 22, 36, 
2019/3/26, 28, 42, 
2019/3/27, 35, 42, 
2019/3/28, 32, 32, 
2019/3/29, 30, 29, 
2019/3/30, 16, 31, 
2019/3/31, 14, 33, 
2018/10/1, 35, 24, 
2018/10/2, 26, 31, 
2018/10/3, 31, 22, 
2018/10/4, 29, 27, 
2018/10/5, 31, 28, 
2018/10/6, 24, 17, 
2018/10/7, 30, 25, 
2018/10/8, 29, 18, 
2018/10/9, 18, 27, 
2018/10/10, 16, 21, 
2018/10/11, 15, 17, 
2018/10/12, 24, 23, 
2018/10/13, 35, 14, 
2018/10/14, 28, 5, 
2018/10/15, 9, 12, 
2018/10/16, 14, 16, 
2018/10/17, 20, 17, 
2018/10/18, 22, 15, 
2018/10/19, 23, 16, 
2018/10/20, 21, 24, 
2018/10/21, 17, 21, 
2018/10/22, 20, 17, 
2018/10/23, 24, 21, 
2018/10/24, 29, 22, 
2018/10/25, 24, 24, 
2018/10/26, 14, 29, 
2018/10/27, 30, 28, 
2018/10/28, 36, 31, 
2018/10/29, 29, 31, 
2018/10/30, 27, 27, 
2018/10/31, 21, 19, 
2018/11/1, 13, 26, 
2018/11/2, 19, 33, 
2018/11/3, 25, 25, 
2018/11/4, 19, 13, 
2018/11/5, 31, 27, 
2018/11/6, 23, 15, 
2018/11/7, 19, 15, 
2018/11/8, 21, 19, 
2018/11/9, 17, 23, 
2018/11/10, 16, 18, 
2018/11/11, 21, 20, 
2018/11/12, 17, 17, 
2018/11/13, 24, 23, 
2018/11/14, 16, 23, 
2018/11/15, 24, 30, 
2018/11/16, 35, 30, 
2018/11/17, 31, 13, 
2018/11/18, 34, 12, 
2018/11/19, 17, 22, 
2018/11/20, 28, 23, 
2018/11/21, 25, 25, 
2018/11/22, 25, 19, 
2018/11/23, 30, 26, 
2018/11/24, 28, 24, 
2018/11/25, 29, 23, 
2018/11/26, 16, 22, 
2018/11/27, 24, 32, 
2018/11/28, 26, 23, 
2018/11/29, 29, 18, 
2018/11/30, 20, 30, 
2018/12/1, 22, 23, 
2018/12/2, 19, 21, 
2018/12/3, 16, 17, 
2018/12/4, 24, 22, 
2018/12/5, 24, 16, 
2018/12/6, 44, 14, 
2018/12/7, 12, 12, 
2018/12/8, 9, 17, 
2018/12/9, 19, 23, 
2018/12/10, 25, 28, 
2018/12/11, 24, 26, 
2018/12/12, 19, 25, 
2018/12/13, 15, 11, 
2018/12/14, 15, 20, 
2018/12/15, 19, 17, 
2018/12/16, 23, 11, 
2018/12/17, 27, 10, 
2018/12/18, 39, 15, 
2018/12/19, 29, 26, 
2018/12/20, 14, 27, 
2018/12/21, 20, 31, 
2018/12/22, 32, 23, 
2018/12/23, 22, 26, 
2018/12/24, 22, 17, 
2018/12/25, 44, 26, 
2018/12/26, 32, 14, 
2018/12/27, 17, 16, 
2018/12/28, 16, 15, 
2018/12/29, 21, 13, 
2018/12/30, 21, , 
2018/7/1, 107, 38, 
2018/7/2, 90, 31, 
2018/7/3, 69, 27, 
2018/7/4, 31, 27, 
2018/7/5, 32, 18, 
2018/7/6, 25, 29, 
2018/7/7, 31, 28, 
2018/7/8, 27, 30, 
2018/7/9, 30, 25, 
2018/7/10, 49, 32, 
2018/7/11, 54, 23, 
2018/7/12, 43, 38, 
2018/7/13, 41, 35, 
2018/7/14, 39, 38, 
2018/7/15, 46, 28, 
2018/7/16, 89, 39, 
2018/7/17, 98, 36, 
2018/7/18, 73, 45, 
2018/7/19, 61, 47, 
2018/7/20, 55, 50, 
2018/7/21, 55, 40, 
2018/7/22, 55, 41, 
2018/7/23, 36, 40, 
2018/7/24, 39, 42, 
2018/7/25, 45, 53, 
2018/7/26, 56, 52, 
2018/7/27, 56, 30, 
2018/7/28, 57, 36, 
2018/7/29, 31, 38, 
2018/7/30, 26, 39, 
2018/7/31, 51, 38, 
2018/8/16, 49, 33, 
