date, pm25, pm10
2020/1/2, 103, 51
2020/1/3, 127, 5
2020/1/4, 23, 8
2020/1/5, 26, 14
2020/1/6, 46, 29
2020/1/7, 79, 25
2020/1/8, 73, 52
2020/1/9, 138, 56
2020/1/10, 151, 8
2020/1/11, 34, 17
2020/1/12, 54, 33
2020/1/13, 90, 29
2020/1/14, 83, 29
2020/1/15, 86, 39
2020/1/16, 99, 
2019/10/2, 14, 4
2019/10/3, 17, 4
2019/10/4, 13, 2
2019/10/5, 9, 9
2019/10/6, 36, 9
2019/10/7, 49, 12
2019/10/8, 35, 9
2019/10/9, 42, 10
2019/10/10, 6, 1
2019/10/11, 12, 3
2019/10/12, 40, 9
2019/10/13, 44, 11
2019/10/14, 43, 12
2019/10/15, 49, 15
2019/10/16, 24, 5
2019/10/17, 35, 10
2019/10/18, 54, 14
2019/10/19, 53, 14
2019/10/20, 47, 12
2019/10/21, 46, 14
2019/10/22, 64, 20
2019/10/23, 67, 22
2019/10/24, 64, 23
2019/10/25, 44, 13
2019/10/26, 68, 23
2019/10/27, 46, 14
2019/10/28, 31, 8
2019/10/29, 44, 11
2019/10/30, 55, 15
2019/10/31, 71, 22
2019/11/1, 53, 15
2019/11/2, 66, 19
2019/11/3, 23, 6
2019/11/4, 10, 2
2019/11/5, 20, 5
2019/11/6, 17, 5
2019/11/7, 24, 6
2019/11/8, 48, 12
2019/11/9, 28, 6
2019/11/10, 46, 11
2019/11/11, 48, 12
2019/11/12, 48, 12
2019/11/13, 23, 5
2019/11/14, 32, 13
2019/11/15, 68, 24
2019/11/16, 39, 12
2019/11/17, 70, 26
2019/11/18, 54, 17
2019/11/19, 58, 22
2019/11/20, 87, 36
2019/11/21, 57, 19
2019/11/22, 66, 23
2019/11/23, 57, 17
2019/11/24, 67, 22
2019/11/25, 73, 27
2019/11/26, 64, 22
2019/11/27, 65, 21
2019/11/28, 63, 21
2019/11/29, 10, 3
2019/11/30, 30, 9
2019/12/1, 54, 15
2019/12/2, 67, 20
2019/12/3, 62, 20
2019/12/4, 76, 28
2019/12/5, 86, 30
2019/12/6, 95, 34
2019/12/7, 55, 18
2019/12/8, 54, 18
2019/12/9, 74, 21
2019/12/10, 35, 10
2019/12/11, 58, 19
2019/12/12, 78, 31
2019/12/13, 78, 28
2019/12/14, 60, 19
2019/12/15, 49, 16
2019/12/16, 92, 37
2019/12/17, 81, 29
2019/12/18, 78, 31
2019/12/19, 75, 27
2019/12/20, 67, 25
2019/12/21, 25, 7
2019/12/22, 38, 9
2019/12/23, 16, 4
2019/12/24, 17, 4
2019/12/25, 15, 3
2019/12/26, 22, 5
2019/12/27, 37, 10
2019/12/28, 22, 5
2019/7/1, 41, 13
2019/7/2, 32, 15
2019/7/3, 26, 18
2019/7/4, 33, 15
2019/7/5, 21, 12
2019/7/6, 17, 7
2019/7/7, 24, 10
2019/7/8, 30, 11
2019/7/9, 23, 10
2019/7/10, 24, 10
2019/7/11, 21, 6
2019/7/12, 20, 5
2019/7/13, 18, 9
2019/7/14, 29, 10
2019/7/15, 28, 13
2019/7/16, 36, 16
2019/7/17, 40, 12
2019/7/18, 27, 16
2019/7/19, 39, 14
2019/7/20, 39, 9
2019/7/21, 28, 9
2019/7/22, 22, 13
2019/7/23, 25, 19
2019/7/24, 37, 21
2019/7/25, 32, 23
2019/7/26, 41, 13
2019/7/27, 40, 12
2019/7/28, 39, 12
2019/7/29, 38, 11
2019/7/30, 38, 12
2019/7/31, 37, 10
2019/8/1, 28, 14
2019/8/2, 32, 8
2019/8/3, 27, 7
2019/8/4, 23, 11
2019/8/5, 27, 9
2019/8/6, 28, 10
2019/8/7, 28, 4
2019/8/8, 14, 8
2019/8/9, 22, 11
2019/8/10, 33, 6
2019/8/11, 17, 8
2019/8/12, 23, 6
2019/8/13, 20, 7
2019/8/14, 20, 7
2019/8/15, 20, 5
2019/8/16, 15, 7
2019/8/17, 22, 8
2019/8/18, 24, 6
2019/8/19, 20, 9
2019/8/20, 22, 5
2019/8/21, 16, 14
2019/8/22, 40, 17
2019/8/23, 41, 18
2019/8/24, 50, 12
2019/8/25, 43, 17
2019/8/26, 53, 23
2019/8/27, 65, 23
2019/8/28, 60, 20
2019/8/29, 57, 9
