date, pm25, pm10
2019/7/1, 43, 21
2019/7/2, 55, 18
2019/7/3, 72, 
2019/7/8, 36, 
2019/7/18, 39, 22
2019/7/19, 50, 21
2019/7/20, 45, 13
2019/7/21, 47, 
2019/8/1, 50, 21
2019/8/2, 73, 29
2019/8/3, 90, 18
2019/8/4, 36, 26
2019/8/5, 44, 17
2019/8/6, 40, 32
2019/8/7, 52, 22
2019/8/8, 38, 38
2019/8/9, 69, 30
2019/8/10, 64, 
2019/8/28, 45, 18
2019/8/29, 34, 25
2019/8/30, 37, 36
2019/8/31, 82, 16
2019/9/1, 37, 14
2019/9/2, 36, 27
2019/9/3, 50, 23
2019/9/4, 53, 28
2019/9/5, 58, 54
2019/9/6, 98, 46
2019/9/7, 89, 56
2019/9/8, 115, 52
2019/9/9, 122, 46
2019/9/10, 132, 41
2019/9/11, 100, 55
2019/9/12, 52, 31
2019/9/13, 54, 16
2019/9/14, 38, 48
2019/9/15, 135, 68
2019/9/16, 172, 
2019/5/23, 59, 15
2019/5/24, 32, 
2019/6/2, 33, 21
2019/6/3, 44, 17
2019/6/4, 37, 17
2019/6/5, 49, 22
2019/6/6, 54, 17
2019/6/7, 42, 15
2019/6/8, 42, 
2019/6/13, 34, 25
2019/6/14, 43, 22
2019/6/15, 70, 23
2019/6/16, 47, 17
2019/6/17, 46, 
2019/6/27, 30, 20
2019/6/28, 52, 17
2019/6/29, 43, 23
2019/6/30, 50, 22
2019/1/1, 61, 58
2019/1/2, 67, 46
2019/1/3, 65, 42
2019/1/4, 105, 34
2019/1/5, 41, 
2019/1/7, 111, 43
2019/1/8, 89, 39
2019/1/9, 80, 39
2019/1/10, 76, 30
2019/1/11, 90, 35
2019/1/12, 89, 41
2019/1/13, 90, 38
2019/1/14, 82, 31
2019/1/15, 102, 28
2019/1/16, 75, 28
2019/1/17, 69, 30
2019/1/18, 79, 29
2019/1/19, 103, 36
2019/1/20, 102, 28
2019/1/21, 91, 36
2019/1/22, 116, 33
2019/1/23, 72, 34
2019/1/24, 91, 38
2019/1/25, 79, 26
2019/1/26, 82, 26
2019/1/27, 83, 33
2019/1/28, 93, 27
2019/1/29, 100, 21
2019/1/30, 87, 33
2019/1/31, 97, 25
2019/2/1, 110, 
2019/2/3, 106, 31
2019/2/4, 111, 43
2019/2/5, 87, 29
2019/2/6, 95, 30
2019/2/7, 93, 29
2019/2/8, 86, 17
2019/2/9, 88, 26
2019/2/10, 115, 29
2019/2/11, 90, 33
2019/2/12, 107, 25
2019/2/13, 97, 34
2019/2/14, 94, 24
2019/2/15, 60, 29
2019/2/16, 90, 31
2019/2/17, 87, 36
2019/2/18, 77, 26
2019/2/19, 78, 25
2019/2/20, 94, 34
2019/2/21, 85, 26
2019/2/22, 86, 23
2019/2/23, 73, 27
2019/2/24, 73, 26
2019/2/25, 88, 28
2019/2/26, 81, 35
2019/2/27, 83, 35
2019/2/28, 81, 30
2019/3/1, 87, 43
2019/3/2, 88, 23
2019/3/3, 54, 17
2019/3/4, 99, 27
2019/3/5, 99, 29
2019/3/6, 105, 25
2019/3/7, 113, 29
2019/3/8, 108, 32
2019/3/9, 106, 21
2019/3/10, 77, 32
2019/3/11, 95, 30
2019/3/12, 92, 28
2019/3/13, 136, 25
2019/3/14, 132, 
2019/3/20, 154, 18
2019/3/21, 127, 
2018/10/9, 24, 26
2018/10/10, 74, 29
2018/10/11, 76, 28
2018/10/12, 72, 30
2018/10/13, 81, 23
2018/10/14, 50, 17
2018/10/15, 39, 18
2018/10/16, 45, 19
2018/10/17, 49, 13
2018/10/18, 59, 17
2018/10/19, 80, 18
2018/10/20, 55, 17
2018/10/21, 75, 23
2018/10/22, 43, 22
2018/10/23, 58, 29
2018/10/24, 68, 20
2018/10/25, 76, 26
2018/10/26, 97, 22
2018/10/27, 84, 19
2018/10/28, 62, 25
2018/10/29, 60, 36
2018/10/30, 81, 33
2018/10/31, 72, 
2018/11/4, 81, 32
2018/11/5, 75, 24
2018/11/6, 47, 30
2018/11/7, 64, 25
2018/11/8, 59, 30
2018/11/9, 73, 38
2018/11/10, 61, 23
2018/11/11, 45, 34
2018/11/12, 67, 32
2018/11/13, 63, 26
2018/11/14, 49, 16
2018/11/15, 28, 27
2018/11/16, 32, 14
2018/11/17, 23, 
2018/11/19, 56, 22
2018/11/20, 54, 21
2018/11/21, 35, 22
2018/11/22, 53, 15
2018/11/23, 42, 
2018/11/25, 72, 28
2018/11/26, 64, 36
2018/11/27, 71, 27
2018/11/28, 46, 29
2018/11/29, 75, 35
2018/11/30, 72, 27
2018/12/1, 66, 32
2018/12/2, 79, 41
2018/12/3, 87, 29
2018/12/4, 96, 28
2018/12/5, 83, 22
2018/12/6, 79, 
2018/12/9, 68, 33
2018/12/10, 71, 24
2018/12/11, 105, 35
2018/12/12, 95, 29
2018/12/13, 82, 33
2018/12/14, 79, 40
2018/12/15, 78, 29
2018/12/16, 92, 43
2018/12/17, 102, 35
2018/12/18, 87, 34
2018/12/19, 91, 41
2018/12/20, 100, 47
2018/12/21, 81, 50
2018/12/22, 49, 144
2018/12/23, 41, 
2018/1/1, 3, 17
2018/1/2, 108, 24
2018/1/3, 60, 27
2018/1/4, 47, 
2018/1/7, 4, 32
2018/1/8, 87, 22
2018/1/9, 31, 25
2018/1/10, 43, 21
2018/1/11, 33, 20
2018/1/12, 33, 22
2018/1/13, 40, 18
2018/1/14, 45, 12
2018/1/15, 29, 13
2018/1/16, 30, 17
2018/1/17, 16, 16
2018/1/18, 31, 24
2018/1/19, 32, 32
2018/1/20, 36, 13
2018/1/21, 25, 23
2018/1/22, 45, 23
2018/1/23, 37, 22
2018/1/24, 43, 24
2018/1/25, 18, 26
2018/1/26, 43, 28
2018/1/27, 55, 29
2018/1/28, 62, 20
2018/1/29, 47, 22
2018/1/30, 39, 34
2018/1/31, 3, 20
2018/2/1, 3, 23
2018/2/2, 104, 26
2018/2/3, 48, 22
