date, pm25, no2, co
2017/8/22, 41, 4, 4
2017/8/23, 27, 4, 3
2017/8/24, 24, 4, 
2017/8/25, 20, 4, 
2017/8/26, 22, 4, 
2017/8/27, 29, 5, 2
2017/8/28, 37, 5, 1
2017/8/29, 37, 6, 2
2017/8/30, 34, 3, 2
2017/8/31, 30, 2, 
2017/9/1, 17, 4, 3
2017/9/2, 21, 2, 3
2017/9/3, 17, 1, 4
2017/9/4, 30, 5, 4
2017/9/5, 48, , 
2017/9/10, 23, 5, 4
2017/9/11, 23, 6, 4
2017/9/12, 26, 4, 3
2017/9/13, 26, 7, 5
2017/9/14, 28, 6, 5
2017/9/15, 41, 5, 5
2017/9/18, 43, 4, 3
2017/9/19, 29, 3, 3
2017/9/20, 36, 3, 4
2017/9/21, 39, 7, 4
2017/9/22, 39, 5, 4
2017/9/23, 41, 7, 5
2017/9/24, 46, 8, 5
2017/9/25, 48, 5, 4
2017/9/26, 46, 4, 4
2017/9/27, 46, 2, 3
2017/9/28, 12, 3, 2
2017/9/29, 14, 4, 3
2017/9/30, 23, 4, 3
2017/4/1, 6, 6, 4
2017/4/2, 24, 11, 3
2017/4/3, 16, 7, 3
2017/4/4, 12, 8, 4
2017/4/5, 9, 7, 3
2017/4/6, 10, 7, 3
2017/4/7, 7, 4, 2
2017/4/8, 6, 6, 3
2017/4/9, 9, 6, 3
2017/4/10, 15, 10, 3
2017/4/11, 38, 7, 4
2017/4/12, 29, 5, 2
2017/4/13, 5, 12, 3
2017/4/14, 16, 7, 3
2017/4/15, 21, 4, 3
2017/4/16, 24, 3, 1
2017/4/17, 6, 4, 2
2017/4/18, 5, 3, 3
2017/4/19, 8, 5, 4
2017/4/20, 11, 5, 3
2017/4/21, 11, 4, 3
2017/4/22, 9, 5, 3
2017/4/23, 10, 3, 2
2017/4/24, 11, 8, 3
2017/4/25, 16, 6, 3
2017/4/26, 8, 3, 3
2017/4/27, 9, 5, 3
2017/4/28, 23, 3, 3
2017/4/29, 14, 2, 3
2017/4/30, 7, 2, 4
2017/5/1, 18, 7, 4
2017/5/2, 14, 3, 3
2017/5/3, 6, 6, 3
2017/5/4, 12, 5, 4
2017/5/5, 9, 4, 4
2017/5/6, 7, 1, 
2017/5/7, 5, 2, 2
2017/5/8, 2, 3, 2
2017/5/9, 5, 3, 2
2017/5/10, 9, 3, 3
2017/5/11, 8, 7, 4
2017/5/12, 15, 3, 3
2017/5/13, 10, 2, 4
2017/5/14, 3, 2, 3
2017/5/15, 7, 5, 5
2017/5/16, 13, 3, 4
2017/5/17, 27, 3, 4
2017/5/18, 45, 3, 3
2017/5/19, 19, 3, 3
2017/5/20, 11, 3, 3
2017/5/21, 23, 2, 3
2017/5/22, 13, 6, 4
2017/5/23, 18, 6, 4
2017/5/24, 33, 4, 3
2017/5/25, 19, 2, 3
2017/5/26, 10, 2, 3
2017/5/27, 15, 2, 3
2017/5/28, 14, 1, 
2017/5/29, 12, 1, 4
2017/5/30, 7, 2, 3
2017/5/31, 11, 3, 3
2017/6/1, 12, 4, 3
2017/6/2, 8, 3, 4
2017/6/3, 7, 3, 3
2017/6/4, 9, 4, 4
2017/6/5, 10, 4, 4
2017/6/6, 7, 7, 4
2017/6/7, 11, 6, 4
2017/6/8, 18, 7, 4
2017/6/9, 27, 6, 4
2017/6/10, 30, 3, 4
2017/6/11, 37, 5, 4
2017/6/12, 46, 5, 3
2017/6/13, 38, 3, 2
2017/6/14, 10, 6, 3
2017/6/15, 17, 3, 3
2017/6/16, 19, 2, 4
2017/6/17, 14, 2, 
2017/6/18, 27, 6, 4
2017/6/19, 20, 4, 3
2017/6/20, 14, 4, 4
2017/6/21, 12, 4, 4
2017/6/22, 14, 5, 4
2017/6/23, 28, 4, 4
2017/6/24, 17, 3, 3
2017/6/25, 11, 3, 
2017/6/26, 8, 4, 3
2017/6/27, 10, 4, 4
2017/6/28, 15, 5, 4
2017/6/29, 20, 6, 5
2017/6/30, 38, 3, 4
2017/1/2, 28, 8, 3
2017/1/3, 16, 6, 3
2017/1/4, 13, 6, 2
2017/1/5, 13, 7, 3
2017/1/6, 17, 7, 2
2017/1/7, 27, 8, 3
2017/1/8, 35, 6, 2
2017/1/9, 20, 8, 3
2017/1/10, 34, 5, 3
2017/1/11, 16, 5, 4
2017/1/12, 26, 4, 2
2017/1/13, 12, 6, 2
2017/1/14, 19, 7, 3
2017/1/15, 23, 10, 3
2017/1/16, 34, 19, 5
2017/1/17, 51, 7, 3
2017/1/18, 16, 10, 4
2017/1/19, 24, 7, 3
2017/1/20, 21, 10, 5
2017/1/21, 45, 6, 4
2017/1/22, 31, 7, 3
2017/1/23, 17, 5, 3
2017/1/24, 13, 10, 4
2017/1/25, 20, 7, 4
2017/1/26, 23, 5, 3
2017/1/27, 10, 4, 3
2017/1/28, 11, 4, 4
2017/1/29, 19, 5, 3
2017/1/30, 13, 6, 3
2017/1/31, 18, 13, 5
2017/2/1, 48, 7, 3
2017/2/2, 19, 7, 3
2017/2/3, 13, 5, 3
2017/2/4, 16, 5, 3
2017/2/5, 29, 7, 3
2017/2/6, 13, 9, 4
2017/2/7, 19, 5, 4
2017/2/8, 14, 6, 3
2017/2/9, 18, 6, 3
2017/2/10, 13, 7, 4
2017/2/11, 32, 9, 4
2017/2/12, 42, 7, 4
2017/2/13, 21, 8, 4
2017/2/14, 20, 12, 5
2017/2/15, 42, 7, 4
2017/2/16, 25, 9, 4
2017/2/17, 13, 7, 4
2017/2/18, 24, 9, 4
2017/2/19, 27, 6, 3
2017/2/20, 16, 8, 3
2017/2/21, 18, 17, 6
2017/2/22, 44, 11, 5
2017/2/23, 45, 9, 3
2017/2/24, 26, 5, 3
2017/2/25, 24, 4, 2
2017/2/26, 8, 6, 2
2017/2/27, 18, 13, 3
2017/2/28, 34, 5, 3
2017/3/1, 17, 4, 2
2017/3/2, 6, 4, 2
2017/3/3, 6, 4, 2
2017/3/4, 6, 5, 2
2017/3/5, 9, 10, 2
2017/3/6, 22, 5, 3
2017/3/7, 29, 5, 2
2017/3/8, 21, 4, 2
2017/3/9, 9, 5, 2
2017/3/10, 10, 4, 2
2017/3/11, 13, 3, 2
2017/3/12, 24, 5, 2
2017/3/13, 10, 6, 2
2017/3/14, 16, 4, 2
2017/3/15, 7, 5, 2
2017/3/16, 7, 9, 2
2017/3/17, 8, 12, 3
2017/3/18, 22, 11, 3
2017/3/19, 20, 15, 3
2017/3/20, 29, 19, 4
2017/3/21, 41, 5, 2
2017/3/22, 14, 8, 2
2017/3/23, 16, 7, 3
2017/3/24, 27, 8, 3
2017/3/25, 34, 8, 3
2017/3/26, 24, 5, 3
2017/3/27, 13, 12, 4
2017/3/28, 35, 6, 3
2017/3/29, 17, 5, 2
2017/3/30, 7, 12, 3
2017/3/31, 20, 6, 3
2020/1/1, , 4, 3
2018/12/31, , 3, 3
2018/8/3, , 3, 4
2018/8/4, , 2, 4
2018/8/5, , 4, 5
2018/8/6, , 4, 4
2018/8/7, , 3, 4
2018/8/8, , 2, 4
2018/8/9, , 3, 4
2018/8/10, , 3, 3
2018/8/11, , 3, 4
2018/8/12, , 3, 4
2017/12/17, , 12, 3
2017/9/9, , 5, 3
2017/9/16, , 5, 5
2017/9/17, , 5, 4
2017/1/1, , 10, 3
