date, aqi
2018/11/7, 20
2018/11/8, 21
2018/11/9, 26
2018/11/10, 22
2018/11/11, 19
2018/11/12, 19
2018/11/13, 20
2018/11/14, 17
2018/11/15, 19
2018/11/16, 35
2018/11/17, 27
2018/11/18, 24
2018/11/19, 40
2018/11/20, 40
2018/11/21, 44
2018/11/22, 46
2018/11/23, 30
2018/11/24, 33
2018/11/25, 41
2018/11/26, 25
2018/11/27, 38
2018/11/28, 46
2018/11/29, 44
2018/11/30, 39
2018/12/1, 29
2018/12/2, 39
2018/12/3, 30
2018/12/4, 36
2018/12/5, 26
2018/12/6, 26
2018/12/7, 24
2018/12/8, 23
2018/12/9, 30
2018/12/10, 25
2018/12/11, 25
2018/12/12, 23
2018/12/13, 31
2018/12/14, 35
2018/12/15, 30
2018/12/16, 26
2018/12/17, 25
2018/12/18, 23
2018/12/19, 32
2018/12/20, 23
2018/12/21, 23
2018/12/22, 29
2018/12/23, 19
2018/12/24, 25
2018/12/25, 33
2018/12/26, 38
2018/12/27, 33
2018/12/28, 37
2018/12/29, 25
2018/12/30, 28
2018/7/1, 5
2018/7/2, 7
2018/7/3, 7
2018/7/4, 10
2018/7/5, 8
2018/7/6, 16
2018/7/7, 16
2018/7/8, 12
2018/7/9, 17
2018/7/10, 12
2018/7/11, 10
2018/7/12, 12
2018/7/13, 10
2018/7/14, 11
2018/7/15, 16
2018/7/16, 20
2018/7/17, 27
2018/7/18, 28
2018/7/19, 30
2018/7/20, 26
2018/7/21, 20
2018/7/22, 20
2018/7/23, 22
2018/7/24, 34
2018/7/25, 26
2018/7/26, 17
2018/7/27, 18
2018/7/28, 24
2018/7/29, 19
2018/7/30, 19
2018/7/31, 17
2018/8/1, 11
2018/8/2, 11
2018/8/3, 13
2018/8/4, 17
2018/8/5, 21
2018/8/6, 24
2018/8/7, 24
2018/8/8, 42
2018/8/9, 56
2018/8/10, 22
2018/8/11, 23
2018/8/12, 21
2018/8/13, 30
2018/8/14, 32
2018/8/15, 37
2018/8/16, 51
2018/8/17, 64
2018/8/18, 60
2018/8/19, 62
2018/8/20, 60
2018/8/21, 54
2018/8/22, 58
2018/8/23, 46
2018/8/24, 33
2018/8/25, 43
2018/8/26, 57
2018/8/27, 56
2018/8/28, 58
2018/8/29, 54
2018/8/30, 45
2018/8/31, 55
2018/9/1, 54
2018/9/2, 46
2018/9/3, 33
2018/9/4, 38
2018/9/5, 34
2018/9/6, 40
2018/9/7, 50
2018/9/8, 55
2018/9/9, 37
2018/9/10, 29
2018/9/11, 29
2018/9/12, 19
2018/9/13, 26
2018/9/14, 35
2018/9/15, 46
2018/9/16, 55
2018/9/17, 57
2018/9/18, 50
2018/9/19, 49
2018/9/20, 35
2018/9/21, 33
2018/9/22, 22
2018/9/23, 20
2018/9/24, 27
2018/9/25, 36
2018/9/26, 46
2018/9/27, 52
2018/9/28, 53
2018/9/29, 53
2018/9/30, 51
2018/4/1, 30
2018/4/2, 28
2018/4/3, 26
2018/4/4, 21
2018/4/5, 22
2018/4/6, 24
2018/4/7, 23
2018/4/8, 19
2018/4/9, 21
2018/4/10, 19
2018/4/11, 15
2018/4/12, 13
2018/4/13, 15
2018/4/14, 10
2018/4/15, 11
2018/4/16, 9
2018/4/17, 9
2018/4/18, 9
2018/4/19, 13
2018/4/20, 15
2018/4/21, 11
2018/4/22, 10
2018/4/23, 14
2018/4/24, 12
2018/4/25, 13
2018/4/26, 15
2018/4/27, 16
2018/4/28, 15
2018/4/29, 14
2018/4/30, 15
2018/5/1, 18
2018/5/2, 17
2018/5/3, 11
2018/5/4, 11
2018/5/5, 15
2018/5/6, 14
2018/5/7, 14
2018/5/8, 13
2018/5/9, 14
2018/5/10, 14
2018/5/11, 11
2018/5/12, 12
2018/5/13, 13
2018/5/14, 15
2018/5/15, 19
2018/5/16, 20
2018/5/17, 14
2018/5/18, 12
2018/5/19, 14
2018/5/20, 14
2018/5/21, 12
2018/5/22, 14
2018/5/23, 20
2018/5/24, 17
2018/5/25, 15
2018/5/26, 11
2018/5/27, 10
2018/5/28, 9
2018/5/29, 9
2018/5/30, 9
2018/5/31, 8
2018/6/1, 10
2018/6/2, 11
2018/6/3, 16
2018/6/4, 17
2018/6/5, 18
2018/6/6, 17
2018/6/7, 21
2018/6/8, 22
2018/6/9, 18
2018/6/10, 19
2018/6/11, 21
2018/6/12, 22
2018/6/13, 24
2018/6/14, 19
2018/6/15, 21
2018/6/16, 15
2018/6/17, 19
2018/6/18, 14
2018/6/19, 13
2018/6/20, 14
2018/6/21, 11
2018/6/22, 10
2018/6/23, 8
2018/6/24, 9
2018/6/25, 8
2018/6/26, 6
2018/6/27, 7
2018/6/28, 7
2018/6/29, 8
2018/6/30, 7
2018/1/1, 12
2018/1/2, 10
2018/1/3, 12
2018/1/4, 12
2018/1/5, 12
2018/1/6, 14
2018/1/7, 10
2018/1/8, 13
2018/1/9, 15
2018/1/10, 13
2018/1/11, 14
2018/1/12, 13
2018/1/13, 9
2018/1/14, 10
2018/1/15, 10
2018/1/16, 13
2018/1/17, 15
2018/1/18, 11
2018/1/19, 14
2018/1/20, 11
2018/1/21, 15
2018/1/22, 13
2018/1/23, 12
2018/1/24, 15
2018/1/25, 10
2018/1/26, 13
2018/1/27, 10
2018/1/28, 9
2018/1/29, 8
2018/1/30, 9
2018/1/31, 10
2018/2/1, 12
2018/2/2, 12
2018/2/3, 12
2018/2/4, 13
2018/2/5, 10
2018/2/6, 11
2018/2/7, 9
2018/2/8, 13
2018/2/9, 17
2018/2/10, 22
2018/2/11, 21
2018/2/12, 20
2018/2/13, 19
2018/2/14, 19
2018/2/15, 12
2018/2/16, 13
2018/2/17, 15
2018/2/18, 13
2018/2/19, 14
2018/2/20, 11
2018/2/21, 10
2018/2/22, 12
2018/2/23, 11
2018/2/24, 17
2018/2/25, 14
2018/2/26, 12
2018/2/27, 13
2018/2/28, 12
2018/3/1, 11
2018/3/2, 18
2018/3/3, 16
2018/3/4, 14
2018/3/5, 12
2018/3/6, 11
2018/3/7, 13
2018/3/8, 19
2018/3/9, 17
2018/3/10, 18
2018/3/11, 18
2018/3/12, 21
2018/3/13, 16
2018/3/14, 16
2018/3/15, 13
2018/3/16, 12
2018/3/17, 14
2018/3/18, 18
2018/3/19, 20
2018/3/20, 16
2018/3/21, 11
2018/3/22, 14
2018/3/23, 17
2018/3/24, 17
2018/3/25, 18
2018/3/26, 13
2018/3/27, 14
2018/3/28, 19
2018/3/29, 13
2018/3/30, 14
2018/3/31, 23
2017/10/5, 13
2017/10/6, 12
2017/10/7, 10
2017/10/8, 9
2017/10/9, 14
2017/10/10, 11
2017/10/11, 14
2017/10/12, 18
2017/10/13, 15
2017/10/14, 11
2017/10/15, 11
2017/10/16, 13
2017/10/17, 30
2017/10/18, 41
2017/10/19, 22
2017/10/20, 17
2017/10/21, 17
2017/10/22, 18
2017/10/23, 17
2017/10/24, 20
2017/10/25, 20
2017/10/26, 24
2017/10/27, 23
2017/10/28, 21
2017/12/12, 12
2017/12/13, 12
2017/12/14, 16
2017/12/15, 18
2017/12/16, 22
2017/12/17, 13
2017/12/18, 12
2017/12/19, 10
2017/12/21, 10
2017/12/22, 16
2017/12/23, 12
2017/12/24, 14
2017/12/25, 13
2017/12/26, 14
2017/12/27, 12
2017/12/28, 14
2017/12/29, 15
2017/12/30, 13
2017/7/7, 11
2017/7/8, 10
2017/7/9, 11
2017/7/10, 12
2017/7/11, 10
2017/7/12, 13
2017/7/13, 14
2017/7/14, 10
2017/7/15, 14
2017/7/16, 7
2017/7/17, 18
2017/7/18, 19
2017/8/27, 6
2017/8/28, 9
2017/8/29, 14
2017/8/30, 10
2017/8/31, 12
2017/9/1, 18
2017/9/2, 13
2017/9/3, 10
2017/9/4, 12
2017/9/5, 11
2017/9/6, 13
2017/9/11, 12
2017/9/12, 8
2017/9/13, 14
2017/9/14, 25
2017/9/15, 20
2017/9/16, 18
2017/4/1, 20
2017/4/2, 25
2017/4/3, 25
2017/4/4, 20
2017/4/5, 16
2017/4/6, 17
2017/4/7, 18
2017/4/8, 17
2017/4/9, 24
2017/4/10, 19
2017/4/11, 23
2017/4/12, 24
2017/4/13, 28
2017/4/14, 28
2017/1/2, 22
2017/1/3, 20
2017/1/4, 17
2017/1/5, 22
2017/1/6, 20
2017/1/7, 27
2017/1/8, 21
2017/1/9, 24
2017/1/10, 24
2017/1/11, 30
2017/1/12, 24
2017/1/13, 24
2017/1/14, 30
2017/1/15, 28
2017/1/16, 29
2017/1/17, 26
2017/1/18, 19
2017/1/19, 17
2017/1/20, 16
2017/1/21, 15
2017/1/22, 14
2017/1/23, 15
2017/1/24, 20
2017/1/25, 20
2017/1/26, 17
2017/1/27, 20
2017/1/28, 30
2017/1/29, 31
2017/1/30, 28
2017/1/31, 24
2017/2/1, 20
2017/2/2, 17
2017/2/3, 15
2017/2/4, 17
2017/2/5, 24
2017/2/6, 18
2017/2/7, 18
2017/2/8, 29
2017/2/9, 25
2017/2/10, 28
2017/2/11, 24
2017/2/12, 24
2017/2/13, 25
2017/2/14, 24
2017/2/15, 28
2017/2/16, 31
2017/2/17, 19
2017/2/18, 17
2017/2/19, 12
2017/2/20, 13
2017/2/21, 15
2017/2/22, 16
2017/2/23, 16
2017/2/24, 15
2017/2/25, 13
2017/2/26, 11
2017/2/27, 16
2017/2/28, 21
2017/3/1, 19
2017/3/2, 17
2017/3/3, 18
2017/3/4, 19
2017/3/5, 23
2017/3/6, 27
2017/3/7, 28
2017/3/8, 22
2017/3/9, 20
2017/3/10, 21
2017/3/12, 16
2017/3/13, 16
2017/3/14, 28
2017/3/15, 25
2017/3/16, 21
2017/3/17, 21
2017/3/18, 18
2017/3/19, 23
2017/3/20, 23
2017/3/21, 29
2017/3/22, 24
2017/3/23, 22
2017/3/24, 23
2017/3/25, 17
2017/3/26, 19
2017/3/27, 27
2017/3/28, 20
2017/3/29, 21
2017/3/30, 21
2017/3/31, 18
