date, pm25, no2, co
2017/8/27, 56, 23, 5
2017/8/28, 58, 23, 4
2017/8/29, 47, 24, 6
2017/8/30, 55, 25, 6
2017/8/31, 61, 14, 3
2017/9/1, 39, 11, 3
2017/9/2, 25, 10, 3
2017/9/3, 50, 8, 6
2017/9/4, 71, , 
2017/9/9, 41, 17, 4
2017/9/10, 37, 21, 4
2017/9/11, 35, 20, 4
2017/9/12, 39, 17, 3
2017/9/13, 27, 10, 3
2017/9/14, 20, 19, 6
2017/9/15, 52, 16, 6
2017/9/16, 52, 17, 6
2017/9/17, 59, 21, 6
2017/9/18, 68, 21, 4
2017/9/19, 52, 15, 5
2017/9/20, 59, 22, 7
2017/9/21, 88, 26, 7
2017/9/22, 77, 23, 7
2017/9/23, 70, 22, 5
2017/9/24, 42, 28, 6
2017/9/25, 56, 31, 7
2017/9/26, 66, 25, 5
2017/9/27, 61, 23, 4
2017/9/28, 25, 22, 4
2017/9/29, 40, 17, 4
2017/9/30, 26, 18, 4
2017/4/1, 26, 14, 3
2017/4/2, 36, 17, 4
2017/4/3, 41, 12, 2
2017/4/4, 26, 18, 3
2017/4/5, 43, 9, 2
2017/4/6, 14, 11, 2
2017/4/7, 16, 21, 4
2017/4/8, 28, 17, 4
2017/4/9, 43, 19, 2
2017/4/10, 37, 16, 2
2017/4/11, 42, 26, 4
2017/4/12, 40, 26, 6
2017/4/13, 29, 30, 6
2017/4/14, 24, 18, 5
2017/4/15, 26, 11, 2
2017/4/16, 15, 26, 4
2017/4/17, 11, 21, 4
2017/4/18, 22, 14, 2
2017/4/19, 40, 12, 2
2017/4/20, 47, 18, 3
2017/4/21, 25, 13, 3
2017/4/22, 22, 15, 3
2017/4/23, 25, 25, 4
2017/4/24, 35, 18, 3
2017/4/25, 28, 16, 3
2017/4/26, 40, 15, 3
2017/4/27, 37, 19, 4
2017/4/28, 48, 17, 4
2017/4/29, 38, 8, 3
2017/4/30, 46, 5, 1
2017/5/1, 19, 9, 2
2017/5/2, 13, 23, 4
2017/5/3, 24, 22, 4
2017/5/4, 44, 19, 3
2017/5/5, 28, 13, 3
2017/5/6, 21, 12, 3
2017/5/7, 16, 31, 4
2017/5/8, 29, 28, 5
2017/5/9, 53, 20, 4
2017/5/10, 61, 20, 4
2017/5/11, 40, 30, 5
2017/5/12, 41, 25, 5
2017/5/13, 42, 20, 3
2017/5/14, 44, 30, 4
2017/5/15, 55, 23, 4
2017/5/16, 66, 19, 3
2017/5/17, 57, 16, 2
2017/5/18, 53, 21, 3
2017/5/19, 53, 13, 4
2017/5/20, 50, 8, 2
2017/5/21, 15, 22, 3
2017/5/22, 18, 29, 5
2017/5/23, 41, 23, 4
2017/5/24, 46, 18, 3
2017/5/25, 27, 15, 2
2017/5/26, 38, 15, 3
2017/5/27, 62, 7, 1
2017/5/28, 33, 11, 2
2017/5/29, 36, 22, 3
2017/5/30, 33, 28, 4
2017/5/31, 39, 33, 4
2017/6/1, 40, 34, 5
2017/6/2, 48, 29, 5
2017/6/3, 55, 20, 4
2017/6/4, 57, 27, 4
2017/6/5, 56, 26, 3
2017/6/6, 26, 23, 3
2017/6/7, 27, 26, 4
2017/6/8, 38, 19, 3
2017/6/9, 38, 15, 2
2017/6/10, 43, 17, 2
2017/6/11, 54, 20, 3
2017/6/12, 53, 24, 3
2017/6/13, 49, 24, 3
2017/6/14, 33, 23, 3
2017/6/15, 30, 24, 3
2017/6/16, 44, 15, 3
2017/6/17, 58, 9, 2
2017/6/18, 41, 18, 2
2017/6/19, 22, 27, 3
2017/6/20, 32, 25, 3
2017/6/21, 48, 12, 2
2017/6/22, 49, 13, 2
2017/6/23, 32, 15, 3
2017/6/24, 20, 16, 3
2017/6/25, 29, 21, 3
2017/6/26, 28, 22, 3
2017/6/27, 27, 15, 4
2017/6/28, 39, 16, 2
2017/6/29, 49, 7, 1
2017/6/30, 31, 14, 3
2017/1/3, 14, 14, 6
2017/1/4, 17, 10, 2
2017/1/5, 19, 15, 2
2017/1/6, 48, 20, 3
2017/1/7, 44, 12, 2
2017/1/8, 42, 13, 3
2017/1/9, 46, 18, 3
2017/1/10, 22, 11, 2
2017/1/11, 44, 23, 5
2017/1/12, 27, 8, 2
2017/1/13, 46, 20, 3
2017/1/14, 34, 16, 4
2017/1/15, 68, 12, 4
2017/1/16, 55, 14, 6
2017/1/17, 27, 13, 3
2017/1/18, 12, 10, 2
2017/1/19, 46, 19, 5
2017/1/20, 29, 16, 3
2017/1/21, 62, 20, 8
2017/1/22, 47, 15, 6
2017/1/23, 33, 14, 3
2017/1/24, 32, 13, 3
2017/1/25, 37, 14, 3
2017/1/26, 18, 6, 2
2017/1/27, 16, 5, 1
2017/1/28, 37, 6, 2
2017/1/29, 36, 9, 2
2017/1/30, 18, 12, 2
2017/1/31, 19, 12, 2
2017/2/1, 23, 16, 3
2017/2/2, 29, 17, 3
2017/2/3, 30, 20, 3
2017/2/4, 42, 20, 5
2017/2/5, 47, 13, 3
2017/2/6, 63, 24, 6
2017/2/7, 28, 9, 2
2017/2/8, 53, 16, 3
2017/2/9, 19, 14, 2
2017/2/10, 27, 17, 3
2017/2/11, 41, 12, 2
2017/2/12, 38, 8, 2
2017/2/13, 20, 22, 4
2017/2/14, 32, 18, 3
2017/2/15, 17, 19, 3
2017/2/16, 36, 22, 3
2017/2/17, 35, 24, 3
2017/2/18, 61, 21, 5
2017/2/19, 68, 14, 3
2017/2/20, 69, 27, 6
2017/2/21, 72, 34, 8
2017/2/22, 66, 24, 5
2017/2/23, 45, 17, 3
2017/2/24, 30, 12, 2
2017/2/25, 23, 5, 2
2017/2/26, 24, 11, 2
2017/2/27, 40, 25, 4
2017/2/28, 43, 24, 4
2017/3/1, 29, 11, 2
2017/3/2, 24, 9, 2
2017/3/3, 27, 14, 3
2017/3/4, 37, 20, 4
2017/3/5, 39, 18, 3
2017/3/6, 44, 15, 2
2017/3/7, 30, 14, 2
2017/3/8, 11, 12, 2
2017/3/9, 37, 27, 4
2017/3/10, 22, 18, 3
2017/3/11, 27, 15, 3
2017/3/12, 29, 16, 3
2017/3/13, 46, 23, 4
2017/3/14, 35, 19, 3
2017/3/15, 30, 17, 3
2017/3/16, 41, 22, 4
2017/3/17, 59, 27, 5
2017/3/18, 38, 13, 3
2017/3/19, 29, 14, 4
2017/3/20, 50, 26, 5
2017/3/21, 51, 25, 4
2017/3/22, 18, 20, 3
2017/3/23, 33, 25, 3
2017/3/24, 62, 19, 3
2017/3/25, 57, 15, 3
2017/3/26, 54, 10, 2
2017/3/27, 40, 21, 4
2017/3/28, 49, 21, 3
2017/3/29, 26, 19, 3
2017/3/30, 29, 18, 3
2017/3/31, 28, 14, 3
2020/1/1, , 25, 3
2019/7/20, , 9, 2
2019/7/21, , 16, 3
2019/7/22, , 18, 4
2019/7/23, , 21, 5
2019/5/5, , 21, 4
2019/5/6, , 21, 4
2019/5/12, , 11, 1
2018/12/31, , 8, 4
2017/12/31, , 10, 2
2017/9/8, , 22, 6
2017/1/2, , 16, 4
2018/4/25, , , 4
2018/4/26, , , 4
2018/4/27, , , 4
2018/4/28, , , 4
2018/4/29, , , 6
2018/4/30, , , 5
