date, pm25, pm10, o3, no2, so2, co, aqi
2019/5/10, 116, 54, 80, 12, 16, 8, 
2019/5/11, 94, 85, 63, 12, 16, 11, 
2019/5/12, 107, 82, 51, 9, 14, 8, 
2019/5/13, 96, 99, 68, 14, 15, 10, 
2019/5/14, 119, 81, 67, 9, 7, 8, 
2019/5/15, 128, 76, 84, 9, 12, 9, 
2019/5/16, 145, 69, 85, 9, 14, 7, 
2019/5/17, 117, 54, 52, 8, 12, 6, 
2019/5/18, 97, 73, 69, 8, 9, 6, 
2019/5/19, 87, 81, 61, 10, 15, 7, 
2019/5/20, 71, 60, 83, 15, 13, 10, 
2019/5/21, 74, 61, 95, 16, 16, 10, 
2019/5/22, 84, 72, 116, 16, 11, 9, 
2019/5/23, 81, 67, 99, 11, 13, 6, 
2019/5/24, 95, 70, 93, 9, 17, 8, 
2019/5/25, 100, 66, 60, 8, 10, 7, 
2019/5/26, 109, 49, 52, 8, 10, 5, 
2019/5/27, 69, 50, 70, 14, 10, 8, 
2019/5/28, 62, 49, 83, 12, 10, 7, 
2019/5/29, 73, 51, 100, 11, 22, 21, 
2019/5/30, 78, 60, 87, 10, 12, 5, 
2019/5/31, 100, 58, 104, 12, 8, 9, 
2019/6/1, 89, 72, 113, 11, 7, 5, 
2019/6/2, 86, 78, 120, 12, 11, 9, 
2019/6/3, 97, 83, 137, 20, 21, 16, 
2019/6/4, 125, 83, 84, 13, 9, 10, 
2019/6/5, 152, 66, 73, 11, 6, 8, 
2019/6/6, 124, 73, 109, 16, 9, 8, 
2019/6/7, 128, 46, 96, 10, 12, 7, 
2019/6/8, 71, 57, 90, 11, 5, 5, 
2019/6/9, 66, 53, 87, 13, 15, 7, 
2019/6/10, 67, 70, 104, 16, 16, 6, 
2019/6/11, 84, 63, 106, 14, 10, 6, 
2019/6/12, 83, 61, 117, 13, 11, 8, 
2019/6/13, 93, 56, 117, 9, 11, 7, 
2019/6/14, 93, 72, 143, 14, 13, 9, 
2019/6/15, 111, 62, 90, 11, 9, 6, 
2019/6/16, 91, 56, 105, 10, 11, 7, 
2019/6/17, 83, 71, 117, 12, 9, 7, 
2019/6/18, 114, 57, 106, 9, 8, 8, 
2019/6/19, 91, 49, 81, 10, 8, 7, 
2019/6/20, 84, 57, 114, 11, 8, 8, 
2019/6/21, 96, 70, 118, 9, 9, 7, 
2019/6/22, 129, 52, 90, 9, 12, 6, 
2019/6/23, 90, 58, 107, 13, 9, 10, 
2019/6/24, 92, 60, 109, 10, 5, 6, 
2019/6/25, 99, 61, 113, 10, 4, 6, 
2019/6/26, 94, 58, 116, 9, 4, 7, 
2019/6/27, 95, 51, 68, 9, 4, 9, 
2019/6/28, 94, 65, 101, 10, 4, 8, 
2019/6/29, 99, 42, 74, 10, 6, 2, 
2019/6/30, 55, 48, 101, 14, 13, 8, 
2019/1/1, 202, 187, 21, 39, 41, 38, 
2019/1/2, 263, 169, 21, 39, 32, 22, 
2019/1/3, 253, 180, 8, 53, 37, 28, 
2019/1/4, 270, 85, 20, 32, 28, 14, 
2019/1/5, 143, 113, 16, 33, 42, 26, 
2019/1/6, 183, 153, 12, 45, 45, 28, 
2019/1/7, 229, 135, 12, 41, 42, 24, 
2019/1/8, 206, 75, 17, 28, 32, 12, 
2019/1/9, 135, 100, 13, 28, 20, 12, 
2019/1/10, 175, 135, 12, 25, 13, 16, 
2019/1/11, 227, 126, 8, 26, 8, 25, 
2019/1/12, 222, 157, 15, 37, 14, 29, 
2019/1/13, 251, 169, 7, 30, 10, 23, 
2019/1/14, 259, 152, 23, 22, 14, 14, 
2019/1/15, 161, 95, 16, 27, 18, 9, 
2019/1/16, 124, 107, 17, 31, 23, 18, 
2019/1/17, 162, 124, 14, 38, 29, 19, 
2019/1/18, 188, 142, 88, 43, 34, 19, 
2019/1/19, 215, 107, 20, 33, 34, 22, 
2019/1/20, 154, 99, 19, 31, 27, 22, 
2019/1/21, 152, 81, 26, 26, 22, 10, 
2019/1/22, 130, 124, 29, 33, 36, 5, 
2019/1/23, 190, 182, 9, 52, 48, 16, 
2019/1/24, 258, 83, 29, 23, 21, 12, 
2019/1/25, 143, 98, 30, 26, 29, 19, 
2019/1/26, 156, 98, 14, 28, 24, 11, 
2019/1/27, 175, 145, 22, 34, 39, 21, 
2019/1/28, 231, 147, 24, 31, 26, 14, 
2019/1/29, 224, 161, 17, 23, 15, 15, 
2019/1/30, 234, 71, 22, 14, 13, 6, 
2019/1/31, 117, 78, 36, 16, 16, 11, 
2019/2/1, 144, 95, 26, 14, 15, 12, 
2019/2/2, 185, 154, 33, 20, 22, 19, 
2019/2/3, 244, 139, 34, 18, 24, 20, 
2019/2/4, 209, 239, 40, 19, 34, 18, 
2019/2/5, 300, 158, 17, 14, 17, 15, 
2019/2/6, 221, 63, 30, 9, 13, 4, 
2019/2/7, 117, 50, 30, 9, 14, 3, 
2019/2/8, 100, 71, 32, 13, 23, 10, 
2019/2/9, 134, 61, 28, 11, 12, 9, 
2019/2/10, 135, 95, 30, 17, 14, 7, 
2019/2/11, 183, 143, 22, 24, 20, , 
2019/2/12, 238, 85, 11, 17, 13, , 
2019/2/13, 169, 94, 26, 17, 14, , 
2019/2/14, 178, 107, 38, 18, 20, , 
2019/2/15, 195, 107, 39, 27, 30, , 
2019/2/16, 189, 76, 39, 21, 25, , 
2019/2/17, 156, 73, 26, 17, 16, 7, 
2019/2/18, 159, 208, 19, 20, 17, 4, 
2019/2/19, 272, 327, 13, 22, 14, 11, 
2019/2/20, 398, 155, 25, 23, 11, 23, 
2019/2/21, 238, 166, 47, 28, 15, 20, 
2019/2/22, 280, 147, 60, 37, 33, 9, 
2019/2/23, 251, 143, 44, 28, 20, , 
2019/2/24, 233, 228, 39, 44, 35, , 
2019/2/25, 329, 156, 15, 42, 29, , 
2019/2/26, 250, 139, 47, 24, 15, , 
2019/2/27, 232, 87, 50, 17, 16, , 
2019/2/28, 168, 77, 48, 14, 13, , 
2019/3/1, 162, 99, 54, 20, 22, , 
2019/3/2, 181, 79, 42, 12, 9, , 
2019/3/3, 167, 85, 38, 15, 20, , 
2019/3/4, 168, 110, 62, 18, 20, , 
2019/3/5, 196, 87, 42, 22, 13, , 
2019/3/6, 126, 64, 44, 18, 16, , 
2019/3/7, 105, 65, 48, 15, 17, , 
2019/3/8, 115, 76, 58, 17, 16, , 
2019/3/9, 146, 119, 48, 27, 17, , 
2019/3/10, 173, 70, 41, 15, 15, , 
2019/3/11, 105, 60, 38, 12, 9, , 
2019/3/12, 80, 69, 35, 19, 17, , 
2019/3/13, 122, 73, 36, 21, 14, , 
2019/3/14, 128, 57, 44, 21, 11, , 
2019/3/15, 102, 54, 43, 17, 13, , 
2019/3/16, 93, 90, 62, 23, 16, , 
2019/3/17, 160, 80, 47, 15, 15, , 
2019/3/18, 152, 72, 65, 14, 9, , 
2019/3/19, 133, 77, 63, 11, 9, , 
2019/3/20, 153, 80, 41, 10, 8, , 
2019/3/21, 85, 54, 42, 12, 8, , 
2019/3/22, 88, 62, 41, 14, 8, , 
2019/3/23, 88, 72, 48, 18, 12, , 
2019/3/24, 113, 75, 50, 19, 13, , 
2019/3/25, 131, 81, 66, 19, 14, , 
2019/3/26, 143, 93, 55, 20, 15, , 
2019/3/27, 148, 86, 37, 12, 12, , 
2019/3/28, 100, 63, 37, 15, 13, 3, 
2019/3/29, 100, 67, 40, 13, 13, 5, 
2019/3/30, 81, 57, 43, 14, 13, 6, 
2019/3/31, 77, 71, 47, 16, 16, 9, 
2018/10/1, 49, 63, 58, 27, 25, 11, 69
2018/10/2, 89, 92, 69, 34, 29, 13, 98
2018/10/3, 137, 90, 93, 29, 17, 9, 99
2018/10/4, 141, 100, 106, 31, 16, 8, 120
2018/10/5, 154, 112, 71, 35, 23, 9, 129
2018/10/6, 149, 77, 52, 25, 17, 5, 80
2018/10/7, 94, 112, 55, 37, 31, 14, 121
2018/10/8, 158, 85, 37, 30, 15, 8, 88
2018/10/9, 94, 72, 40, 26, 20, 2, 75
2018/10/10, 93, 74, 43, 29, 24, 3, 76
2018/10/11, 109, 94, 69, 29, 25, 4, 119
2018/10/12, 142, 91, 81, 24, 24, 4, 110
2018/10/13, 143, 83, 69, 24, 19, 3, 104
2018/10/14, 139, 81, 61, 20, 18, 5, 106
2018/10/15, 146, 95, 39, 22, 16, 7, 148
2018/10/16, 169, 79, 41, 29, 17, 6, 91
2018/10/17, 136, 74, 51, 29, 22, 5, 86
2018/10/18, 119, 67, 47, 27, 23, 3, 74
2018/10/19, 109, 100, 36, 39, 24, , 
2018/10/20, 148, 90, 35, 27, 20, , 
2018/10/21, 142, 99, 49, 30, 18, , 
2018/10/22, 157, 78, 39, 18, 13, , 
2018/10/23, 83, 99, 57, 24, 15, , 
2018/10/24, 137, 114, 30, 27, 19, , 
2018/10/25, 165, 67, 30, 20, 16, , 
2018/10/26, 53, 68, 32, 24, 18, , 
2018/10/27, 66, 54, 39, 21, 16, 1, 49
2018/10/28, 53, 65, 32, 23, 21, 4, 69
2018/10/29, 74, 64, 37, 21, 14, , 52
2018/10/30, 97, 94, 55, 24, 18, , 
2018/10/31, 151, 127, 50, 38, 24, , 
2018/11/1, 182, 97, 67, 22, 13, , 
2018/11/2, 157, 83, 54, 17, 14, , 
2018/11/3, 148, 108, 35, 21, 14, , 
2018/11/4, 174, 48, 16, 16, 7, , 
2018/11/5, 97, 55, 21, 22, 16, , 
2018/11/6, 100, 63, 23, 24, 16, , 
2018/11/7, 109, 44, 33, 15, 8, , 
2018/11/8, 93, 83, 24, 26, 11, , 
2018/11/9, 159, 102, 16, 34, 14, , 
2018/11/10, 169, 60, 31, 22, 16, , 
2018/11/11, 126, 91, 28, 24, 10, , 
2018/11/12, 170, 95, 29, 22, 9, , 
2018/11/13, 165, 89, 31, 20, 9, 6, 156
2018/11/14, 162, 126, 18, 25, 11, 11, 187
2018/11/15, 207, 57, 17, 19, 9, 5, 79
2018/11/16, 115, 53, 16, 19, 9, 4, 92
2018/11/17, 115, 73, 18, 22, 15, 10, 99
2018/11/18, 140, 75, 24, 24, 21, 7, 86
2018/11/19, 137, 93, 16, 27, 23, 5, 130
2018/11/20, 159, 100, 25, 30, 16, 4, 120
2018/11/21, 155, 86, 29, 23, 16, 7, 112
2018/11/22, 150, 116, 14, 31, 17, 11, 161
2018/11/23, 179, 123, 28, 33, 19, 15, 164
2018/11/24, 187, 160, 30, 32, 18, 16, 238
2018/11/25, 238, 173, 31, 35, 14, 17, 266
2018/11/26, 268, 338, 27, 34, 28, 22, 363
2018/11/27, 271, 213, 16, 32, 22, 13, 217
2018/11/28, 179, 161, 20, 30, 19, 12, 164
2018/11/29, 166, 184, 24, 33, 30, 20, 188
2018/11/30, 183, 177, 13, 37, 22, 20, 200
2018/12/1, 202, 138, 15, 36, 9, 20, 217
2018/12/2, 218, 194, 15, 27, 23, 23, 234
2018/12/3, 203, 136, 24, 28, 26, 11, 138
2018/12/4, 145, 91, 12, 27, 18, 12, 109
2018/12/5, 145, 76, 20, 22, 20, 9, 93
2018/12/6, 119, 48, 23, 22, 17, 6, 51
2018/12/7, 76, 69, 23, 27, 27, 11, 96
2018/12/8, 128, 75, 21, 26, 19, 12, 94
2018/12/9, 143, 118, 33, 31, 28, 18, 163
2018/12/10, 187, 124, 17, 37, 33, 22, 171
2018/12/11, 187, 113, 14, 34, 31, 26, 153
2018/12/12, 178, 110, 20, 35, 29, 23, 150
2018/12/13, 176, 97, 21, 30, 32, 22, 148
2018/12/14, 174, 126, 17, 29, 13, 12, 188
2018/12/15, 196, 109, 22, 27, 20, 16, 148
2018/12/16, 174, 97, 23, 27, 30, 18, 113
2018/12/17, 151, 101, 26, 28, 28, 17, 135
2018/12/18, 164, 159, 10, 44, 40, 25, 222
2018/12/19, 224, 148, 10, 45, 35, 22, 213
2018/12/20, 215, 145, 16, 40, 37, 23, 197
2018/12/21, 209, 141, 15, 41, 43, 32, 199
2018/12/22, 206, 113, 21, 28, 23, 14, 140
2018/12/23, 146, 90, 17, 23, 22, 12, 101
2018/12/24, 138, 129, 11, 35, 25, 14, 154
2018/12/25, 178, 93, 15, 27, 19, 13, 101
2018/12/26, 143, 71, 17, 19, 14, 7, 89
2018/12/27, 121, 62, 23, 20, 22, 11, 81
2018/12/28, 113, 82, 20, 26, 28, 18, 106
2018/12/29, 143, 92, 20, 29, 35, 24, 132
2018/12/30, 156, , , , , , 
2018/7/1, 141, 62, 91, 10, 15, 7, 105
2018/7/2, 136, 53, 105, 9, 11, 6, 92
2018/7/3, 116, 60, 90, 12, 13, 13, 97
2018/7/4, 126, 65, 120, 10, 12, 13, 112
2018/7/5, 149, 78, 116, 11, 13, 10, 119
2018/7/6, 158, 56, 100, 8, 12, 6, 87
2018/7/7, 124, 60, 62, 9, 14, 6, 87
2018/7/8, 140, 55, 42, 11, 11, 8, 74
2018/7/9, 137, 46, 45, 10, 8, 6, 74
2018/7/10, 104, 65, 49, 13, 11, 7, 93
2018/7/11, 153, 71, 65, 11, 10, 7, 98
2018/7/12, 154, 47, 40, 8, 9, 7, 87
2018/7/13, 115, 26, 50, 8, 7, 6, 36
2018/7/14, 75, 45, 57, 9, 8, 6, 58
2018/7/15, 97, 44, 60, 6, 8, 5, 54
2018/7/16, 78, 44, 69, 8, 11, 5, 63
2018/7/17, 94, 49, 69, 7, 12, 5, 67
2018/7/18, 103, 50, 66, 9, 9, 5, 79
2018/7/19, 108, 53, 77, 8, 15, 6, 75
2018/7/20, 114, 49, 73, 7, 10, 7, 69
2018/7/21, 113, 54, 82, 6, 12, 5, 93
2018/7/22, 128, 60, 61, 9, 9, 6, 67
2018/7/23, 121, 55, 99, 9, 10, 7, 92
2018/7/24, 127, 44, 103, 8, 13, 8, 89
2018/7/25, 107, 90, 84, 6, 16, 7, 108
2018/7/26, 112, 59, 61, 8, 14, 5, 98
2018/7/27, 128, 67, 43, 7, 10, 5, 109
2018/7/28, 149, 72, 47, 8, 9, 6, 96
2018/7/29, 154, 75, 46, 11, 8, 7, 104
2018/7/30, 152, 61, 52, 5, 8, 4, 91
2018/7/31, 140, 70, 65, 12, 8, 5, 102
2018/8/1, 142, 82, 82, 12, 14, 7, 118
2018/8/2, 158, 86, 79, 9, 14, 9, 114
2018/8/3, 155, 78, 81, 12, 13, 7, 99
2018/8/4, 137, 68, 41, 8, 11, 7, 97
2018/8/5, 129, 61, 44, 6, 8, 6, 83
2018/8/6, 123, 69, 50, 7, 11, 7, 90
2018/8/7, 133, 76, 55, 8, 10, 7, 101
2018/8/8, 138, 58, 67, 7, 11, 9, 84
2018/8/9, 138, 66, 80, 9, 12, 10, 92
2018/8/10, 152, 75, 87, 8, 22, 8, 102
2018/8/11, 160, 62, 70, 7, 17, 6, 84
2018/8/12, 144, 61, 65, 8, 19, 7, 78
2018/8/13, 148, 56, 43, 9, 9, 6, 80
2018/8/14, 149, 36, 46, 8, 10, 5, 43
2018/8/15, 79, 44, 38, 13, 11, 5, 54
2018/8/16, 84, 55, 80, 13, 12, 6, 61
2018/8/17, 96, 59, 46, 14, 11, 6, 112
2018/8/18, 137, 41, 19, 9, 8, 4, 56
2018/8/19, 109, 40, 42, 9, 7, 6, 61
