date, pm25, pm10, o3, co
2017/6/9, 21, , , 
2017/6/10, 18, , , 
2017/6/11, 23, , , 
2017/6/12, 30, , , 
2017/6/13, 20, , , 
2017/6/14, 15, , , 
2017/6/15, 23, , , 
2017/6/16, 25, , , 
2017/6/17, 16, , , 
2017/6/18, 17, , , 
2017/6/19, 21, , , 
2017/6/20, 25, , , 
2017/6/21, 40, , , 
2017/6/22, 25, , , 
2017/6/23, 24, , , 
2017/6/24, 23, , , 
2017/6/25, 24, , , 
2017/6/26, 29, , , 
2017/6/27, 32, , , 
2017/6/28, 25, , , 
2017/6/29, 23, , , 
2017/6/30, 26, , , 
2017/1/2, 25, , , 
2017/1/3, 31, , , 
2017/1/4, 13, , , 
2017/1/5, 25, , , 
2017/1/6, 50, , , 
2017/1/7, 40, , , 
2017/1/8, 36, , , 
2017/1/9, 15, , , 
2017/1/10, 10, , , 
2017/1/11, 12, , , 
2017/1/12, 29, , , 
2017/1/13, 29, , , 
2017/1/14, 27, , , 
2017/1/15, 39, , , 
2017/1/16, 74, , , 
2017/1/17, 52, , , 
2017/1/18, 42, , , 
2017/1/19, 49, , , 
2017/1/20, 46, , , 
2017/1/23, 12, , , 
2017/1/24, 15, , , 
2017/1/25, 35, , , 
2017/1/26, 36, , , 
2017/1/27, 28, , , 
2017/1/28, 26, , , 
2017/1/29, 33, , , 
2017/1/30, 42, , , 
2017/1/31, 38, , , 
2017/2/1, 42, , , 
2017/2/2, 18, , , 
2017/2/3, 19, , , 
2017/2/4, 9, , , 
2017/2/5, 11, , , 
2017/2/6, 12, , , 
2017/2/7, 9, , , 
2017/2/8, 12, , , 
2017/2/9, 8, , , 
2017/2/10, 7, , , 
2017/2/11, 11, , , 
2017/2/12, 23, , , 
2017/2/13, 30, , , 
2017/2/14, 54, , , 
2017/2/15, 42, , , 
2017/2/16, 28, , , 
2017/2/17, 13, , , 
2017/2/18, 14, , , 
2017/2/19, 9, , , 
2017/2/20, 11, , , 
2017/2/21, 5, , , 
2017/2/22, 6, , , 
2017/2/23, 12, , , 
2017/2/24, 11, , , 
2017/2/25, 10, , , 
2017/2/26, 11, , , 
2017/2/27, 13, , , 
2017/2/28, 7, , , 
2017/3/1, 10, , , 
2017/3/2, 23, , , 
2017/3/3, 30, , , 
2017/3/4, 27, , , 
2017/3/5, 18, , , 
2017/3/6, 7, , , 
2017/3/7, 8, , , 
2017/3/8, 7, , , 
2017/3/9, 7, , , 
2017/3/10, 8, , , 
2017/3/11, 16, , , 
2017/3/12, 11, , , 
2017/3/13, 12, , , 
2017/3/14, 15, , , 
2017/3/15, 22, , , 
2017/3/16, 13, , , 
2017/3/17, 15, , , 
2017/3/18, 19, , , 
2017/3/19, 9, , , 
2017/3/20, 11, , , 
2017/3/21, 10, , , 
2017/3/22, 16, , , 
2017/3/23, 13, , , 
2017/3/24, 8, , , 
2017/3/25, 7, , , 
2017/3/26, 10, , , 
2017/3/27, 9, , , 
2017/3/28, 14, , , 
2017/3/29, 16, , , 
2017/3/30, 19, , , 
2017/3/31, 17, , , 
