date, pm10, no2, so2
2019/7/23, 9, 10, 
2019/7/24, 6, 11, 
2019/7/25, 5, 14, 1
2019/7/26, 4, 8, 
2019/7/27, 5, 8, 
2019/7/28, 3, 7, 
2019/7/29, 18, 9, 
2019/7/30, 30, 14, 
2019/7/31, 34, 20, 1
2019/8/1, 31, 11, 
2019/8/2, 30, 6, 
2019/8/3, 30, 7, 
2019/8/4, 30, 8, 
2019/8/5, 31, 9, 
2019/8/6, 29, 8, 
2019/8/7, 30, 8, 
2019/8/8, 31, 10, 
2019/8/9, 29, 8, 
2019/8/10, 30, 8, 
2019/8/11, 34, 20, 
2019/8/12, 29, 10, 
2019/8/13, 29, 11, 
2019/8/14, 30, 11, 
2019/8/15, 29, 12, 
2019/8/16, 31, 12, 
2019/8/17, 30, 11, 
2019/8/18, 31, 8, 
2019/8/19, 29, 9, 
2019/8/20, 30, 9, 
2019/8/21, 30, 9, 
2019/8/22, 33, 16, 1
2019/8/23, 33, 17, 1
2019/8/24, 31, 8, 
2019/8/25, 31, 12, 
2019/8/26, 31, 16, 
2019/8/27, 31, 16, 1
2019/8/28, 33, 10, 
2019/8/29, 32, 11, 
2019/8/30, 30, 8, 
2019/8/31, 31, 10, 
2019/9/1, 31, 13, 
2019/9/2, 30, 10, 
2019/9/3, 34, 9, 
2019/9/4, 28, 7, 
2019/9/5, 31, 6, 
2019/9/7, 36, 7, 
2019/9/8, 32, 6, 
2019/9/9, 32, 8, 
2019/9/10, 31, 12, 
2019/9/11, 30, 10, 
2019/9/12, 30, 10, 
2019/9/14, 31, 10, 
2019/9/15, 30, 7, 
2019/9/16, 31, 7, 
2019/9/17, 32, 13, 
2019/9/18, 37, 17, 1
2019/9/19, 44, 29, 1
2019/9/21, 44, 10, 
2019/9/22, 32, 12, 
2019/9/23, 34, 15, 1
2019/9/24, 33, 16, 1
2019/9/25, 38, 20, 1
2019/9/26, 31, 16, 1
2019/9/27, 31, 16, 1
2019/9/28, 28, 13, 
2019/9/29, 28, 9, 
2019/4/4, 133, 1, 2
2019/4/5, 32, 1, 1
2019/4/6, 40, 1, 2
2019/4/7, 41, 1, 2
2019/4/8, 82, 6, 2
2019/4/9, 68, 6, 1
2019/4/10, 45, 4, 1
2019/4/11, 30, 7, 2
2019/4/12, 38, 6, 2
2019/4/13, 54, 7, 3
2019/4/14, 122, 5, 1
2019/4/15, 36, 6, 1
2019/4/16, 33, 5, 1
2019/4/17, 21, 5, 1
2019/4/18, 23, 4, 1
2019/4/19, 26, 3, 1
2019/4/20, 24, 3, 1
2019/4/21, 20, 3, 1
2019/4/22, 20, 4, 1
2019/4/23, 39, 7, 2
2019/4/24, 35, 8, 2
2019/4/25, 43, 8, 3
2019/4/26, 40, 6, 2
2019/4/27, 38, 7, 2
2019/4/28, 50, 8, 3
2019/4/29, 65, 10, 2
2019/4/30, 80, 9, 3
2019/5/1, 70, 8, 3
2019/5/2, 75, 7, 2
2019/5/3, 46, 5, 1
2019/5/4, 30, 6, 1
2019/5/5, 54, 10, 2
2019/5/6, 68, 6, 2
2019/5/7, 123, 4, 1
2019/5/8, 26, 4, 1
2019/5/9, 24, 4, 1
2019/5/10, 28, 4, 1
2019/5/11, 31, 7, 2
2019/5/12, 59, 9, 4
2019/5/13, 46, 9, 2
2019/5/14, 51, 10, 3
2019/5/15, 65, 8, 3
2019/5/16, 53, 9, 2
2019/5/17, 73, 9, 4
2019/5/18, 55, 4, 1
2019/5/19, 49, 6, 1
2019/5/20, 38, 7, 2
2019/5/21, 59, 11, 2
2019/5/22, 54, 8, 3
2019/5/23, 100, 10, 9
2019/5/24, 81, 7, 6
2019/5/25, 70, 7, 3
2019/5/26, 40, 8, 1
2019/5/27, 46, 11, 3
2019/5/28, 58, 13, 3
2019/5/29, 104, 12, 5
2019/5/30, 74, 10, 8
2019/5/31, 78, 7, 5
2019/6/1, 55, 6, 2
2019/6/2, 49, 7, 2
2019/6/3, 56, 7, 2
2019/6/4, 61, 7, 3
2019/6/5, 67, 7, 3
2019/6/6, 55, 6, 2
2019/6/7, 63, 4, 1
2019/6/8, 63, 5, 1
2019/6/9, 41, 3, 1
2019/6/10, 39, 4, 1
2019/6/11, 33, 5, 1
2019/6/12, 31, 4, 1
2019/6/13, 41, 4, 1
2019/6/14, 35, 3, 1
2019/6/15, 38, 4, 1
2019/6/16, 38, 4, 1
2019/6/17, 42, 3, 1
2019/6/18, 35, 4, 1
2019/6/19, 29, 4, 1
2019/2/14, 55, 3, 1
2019/2/15, 88, 4, 1
2019/2/16, 62, 7, 2
2019/2/17, 39, 7, 2
2019/2/18, 36, 5, 1
2019/2/19, 20, 6, 2
2019/2/20, 28, 10, 4
2019/2/21, 37, 9, 3
2019/2/22, 39, 10, 4
2019/2/23, 35, 9, 5
2019/2/24, 44, 7, 5
2019/2/25, 44, 5, 3
2019/2/26, 53, 2, 1
2019/2/27, 23, 2, 1
2019/2/28, 22, , 
2019/3/2, 16, 8, 1
2019/3/3, 9, 4, 1
2019/3/4, 7, , 
2019/3/6, 2, 1, 1
2019/3/7, 8, 1, 1
2019/3/8, 10, 2, 4
2019/3/9, 12, 2, 4
2019/3/10, 19, 1, 2
2019/3/11, 10, 2, 5
2019/3/12, 19, 2, 5
2019/3/13, 12, 1, 1
2019/3/14, 7, 1, 1
2019/3/15, 3, 1, 1
2019/3/16, 6, 1, 1
2019/3/17, 3, 1, 1
2019/3/18, 49, 2, 4
2019/3/19, 57, 2, 4
2019/3/20, 49, 2, 3
2019/3/21, 53, 1, 2
2019/3/22, 41, 2, 2
2019/3/23, 45, 1, 2
2019/3/24, 30, , 
2019/3/25, 25, 1, 1
2019/3/26, 512, 1, 1
2019/3/27, 999, 1, 1
2019/3/28, 615, 2, 2
2019/3/29, 204, 1, 1
2018/12/29, 19, 11, 3
2018/12/30, 26, , 
2020/1/1, , 14, 4
2019/9/30, , 16, 1
2019/10/6, , 11, 
2019/10/19, , 9, 1
2019/10/23, , 8, 1
2019/10/25, , 15, 1
2019/10/26, , 11, 1
2019/10/27, , 9, 1
2019/12/16, , 17, 6
2019/7/1, , 6, 1
2019/7/2, , 5, 1
2019/7/3, , 5, 1
2019/7/4, , 7, 1
2019/7/5, , 7, 1
2019/7/6, , 5, 1
2019/7/7, , 5, 1
2019/7/8, , 5, 1
2019/7/9, , 5, 1
2019/7/10, , 6, 1
2019/7/11, , 6, 1
2019/7/12, , 5, 1
2019/7/13, , 3, 1
2019/7/14, , 6, 1
2019/7/15, , 8, 
2019/7/16, , 8, 
2019/7/17, , 10, 
2019/4/1, , , 1
2019/4/2, , 1, 1
2019/4/3, , 1, 2
2019/6/20, , 4, 1
2019/6/21, , 5, 1
2019/6/22, , 4, 1
2019/6/23, , 7, 1
2019/6/24, , 11, 2
2019/6/25, , 11, 3
2019/6/26, , 8, 1
2019/6/27, , 6, 1
2019/6/28, , 4, 1
2019/6/29, , 4, 1
2019/6/30, , 5, 1
2019/2/13, , 5, 1
2019/3/1, , 7, 1
2019/3/5, , 3, 2
2019/3/30, , , 1
2018/12/28, , 11, 3
