date, pm25, pm10, no2
2017/4/24, 14, 14, 10
2017/4/25, 17, 7, 7
2017/4/26, 12, 14, 9
2017/4/27, 12, 26, 10
2017/4/28, 20, 27, 6
2017/4/29, 36, 22, 4
2017/4/30, 35, 20, 6
2017/5/1, 35, 37, 12
2017/5/2, 44, 32, 13
2017/5/3, 42, 37, 14
2017/5/4, 43, 36, 11
2017/5/5, 54, 23, 8
2017/5/6, 52, 15, 6
2017/5/7, 15, 12, 6
2017/5/8, 13, 13, 7
2017/5/9, 24, 19, 9
2017/5/10, 28, 19, 9
2017/5/11, 33, 19, 12
2017/5/12, 23, 15, 7
2017/5/13, 17, 17, 9
2017/5/14, 23, 17, 7
2017/5/15, 15, 21, 4
2017/5/16, 8, 12, 10
2017/5/17, 21, 11, 14
2017/5/18, 20, 16, 9
2017/5/19, 18, 12, 6
2017/5/20, 15, 8, 5
2017/5/21, 15, 4, 9
2017/5/22, 14, 14, 12
2017/5/23, 17, 13, 10
2017/5/24, 20, 4, 6
2017/5/25, 12, 4, 13
2017/5/26, 13, 15, 9
2017/5/27, 41, 18, 8
2017/5/28, 40, 14, 8
2017/5/29, 18, 13, 6
2017/5/30, 15, 9, 5
2017/5/31, 8, 6, 6
2017/6/1, 10, 15, 9
2017/6/2, 13, 13, 8
2017/6/3, 20, 13, 8
2017/6/4, 35, 6, 3
2017/6/5, 14, 15, 9
2017/6/6, 25, 16, 7
2017/6/7, 20, 11, 4
2017/6/8, 16, 15, 5
2017/6/9, 13, 9, 8
2017/6/10, 19, 10, 7
2017/6/11, 23, 6, 5
2017/6/12, 12, 9, 10
2017/6/13, 17, 11, 8
2017/6/14, 14, 13, 7
2017/6/15, 16, 11, 8
2017/6/16, 19, 9, 7
2017/6/17, 16, 6, 4
2017/6/18, 18, 6, 6
2017/6/19, 12, 3, 4
2017/6/20, 8, 5, 4
2017/6/21, 10, 14, 9
2017/6/22, 18, 16, 9
2017/6/23, 26, 10, 5
2017/6/24, 16, 9, 4
2017/6/25, 14, 6, 2
2017/6/26, 10, 5, 3
2017/6/27, 10, 9, 6
2017/6/28, 17, 13, 9
2017/6/29, 19, 11, 8
2017/6/30, 16, 10, 5
2017/1/3, 15, 10, 15
2017/1/4, 39, 7, 11
2017/1/5, 28, 21, 30
2017/1/6, 62, 8, 6
2017/1/7, 22, 9, 4
2017/1/8, 18, 17, 24
2017/1/9, 48, 9, 17
2017/1/10, 28, 5, 8
2017/1/11, 12, 7, 20
2017/1/12, 27, 5, 11
2017/1/13, 18, 5, 9
2017/1/14, 18, 5, 6
2017/1/15, 16, 10, 21
2017/1/16, 34, 6, 17
2017/1/17, 22, 3, 9
2017/1/18, 10, 20, 4
2017/1/19, 34, 6, 8
2017/1/20, 14, 6, 6
2017/1/21, 16, 10, 4
2017/1/22, 16, 3, 4
2017/1/23, 9, 14, 21
2017/1/24, 29, 16, 23
2017/1/25, 45, 15, 19
2017/1/26, 38, 14, 19
2017/1/27, 50, 20, 19
2017/1/28, 55, 14, 14
2017/1/29, 34, 7, 14
2017/1/30, 24, 11, 16
2017/1/31, 35, 24, 18
2017/2/1, 38, 9, 18
2017/2/2, 28, 13, 22
2017/2/3, 43, 7, 12
2017/2/4, 23, 8, 12
2017/2/5, 22, 16, 7
2017/2/6, 15, 30, 6
2017/2/7, 26, 42, 15
2017/2/8, 42, 48, 24
2017/2/9, 60, 30, 19
2017/2/10, 42, 23, 20
2017/2/11, 57, 15, 7
2017/2/12, 28, 8, 13
2017/2/13, 21, 11, 18
2017/2/14, 29, 17, 33
2017/2/15, 46, 17, 21
2017/2/16, 55, 4, 7
2017/2/17, 11, 5, 8
2017/2/18, 18, 3, 6
2017/2/19, 12, 5, 22
2017/2/20, 20, 8, 20
2017/2/21, 27, 4, 14
2017/2/22, 16, 6, 9
2017/2/23, 12, 5, 10
2017/2/24, 14, 7, 10
2017/2/25, 26, 11, 15
2017/2/26, 37, 11, 26
2017/2/27, 35, 7, 19
2017/2/28, 24, 10, 11
2017/3/1, 19, 13, 21
2017/3/2, 41, 10, 18
2017/3/3, 29, 6, 8
2017/3/4, 18, 7, 4
2017/3/5, 14, 14, 7
2017/3/6, 21, 13, 10
2017/3/7, 26, 21, 21
2017/3/8, 40, 19, 24
2017/3/9, 44, 7, 12
2017/3/10, 21, 9, 15
2017/3/11, 30, 13, 21
2017/3/12, 44, 11, 20
2017/3/13, 36, 5, 9
2017/3/14, 11, 8, 4
2017/3/15, 17, 8, 15
2017/3/16, 16, 5, 8
2017/3/17, 11, 6, 7
2017/3/18, 15, 11, 4
2017/3/19, 15, 16, 6
2017/3/20, 11, 7, 7
2017/3/21, 9, 5, 6
2017/3/22, 12, 6, 7
2017/3/23, 14, 5, 8
2017/3/24, 12, 13, 6
2017/3/25, 23, 8, 3
2017/3/26, 18, 6, 4
2017/3/27, 11, 13, 8
2017/3/28, 16, 23, 11
2017/3/29, 17, 27, 15
2017/3/30, 25, 14, 16
2017/3/31, 26, 6, 13
2020/1/1, , 11, 16
2020/1/4, , 5, 8
2019/10/1, , 4, 
2019/9/14, , 3, 3
2019/4/1, , 30, 
2019/4/3, , 17, 
2019/4/22, , 26, 7
2019/1/2, , 4, 4
2018/10/1, , 8, 
2018/10/2, , 5, 
2018/10/3, , 6, 
2018/10/4, , 4, 
2018/10/5, , 4, 
2018/10/6, , 5, 
2018/10/7, , 5, 
2018/10/8, , 4, 
2018/10/9, , 5, 
2018/10/10, , 7, 
2018/10/11, , 9, 
2018/10/12, , 16, 
2018/10/13, , 7, 
2018/10/14, , 5, 
2018/10/15, , 6, 
2018/10/16, , 8, 
2018/10/17, , 6, 
2018/10/18, , 5, 
2018/10/20, , 7, 
2018/10/21, , 5, 
2018/10/22, , 5, 
2018/10/23, , 6, 
2018/11/4, , 6, 16
2018/9/26, , 5, 6
2018/9/27, , 4, 5
2018/9/28, , 4, 
2018/9/29, , 4, 
2018/9/30, , 5, 
2017/12/31, , 20, 9
2017/10/29, , 4, 
2017/11/22, , 3, 7
2017/9/10, , 11, 6
2017/1/2, , 4, 16
2019/1/1, , , 2
2019/3/13, , , 13
2019/3/14, , , 8
