date, pm25, o3, so2, co
2017/11/9, , 27, , 3
2017/11/10, , 31, , 3
2017/11/11, , 30, , 3
2017/11/12, , 23, , 3
2017/11/13, , 22, , 3
2017/11/14, , 26, , 4
2017/11/15, , 29, 2, 5
2017/11/16, , 30, , 3
2017/11/17, , 37, , 3
2017/11/18, , 30, , 2
2017/11/19, , 32, 1, 4
2017/11/20, , 26, , 4
2017/11/21, , 24, , 3
2017/11/22, , 26, , 3
2017/11/23, , 28, 2, 7
2017/11/24, , 27, 2, 5
2017/11/25, , 30, , 4
2017/11/26, , 30, 2, 7
2017/11/27, , 29, 1, 5
2017/11/28, , 31, , 4
2017/11/29, , 26, , 3
2017/11/30, , 35, , 3
2017/12/1, , 28, , 5
2017/12/2, , 23, 2, 6
2017/12/3, , 29, , 3
2017/12/4, , 23, , 2
2017/12/5, , 21, , 2
2017/12/6, , 23, , 2
2017/12/7, , 23, , 2
2017/12/8, , 23, 2, 4
2017/12/9, , 23, 2, 7
2017/12/10, , 27, 2, 3
2017/12/11, , 29, 1, 2
2017/12/12, , 27, 1, 4
2017/12/13, , 31, 2, 4
2017/12/14, , 21, 2, 4
2017/12/15, , 21, 2, 5
2017/12/16, , 26, , 3
2017/12/17, , 20, , 3
2017/12/18, , 14, , 3
2017/12/19, , 14, , 2
2017/12/20, , 22, 2, 3
2017/12/21, , 26, , 2
2017/12/22, , 20, , 2
2017/12/23, , 15, , 2
2017/12/24, , 18, , 2
2017/12/25, , 27, , 2
2017/12/26, , 23, , 2
2017/12/27, , 23, , 2
2017/12/28, , 22, 2, 4
2017/12/29, , 24, 1, 3
2017/12/30, , 22, , 3
2017/12/31, , 21, , 
2017/7/1, , 16, , 1
2017/7/2, , 23, , 1
2017/7/3, , 15, , 1
2017/7/4, , 15, , 1
2017/7/5, , 14, , 1
2017/7/6, , 20, , 1
2017/7/7, , 31, , 1
2017/7/8, , 38, , 2
2017/7/9, , 34, , 2
2017/7/10, , 37, , 1
2017/7/11, , 29, , 
2017/7/12, , 23, , 
2017/7/13, , 22, , 
2017/7/14, , 31, , 
2017/7/15, , 35, , 
2017/7/16, , 34, , 
2017/7/17, , 32, , 
2017/7/18, , 36, , 
2017/7/19, , 35, , 
2017/7/20, , 35, , 
2017/7/21, , 32, 1, 
2017/7/22, , 36, , 
2017/7/23, , 27, , 
2017/7/24, , 17, , 
2017/7/25, , 19, , 
2017/7/26, , 26, , 
2017/7/27, , 24, , 
2017/7/28, , 27, , 
2017/7/29, , 31, , 
2017/7/30, , 32, , 
2017/7/31, , 34, , 
2017/8/1, , 37, , 
2017/8/2, , 34, , 
2017/8/3, , 43, , 
2017/8/4, , 35, , 
2017/8/5, , 34, , 
2017/8/6, , 20, , 
2017/8/7, , 11, , 
2017/8/8, , 14, , 
2017/8/9, , 10, 1, 
2017/8/10, , 13, 1, 
2017/8/11, , 27, , 
2017/8/12, , 30, , 
2017/8/13, , 29, , 
2017/8/14, , 17, , 
2017/8/15, , 17, , 
2017/8/16, , 15, , 
2017/8/17, , 14, , 
2017/8/18, , 25, , 
2017/8/19, , 25, , 
2017/8/20, , 28, , 
2017/8/21, , 32, , 
2017/8/22, , 39, , 
2017/8/23, , 29, , 
2017/8/24, , 32, 1, 
2017/8/25, , 36, , 
2017/8/26, , 24, , 
2017/8/27, , 22, , 
2017/8/28, , 23, , 
2017/8/29, , 23, , 
2017/8/30, , 21, , 
2017/8/31, , 21, , 
2017/9/1, , 32, , 
2017/9/2, , 34, , 
2017/9/3, , 36, , 
2017/9/4, , 31, , 
2017/9/5, , 18, , 
2017/9/11, , 31, , 
2017/9/12, , 27, 1, 5
2017/9/13, , 36, , 5
2017/9/14, , 44, , 5
2017/9/15, , 33, , 4
2017/9/16, , 24, , 4
2017/9/17, , 27, , 4
2017/9/18, , 24, , 4
2017/9/19, , 27, , 4
2017/9/20, , 23, , 5
2017/9/21, , 32, , 5
2017/9/22, , 37, , 3
2017/9/23, , 35, , 3
2017/9/24, , 37, , 3
2017/9/25, , 31, , 2
2017/9/26, , 26, , 3
2017/9/28, , 37, , 2
2017/9/29, , 41, , 2
2017/9/30, , 40, , 2
2017/4/1, , 41, , 2
2017/4/2, , 33, , 2
2017/4/3, , 33, 1, 2
2017/4/4, , 39, , 2
2017/4/5, , 36, , 2
2017/4/6, , 36, 1, 2
2017/4/7, , 38, 1, 3
2017/4/8, , 43, 1, 2
2017/4/9, , 45, , 2
2017/4/10, , 39, , 2
2017/4/11, , 39, , 2
2017/4/12, , 37, , 4
2017/4/13, , 39, , 4
2017/4/14, , 39, , 1
2017/4/15, , 32, , 1
2017/4/16, , 26, , 2
2017/4/17, , 21, , 2
2017/4/18, , 20, , 4
2017/4/19, , 35, , 2
2017/4/20, , 27, , 2
2017/4/21, , 33, 1, 1
2017/4/22, , 25, , 1
2017/4/23, , 27, , 2
2017/4/24, , 43, 2, 2
2017/4/25, , 47, , 2
2017/4/26, , 36, , 2
2017/4/27, , 30, , 2
2017/4/28, , 29, 1, 1
2017/4/29, , 20, , 1
2017/4/30, , 34, , 2
2017/5/1, , 39, 2, 3
2017/5/2, , 51, , 2
2017/5/3, , 36, , 1
2017/5/4, , 33, , 1
2017/5/5, , 41, , 3
2017/5/6, , 40, , 3
2017/5/7, , 45, 2, 4
2017/5/8, , 56, , 2
2017/5/9, , 47, , 2
2017/5/10, , 33, , 
2017/5/12, , 38, , 
2017/5/13, , 30, , 
2017/5/14, , 45, , 
2017/5/15, , 34, , 
2017/5/16, , 41, , 
2017/5/17, , 37, , 
2017/5/18, , 17, , 
2017/5/19, , 16, , 
2017/5/22, , 24, , 1
2017/5/23, , 31, , 1
2017/5/24, , 32, , 2
2017/5/25, , 35, , 2
2017/5/26, , 45, , 1
2017/5/27, , 34, , 1
2017/5/28, , 35, , 1
2017/5/29, , 38, , 1
2017/5/30, , 22, , 1
2017/5/31, , 23, , 2
2017/6/1, , 20, , 2
2017/6/2, , 25, , 1
2017/6/3, , 14, , 1
2017/6/4, , 17, , 2
2017/6/5, , 24, , 1
2017/6/6, , 20, , 1
2017/6/7, , 35, , 2
2017/6/8, , 44, , 2
2017/6/9, , 47, , 2
2017/6/10, , 43, , 2
2017/6/11, , 28, , 1
2017/6/12, , 17, , 1
2017/6/13, , 21, , 1
2017/6/14, , 22, , 1
2017/6/15, , 17, , 1
2017/6/16, , 25, , 1
2017/6/17, , 24, , 1
2017/6/18, , 15, , 1
2017/6/19, , 20, , 1
2017/6/20, , 13, , 1
2017/6/21, , 12, , 1
2017/6/22, , 20, , 1
2017/6/23, , 17, , 1
2017/6/24, , 29, , 1
2017/6/25, , 27, , 2
2017/6/26, , 32, , 2
2017/6/27, , 40, , 2
2017/6/28, , 36, , 1
2017/6/29, , 16, , 1
2017/6/30, , 14, , 1
2017/1/2, , 22, 2, 2
2017/1/3, , 24, , 2
2017/1/4, , 17, , 2
2017/1/5, , 12, , 1
2017/1/6, , 21, , 1
2017/1/7, , 26, , 2
2017/1/8, , 26, , 2
2017/1/9, , 27, , 2
2017/1/10, , 28, , 1
2017/1/11, , 28, , 2
2017/1/12, , 27, , 3
2017/1/13, , 23, 2, 6
2017/1/14, , 29, 1, 5
2017/1/15, , 25, , 1
2017/1/16, , 23, , 1
2017/1/17, , 23, , 2
2017/1/18, , 16, , 2
2017/1/19, , 18, , 2
2017/1/20, , 23, , 1
2017/1/21, , 28, , 1
2017/1/22, , 32, , 1
2017/1/23, , 24, 2, 2
2017/1/24, , 21, 1, 2
2017/1/25, , 28, , 2
2017/1/26, , 22, , 2
2017/1/27, , 22, 1, 2
2017/1/28, , 31, 2, 2
2017/1/29, , 33, 2, 2
2017/1/30, , 32, 2, 2
2017/1/31, , 40, 2, 2
2017/2/1, , 34, 2, 2
2017/2/2, , 19, , 1
2017/2/3, , 29, , 2
2017/2/4, , 31, , 2
2017/2/5, , 23, , 2
2017/2/6, , 26, , 1
2017/2/7, , 23, 5, 1
2017/2/8, , 28, 1, 2
2017/2/9, , 25, 1, 2
2017/2/10, , 36, 2, 2
2017/2/11, , 26, 1, 1
2017/2/12, , 23, , 2
2017/2/13, , 32, 2, 2
2017/2/14, , 29, , 1
2017/2/15, , 33, 2, 4
2017/2/16, , 32, 2, 3
2017/2/17, , 36, 2, 3
2017/2/18, , 32, 1, 3
2017/2/19, , 37, , 2
2017/2/20, , 33, 2, 2
2017/2/21, , 30, 2, 4
2017/2/22, , 31, 2, 3
2017/2/23, , 32, , 2
2017/2/24, , 37, 2, 1
2017/2/25, , 26, , 2
2017/3/1, , 35, , 1
2017/3/2, , 35, 2, 3
2017/3/3, , 36, 1, 2
2017/3/4, , 38, , 2
2017/3/5, , 33, , 2
2017/3/6, , 35, , 2
2017/3/7, , 30, , 2
2017/3/8, , 34, 2, 2
2017/3/9, , 26, , 2
2017/3/10, , 32, , 1
2017/3/11, , 29, , 1
2017/3/12, , 31, , 2
2017/3/13, , 25, , 1
2017/3/14, , 26, , 2
2017/3/15, , 35, 1, 2
2017/3/16, , 30, , 2
2017/3/17, , 36, , 2
2017/3/18, , 31, , 5
2017/3/19, , 38, , 2
2017/3/20, , 30, , 3
2017/3/21, , 34, , 2
2017/3/22, , 38, , 2
2017/3/23, , 41, , 2
2017/3/24, , 37, , 2
2017/3/25, , 39, , 2
2017/3/26, , 35, , 2
2017/3/27, , 29, , 2
2017/3/28, , 31, , 2
2017/3/29, , 29, , 2
2017/3/30, , 35, 1, 2
2017/3/31, , 39, , 2
2017/9/27, , , , 3
2017/5/21, , , , 2
2017/1/1, , , , 1
2017/2/26, , , , 2
2017/2/27, , , , 2
2017/2/28, , , , 1
