date, pm25, o3, no2
2020/1/2, 12, 23, 5
2020/1/3, 12, 21, 4
2020/1/4, 14, 21, 3
2020/1/5, 11, 25, 5
2020/1/6, 13, 24, 5
2020/1/7, 15, 27, 5
2020/1/8, 11, 27, 3
2020/1/9, 9, 32, 3
2020/1/10, 8, 26, 3
2020/1/11, 9, 26, 3
2020/1/12, 13, 28, 8
2020/1/13, 21, 28, 3
2020/1/14, 13, 26, 8
2020/1/15, 23, 3, 19
2020/1/16, 59, , 
2019/10/1, 18, 43, 4
2019/10/2, 23, 41, 3
2019/10/3, 28, 46, 4
2019/10/4, 23, 43, 2
2019/10/5, 23, 34, 1
2019/10/6, 22, 37, 5
2019/10/7, 26, 37, 3
2019/10/8, 23, 43, 1
2019/10/9, 30, 31, 1
2019/10/10, 27, 34, 2
2019/10/11, 11, 35, 6
2019/10/12, 21, 35, 2
2019/10/13, 26, 34, 3
2019/10/14, 23, 35, 5
2019/10/15, 29, 34, 5
2019/10/16, 31, 42, 3
2019/10/17, 32, 40, 5
2019/10/18, 27, 33, 3
2019/10/19, 23, 36, 3
2019/10/20, 17, 32, 5
2019/10/21, 54, 34, 6
2019/10/22, 30, 34, 4
2019/10/23, 26, 36, 1
2019/10/24, 32, 34, 6
2019/10/25, 24, 30, 3
2019/10/26, 23, 31, 1
2019/10/27, 50, 34, 4
2019/10/28, 22, 31, 3
2019/10/29, 35, 28, 3
2019/10/30, 21, 28, 7
2019/10/31, 39, 30, 4
2019/11/1, 46, 33, 5
2019/11/2, 34, 32, 3
2019/11/3, 25, 30, 5
2019/11/4, 27, 29, 6
2019/11/5, 31, 29, 5
2019/11/6, 28, 30, 6
2019/11/7, 36, 30, 4
2019/11/8, 28, 32, 5
2019/11/9, 57, 30, 3
2019/11/10, 39, 34, 3
2019/11/11, 40, 32, 6
2019/11/12, 32, 30, 4
2019/11/13, 32, 25, 7
2019/11/14, 39, 35, 5
2019/11/15, 39, 36, 2
2019/11/16, 27, 37, 3
2019/11/17, 18, 30, 4
2019/11/18, 49, 26, 3
2019/11/19, 29, 31, 2
2019/11/20, 13, 30, 3
2019/11/21, 4, 28, 3
2019/11/22, 16, 26, 4
2019/11/23, 36, 25, 4
2019/11/24, 30, 31, 4
2019/11/25, 20, 29, 5
2019/11/26, 12, 34, 2
2019/11/27, 13, 36, 1
2019/11/28, 8, 33, 2
2019/11/29, 15, 32, 2
2019/11/30, 11, 29, 4
2019/12/1, 16, 25, 9
2019/12/2, 25, 15, 6
2019/12/3, 22, 19, 6
2019/12/4, 28, 26, 2
2019/12/5, 10, 25, 2
2019/12/6, 12, 24, 1
2019/12/7, 8, 27, 3
2019/12/8, 18, 31, 4
2019/12/9, 11, 22, 5
2019/12/10, 19, 18, 7
2019/12/11, 18, 21, 6
2019/12/12, 17, 20, 8
2019/12/13, 24, 19, 6
2019/12/14, 18, 30, 1
2019/12/15, 5, 32, 1
2019/12/16, 7, 27, 6
2019/12/17, 21, 26, 9
2019/12/18, 11, 24, 7
2019/12/19, 17, 25, 7
2019/12/20, 16, 22, 10
2019/12/21, 24, 22, 7
2019/12/22, 21, 24, 5
2019/12/23, 10, 27, 3
2019/12/24, 9, 30, 1
2019/12/25, 12, 33, 1
2019/12/26, 10, 28, 2
2019/12/27, 17, 30, 
2019/12/28, 4, , 
2019/7/1, 14, 45, 2
2019/7/2, 18, 57, 2
2019/7/3, 18, 52, 3
2019/7/4, 25, 44, 3
2019/7/5, 31, 38, 3
2019/7/6, 26, 36, 1
2019/7/7, 18, 44, 1
2019/7/8, 19, 41, 2
2019/7/9, 26, 37, 2
2019/7/10, 34, 36, 2
2019/7/11, 31, 39, 2
2019/7/12, 19, 39, 2
2019/7/13, 26, 40, 1
2019/7/14, 27, 42, 2
2019/7/15, 30, 44, 1
2019/7/16, 20, 45, 1
2019/7/17, 25, 44, 2
2019/7/18, 32, 43, 2
2019/7/19, 26, 42, 2
2019/7/20, 21, 39, 2
2019/7/21, 17, 35, 2
2019/7/22, 34, 38, 2
2019/7/23, 34, 41, 2
2019/7/24, 27, 44, 2
2019/7/25, 42, 45, 1
2019/7/26, 38, 46, 1
2019/7/27, 21, 41, 2
2019/7/28, 18, 43, 2
2019/7/29, 24, 38, 1
2019/7/30, 19, 39, 2
2019/7/31, 24, 43, 2
2019/8/1, 25, 43, 2
2019/8/2, 24, 46, 1
2019/8/3, 22, 44, 1
2019/8/4, 14, 43, 1
2019/8/5, 23, 42, 2
2019/8/6, 28, 43, 1
2019/8/7, 24, 44, 2
2019/8/8, 27, 41, 1
2019/8/9, 22, 40, 1
2019/8/10, 27, 40, 1
2019/8/11, 22, 39, 1
2019/8/12, 22, 34, 2
2019/8/13, 18, 38, 2
2019/8/14, 17, 43, 2
2019/8/15, 17, 48, 2
2019/8/16, 19, 47, 2
2019/8/17, 23, 42, 2
2019/8/18, 33, 36, 2
2019/8/19, 21, 38, 1
2019/8/20, 17, 43, 2
2019/8/21, 18, 47, 2
2019/8/22, 16, 45, 2
2019/8/23, 34, 43, 2
2019/8/24, 42, 38, 1
2019/8/25, 31, 41, 2
2019/8/26, 33, 44, 3
2019/8/27, 33, 33, 2
2019/8/28, 25, 36, 2
