date, pm25, pm10
2020/1/2, 93, 113
2020/1/3, 155, 79
2020/1/4, 106, 11
2020/1/5, 19, 25
2020/1/6, 41, 49
2020/1/7, 80, 91
2020/1/8, 139, 102
2020/1/9, 162, 90
2020/1/10, 151, 31
2020/1/11, 51, 31
2020/1/12, 61, 90
2020/1/13, 126, 68
2020/1/14, 113, 96
2020/1/15, 149, 93
2020/1/16, 145, 
2019/12/5, 100, 147
2019/12/6, 181, 190
2019/12/7, 189, 26
2019/12/8, 52, 78
2019/12/9, 127, 75
2019/12/10, 128, 36
2019/12/11, 67, 61
2019/12/12, 100, 31
2019/12/13, 60, 33
2019/12/14, 65, 23
2019/12/15, 45, 49
2019/12/16, 81, 80
2019/12/17, 132, 79
2019/12/18, 133, 85
2019/12/19, 134, 75
2019/12/20, 136, 54
2019/12/21, 98, 57
2019/12/22, 101, 44
2019/12/23, 80, 5
2019/12/24, 12, 17
2019/12/25, 44, 21
2019/12/26, 48, 18
2019/12/27, 46, 8
2019/12/28, 19, 
2019/7/1, 18, 17
2019/7/2, 36, 11
2019/7/3, 24, 10
2019/7/4, 15, 15
2019/7/5, 28, 9
2019/7/6, 21, 18
2019/7/7, 39, 7
2019/7/8, 16, 6
2019/7/9, 9, 6
2019/7/10, 10, 6
2019/7/11, 12, 6
2019/7/12, 15, 11
2019/7/13, 25, 12
2019/7/14, 34, 8
2019/7/15, 17, 10
2019/7/16, 23, 13
2019/7/17, 32, 8
2019/7/18, 17, 16
2019/7/19, 31, 12
2019/7/20, 32, 14
2019/7/21, 38, 9
2019/7/22, 26, 13
2019/7/23, 34, 9
2019/7/24, 25, 16
2019/7/25, 41, 19
2019/7/26, 42, 17
2019/7/27, 43, 21
2019/7/28, 57, 18
2019/7/29, 50, 23
2019/7/30, 56, 20
2019/7/31, 57, 15
2019/8/1, 38, 11
2019/8/2, 32, 14
2019/8/3, 37, 11
2019/8/4, 29, 8
2019/8/5, 17, 8
2019/8/6, 21, 16
2019/8/7, 40, 13
2019/8/8, 35, 19
2019/8/9, 45, 15
2019/8/10, 38, 20
2019/8/11, 43, 18
2019/8/12, 46, 23
2019/8/13, 59, 15
2019/8/14, 37, 8
2019/8/15, 22, 17
2019/8/16, 39, 22
2019/8/17, 41, 25
2019/8/18, 46, 10
2019/8/19, 20, 15
2019/8/20, 31, 34
2019/8/21, 67, 10
2019/8/22, 23, 15
2019/8/23, 32, 19
2019/8/24, 40, 28
2019/8/25, 55, 24
2019/8/26, 52, 39
2019/8/27, 77, 32
2019/8/28, 64, 22
2019/8/29, 49, 43
2019/8/30, 83, 44
2019/8/31, 90, 
2019/9/9, 21, 13
2019/9/10, 24, 
2019/4/1, 48, 18
2019/4/2, 34, 19
2019/4/3, 36, 18
2019/4/4, 38, 19
2019/4/5, 40, 22
2019/4/6, 51, 29
2019/4/7, 63, 45
2019/4/8, 92, 52
2019/4/9, 103, 49
2019/4/10, 96, 35
2019/4/11, 73, 28
2019/4/12, 64, 35
2019/4/13, 77, 45
2019/4/14, 95, 21
2019/4/15, 46, 23
2019/4/16, 50, 21
2019/4/17, 56, 21
2019/4/18, 53, 15
2019/4/19, 37, 32
2019/4/20, 57, 26
2019/4/21, 53, 18
2019/4/22, 45, 13
2019/4/23, 33, 11
2019/4/24, 24, 20
2019/4/25, 37, 32
2019/4/26, 47, 26
2019/4/27, 40, 28
2019/4/28, 60, 3
2019/4/29, 5, 12
2019/4/30, 34, 19
2019/5/1, 43, 13
2019/5/2, 36, 21
2019/5/3, 46, 16
2019/5/4, 47, 17
2019/5/5, 52, 5
2019/5/6, 14, 12
2019/5/7, 35, 11
2019/5/8, 21, 20
2019/5/9, 39, 14
2019/5/10, 35, 15
2019/5/11, 42, 19
2019/5/12, 48, 33
2019/5/13, 75, 31
2019/5/14, 71, 27
2019/5/15, 61, 26
2019/5/16, 62, 37
2019/5/17, 59, 14
2019/5/18, 38, 15
2019/5/19, 40, 15
2019/5/20, 39, 21
2019/5/21, 40, 4
2019/5/22, 8, 6
2019/5/23, 12, 14
2019/5/24, 37, 22
2019/5/25, 54, 19
2019/5/26, 47, 12
2019/5/27, 30, 15
2019/5/28, 39, 13
2019/5/29, 33, 20
2019/5/30, 50, 17
2019/5/31, 43, 10
2019/6/1, 21, 10
2019/6/2, 23, 11
2019/6/3, 28, 13
2019/6/4, 35, 10
2019/6/5, 25, 13
2019/6/6, 36, 20
2019/6/7, 47, 16
2019/6/8, 43, 26
2019/6/9, 69, 28
2019/6/10, 66, 26
2019/6/11, 53, 29
2019/6/12, 56, 29
2019/6/13, 57, 18
2019/6/14, 35, 29
2019/6/15, 54, 26
2019/6/16, 51, 16
2019/6/17, 35, 15
2019/6/18, 36, 21
2019/6/19, 45, 15
2019/6/20, 30, 14
2019/6/21, 33, 28
2019/6/22, 68, 18
2019/6/23, 52, 11
2019/6/24, 34, 15
2019/6/25, 43, 15
2019/6/26, 35, 23
2019/6/27, 53, 7
2019/6/28, 13, 8
2019/6/29, 14, 11
2019/6/30, 23, 10
2019/3/22, 75, 45
2019/3/23, 73, 82
2019/3/24, 128, 62
2019/3/25, 114, 32
2019/3/26, 67, 10
2019/3/27, 21, 38
2019/3/28, 70, 44
2019/3/29, 90, 52
2019/3/30, 98, 82
2019/3/31, 127, 29
2020/1/1, , 59
2019/12/4, , 61
2019/9/8, , 13
2019/3/21, , 35
