date, aqi
2020/1/1, 53
2020/1/2, 52
2020/1/3, 52
2020/1/4, 52
2020/1/5, 52
2020/1/6, 52
2020/1/7, 52
2020/1/8, 52
2020/1/9, 52
2020/1/10, 52
2020/1/11, 52
2020/1/12, 52
2020/1/13, 52
2020/1/14, 52
2020/1/15, 52
2019/10/1, 58
2019/10/2, 69
2019/10/3, 79
2019/10/4, 76
2019/10/5, 63
2019/10/6, 58
2019/10/7, 63
2019/10/8, 60
2019/10/9, 55
2019/10/10, 56
2019/10/11, 64
2019/10/12, 63
2019/10/13, 62
2019/10/14, 71
2019/10/15, 67
2019/10/16, 64
2019/10/17, 74
2019/10/18, 59
2019/10/19, 57
2019/10/20, 57
2019/10/21, 56
2019/10/22, 54
2019/10/23, 54
2019/10/24, 63
2019/10/25, 67
2019/10/26, 59
2019/10/27, 53
2019/10/28, 52
2019/10/29, 51
2019/10/30, 53
2019/10/31, 58
2019/11/1, 56
2019/11/2, 60
2019/11/3, 66
2019/11/4, 62
2019/11/5, 60
2019/11/6, 66
2019/11/7, 69
2019/11/8, 62
2019/11/9, 54
2019/11/10, 61
2019/11/11, 57
2019/11/12, 60
2019/11/13, 74
2019/11/14, 74
2019/11/15, 63
2019/11/16, 60
2019/11/17, 56
2019/11/18, 60
2019/11/19, 62
2019/11/20, 63
2019/11/21, 60
2019/11/22, 57
2019/11/23, 54
2019/11/24, 54
2019/11/25, 57
2019/11/26, 55
2019/11/27, 58
2019/11/28, 59
2019/11/29, 52
2019/11/30, 53
2019/12/1, 52
2019/12/2, 43
2019/12/3, 46
2019/12/4, 48
2019/12/5, 55
2019/12/6, 58
2019/12/7, 53
2019/12/8, 51
2019/12/9, 43
2019/12/10, 50
2019/12/11, 54
2019/12/12, 55
2019/12/13, 53
2019/12/14, 51
2019/12/15, 52
2019/12/16, 52
2019/12/17, 52
2019/12/18, 52
2019/12/19, 52
2019/12/20, 52
2019/12/21, 52
2019/12/22, 52
2019/12/23, 52
2019/12/24, 52
2019/12/25, 52
2019/12/26, 52
2019/12/27, 52
2019/12/28, 52
2019/7/1, 63
2019/7/2, 64
2019/7/3, 64
2019/7/4, 69
2019/7/5, 70
2019/7/6, 65
2019/7/7, 61
2019/7/8, 60
2019/7/9, 55
2019/7/10, 59
2019/7/11, 62
2019/7/12, 67
2019/7/13, 64
