date, pm25, o3, no2
2020/1/2, 26, , 4
2020/1/3, 26, , 3
2020/1/4, 26, , 3
2020/1/5, 19, , 10
2020/1/6, 17, , 5
2020/1/7, 20, , 3
2020/1/8, 14, , 5
2020/1/9, 40, , 4
2020/1/10, 34, , 3
2020/1/11, 22, , 8
2020/1/12, 31, , 5
2020/1/13, 36, , 6
2020/1/14, 48, , 7
2020/1/15, 51, , 3
2020/1/16, 44, , 
2019/10/1, 34, 9, 3
2019/10/2, 11, 18, 2
2019/10/3, 10, 19, 3
2019/10/4, 15, 22, 2
2019/10/5, 21, 20, 4
2019/10/6, 19, 24, 7
2019/10/7, 22, 25, 6
2019/10/8, 17, 26, 4
2019/10/9, 29, 24, 4
2019/10/10, 26, 25, 1
2019/10/11, 16, 31, 2
2019/10/12, 17, 26, 2
2019/10/13, 24, 25, 8
2019/10/14, 32, 26, 3
2019/10/15, 22, 22, 4
2019/10/16, 23, 28, 8
2019/10/17, 32, 32, 3
2019/10/18, 28, 28, 4
2019/10/19, 30, 27, 6
2019/10/20, 26, 22, 2
2019/10/21, 21, 25, 2
2019/10/22, 17, 22, 8
2019/10/23, 28, 23, 6
2019/10/24, 26, 24, 13
2019/10/25, 29, 18, 10
2019/10/26, 37, 15, 6
2019/10/27, 43, 23, 2
2019/10/28, 21, 25, 7
2019/10/29, 24, 20, 5
2019/10/30, 22, 23, 4
2019/10/31, 19, 17, 7
2019/11/1, 23, 23, 4
2019/11/2, 21, 20, 7
2019/11/3, 27, 23, 6
2019/11/4, 28, 20, 6
2019/11/5, 29, 21, 5
2019/11/6, 32, 24, 4
2019/11/7, 19, 21, 6
2019/11/8, 24, 22, 9
2019/11/9, 41, 16, 8
2019/11/10, 45, 23, 2
2019/11/11, 23, 23, 6
2019/11/12, 10, 21, 7
2019/11/13, 25, 22, 9
2019/11/14, 39, 24, 12
2019/11/15, 47, 28, 7
2019/11/16, 38, 21, 6
2019/11/17, 51, 13, 9
2019/11/18, 38, 24, 7
2019/11/19, 34, 24, 11
2019/11/20, 33, 23, 2
2019/11/21, 24, 15, 6
2019/11/22, 26, 25, 8
2019/11/23, 34, 21, 8
2019/11/24, 31, 26, 9
2019/11/25, 27, 19, 7
2019/11/26, 22, 22, 3
2019/11/27, 14, 20, 3
2019/11/28, 18, 11, 4
2019/11/29, 28, 9, 4
2019/11/30, 26, 25, 2
2019/12/1, 12, 23, 7
2019/12/2, 12, 26, 6
2019/12/3, 20, 24, 8
2019/12/4, 21, 22, 16
2019/12/5, 44, 22, 6
2019/12/6, 47, 20, 7
2019/12/7, 34, 20, 8
2019/12/8, 55, 26, 8
2019/12/9, 61, 24, 7
2019/12/10, 35, 21, 9
2019/12/11, 44, 18, 6
2019/12/12, 46, 12, 11
2019/12/13, 67, 21, 5
2019/12/14, 54, 19, 6
2019/12/15, 30, 20, 10
2019/12/16, 30, 19, 7
2019/12/17, 35, 21, 7
2019/12/18, 42, 18, 11
2019/12/19, 60, 24, 10
2019/12/20, 48, 24, 12
2019/12/21, 58, 24, 5
2019/12/22, 51, 19, 9
2019/12/23, 46, 19, 13
2019/12/24, 44, 29, 9
2019/12/25, 39, 15, 4
2019/12/26, 42, 15, 8
2019/12/27, 48, 10, 6
2019/12/28, 56, , 
2019/7/1, 48, 38, 3
2019/7/2, 43, 33, 4
2019/7/3, 37, 34, 3
2019/7/4, 43, 36, 3
2019/7/5, 50, 31, 2
2019/7/6, 33, 32, 3
2019/7/7, 61, 38, 4
2019/7/8, 64, 37, 3
2019/7/9, 64, 34, 2
2019/7/10, 31, 33, 2
2019/7/11, 32, 38, 8
2019/7/12, 35, 38, 4
2019/7/13, 33, 42, 2
2019/7/14, 42, 30, 3
2019/7/15, 40, 31, 3
2019/7/16, 26, 31, 7
2019/7/17, 25, 32, 2
2019/7/18, 39, 36, 3
2019/7/19, 42, 33, 2
2019/7/20, 41, 24, 3
2019/7/21, 23, 28, 2
2019/7/22, 23, 32, 3
2019/7/23, 29, 36, 4
2019/7/24, 39, 33, 6
2019/7/25, 43, 42, 3
2019/7/26, 50, 44, 3
2019/7/27, 53, 41, 3
2019/7/28, 58, 31, 2
2019/7/29, 46, 31, 4
2019/7/30, 21, 24, 9
2019/7/31, 24, 36, 7
2019/8/1, 36, 42, 5
2019/8/2, 38, 43, 5
2019/8/3, 45, 43, 5
2019/8/4, 53, 39, 3
2019/8/5, 51, 33, 2
2019/8/6, 38, 38, 6
2019/8/7, 36, 28, 4
2019/8/8, 24, 37, 7
2019/8/9, 31, 32, 3
2019/8/10, 38, 28, 3
2019/8/11, 37, 30, 5
2019/8/12, 32, 34, 3
2019/8/13, 20, 27, 2
2019/8/14, 19, 23, 6
2019/8/15, 29, 32, 3
2019/8/16, 26, 34, 4
2019/8/17, 24, 33, 2
2019/8/18, 21, 29, 4
2019/8/19, 24, 37, 4
2019/8/20, 34, 22, 4
2019/8/21, 33, 31, 4
2019/8/22, 28, 31, 5
2019/8/23, 31, 32, 3
2019/8/24, 26, 27, 2
2019/8/25, 28, 23, 4
2019/8/26, 34, 28, 3
2019/8/27, 22, 25, 3
2019/8/28, 21, 30, 5
2019/8/29, 29, 25, 4
2019/8/30, 21, 25, 6
2019/8/31, 31, 31, 3
2019/9/1, 38, 28, 2
2019/9/2, 36, 26, 2
2019/9/3, 42, 26, 3
2019/9/4, 22, 27, 4
2019/9/5, 32, 25, 3
2019/9/6, 32, 28, 5
2019/9/7, 27, 24, 2
2019/9/8, 23, 24, 3
2019/9/9, 47, 34, 4
2019/9/10, 39, 31, 4
2019/9/11, 45, 26, 3
2019/9/12, 41, 22, 3
2019/9/13, 21, 22, 6
2019/9/14, 24, 33, 3
2019/9/15, 46, 39, 6
2019/9/16, 56, 32, 3
2019/9/17, 52, 31, 4
2019/9/18, 58, 20, 5
2019/9/19, 47, 39, 5
2019/9/20, 58, 26, 2
2019/9/21, 41, 25, 2
2019/9/22, 19, 28, 4
2019/9/23, 11, 29, 4
2019/9/24, 29, 26, 3
2019/9/25, 17, 27, 4
2019/9/26, 16, 24, 4
2019/9/27, 23, 22, 2
2019/9/28, 22, 23, 2
2019/9/29, 20, 25, 2
2019/9/30, 36, 22, 3
2019/4/1, 8, 34, 3
2019/4/2, 42, 29, 11
2019/4/3, 35, 30, 4
2019/4/4, 39, 34, 5
2019/4/5, 55, 34, 4
2019/4/6, 59, 40, 4
2019/4/7, 42, 38, 4
2019/4/8, 29, 38, 6
2019/4/9, 17, 35, 3
2019/4/10, 20, 26, 3
2019/4/11, 36, 30, 2
2019/4/12, 17, 37, 3
2019/4/13, 13, 37, 2
2019/4/14, 19, 40, 6
2019/4/15, 33, 41, 8
2019/4/16, 48, 36, 7
2019/4/17, 51, 36, 
2019/4/18, 10, 36, 
2019/4/19, 21, 41, 
2019/4/20, 41, 39, 
2019/4/21, 26, 31, 
2019/4/22, 22, 38, 
2019/4/23, 25, 33, 
2019/4/24, 43, 38, 
2019/4/25, 41, 39, 
2019/4/26, 16, 33, 
2019/4/27, 20, 34, 
2019/4/28, 21, 33, 
2019/4/29, 25, 24, 
2019/4/30, 17, 21, 
2019/5/1, 16, 27, 
2019/5/2, 22, 28, 
2019/5/3, 23, 35, 
2019/5/4, 25, 38, 4
2019/5/5, 26, 31, 4
2019/5/6, 25, 27, 4
2019/5/7, 19, 25, 3
2019/5/8, 21, 29, 
2019/5/9, 11, 42, 3
2019/5/10, 24, 33, 5
2019/5/11, 22, 28, 5
2019/5/12, 25, 38, 8
2019/5/13, 35, 30, 5
2019/5/14, 29, 39, 6
2019/5/15, 36, 50, 4
2019/5/16, 41, 37, 5
2019/5/17, 37, 36, 4
2019/5/18, 40, 41, 1
2019/5/19, 16, 23, 2
2019/5/20, 7, 26, 3
2019/5/21, 13, 29, 2
2019/5/22, 21, 29, 3
2019/5/23, 10, 30, 3
2019/5/24, 22, 33, 2
2019/5/25, 28, 34, 3
2019/5/26, 20, 37, 1
2019/5/27, 28, 26, 3
2019/5/28, 15, 31, 5
2019/5/29, 17, 36, 4
2019/5/30, 18, 47, 7
2019/5/31, 53, 46, 3
2019/6/1, 62, 42, 2
2019/6/2, 40, 32, 6
2019/6/3, 31, 31, 4
2019/6/4, 39, 53, 4
2019/6/5, 30, 45, 8
2019/6/6, 34, 49, 6
2019/6/7, 44, 48, 4
2019/6/8, 47, 34, 7
2019/6/9, 52, 33, 3
2019/6/10, 28, 37, 9
2019/6/11, 28, 39, 3
2019/6/12, 24, 38, 2
2019/6/13, 21, 33, 4
2019/6/14, 29, 41, 3
2019/6/15, 40, 37, 3
2019/6/16, 28, 35, 4
2019/6/17, 34, 35, 5
2019/6/18, 36, 26, 6
2019/6/19, 33, 33, 6
2019/6/20, 39, 30, 4
2019/6/21, 25, 30, 3
2019/6/22, 35, 33, 3
2019/6/23, 23, 36, 2
2019/6/24, 22, 36, 3
2019/6/25, 23, 40, 7
2019/6/26, 25, 28, 5
2019/6/27, 45, 29, 3
2019/6/28, 60, 32, 3
2019/6/29, 55, 32, 1
2019/6/30, 59, 32, 3
2019/1/1, 24, 21, 4
2019/1/2, 16, 23, 6
2019/1/3, 21, 21, 9
2019/1/4, 28, 21, 9
2019/1/5, 29, 15, 6
2019/1/6, 33, 20, 4
2019/1/7, 37, 26, 2
2019/1/8, 27, 24, 2
2019/1/9, 13, 16, 5
2019/1/10, 15, 14, 7
2019/1/11, 27, , 
2019/1/13, 60, 23, 8
2019/1/14, 47, 18, 7
2019/1/15, 39, 15, 7
2019/1/16, 35, 13, 9
2019/1/17, 75, 18, 8
2019/1/18, 55, 25, 4
2019/1/19, 29, 23, 7
2019/1/20, 22, 27, 6
2019/1/21, 23, 23, 8
2019/1/22, 42, 25, 7
2019/1/23, 49, 27, 5
2019/1/24, 31, 23, 10
2019/1/25, 24, 23, 11
2019/1/26, 51, 22, 6
2019/1/27, 51, 28, 4
2019/1/28, 44, 28, 4
2019/1/29, 10, 25, 4
2019/1/30, 10, 23, 11
2019/1/31, 21, 21, 14
2019/2/1, 62, 18, 10
2019/2/2, 71, 17, 5
2019/2/3, 56, 22, 4
2019/2/4, 32, 22, 6
2019/2/5, 19, 14, 8
2019/2/6, 47, 26, 4
2019/2/11, 64, 30, 6
2019/2/12, 56, 29, 10
2019/2/13, 55, 30, 12
2019/2/14, 48, 28, 4
2019/2/15, 19, 28, 8
2019/2/16, 40, 32, 7
2019/2/17, 47, 31, 7
2019/2/18, 42, 30, 25
2019/2/19, 71, 33, 9
2019/2/20, 63, 33, 16
2019/2/21, 68, 40, 17
2019/2/22, 76, 36, 10
2019/2/23, 76, 40, 3
2019/2/24, 41, 29, 6
2019/2/25, 16, 28, 7
2019/2/26, 30, 33, 5
2019/2/27, 35, 30, 12
2019/2/28, 53, 36, 16
2019/3/1, 65, 36, 7
2019/3/2, 69, 31, 2
2019/3/3, 36, 33, 4
2019/3/4, 18, 35, 4
2019/3/5, 17, 37, 10
2019/3/6, 37, 38, 9
2019/3/8, 88, 30, 7
2019/3/9, 51, 40, 4
2019/3/10, 39, 40, 17
2019/3/11, 50, 34, 9
2019/3/12, 50, 23, 8
2019/3/13, 37, 34, 4
2019/3/14, 18, 36, 2
2019/3/15, 14, 33, 8
2019/3/16, 27, 34, 5
2019/3/17, 29, 35, 10
2019/3/18, 40, 35, 9
2019/3/19, 37, 35, 5
2019/3/20, 38, 35, 4
2019/3/21, 27, 37, 5
2019/3/22, 31, 34, 10
2019/3/23, 31, 29, 6
2019/3/24, 58, 27, 5
2019/3/25, 54, 34, 10
2019/3/26, 47, 39, 5
2019/3/27, 38, 33, 5
2019/3/28, 9, 26, 5
2019/3/29, 7, 32, 2
2019/3/30, 9, 33, 2
2019/3/31, 9, 33, 5
2018/10/1, 14, 7, 4
2018/10/2, 17, 25, 3
2018/10/3, 33, 23, 2
2018/10/4, 20, 20, 6
2018/10/5, 17, 9, 3
2018/10/6, 19, 7, 3
2018/10/7, 12, 21, 6
2018/10/8, 12, 18, 6
2018/10/9, 17, 18, 2
2018/10/10, 14, 25, 2
2018/10/11, 10, 20, 6
2018/10/12, 16, 17, 3
2018/10/13, 15, 17, 3
2018/10/14, 13, 25, 3
2018/10/15, 13, 24, 5
2018/10/16, 17, 25, 6
2018/10/17, 33, 27, 11
2018/10/18, 21, 26, 5
2018/10/19, 19, 27, 3
2018/10/20, 18, 26, 12
2018/10/21, 21, 29, 10
2018/10/22, 29, 23, 9
2018/10/23, 29, 25, 16
2018/10/24, 35, 21, 7
2018/10/25, 29, 24, 10
2018/10/26, 39, 27, 11
2018/10/27, 41, 20, 8
2018/10/28, 27, 27, 12
2018/10/29, 27, 23, 8
2018/10/30, 27, 24, 7
2018/10/31, 30, 22, 18
2018/11/1, 45, 23, 12
2018/11/2, 32, 16, 7
2018/11/3, 28, 14, 3
2018/11/4, 26, 12, 5
2018/11/5, 19, 12, 2
2018/11/6, 14, 17, 3
2018/11/7, 12, 18, 5
2018/11/8, 20, 23, 4
2018/11/9, 25, 22, 4
2018/11/10, 12, 22, 5
2018/11/11, 22, 23, 3
