date, pm25, pm10
2020/1/7, 110, 34
2020/1/8, 102, 41
2020/1/9, 118, 38
2020/1/10, 112, 26
2020/1/11, 83, 16
2020/1/12, 61, 20
2020/1/13, 69, 
2019/10/24, 255, 
2019/7/1, 27, 13
2019/7/2, 38, 10
2019/7/3, 28, 13
2019/7/4, 34, 11
2019/7/5, 37, 5
2019/7/6, 15, 6
2019/7/7, 15, 
2019/7/9, 100, 10
2019/7/10, 30, 12
2019/7/11, 38, 
2019/7/15, 19, 10
2019/7/16, 33, 
2019/7/19, 33, 
2019/7/24, 15, 19
2019/7/25, 42, 
2019/7/31, 9, 
2019/8/9, 161, 
2019/8/11, 332, 11
2019/8/12, 22, 
2019/8/14, 27, 
2019/8/16, 24, 8
2019/8/17, 18, 
2019/8/20, 37, 
2019/8/31, 35, 
2019/9/5, 38, 12
2019/9/6, 26, 
2019/9/13, 54, 
2019/9/22, 60, 
2019/9/24, 62, 
2019/9/26, 66, 
2019/4/1, 251, 120
2019/4/2, 240, 105
2019/4/3, 209, 83
2019/4/4, 182, 82
2019/4/5, 182, 69
2019/4/6, 165, 87
2019/4/7, 185, 76
2019/4/8, 175, 69
2019/4/9, 167, 79
2019/4/10, 183, 94
2019/4/11, 197, 90
2019/4/12, 190, 85
2019/4/13, 184, 92
2019/4/14, 190, 
2019/4/16, 222, 157
2019/4/17, 298, 57
2019/4/18, 155, 75
2019/4/19, 174, 75
2019/4/20, 174, 82
2019/4/21, 180, 77
2019/4/22, 179, 47
2019/4/23, 135, 46
2019/4/24, 131, 48
2019/4/25, 137, 50
2019/4/26, 141, 59
2019/4/27, 156, 51
2019/4/28, 142, 83
2019/4/29, 183, 87
2019/4/30, 190, 106
2019/5/1, 215, 155
2019/5/2, 266, 154
2019/5/3, 283, 67
2019/5/4, 157, 61
2019/5/5, 150, 55
2019/5/6, 146, 57
2019/5/7, 143, 51
2019/5/8, 141, 49
2019/5/9, 137, 42
2019/5/10, 120, 44
2019/5/11, 126, 37
2019/5/12, 108, 35
2019/5/13, 102, 31
2019/5/14, 94, 19
2019/5/15, 66, 23
2019/5/16, 76, 25
2019/5/17, 80, 21
2019/5/18, 68, 20
2019/5/19, 67, 31
2019/5/20, 93, 44
2019/5/21, 120, 18
2019/5/22, 64, 15
2019/5/23, 55, 21
2019/5/24, 70, 19
2019/5/25, 67, 21
2019/5/26, 69, 16
2019/5/27, 57, 15
2019/5/28, 54, 21
2019/5/29, 70, 
2019/5/31, 34, 15
2019/6/1, 54, 12
2019/6/2, 48, 10
2019/6/3, 35, 12
2019/6/4, 41, 14
2019/6/5, 52, 9
2019/6/6, 33, 9
2019/6/7, 33, 
2019/6/9, 41, 10
2019/6/10, 40, 8
2019/6/11, 25, 7
2019/6/12, 20, 
2019/6/17, 22, 11
2019/6/18, 23, 10
2019/6/19, 26, 9
2019/6/20, 28, 
2019/6/24, 40, 
2019/6/30, 16, 12
2019/3/1, 111, 54
2019/3/2, 149, 53
2019/3/3, 145, 49
2019/3/4, 138, 35
2019/3/5, 102, 32
2019/3/6, 94, 44
2019/3/7, 127, 48
2019/3/8, 136, 40
2019/3/9, 115, 48
2019/3/10, 136, 67
2019/3/11, 165, 78
2019/3/12, 184, 82
2019/3/13, 184, 114
2019/3/14, 224, 139
2019/3/15, 272, 185
2019/3/16, 341, 125
2019/3/17, 248, 105
2019/3/18, 210, 72
2019/3/19, 171, 59
2019/3/20, 153, 74
2019/3/21, 173, 94
2019/3/22, 195, 
2019/3/27, 183, 
2019/3/29, 161, 338
2019/3/30, 421, 355
2019/3/31, 417, 127
2020/1/6, , 39
2019/10/23, , 138
2019/7/8, , 48
2019/7/14, , 7
2019/7/18, , 11
2019/7/23, , 5
2019/7/30, , 4
2019/8/8, , 62
2019/8/10, , 171
2019/8/13, , 9
2019/8/15, , 9
2019/8/19, , 15
2019/8/30, , 10
2019/9/4, , 13
2019/9/12, , 31
2019/9/21, , 18
2019/9/23, , 17
2019/9/25, , 19
2019/4/15, , 107
2019/5/30, , 9
2019/6/8, , 11
2019/6/16, , 7
2019/6/23, , 11
2019/6/29, , 6
2019/2/28, , 38
2019/3/26, , 84
2019/3/28, , 62
