date, pm25, pm10, o3, no2, so2
2019/10/1, 9, 8, 24, 1, 
2019/10/2, 9, 11, 33, 2, 
2019/10/3, 9, 10, 35, 3, 
2019/10/4, 13, 7, 30, 1, 
2019/10/5, 8, 5, 31, , 
2019/10/6, 7, 10, 42, 1, 
2019/10/7, 10, 5, 36, , 
2019/10/8, 7, , , , 
2019/7/1, 25, 11, 35, 1, 
2019/7/2, 13, , 28, 1, 
2019/7/7, 15, 12, 36, 2, 
2019/7/8, 15, 16, 36, 2, 
2019/7/9, 13, 19, 37, 1, 
2019/7/10, 18, 24, 32, 1, 
2019/7/11, 19, 19, 29, 1, 
2019/7/12, 16, 14, 31, 1, 
2019/7/13, 13, 13, 33, 1, 
2019/7/14, 10, 15, 34, 1, 1
2019/7/15, 12, 15, 33, 1, 
2019/7/16, 13, 10, 41, 1, 
2019/7/17, 14, 18, 29, 1, 1
2019/7/18, 14, 19, 32, 1, 
2019/7/19, 16, 17, 32, 1, 
2019/7/20, 14, 16, 31, 1, 1
2019/7/21, 15, 21, 31, 1, 
2019/7/22, 21, 14, 39, 1, 
2019/7/23, 15, 18, 38, 1, 
2019/7/24, 16, 22, 36, 1, 
2019/7/25, 23, 22, 34, 1, 
2019/7/26, 16, 19, 32, 1, 
2019/7/27, 19, 14, 33, 1, 
2019/7/28, 25, 15, 37, 1, 
2019/7/29, 20, 16, 37, 2, 
2019/7/30, 17, 11, 39, 1, 
2019/7/31, 11, 14, 41, 1, 
2019/8/1, 20, 14, 43, 1, 
2019/8/2, 16, 16, 41, 1, 
2019/8/3, 12, 15, 39, 1, 
2019/8/4, 15, 13, 39, 1, 1
2019/8/5, 13, 14, 37, 2, 
2019/8/6, 13, 23, 32, 2, 
2019/8/7, 20, 14, 36, 1, 
2019/8/8, 23, 11, 42, 3, 
2019/8/9, 17, 11, 36, , 
2019/8/10, 18, 13, 35, , 
2019/8/11, 26, 15, 35, , 
2019/8/12, 14, 15, 32, , 
2019/8/13, 16, 20, 33, , 1
2019/8/14, 16, 13, 31, , 
2019/8/15, 14, 9, 30, , 
2019/8/16, 12, 14, 25, , 
2019/8/17, 15, 15, 30, , 
2019/8/18, 14, 16, 35, , 
2019/8/19, 16, 17, 33, , 
2019/8/20, 18, 20, 45, 3, 
2019/8/21, 20, 12, 36, 3, 
2019/8/22, 15, 8, 38, 2, 1
2019/8/23, 13, 14, 34, 1, 
2019/8/24, 12, 11, 36, 1, 
2019/8/25, 16, 11, 33, 1, 
2019/8/26, 13, 15, 31, 2, 
2019/8/27, 13, 20, 31, 2, 
2019/8/28, 17, 17, 30, 2, 
2019/8/29, 15, 13, 29, 2, 
2019/8/30, 19, 12, 33, 1, 
2019/8/31, 20, 13, 35, 1, 
2019/9/1, 16, 19, 35, 1, 
2019/9/2, 18, 20, 30, 2, 
2019/9/3, 25, 40, 40, 2, 
2019/9/4, 75, 25, 35, 2, 
2019/9/5, 33, 23, 31, 3, 
2019/9/6, 25, 9, 28, 1, 
2019/9/7, 15, 6, 30, 1, 
2019/9/8, 11, 15, 38, 1, 
2019/9/9, 16, 9, 33, 2, 
2019/9/10, 16, 10, 18, 1, 
2019/9/11, 10, 9, 26, 2, 
2019/9/12, 8, 10, 36, 1, 
2019/9/13, 11, 9, 33, 1, 1
2019/9/14, 14, 12, 36, 1, 
2019/9/15, 15, 13, 39, 2, 
2019/9/16, 16, 10, 37, 2, 
2019/9/17, 15, 9, 35, 2, 
2019/9/18, 13, 11, 30, 2, 
2019/9/19, 15, 10, 33, 1, 
2019/9/20, 8, 5, 23, 1, 
2019/9/21, 10, 11, 25, 1, 
2019/9/22, 11, 15, 32, 1, 
2019/9/23, 9, 10, 31, 1, 
2019/9/24, 12, 4, 27, 3, 1
2019/9/25, 5, 13, 33, 1, 
2019/9/26, 14, 9, 34, 1, 
2019/9/27, 10, 5, 17, 1, 
2019/9/28, 6, 6, 16, 1, 
2019/9/29, 8, 13, 19, 1, 
2019/9/30, 9, 10, 16, 1, 
2019/4/1, 14, 9, 30, 2, 
2019/4/2, 14, 7, 28, 1, 
2019/4/3, 16, 10, 32, 1, 
2019/4/4, 9, 8, 35, 2, 
2019/4/5, 10, 7, 38, 1, 
2019/4/6, 7, 7, 38, 1, 
2019/4/7, 6, 9, 29, 1, 
2019/4/8, 14, 5, 28, 1, 
2019/4/9, 10, 3, 30, 1, 
2019/4/10, 11, 5, 31, 2, 
2019/4/11, 11, 7, 32, 1, 
2019/4/12, 13, 25, 39, 1, 
2019/4/13, 9, 29, 39, 1, 
2019/4/14, 8, 5, 37, 1, 
2019/4/15, 12, 5, 34, 1, 
2019/4/16, 9, 14, 31, 2, 
2019/4/17, 10, 8, 38, 2, 
2019/4/18, 9, 10, 37, 1, 
2019/4/19, 12, 9, 38, 3, 3
2019/4/20, 12, 2, 34, 1, 
2019/4/21, 9, 5, 34, 1, 
2019/4/22, 11, 8, 34, 2, 
2019/4/23, 11, 10, 35, 2, 
2019/4/24, 11, 15, 36, 3, 
2019/4/25, 19, 14, 34, 3, 
2019/4/26, 24, 9, 44, 1, 
2019/4/27, 16, 8, 44, 1, 
2019/4/28, 10, 9, 33, 2, 
2019/4/29, 11, 9, 27, 3, 
2019/4/30, 19, 6, 33, 3, 
2019/5/1, 11, 10, 42, 1, 
2019/5/2, 13, 9, 43, 2, 
2019/5/3, 13, 10, 41, 2, 
2019/5/4, 14, 6, 26, 1, 
2019/5/5, 13, 5, 22, 1, 
2019/5/6, 11, 4, 24, 1, 
2019/5/7, 10, 5, 31, 1, 
2019/5/8, 11, 8, 36, 1, 
2019/5/9, 17, 11, 39, 2, 
2019/5/10, 13, 8, 37, 1, 
2019/5/11, 10, 13, 42, 1, 
2019/5/12, 14, 22, 44, 1, 
2019/5/13, 20, 28, 44, 1, 
2019/5/14, 26, 10, 43, 1, 
2019/5/15, 14, 10, 34, 2, 1
2019/5/16, 19, 4, 28, 1, 
2019/5/17, 8, 3, 27, 1, 
2019/5/18, 7, 6, 26, 1, 
2019/5/19, 5, 7, 22, 1, 
2019/5/20, 9, 4, 23, 1, 
2019/5/21, 9, 10, 33, 1, 
2019/5/22, 15, 7, 38, 1, 
2019/5/23, 15, 5, 34, 1, 
2019/5/24, 11, 5, 41, 1, 
2019/5/25, 9, 8, 39, 1, 
2019/5/26, 10, 8, 36, 1, 
2019/5/27, 6, 8, 45, 1, 
