date, pm25, o3, no2, so2, co
2020/1/2, 25, 20, 10, , 2
2020/1/3, 48, 22, 11, 3, 2
2020/1/4, 18, 27, 5, , 1
2020/1/5, 15, 26, 7, , 1
2020/1/6, 15, 22, 10, , 2
2020/1/7, 34, 26, 8, 1, 1
2020/1/8, 16, 23, 21, 2, 2
2020/1/9, 29, 23, 12, 1, 2
2020/1/10, 45, 24, 11, , 2
2020/1/11, 29, 27, 7, 4, 1
2020/1/12, 22, 18, 17, 5, 3
2020/1/13, 53, 14, 16, 6, 3
2020/1/14, 58, 21, 10, 5, 2
2020/1/15, 36, 15, 9, 3, 2
2020/1/16, 36, , , , 
2019/10/1, 51, 13, 8, 2, 2
2019/10/2, 23, 14, 7, 5, 3
2019/10/3, 13, 19, 6, , 1
2019/10/4, 16, 21, 8, 6, 2
2019/10/5, 19, 27, 7, , 2
2019/10/6, 45, 20, 10, , 2
2019/10/7, 23, 20, 17, 8, 3
2019/10/8, 26, 20, 14, 10, 4
2019/10/9, 32, 19, 15, 8, 3
2019/10/10, 32, 22, 16, 17, 3
2019/10/11, 37, 26, 6, 1, 1
2019/10/12, 20, 29, 6, , 1
2019/10/13, 18, 20, 4, , 1
2019/10/14, 18, 25, 12, 1, 2
2019/10/15, 25, 25, 11, 2, 2
2019/10/16, 31, 19, 7, 3, 1
2019/10/17, 12, 23, 11, 3, 1
2019/10/18, 25, 21, 16, 13, 4
2019/10/19, 39, 17, 20, 18, 3
2019/10/20, 55, 23, 18, 11, 1
2019/10/21, 56, 27, 7, 3, 
2019/10/22, 32, 26, 6, , 4
2019/10/23, 15, 24, 8, 1, 3
2019/10/24, 18, 12, 18, 9, 2
2019/10/25, 33, 22, 13, 10, 2
2019/10/26, 45, 19, 7, , 2
2019/10/27, 43, 26, 12, , 2
2019/10/28, 35, 25, 18, 3, 3
2019/10/29, 51, 12, 14, 3, 2
2019/10/30, 25, 7, 14, 2, 2
2019/10/31, 15, 18, 9, , 1
2019/11/1, 15, 17, 11, , 2
2019/11/2, 37, 22, 5, , 1
2019/11/3, 21, 25, 11, , 2
2019/11/4, 33, 22, 7, , 1
2019/11/5, 32, 23, 10, , 1
2019/11/6, 29, 22, 9, 1, 1
2019/11/7, 20, 19, 11, 1, 1
2019/11/8, 19, 22, 9, , 1
2019/11/9, 29, 19, 8, , 1
2019/11/10, 42, 17, 12, , 2
2019/11/11, 18, 24, 9, , 1
2019/11/12, 15, 23, 18, 3, 2
2019/11/13, 30, 19, 16, , 2
2019/11/14, 63, 22, 11, , 2
2019/11/15, 61, 25, 11, 9, 2
2019/11/16, 17, 20, 21, 14, 3
2019/11/17, 36, 7, 36, 1, 6
2019/11/18, 58, 16, 23, 5, 3
2019/11/19, 50, 16, 18, 4, 2
2019/11/20, 64, 18, 15, 1, 3
2019/11/21, 50, 23, 5, 1, 1
2019/11/22, 10, 18, 11, , 2
2019/11/23, 33, 16, 10, 2, 2
2019/11/24, 71, 15, 14, , 2
2019/11/25, 64, 19, 16, 3, 3
2019/11/26, 72, 16, 16, 8, 2
2019/11/27, 59, 22, 6, 1, 1
2019/11/28, 10, 20, 13, 6, 2
2019/11/29, 26, 23, 14, 17, 2
2019/11/30, 28, 26, 11, 5, 3
2019/12/1, 25, 20, 17, , 3
2019/12/2, 24, 21, 18, 1, 2
2019/12/3, 35, 19, 9, , 1
2019/12/4, 43, 24, 8, 1, 1
2019/12/5, 14, 22, 17, 1, 2
2019/12/6, 24, 24, 14, 2, 2
2019/12/7, 28, 21, 12, 1, 3
2019/12/8, 43, 21, 6, , 2
2019/12/9, 29, 23, 7, 1, 1
2019/12/10, 20, 24, 9, , 1
2019/12/11, 25, 20, 17, , 2
2019/12/12, 42, 21, 18, 1, 3
2019/12/13, 41, 14, 19, , 3
2019/12/14, 61, 26, 5, 2, 1
2019/12/15, 15, 22, 22, 1, 3
2019/12/16, 34, 26, 16, 1, 2
2019/12/17, 55, 29, 8, 1, 1
2019/12/18, 21, 23, 18, 4, 2
2019/12/19, 26, 21, 27, 1, 3
2019/12/20, 51, 16, 30, 8, 5
2019/12/21, 70, 26, 9, 2, 2
2019/12/22, 67, 26, 10, 1, 2
2019/12/23, 56, 20, 16, 16, 3
2019/12/24, 18, 18, 14, 5, 2
2019/12/25, 61, 15, 16, 28, 3
2019/12/26, 66, 20, 10, 2, 2
2019/12/27, 54, 22, 6, 1, 1
2019/12/28, 30, , , , 
2019/7/1, 33, 32, 8, 3, 2
2019/7/2, 50, 49, 13, 15, 3
2019/7/3, 49, 38, 21, 26, 4
2019/7/4, 58, 41, 12, 6, 3
2019/7/5, 59, 40, 6, 1, 2
2019/7/6, 44, 21, 8, 20, 2
2019/7/7, 40, 31, 15, 12, 3
2019/7/8, 30, 34, 19, 22, 4
2019/7/9, 47, 38, 24, 32, 5
2019/7/10, 69, 42, 10, 2, 2
2019/7/11, 55, 21, 6, 2, 2
2019/7/12, 12, 50, 5, , 2
2019/7/13, 38, 24, 4, 3, 1
2019/7/14, 18, 37, 11, 18, 3
2019/7/15, 34, 31, 4, , 1
2019/7/16, 39, 29, 8, 11, 2
2019/7/17, 33, 32, 11, 19, 3
2019/7/18, 52, 31, 4, 1, 1
2019/7/19, 36, 36, 3, , 1
2019/7/20, 30, 28, 4, 2, 1
2019/7/21, 38, 31, 8, 8, 2
2019/7/22, 32, 29, 7, 3, 1
2019/7/23, 25, 29, 9, , 1
2019/7/24, 24, 38, 8, 1, 1
2019/7/25, 42, 44, 7, , 2
2019/7/26, 62, 47, 6, , 2
2019/7/27, 48, 42, 2, , 2
2019/7/28, 49, 41, 4, , 2
2019/7/29, 42, 31, 5, , 2
2019/7/30, 20, 32, 10, 12, 2
2019/7/31, 25, 22, 14, 25, 3
2019/8/1, 42, 35, 16, 18, 3
2019/8/2, 40, 37, 9, 2, 2
2019/8/3, 46, 27, 10, 25, 3
2019/8/4, 56, 34, 14, 16, 3
2019/8/5, 60, 38, 7, , 2
2019/8/6, 46, 37, 8, 3, 2
2019/8/7, 28, 29, 8, 1, 2
2019/8/8, 23, 23, 6, 2, 1
2019/8/9, 19, 23, 6, 7, 1
2019/8/10, 11, 33, 3, 1, 1
2019/8/11, 21, 42, 5, 1, 2
2019/8/12, 44, 40, 12, 17, 3
2019/8/13, 54, 28, 10, 12, 2
2019/8/14, 21, 20, 9, 14, 1
2019/8/15, 29, 24, 15, 14, 3
2019/8/16, 41, 37, 9, , 2
2019/8/17, 49, 37, 4, , 2
2019/8/18, 33, 30, 5, , 1
2019/8/19, 22, 44, 18, 16, 4
2019/8/20, 29, 37, 6, 1, 1
2019/8/21, 37, 25, 5, 2, 1
