date, pm25, o3
2020/1/2, 51, 
2020/1/3, 25, 
2020/1/4, 22, 
2020/1/5, 37, 
2020/1/6, 55, 
2020/1/7, 34, 
2020/1/8, 41, 
2020/1/9, 63, 
2020/1/10, 56, 
2020/1/11, 38, 
2020/1/12, 33, 
2020/1/13, 43, 
2020/1/14, 32, 
2020/1/15, 41, 
2020/1/16, 41, 
2019/10/1, 60, 43
2019/10/2, 69, 42
2019/10/3, 69, 42
2019/10/4, 71, 34
2019/10/5, 65, 28
2019/10/6, 51, 27
2019/10/7, 47, 29
2019/10/8, 38, 28
2019/10/9, 48, 34
2019/10/10, 54, 34
2019/10/11, 50, 21
2019/10/12, 49, 19
2019/10/13, 46, 22
2019/10/14, 44, 17
2019/10/15, 54, 24
2019/10/16, 35, 27
2019/10/17, 44, 22
2019/10/18, 46, 25
2019/10/19, 36, 25
2019/10/20, 38, 19
2019/10/21, 52, 28
2019/10/22, 32, 29
2019/10/23, 38, 30
2019/10/24, 57, 19
2019/10/25, 65, 19
2019/10/26, 35, 24
2019/10/27, 33, 26
2019/10/28, 46, 16
2019/10/29, 63, 12
2019/10/30, 50, 16
2019/10/31, 21, 22
2019/11/1, 36, 28
2019/11/2, 56, 27
2019/11/3, 51, 27
2019/11/4, 55, 29
2019/11/5, 62, 32
2019/11/6, 63, 20
2019/11/7, 82, 20
2019/11/8, 30, 26
2019/11/9, 51, 28
2019/11/10, 60, 26
2019/11/11, 60, 23
2019/11/12, 35, 25
2019/11/13, 42, 
2019/11/14, 56, 
2019/11/15, 55, 
2019/11/16, 55, 
2019/11/17, 66, 
2019/11/18, 62, 
2019/11/19, 65, 
2019/11/20, 79, 
2019/11/21, 71, 
2019/11/22, 76, 
2019/11/23, 41, 
2019/11/24, 38, 
2019/11/25, 52, 
2019/11/26, 64, 
2019/11/27, 40, 
2019/11/28, 34, 
2019/11/29, 49, 
2019/11/30, 68, 
2019/12/1, 31, 
2019/12/2, 29, 
2019/12/3, 35, 
2019/12/5, 50, 
2019/12/6, 71, 
2019/12/7, 70, 
2019/12/8, 60, 
2019/12/9, 58, 
2019/12/10, 40, 
2019/12/11, 25, 
2019/12/12, 41, 
2019/12/13, 32, 
2019/12/14, 47, 
2019/12/15, 58, 
2019/12/16, 48, 
2019/12/17, 23, 
2019/12/18, 35, 
2019/12/19, 45, 
2019/12/20, 53, 
2019/12/21, 44, 
2019/12/22, 26, 
2019/12/23, 25, 
2019/12/24, 26, 
2019/12/25, 40, 
2019/12/26, 55, 
2019/12/27, 58, 
2019/12/28, 53, 
2019/7/1, 53, 35
2019/7/2, 57, 25
2019/7/3, 62, 28
2019/7/4, 58, 25
2019/7/5, 60, 25
2019/7/6, 58, 34
2019/7/7, 39, 34
2019/7/8, 43, 34
2019/7/9, 46, 28
2019/7/10, 48, 25
2019/7/11, 32, 22
2019/7/12, 30, 15
2019/7/13, 32, 16
2019/7/14, 58, 18
2019/7/15, 52, 21
2019/7/16, 66, 22
2019/7/17, 65, 21
2019/7/18, 59, 23
2019/7/19, 42, 24
2019/7/20, 31, 25
2019/7/21, 29, 27
2019/7/22, 24, 26
2019/7/23, 33, 31
2019/7/24, 44, 42
2019/7/25, 61, 38
2019/7/26, 57, 39
2019/7/27, 65, 39
2019/7/28, 69, 45
2019/7/29, 65, 39
2019/7/30, 70, 44
2019/7/31, 56, 35
2019/8/1, 58, 33
2019/8/2, 49, 23
2019/8/3, 40, 28
2019/8/4, 31, 34
2019/8/5, 42, 31
2019/8/6, 42, 35
2019/8/7, 54, 29
2019/8/8, 55, 30
2019/8/9, 50, 26
2019/8/10, 40, 31
2019/8/11, 46, 33
2019/8/12, 61, 39
2019/8/13, 61, 36
2019/8/14, 43, 36
2019/8/15, 41, 38
2019/8/16, 44, 41
2019/8/17, 50, 33
2019/8/18, 38, 28
2019/8/19, 44, 29
2019/8/20, 30, 23
2019/8/21, 51, 25
2019/8/22, 29, 29
2019/8/23, 27, 28
2019/8/24, 38, 15
2019/8/25, 35, 15
2019/8/26, 26, 23
2019/8/27, 28, 32
2019/8/28, 32, 33
2019/8/29, 59, 43
2019/8/30, 51, 26
2019/8/31, 43, 16
2019/9/1, 23, 25
2019/9/2, 31, 30
2019/9/3, 44, 39
2019/9/4, 49, 42
2019/9/5, 54, 44
2019/9/6, 43, 45
2019/9/7, 60, 41
2019/9/8, 62, 41
2019/9/9, 64, 35
2019/9/10, 73, 34
2019/9/11, 71, 41
2019/9/12, 67, 43
2019/9/13, 67, 32
2019/9/14, 57, 31
2019/9/15, 51, 36
2019/9/16, 51, 40
2019/9/17, 57, 46
2019/9/18, 62, 33
2019/9/19, 49, 37
2019/9/20, 51, 27
2019/9/21, 51, 33
2019/9/22, 57, 32
2019/9/23, 47, 34
2019/9/24, 51, 40
2019/9/25, 53, 39
2019/9/26, 55, 39
2019/9/27, 60, 40
2019/9/28, 67, 32
2019/9/29, 62, 33
2019/9/30, 59, 41
2019/4/1, 49, 44
2019/4/2, 58, 45
2019/4/3, 68, 36
2019/4/4, 78, 34
2019/4/5, 45, 15
2019/4/6, 56, 21
2019/4/7, 43, 28
2019/4/8, 34, 37
2019/4/9, 37, 39
2019/4/10, 40, 38
2019/4/11, 43, 32
2019/4/12, 38, 27
2019/4/13, 49, 33
2019/4/14, 39, 38
2019/4/15, 38, 42
2019/4/16, 43, 44
2019/4/17, 64, 41
2019/4/18, 47, 30
2019/4/19, 18, 35
2019/4/20, 31, 34
2019/4/21, 46, 44
2019/4/22, 50, 40
2019/4/23, 55, 39
2019/4/24, 47, 39
2019/4/25, 37, 42
2019/4/26, 42, 45
2019/4/27, 46, 48
2019/4/28, 55, 39
2019/4/29, 53, 38
2019/4/30, 59, 28
2019/5/1, 54, 29
2019/5/2, 48, 36
2019/5/3, 52, 20
2019/5/4, 40, 29
2019/5/5, 27, 34
2019/5/6, 36, 38
2019/5/7, 46, 38
2019/5/8, 60, 26
2019/5/9, 38, 31
2019/5/10, 40, 25
2019/5/11, 34, 27
2019/5/12, 31, 32
2019/5/13, 31, 38
2019/5/14, 37, 38
2019/5/15, 46, 39
2019/5/16, 58, 44
2019/5/17, 60, 38
2019/5/18, 64, 39
2019/5/19, 58, 40
2019/5/20, 52, 33
2019/5/21, 48, 32
2019/5/22, 49, 47
2019/5/23, 72, 39
2019/5/24, 62, 41
2019/5/25, 67, 36
2019/5/26, 69, 37
2019/5/27, 65, 31
2019/5/28, 49, 37
2019/5/29, 58, 31
2019/5/30, 55, 35
2019/5/31, 54, 46
2019/6/1, 60, 49
2019/6/2, 66, 50
2019/6/3, 69, 69
2019/6/4, 79, 35
2019/6/5, 74, 16
2019/6/6, 42, 32
2019/6/7, 28, 32
2019/6/8, 31, 24
2019/6/9, 43, 29
2019/6/10, 36, 34
2019/6/11, 53, 38
2019/6/12, 48, 40
2019/6/13, 40, 44
2019/6/14, 22, 39
2019/6/15, 25, 27
2019/6/16, 19, 25
2019/6/17, 9, 17
2019/6/18, 4, 30
2019/6/19, 8, 26
2019/6/20, 5, 19
2019/6/21, 31, 18
2019/6/22, 59, 23
2019/6/23, 53, 28
2019/6/24, 58, 35
2019/6/25, 47, 32
2019/6/26, 54, 38
2019/6/27, 51, 38
2019/6/28, 53, 34
2019/6/29, 47, 31
2019/6/30, 41, 29
2019/1/1, 35, 
2019/1/2, 44, 
2019/1/3, 37, 
2019/1/4, 32, 
2019/1/5, 36, 
2019/1/6, 59, 
2019/1/7, 65, 
2019/1/8, 52, 
2019/1/9, 33, 
2019/1/10, 42, 
2019/1/11, 55, 
2019/1/12, 60, 
2019/1/13, 45, 
2019/1/14, 50, 
2019/1/15, 58, 
2019/1/16, 67, 
2019/1/17, 71, 
2019/1/18, 75, 
2019/1/19, 39, 
2019/1/20, 44, 
2019/1/21, 50, 
2019/1/22, 54, 22
2019/1/23, 45, 13
2019/1/24, 32, 
2019/1/25, 48, 
2019/1/26, 58, 
2019/1/27, 69, 
2019/1/28, 65, 
2019/1/29, 43, 
2019/1/30, 49, 
2019/1/31, 56, 
2019/2/1, 56, 
2019/2/2, 51, 
2019/2/3, 46, 
2019/2/4, 45, 
2019/2/5, 37, 
2019/2/6, 33, 
2019/2/7, 44, 
2019/2/8, 27, 
2019/2/9, 45, 
2019/2/10, 57, 
2019/2/11, 58, 
2019/2/12, 28, 
2019/2/13, 33, 
2019/2/14, 51, 
2019/2/15, 37, 
2019/2/16, 40, 
2019/2/17, 46, 
2019/2/18, 27, 
