date, pm25, pm10, o3
2020/1/2, 10, 8, 
2020/1/3, 16, 8, 
2020/1/4, 9, 5, 
2020/1/5, 8, 9, 
2020/1/6, 6, 3, 
2020/1/7, 6, 6, 
2020/1/8, 5, 8, 
2020/1/9, 16, 4, 
2020/1/10, 13, 11, 
2020/1/11, 6, 3, 
2020/1/12, 4, 12, 
2020/1/13, 10, 7, 
2020/1/14, 23, 9, 
2020/1/15, 31, , 
2019/10/1, 14, 16, 
2019/10/2, 21, 16, 
2019/10/3, 18, 14, 
2019/10/4, 10, 6, 
2019/10/5, 11, 11, 
2019/10/6, 18, 70, 
2019/10/7, 15, 22, 
2019/10/8, 9, 11, 
2019/10/9, 14, 15, 
2019/10/10, 24, 18, 
2019/10/11, 35, 20, 
2019/10/12, 41, 30, 
2019/10/13, 54, 18, 
2019/10/14, 36, 28, 
2019/10/15, 43, 40, 
2019/10/16, 51, 12, 
2019/10/17, 16, 19, 
2019/10/18, 16, 5, 
2019/10/19, 14, 4, 
2019/10/20, 11, 11, 
2019/10/21, 21, 10, 
2019/10/22, 10, 8, 
2019/10/23, 18, 13, 
2019/10/24, 22, 60, 
2019/10/25, 25, 9, 
2019/10/26, 12, 5, 
2019/10/27, 17, 49, 
2019/10/28, 17, 13, 
2019/10/29, 13, 15, 
2019/10/30, 29, 25, 
2019/10/31, 46, 27, 
2019/11/1, 55, 26, 
2019/11/2, 57, 33, 
2019/11/3, 69, 40, 
2019/11/4, 73, 43, 
2019/11/5, 74, 33, 
2019/11/6, 66, 28, 
2019/11/7, 57, 30, 
2019/11/8, 66, 42, 
2019/11/9, 77, 29, 
2019/11/10, 70, 14, 
2019/11/11, 51, 13, 
2019/11/12, 54, 12, 
2019/11/13, 50, 17, 
2019/11/14, 55, 13, 
2019/11/15, 49, 10, 
2019/11/16, 44, 18, 
2019/11/17, 40, 8, 
2019/11/18, 30, 7, 
2019/11/19, 25, 14, 
2019/11/20, 23, 14, 
2019/11/21, 39, 15, 
2019/11/22, 56, 17, 
2019/11/23, 64, 13, 
2019/11/24, 28, 7, 
2019/11/25, 13, 12, 
2019/11/26, 22, 21, 
2019/11/27, 15, 16, 
2019/11/28, 17, 5, 
2019/11/29, 22, 9, 
2019/11/30, 31, 8, 
2019/12/1, 36, 12, 
2019/12/2, 54, 15, 
2019/12/3, 57, 15, 
2019/12/4, 60, 21, 
2019/12/5, 61, 17, 
2019/12/6, 59, 13, 
2019/12/7, 54, 7, 
2019/12/8, 42, 6, 
2019/12/9, 36, 5, 
2019/12/10, 28, 6, 
2019/12/11, 40, 6, 
2019/12/12, 26, 5, 
2019/12/13, 12, 5, 
2019/12/14, 31, 5, 
2019/12/15, 34, 9, 
2019/12/16, 43, 6, 
2019/12/17, 37, 11, 
2019/12/18, 51, 17, 
2019/12/19, 63, 8, 
2019/12/20, 21, 3, 
2019/12/21, 11, 3, 
2019/12/22, 11, 6, 
2019/12/23, 18, 10, 
2019/12/24, 37, 11, 
2019/12/25, 51, 13, 
2019/12/26, 47, 11, 
2019/12/27, 51, 11, 
2019/12/28, 52, , 
2019/7/1, 20, 13, 
2019/7/2, 16, 8, 
2019/7/3, 12, 11, 
2019/7/4, 20, 14, 
2019/7/5, 37, 18, 
2019/7/6, 30, 9, 
2019/7/7, 18, 12, 
2019/7/8, 22, 18, 
2019/7/9, 26, 13, 
2019/7/10, 19, 8, 
2019/7/11, 9, 14, 
2019/7/12, 14, 18, 
2019/7/13, 19, 8, 
2019/7/14, 15, 18, 
2019/7/15, 24, 9, 
2019/7/16, 13, 29, 
2019/7/17, 15, 18, 
2019/7/18, 18, 18, 
2019/7/19, 32, 19, 
2019/7/20, 29, 16, 
2019/7/21, 18, 26, 
2019/7/22, 24, , 
2019/7/23, 21, 10, 
2019/7/24, 18, 17, 
2019/7/25, 28, 25, 
2019/7/26, 32, 22, 
2019/7/27, 19, 18, 
2019/7/28, 36, 25, 
2019/7/29, 33, 22, 
2019/7/30, 23, 18, 
2019/7/31, 24, 17, 
2019/8/1, 23, 18, 
2019/8/2, 12, 16, 
2019/8/3, 26, 25, 
2019/8/4, 50, 32, 
2019/8/5, 57, 35, 
2019/8/6, 50, 32, 
2019/8/7, 42, 39, 
2019/8/8, 33, 25, 
2019/8/9, 27, 15, 
2019/8/10, 30, 9, 
2019/8/11, 21, 8, 
2019/8/12, 17, 17, 
2019/8/13, 28, 21, 
2019/8/14, 27, 16, 
2019/8/15, 22, 18, 
2019/8/16, 24, 12, 
2019/8/17, 22, 10, 
2019/8/18, 19, 18, 
2019/8/19, 18, 31, 
2019/8/20, 22, 37, 
2019/8/21, 24, 9, 
2019/8/22, 11, 16, 
2019/8/23, 19, 17, 
2019/8/24, 22, 10, 
2019/8/25, 15, 13, 
2019/8/26, 16, 29, 
2019/8/27, 23, 30, 
2019/8/28, 27, 30, 
2019/8/29, 25, 17, 
2019/8/30, 20, 13, 
2019/8/31, 18, 12, 
2019/9/1, 15, 11, 
2019/9/2, 16, 26, 
2019/9/3, 21, 22, 
2019/9/4, 22, 38, 
2019/9/5, 26, 25, 
2019/9/6, 31, 24, 
2019/9/7, 29, 16, 
2019/9/8, 14, 12, 
2019/9/9, 9, 8, 
2019/9/10, 12, 9, 
2019/9/11, 13, 17, 
2019/9/12, 18, 15, 
2019/9/13, 15, 15, 
2019/9/14, 16, 10, 
2019/9/15, 13, 5, 
2019/9/16, 12, 6, 
2019/9/17, 9, 5, 
2019/9/18, 9, 8, 
2019/9/19, 13, 7, 
2019/9/20, 13, 9, 
2019/9/21, 16, 7, 
2019/9/22, 15, 21, 
2019/9/23, 13, 19, 
2019/9/24, 14, 17, 
2019/9/25, 21, 32, 
2019/9/26, 15, 17, 
2019/9/27, 13, 7, 
2019/9/28, 9, 3, 
2019/9/29, 9, 5, 
2019/9/30, 9, 10, 
2019/4/1, 21, , 
2019/4/2, 17, , 
2019/4/3, 12, , 
2019/4/4, 18, , 
2019/4/5, 12, , 
2019/4/6, 10, , 
2019/4/7, 11, , 
2019/4/8, 14, , 
2019/4/9, 5, , 
2019/4/10, 4, , 
2019/4/11, 3, , 
2019/4/12, 10, , 
2019/4/13, 8, , 
2019/4/14, 11, , 
2019/4/15, 13, , 
2019/4/16, 11, , 
2019/4/17, 5, , 
2019/4/18, 10, , 
2019/4/19, 11, , 
2019/4/20, 10, , 
2019/4/21, 16, , 
2019/4/22, 18, , 
2019/4/23, 14, , 
2019/4/24, 14, 25, 
2019/4/25, 26, 25, 
2019/4/26, 25, 27, 
2019/4/27, 15, 7, 
2019/4/28, 10, 49, 
2019/4/29, 15, 15, 
2019/4/30, 15, 22, 
2019/5/1, 15, 17, 
2019/5/2, 18, 17, 
2019/5/3, 20, 17, 
2019/5/4, 21, 15, 
2019/5/5, 18, 14, 
2019/5/6, 16, 21, 
2019/5/7, 17, 21, 
2019/5/8, 17, 24, 
2019/5/9, 15, 21, 
2019/5/10, 23, 24, 
2019/5/11, 27, 28, 
2019/5/12, 21, 19, 
2019/5/13, 17, 24, 
2019/5/14, 16, 14, 
2019/5/15, 17, 9, 
2019/5/16, 17, 14, 
2019/5/17, 9, 8, 
2019/5/18, 10, 10, 
2019/5/19, 11, 14, 
2019/5/20, 10, 7, 
2019/5/21, 11, 12, 
2019/5/22, 15, 21, 
2019/5/23, 20, 21, 
2019/5/24, 16, 17, 
2019/5/25, 12, 15, 
2019/5/26, 15, 9, 
2019/5/27, 22, 15, 
2019/5/28, 26, 24, 
2019/5/29, 43, 19, 
2019/5/30, 34, 21, 
2019/5/31, 39, 23, 
2019/6/1, 49, 16, 
2019/6/2, 18, 20, 
2019/6/3, 18, 16, 
2019/6/4, 13, 24, 
2019/6/5, 14, 15, 
2019/6/6, 10, 12, 
2019/6/7, 7, 4, 
2019/6/8, 6, 9, 
2019/6/9, 12, 16, 
2019/6/10, 14, 16, 
2019/6/11, 11, 18, 
2019/6/12, 14, 34, 
2019/6/13, 20, 15, 
2019/6/14, 14, 12, 
2019/6/15, 16, 15, 
2019/6/16, 20, 19, 
2019/6/17, 16, 29, 
2019/6/18, 14, 29, 
2019/6/19, 14, 23, 
2019/6/20, 9, 9, 
2019/6/21, 12, 14, 
2019/6/22, 20, 21, 
2019/6/23, 14, 11, 
2019/6/24, 18, 13, 
2019/6/25, 14, 20, 
2019/6/26, 16, 7, 
2019/6/27, 10, 5, 
2019/6/28, 8, 10, 
2019/6/29, 14, 12, 
2019/6/30, 15, 48, 
2019/1/1, 22, 11, 
2019/1/2, 40, 6, 
2019/1/3, 18, 7, 
2019/1/4, 16, 9, 
2019/1/5, 30, 5, 
2019/1/6, 9, 8, 
2019/1/7, 9, 7, 
2019/1/8, 14, 5, 
2019/1/9, 22, 9, 
2019/1/10, 47, 6, 
2019/1/11, 25, 6, 
2019/1/12, 30, 5, 
2019/1/13, 29, 5, 
2019/1/14, 23, 7, 
2019/1/15, 25, 8, 
2019/1/16, 32, 5, 
2019/1/17, 23, 7, 
2019/1/18, 15, 7, 
2019/1/19, 26, 4, 
2019/1/20, 20, 5, 
2019/1/21, 11, 4, 
2019/1/22, 9, 8, 
2019/1/23, 15, 11, 
2019/1/24, 31, 9, 
2019/1/25, 39, 6, 
2019/1/26, 45, 6, 
2019/1/27, 37, 8, 
2019/1/28, 24, 7, 
2019/1/29, 34, 7, 
2019/1/30, 48, 6, 
2019/1/31, 51, 8, 
2019/2/1, 58, 6, 
2019/2/2, 49, 3, 
2019/2/3, 22, 26, 
2019/2/4, 18, 12, 
2019/2/5, 18, 9, 
2019/2/6, 22, 11, 
2019/2/7, 47, 7, 
2019/2/8, 52, 61, 
2019/2/9, 32, 27, 
2019/2/10, 26, 9, 
2019/2/11, 22, 8, 
2019/2/12, 33, 7, 
2019/2/13, 30, 6, 
2019/2/14, 18, 6, 
2019/2/15, 36, 8, 
2019/2/16, 52, 6, 
2019/2/17, 33, 8, 
2019/2/18, 24, 11, 
2019/2/19, 46, 9, 
2019/2/20, 46, 10, 
2019/2/21, 57, 8, 
2019/2/22, 32, 9, 
2019/2/23, 48, 5, 
2019/2/24, 29, 10, 
2019/2/25, 25, 8, 
2019/2/26, 20, 9, 
2019/2/27, 15, 7, 
2019/2/28, 32, 9, 
2019/3/1, 49, 8, 
2019/3/2, 35, 6, 
2019/3/3, 15, 8, 
2019/3/4, 23, 11, 
2019/3/5, 48, , 
2019/3/6, 48, , 
2019/3/7, 18, , 
2019/3/8, 43, , 
2019/3/9, 37, , 
2019/3/10, 50, , 
2019/3/11, 55, , 
2019/3/12, 56, , 
2019/3/13, 10, , 
2019/3/14, 27, , 
2019/3/15, 38, , 
2019/3/16, 43, , 
2019/3/17, 46, , 
2019/3/18, 44, , 
2019/3/19, 37, , 
2019/3/20, 29, , 
2019/3/21, 30, , 
2019/3/22, 14, , 
2019/3/23, 12, , 
2019/3/24, 16, , 
2019/3/25, 21, , 
2019/3/26, 13, , 
2019/3/27, 13, , 
2019/3/28, 15, , 
2019/3/29, 26, , 
2019/3/30, 25, , 
2019/3/31, 27, , 
