date, pm25, o3, so2
2019/7/8, 82, 62, 
2019/7/9, 69, 44, 
2019/7/10, 42, 30, 
2019/7/11, 25, 39, 1
2019/7/12, 34, 27, 
2019/7/13, 36, 32, 
2019/7/14, 37, 33, 1
2019/7/15, 37, 34, 1
2019/7/16, 26, 33, 
2019/7/17, 43, 31, 1
2019/7/18, 25, 38, 1
2019/7/19, 28, 25, 
2019/7/20, 22, 25, 1
2019/7/21, 23, 23, 
2019/7/22, 27, 27, 
2019/7/23, 47, 31, 
2019/7/24, 53, 41, 1
2019/7/25, 61, 40, 
2019/7/26, 53, 34, 1
2019/7/27, 46, 41, 1
2019/7/28, 40, 33, 
2019/7/29, 24, 20, 1
2019/7/30, 15, 34, 
2019/7/31, 19, 41, 
2019/8/1, 21, 42, 1
2019/8/2, 28, 32, 
2019/8/3, 32, 33, 
2019/8/4, 39, 37, 
2019/8/5, 32, 25, 1
2019/8/6, 25, 32, 1
2019/8/7, 31, 20, 
2019/8/8, 18, 21, 
2019/8/9, 21, 23, 1
2019/8/10, 24, 35, 
2019/8/11, 34, 36, 
2019/8/12, 39, 23, 
2019/8/13, 23, 19, 
2019/8/14, 16, 28, 
2019/8/15, 20, 28, 
2019/8/16, 21, 35, 
2019/8/17, 28, 30, 
2019/8/18, 23, 31, 1
2019/8/19, 20, 37, 1
2019/8/20, 24, 23, 
2019/8/21, 21, 18, 
2019/8/22, 16, 22, 
2019/8/23, 14, 26, 
2019/8/24, 20, 31, 
2019/8/25, 24, 22, 
2019/8/26, 21, 26, 1
2019/8/27, 19, 24, 1
2019/8/28, 14, 28, 
2019/8/29, 18, 28, 
2019/8/30, 21, 28, 
2019/8/31, 28, 33, 
2019/9/1, 30, 23, 
2019/9/2, 24, 26, 
2019/9/3, 22, 15, 1
2019/9/4, 13, 26, 
2019/9/5, 24, 20, 1
2019/9/6, 19, 17, 
2019/9/7, 19, 16, 
2019/9/8, 14, 19, 
2019/9/9, 22, 31, 1
2019/9/10, 29, 13, 
2019/9/11, 18, 12, 
2019/9/12, 21, 21, 
2019/9/13, 11, 22, 
2019/9/14, 18, 25, 
2019/9/15, 27, 27, 
2019/9/16, 28, 35, 
2019/9/17, 31, 43, 
2019/9/18, 40, 34, 
2019/9/19, 31, 34, 
2019/9/20, 31, 25, 
2019/9/21, 43, 23, 
2019/9/22, 22, 21, 
2019/9/23, 17, 33, 
2019/9/24, 20, 28, 
2019/9/25, 18, 23, 
2019/9/26, 15, 23, 
2019/9/27, 20, 22, 
2019/9/28, 15, 19, 
2019/9/29, 13, 29, 
2019/9/30, 36, 19, 
2019/4/1, 39, 35, 1
2019/4/2, 46, 39, 1
2019/4/3, 21, 35, 
2019/4/4, 24, 27, 1
2019/4/5, 54, 26, 
2019/4/6, 82, 35, 
2019/4/7, 86, 39, 1
2019/4/8, 33, 34, 1
2019/4/9, 11, 33, 
2019/4/10, 10, 37, 
2019/4/11, 14, 30, 
2019/4/12, 29, 33, 1
2019/4/13, 13, 37, 
2019/4/14, 14, 43, 3
2019/4/15, 21, 39, 
2019/4/16, 58, 27, 
2019/4/17, 59, 33, 1
2019/4/18, 14, 38, 1
2019/4/19, 11, 40, 1
2019/4/20, 23, 47, 4
2019/4/21, 46, 36, 1
2019/4/22, 36, 36, 
2019/4/23, 10, 43, 
2019/4/24, 27, 32, 2
2019/4/25, 41, 38, 1
2019/4/26, 22, 35, 
2019/4/27, 20, 37, 1
2019/4/28, 29, 31, 
2019/4/29, 23, 29, 
2019/4/30, 23, 30, 
2019/5/1, 13, 28, 1
2019/5/2, 25, 29, 1
2019/5/3, 33, 42, 1
2019/5/4, 35, 43, 
2019/5/5, 38, 34, 
2019/5/6, 18, 33, 
2019/5/7, 12, 31, 
2019/5/8, 20, 30, 
2019/5/9, 22, 33, 
2019/5/10, 12, 37, 
2019/5/11, 26, 35, 
2019/5/12, 26, 40, 
2019/5/13, 20, 46, 
2019/5/14, 30, 45, 1
2019/5/15, 35, 42, 
2019/5/16, 40, 31, 
2019/5/17, 12, 22, 
2019/5/18, 14, 20, 
2019/5/19, 9, 28, 
2019/5/20, 6, 27, 
2019/5/21, 14, 39, 
2019/5/22, 30, 30, 
2019/5/23, 11, 31, 
2019/5/24, 24, 41, 
2019/5/25, 26, 32, 
2019/5/26, 20, 20, 
2019/5/27, 24, 33, 
2019/5/28, 21, 38, 1
2019/5/29, 27, 39, 
2019/5/30, 37, 51, 
2019/5/31, 55, 29, 
2019/6/1, 37, 28, 
2019/6/2, 20, 30, 
2019/6/3, 13, 44, 1
2019/6/4, 39, 33, 
2019/6/5, 43, 41, 
2019/6/6, 39, 43, 
2019/6/7, 35, 45, 
2019/6/8, 36, 29, 
2019/6/9, 52, 31, 
2019/6/10, 17, 39, 
2019/6/11, 24, 30, 
2019/6/12, 20, 26, 
2019/6/13, 17, 27, 
2019/6/14, 28, 28, 
2019/6/15, 20, 23, 
2019/6/16, 13, 33, 
2019/6/17, 22, 28, 
2019/6/18, 33, 27, 
2019/6/19, 31, 25, 
2019/6/20, 26, 28, 
2019/6/21, 24, 33, 
2019/6/22, 20, 40, 
2019/6/23, 30, 29, 1
2019/6/24, 26, 37, 1
2019/6/25, 25, 42, 1
2019/6/26, 27, 48, 1
2019/6/27, 28, 46, 
2019/6/28, 23, 35, 
2019/6/29, 41, 32, 
2019/6/30, 37, 32, 1
2019/1/1, 16, , 3
2019/1/2, 34, , 3
2019/1/3, 36, , 2
2019/1/4, 34, , 3
2019/1/5, 35, , 2
2019/1/6, 11, , 
2019/1/7, 23, , 1
2019/1/8, 35, , 
2019/1/9, 14, , 1
2019/1/10, 18, , 
2019/1/11, 38, , 
2019/1/12, 43, , 
2019/1/13, 9, , 1
2019/1/14, 44, , 1
2019/1/15, 35, , 4
2019/1/16, 15, , 1
2019/1/17, 30, , 1
2019/1/18, 23, , 
2019/1/19, 13, , 2
2019/1/20, 10, , 
2019/1/21, 20, , 2
2019/1/22, 42, , 2
2019/1/23, 34, , 1
2019/1/24, 41, , 
2019/1/25, 25, , 3
2019/1/26, 45, , 1
2019/1/27, 35, , 1
2019/1/28, 15, , 
2019/1/29, 20, , 1
2019/1/30, 23, , 1
2019/1/31, 37, , 1
2019/2/1, 44, , 2
2019/2/2, 118, , 3
2019/2/3, 63, , 
2019/2/4, 35, , 
2019/2/5, 13, , 2
2019/2/6, 25, , 2
2019/2/7, 19, , 
2019/2/8, 18, , 8
2019/2/9, 33, , 3
2019/2/10, 41, , 
2019/2/11, 23, , 
2019/2/12, 19, , 1
2019/2/13, 22, , 1
2019/2/14, 65, , 
2019/2/15, 25, , 
2019/2/16, 29, , 
2019/2/17, 18, , 1
2019/2/18, 24, , 2
2019/2/19, 56, , 1
2019/2/20, 59, , 3
2019/2/21, 74, , 4
2019/2/22, 90, , 1
2019/2/23, 72, , 
2019/2/24, 31, , 
2019/2/25, 17, , 
2019/2/26, 20, , 1
2019/2/27, 23, , 3
2019/2/28, 51, , 1
2019/3/1, 58, , 1
2019/3/2, 41, , 4
2019/3/3, 22, , 5
2019/3/4, 32, , 1
2019/3/5, 30, , 3
2019/3/6, 38, , 2
2019/3/7, 43, , 1
2019/3/8, 82, , 1
2019/3/9, 85, , 
2019/3/10, 44, , 
2019/3/11, 46, , 1
2019/3/12, 58, , 
2019/3/13, 71, , 1
2019/3/14, 42, , 1
2019/3/15, 14, , 
2019/3/16, 15, , 1
2019/3/17, 29, , 1
2019/3/18, 42, , 2
2019/3/19, 40, 34, 1
2019/3/20, 52, 41, 1
2019/3/21, 33, 37, 1
2019/3/22, 17, 41, 2
2019/3/23, 32, 38, 
2019/3/24, 32, 36, 1
2019/3/25, 14, 36, 1
2019/3/26, 30, 39, 
2019/3/27, 44, 32, 2
2019/3/28, 34, 33, 
2019/3/29, 22, 37, 4
2019/3/30, 15, 36, 
2019/3/31, 13, 28, 
2018/10/1, 15, 17, 1
2018/10/2, 12, 27, 1
2018/10/3, 18, 25, 5
2018/10/4, 12, 21, 
2018/10/5, 11, 13, 3
2018/10/6, 17, 14, 
2018/10/7, 11, 21, 
2018/10/8, 19, 24, 1
2018/10/9, 28, 18, 1
2018/10/10, 7, 21, 1
2018/10/11, 10, 26, 
2018/10/12, 18, 25, 2
2018/10/13, 27, 17, 1
2018/10/14, 19, 17, 
2018/10/15, 18, 25, 2
2018/10/16, 19, 20, 4
2018/10/17, 11, , 2
2018/10/18, 24, , 2
2018/10/19, 20, , 2
2018/10/20, 12, , 2
2018/10/21, 17, , 6
2018/10/22, 24, , 1
2018/10/23, 19, , 1
2018/10/24, 18, , 2
2018/10/25, 48, , 1
2018/10/26, 60, , 1
2018/10/27, 61, , 1
2018/10/28, 29, , 1
2018/10/29, 31, , 3
2018/10/30, 45, , 3
2018/10/31, 32, , 1
2018/11/1, 27, , 5
2018/11/2, 19, , 3
2018/11/3, 25, , 
2018/11/4, 27, , 3
2018/11/5, 24, , 5
2018/11/6, 19, , 
2018/11/7, 19, , 1
2018/11/8, 24, , 
2018/11/9, 40, , 2
2018/11/10, 21, , 1
2018/11/11, 33, , 
2018/11/12, 39, , 
2018/11/13, 21, , 1
2018/11/14, 43, , 
2018/11/15, 56, , 
2018/11/16, 46, , 1
2018/11/17, 26, , 1
2018/11/18, 33, , 2
2018/11/19, 37, , 1
2018/11/20, 20, , 
2018/11/23, 59, , 
2018/11/24, 17, , 1
2018/11/25, 9, , 1
2018/11/26, 13, , 
2018/11/27, 16, , 1
2018/11/28, 24, , 
2018/11/29, 58, , 1
2018/11/30, 71, , 
2018/12/1, 59, , 
2018/12/2, 8, , 1
2018/12/3, 11, , 2
2018/12/4, 16, , 1
2018/12/5, 24, , 
2018/12/6, 23, , 
2018/12/7, 33, , 1
2018/12/8, 61, , 
2018/12/9, 58, , 2
2018/12/10, 64, , 1
2018/12/11, 64, , 
2018/12/12, 76, , 
2018/12/13, 75, , 2
2018/12/14, 59, , 2
2018/12/15, 59, , 2
2018/12/16, 48, , 1
2018/12/17, 23, , 1
2018/12/18, 44, , 1
2018/12/19, 57, , 2
2018/12/20, 65, , 1
2018/12/21, 17, , 1
2018/12/22, 22, , 1
2018/12/23, 33, , 
2018/12/24, 32, , 2
2018/12/25, 52, , 1
2018/12/26, 50, , 
2018/12/27, 44, , 
2018/12/28, 15, , 1
2018/12/29, 17, , 1
2018/12/30, 33, , 
2018/7/1, 20, 40, 2
2018/7/2, 13, 52, 2
2018/7/3, 34, 14, 1
2018/7/4, 48, 31, 2
2018/7/5, 33, 37, 1
2018/7/6, 19, 40, 3
2018/7/7, 27, 47, 2
2018/7/8, 25, 42, 2
2018/7/9, 28, 28, 4
2018/7/10, 20, 34, 1
2018/7/11, 35, 43, 1
2018/7/12, 42, 42, 3
2018/7/13, 17, 37, 1
2018/7/14, 26, 43, 2
2018/7/15, 37, 27, 1
2018/7/16, 19, 18, 4
2018/7/17, 11, 31, 2
2018/7/18, 22, 43, 1
2018/7/19, 24, 44, 1
2018/7/20, 34, 35, 1
2018/7/21, 34, 31, 1
2018/7/22, 54, 22, 3
2018/7/23, 46, 31, 2
2018/7/24, 26, 31, 3
2018/7/25, 18, 20, 1
2018/7/26, 13, 19, 1
2018/7/27, 17, 26, 1
2018/7/28, 28, 30, 2
2018/7/29, 27, 35, 1
2018/7/30, 34, 42, 2
2018/7/31, 37, 32, 2
2018/8/1, 21, 15, 1
2018/8/2, 17, 35, 1
2018/8/3, 21, 42, 1
2018/8/4, 31, 44, 2
2018/8/5, 40, 35, 2
2018/8/6, 26, 20, 1
2018/8/7, 23, 36, 2
2018/8/8, 27, 31, 2
2018/8/9, 50, 37, 2
2018/8/10, 41, 27, 1
2018/8/11, 60, 34, 2
2018/8/12, 68, 37, 2
2018/8/13, 66, 42, 2
2018/8/14, 61, 45, 1
2018/8/15, 63, 35, 1
2018/8/16, 65, 31, 1
2018/8/17, 54, 24, 1
2018/8/18, 54, 35, 3
2018/8/19, 70, 30, 1
2018/8/20, 63, 22, 3
2018/8/21, 49, 24, 2
2018/8/22, 30, 37, 5
2018/8/23, 41, 37, 1
2018/8/24, 43, 27, 1
2018/8/25, 33, 33, 1
2018/8/26, 48, 34, 1
2018/8/27, 47, 34, 2
2018/8/28, 17, 18, 1
2018/8/29, 9, 24, 
2018/8/30, 13, 48, 1
2018/8/31, 23, 33, 1
2018/9/1, 23, 28, 1
2018/9/2, 20, 20, 
2018/9/3, 11, 25, 1
2018/9/4, 71, 24, 2
2018/9/5, 11, 29, 
2018/9/6, 12, 25, 1
2018/9/7, 9, 23, 
2018/9/8, 12, 25, 
2018/9/9, 11, 33, 3
2018/9/10, 21, 39, 2
2018/9/11, 21, 43, 2
2018/9/12, 32, 42, 2
2018/9/13, 20, 41, 6
2018/9/14, 32, 55, 2
2018/9/15, 34, 37, 1
2018/9/16, 29, 35, 2
2018/9/17, 20, 11, 
2018/9/18, 20, 13, 
2018/9/19, 11, 31, 
2018/9/20, 26, 29, 2
2018/9/21, 9, 28, 1
2018/9/22, 16, 38, 2
2018/9/23, 19, 34, 1
2018/9/24, 25, 22, 1
2018/9/25, 25, 23, 
2018/9/26, 16, 29, 1
2018/9/27, 15, 19, 
2018/9/28, 10, 22, 
2018/9/29, 17, 20, 
2018/9/30, 24, 21, 
2018/4/1, 18, 38, 
2018/4/2, 29, 40, 
2018/4/3, 21, 37, 
2018/4/4, 16, 44, 
2018/4/5, 74, 42, 
2018/4/6, 23, 39, 
2018/4/7, 17, 42, 
2018/4/8, 22, 45, 
2018/4/9, 24, 39, 
2018/4/10, 26, 43, 
2018/4/11, 40, 35, 
2018/4/12, 35, 40, 
2018/4/13, 26, 39, 
2018/4/14, 13, 36, 
2018/4/15, 14, 35, 
2018/4/16, 12, 38, 
2018/4/17, 12, 41, 
2018/4/18, 12, 45, 
2018/4/19, 16, 46, 
2018/4/20, 35, 50, 
2018/4/21, 47, 53, 
2018/4/22, 52, 56, 
2018/4/23, 42, 58, 
2018/4/24, 35, 33, 
2018/4/25, 13, 45, 
2018/4/26, 22, 31, 
2018/4/27, 15, 39, 
2018/4/28, 16, 45, 
2018/4/29, 24, 47, 
2018/4/30, 32, 46, 
2018/5/1, 37, 39, 
2018/5/2, 18, 33, 
2018/5/3, 29, 44, 
2018/5/7, 27, 54, 
2018/5/8, 40, 39, 
2018/5/9, 41, 34, 
2018/5/10, 22, 30, 
2018/5/11, 12, 35, 
2018/5/12, 16, 44, 
2018/5/13, 20, 40, 
2018/5/14, 25, 35, 1
2018/5/15, 21, 49, 1
2018/5/16, 34, 35, 1
2018/5/17, 18, 39, 1
2018/5/18, 16, 38, 1
2018/5/19, 28, 37, 1
2018/5/20, 9, 30, 1
2018/5/21, 23, 39, 1
2018/5/22, 28, 44, 1
2018/5/23, 18, 62, 1
2018/5/24, 38, 47, 2
2018/5/25, 37, 55, 1
2018/5/26, 25, 58, 2
2018/5/27, 43, 51, 1
2018/5/28, 29, 56, 
2018/5/29, 36, 40, 1
2018/5/30, 50, 42, 1
2018/5/31, 23, 30, 2
2018/6/1, 15, 20, 
2018/6/2, 15, 20, 
2018/6/3, 15, 44, 
2018/6/4, 9, 37, 
2018/6/5, 824, 32, 1
2018/6/6, 126, 36, 
2018/6/7, 21, 29, 
2018/6/8, 17, 44, 
2018/6/9, 31, 35, 
2018/6/10, 32, 41, 
2018/6/11, 19, 42, 1
2018/6/12, 31, 36, 1
2018/6/13, 19, 49, 1
2018/6/14, 17, 49, 1
2018/6/15, 26, 45, 1
2018/6/16, 42, 37, 2
2018/6/17, 39, 26, 1
2018/6/18, 11, 21, 1
2018/6/19, 30, 27, 1
2018/6/20, 27, 27, 1
2018/6/21, 23, 34, 1
2018/6/22, 17, 37, 1
2018/6/23, 23, 36, 1
2018/6/24, 30, 28, 1
2018/6/25, 28, 34, 1
2018/6/26, 36, 41, 2
2018/6/27, 35, 49, 2
2018/6/28, 33, 44, 1
2018/6/29, 39, 33, 1
2018/6/30, 34, 34, 2
2018/1/1, 31, , 
2018/1/2, 38, , 
2018/1/3, 30, , 
2018/1/4, 23, , 
2018/1/5, 18, , 
2018/1/6, 24, , 
2018/1/7, 45, , 
2018/1/8, 46, , 
2018/1/9, 50, , 
2018/1/10, 82, , 
2018/1/11, 23, , 
2018/1/12, 15, , 
2018/1/13, 25, , 
2018/1/14, 40, , 
2018/1/15, 41, , 
2018/1/16, 24, , 
2018/1/17, 47, , 
2018/1/18, 44, , 
2018/1/19, 51, , 
2018/1/20, 59, , 
2018/1/21, 80, , 
2018/1/22, 33, , 
2018/1/23, 11, , 
2018/1/24, 17, , 
2018/1/25, 58, , 
2018/1/26, 46, , 
2018/1/27, 38, , 
2018/1/28, 28, , 
2018/1/29, 15, , 
2018/1/30, 25, , 
2018/1/31, 29, , 
2018/2/1, 19, , 
2018/2/2, 14, , 
2018/2/3, 25, , 
2018/2/4, 16, , 
2018/2/5, 22, , 
2018/2/6, 36, , 
2018/2/7, 45, , 
2018/2/8, 57, , 
2018/2/9, 39, , 
2018/2/10, 44, , 
2018/2/11, 44, , 
2018/2/12, 37, , 
2018/2/13, 52, , 
2018/2/14, 80, , 
2018/2/15, 49, , 
2018/2/16, 19, , 
2018/2/17, 21, , 
2018/2/18, 35, , 
2018/2/19, 36, , 
2018/2/20, 19, , 
2018/2/21, 19, 26, 
2018/2/22, 26, 26, 
2018/2/23, 31, 33, 
2018/2/24, 27, 38, 
2018/2/25, 27, 35, 
2018/2/26, 26, 33, 
2018/2/27, 33, 36, 
2018/2/28, 34, 33, 
2018/3/1, 21, 39, 
2018/3/2, 30, 35, 
2018/3/3, 31, 35, 
2018/3/4, 19, 34, 
2018/3/5, 11, 33, 
2018/3/6, 17, 33, 
2018/3/7, 11, 33, 
2018/3/8, 10, 38, 
2018/3/9, 21, 39, 
2018/3/10, 27, 42, 
2018/3/11, 32, 38, 
2018/3/12, 32, 36, 
2018/3/13, 13, 42, 
2018/3/14, 25, 38, 
2018/3/15, 23, 34, 
2018/3/16, 16, 39, 
2018/3/17, 32, 42, 
2018/3/18, 27, 35, 
2018/3/19, 13, 34, 
2018/3/20, 13, 35, 
2018/3/21, 12, 39, 
2018/3/22, 18, 38, 
2018/3/23, 19, 35, 
2018/3/24, 13, 37, 
2018/3/25, 12, 37, 
2018/3/26, 32, 32, 
2018/3/27, 31, 36, 
2018/3/28, 51, 33, 
2018/3/29, 29, 38, 
2018/3/30, 22, 37, 
2018/3/31, 18, 37, 
2017/10/1, 13, 44, 
2017/10/2, 27, 35, 
2017/10/3, 27, 19, 
2017/10/4, 12, 15, 
2017/10/5, 15, 24, 
2017/10/6, 12, 26, 
2017/10/7, 38, 33, 
2017/10/8, 13, 26, 
2017/10/9, 21, 23, 
2017/10/10, 15, 23, 
2017/10/11, 14, 27, 
2017/10/12, 15, 16, 
2017/10/13, 28, 18, 
2017/10/14, 19, 25, 
2017/10/15, 11, 8, 
2017/10/16, 28, , 
2017/10/17, 18, , 
2017/10/18, 23, , 
2017/10/19, 23, , 
2017/10/20, 47, , 
2017/10/21, 46, , 
2017/10/22, 27, , 
2017/10/23, 28, , 
2017/10/24, 12, , 
2017/10/25, 24, , 
2017/10/26, 24, , 
2017/10/27, 13, , 
2017/10/28, 12, , 
2017/10/29, 17, , 
2017/10/30, 24, , 
2017/10/31, 18, , 
2017/11/1, 27, , 
2017/11/3, 11, , 
2017/11/5, 9, , 
2017/11/6, 18, , 
2017/11/7, 29, , 
2017/11/8, 44, , 
2017/11/9, 27, , 
2017/11/10, 13, , 
2017/11/11, 31, , 
2017/11/12, 67, , 
2017/11/13, 59, , 
2017/11/14, 63, , 
2017/11/15, 38, , 
2017/11/16, 8, , 
2017/11/17, 29, , 
2017/11/18, 24, , 
2017/11/19, 25, , 
2017/11/20, 23, , 
2017/11/21, 20, , 
2017/11/22, 11, , 
2017/11/23, 36, , 
2017/11/24, 23, , 
2017/11/25, 17, , 
2017/11/26, 16, , 
2017/11/27, 40, , 
2017/11/28, 23, , 
2017/11/29, 13, , 
2017/11/30, 19, , 
2017/12/1, 29, , 
2017/12/2, 40, , 
2017/12/3, 54, , 
2017/12/4, 42, , 
2017/12/5, 19, , 
2017/12/6, 17, , 
2017/12/7, 13, , 
2017/12/8, 29, , 
2017/12/9, 27, , 
2017/12/10, 25, , 
2017/12/11, 36, , 
2017/12/12, 16, , 
2017/12/13, 22, , 
2017/12/14, 25, , 
2017/12/15, 19, , 
2017/12/16, 17, , 
2017/12/17, 44, , 
2017/12/18, 66, , 
2017/12/19, 19, , 
2017/12/20, 18, , 
2017/12/21, 18, , 
2017/12/22, 25, , 
2017/12/23, 39, , 
2017/12/24, 36, , 
2017/12/25, 22, , 
2017/12/26, 25, , 
2017/12/27, 41, , 
2017/12/28, 56, , 
2017/12/29, 62, , 
2017/12/30, 32, , 
2017/12/31, 22, , 
2017/7/1, 18, 28, 
2017/7/2, 24, 30, 
2017/7/3, 35, 34, 
2017/7/4, 33, 43, 
2017/7/5, 27, 41, 
2017/7/6, 29, 30, 
2017/7/7, 20, 25, 
2017/7/8, 18, 31, 
2017/7/9, 22, 51, 
2017/7/10, 23, 53, 
2017/7/11, 23, 38, 
2017/7/12, 15, 30, 
2017/7/13, 9, 16, 
2017/7/14, 12, 32, 
2017/7/15, 18, 24, 
2017/7/16, 19, 31, 
2017/7/17, 26, 43, 
2017/7/18, 29, 36, 
2017/7/19, 40, 38, 
2017/7/20, 28, 38, 
2017/7/21, 51, 43, 
2017/7/22, 39, 29, 
2017/7/23, 25, 28, 
2017/7/24, 20, 42, 
2017/7/25, 25, 33, 
2017/7/26, 24, 28, 
2017/7/27, 23, 24, 
2017/7/28, 29, 29, 
2017/7/29, 28, 29, 
2017/7/30, 25, 38, 
2017/7/31, 30, 33, 
2017/8/1, 30, 26, 
2017/8/2, 30, 25, 
2017/8/3, 13, 19, 
2017/8/4, 11, 27, 
2017/8/5, 14, 27, 
2017/8/6, 19, 26, 
2017/8/7, 13, 28, 
2017/8/8, 28, 37, 
2017/8/9, 35, 37, 
2017/8/10, 25, 21, 
2017/8/11, 10, 24, 
2017/8/12, 25, 30, 
2017/8/13, 30, 39, 
2017/8/14, 31, 29, 
2017/8/15, 32, 31, 
2017/8/16, 29, 30, 
2017/8/17, 18, 25, 
2017/8/18, 18, 36, 
2017/8/19, 53, 37, 
2017/8/20, 45, 36, 
2017/8/21, 33, 27, 
2017/8/22, 20, 22, 
2017/8/23, 22, 24, 
2017/8/24, 15, 28, 
2017/8/25, 15, 31, 
2017/8/26, 27, 33, 
2017/8/27, 38, 37, 
2017/8/28, 37, 34, 
2017/8/29, 40, 29, 
2017/8/30, 32, 20, 
2017/8/31, 24, 24, 
2017/9/1, 15, 26, 
2017/9/2, 20, 33, 
2017/9/3, 47, 32, 
2017/9/4, 63, 17, 
2017/9/5, 25, , 
2017/9/9, 21, 36, 
2017/9/10, 25, 37, 
2017/9/11, 29, 42, 
2017/9/12, 44, 53, 
2017/9/13, 46, 46, 
2017/9/14, 42, 54, 
2017/9/15, 38, 42, 
2017/9/16, 53, 29, 
2017/9/17, 28, 25, 
2017/9/18, 8, 34, 
2017/9/19, 28, 42, 
2017/9/20, 36, 34, 
2017/9/21, 30, 40, 
2017/9/22, 45, 46, 
2017/9/23, 44, 55, 
2017/9/24, 50, 61, 
2017/9/25, 40, 35, 
2017/9/26, 26, 19, 
2017/9/27, 10, 27, 
2017/9/28, 14, 20, 
2017/9/29, 16, 31, 
2017/9/30, 17, 37, 
2017/4/1, 16, 36, 
2017/4/2, 40, 33, 
2017/4/3, 24, 32, 
2017/4/4, 14, 31, 
2017/4/5, 12, 37, 
2017/4/6, 10, 36, 
2017/4/10, 18, 25, 
2017/4/11, 16, 32, 
2017/4/12, 25, 38, 
2017/4/13, 25, 41, 
2017/4/14, 44, 38, 
2017/4/15, 47, 39, 
2017/4/16, 19, 29, 
2017/4/17, 20, 40, 
2017/4/18, 22, 30, 
2017/4/19, 17, 24, 
2017/4/20, 19, 35, 
2017/4/21, 17, 38, 
2017/4/22, 34, 31, 
2017/4/23, 26, 50, 
2017/4/24, 26, 49, 
2017/4/25, 39, 35, 
2017/4/26, 41, 20, 
2017/4/27, 10, 36, 
2017/4/28, 23, 37, 
2017/4/29, 16, 33, 
2017/4/30, 16, 29, 
2017/5/1, 13, 34, 
2017/5/2, 9, 40, 
2017/5/3, 22, 44, 
2017/5/4, 25, 33, 
2017/5/5, 17, 36, 
2017/5/6, 23, 42, 
2017/5/7, 21, 42, 
2017/5/8, 20, 35, 
2017/5/9, 23, 42, 
2017/5/10, 45, 43, 
2017/5/11, 50, 37, 
2017/5/12, 27, 39, 
2017/5/13, 39, 27, 
2017/5/14, 28, 39, 
2017/5/15, 24, 52, 
2017/5/16, 40, 46, 
2017/5/17, 44, 38, 
2017/5/18, 11, 30, 
