date, pm25, pm10, o3, no2, so2
2019/7/1, 56, 34, 41, 10, 
2019/7/2, 40, 37, 39, 7, 
2019/7/3, 45, , 38, 9, 
2019/7/4, 50, , 41, 7, 
2019/7/5, 47, , 42, 5, 
2019/7/6, 68, , 44, 8, 
2019/7/7, 77, , 44, 8, 
2019/7/8, 71, , 38, 8, 
2019/7/9, 69, , 40, 8, 
2019/7/10, 67, , 9, 12, 
2019/7/11, 77, , , , 
2019/7/16, 37, , 71, 10, 1
2019/7/17, 79, , 35, , 
2019/7/18, 59, , 45, , 
2019/7/19, 61, , 41, , 
2019/7/20, 52, , 41, 1, 
2019/7/21, 57, , 43, , 
2019/7/22, 65, , , , 
2019/4/1, 51, , 42, 12, 
2019/4/2, 59, , 41, 10, 1
2019/4/3, 69, , 36, 15, 2
2019/4/4, 82, , , , 
2019/4/7, 91, , 54, 14, 1
2019/4/8, 116, , 47, 7, 
2019/4/9, 99, , 41, 11, 
2019/4/10, 37, , 39, 9, 
2019/4/11, 46, , 44, 8, 1
2019/4/12, 61, , 45, 10, 1
2019/4/13, 72, , 43, 9, 
2019/4/14, 109, , 31, 11, 1
2019/4/15, 65, , 36, 11, 
2019/4/16, 57, , 47, 10, 
2019/4/17, 45, , 20, 9, 
2019/4/18, 53, , , 5, 
2019/4/19, 55, , , 3, 
2019/4/20, 50, 39, 39, 4, 1
2019/4/21, 48, 28, 40, 5, 
2019/4/22, 36, 34, 40, 9, 
2019/4/23, 49, 37, 48, 11, 2
2019/4/24, 62, 36, 54, 14, 3
2019/4/25, 64, 39, 52, 7, 1
2019/4/26, 63, 53, 50, 22, 2
2019/4/27, 86, , 53, 15, 1
2019/4/28, 112, , 54, 15, 2
2019/4/29, 101, , 43, 13, 1
2019/4/30, 98, , 41, 17, 2
2019/5/1, 98, , 44, 18, 1
2019/5/2, 104, , 38, 6, 1
2019/5/3, 57, 24, 41, 4, 
2019/5/4, 43, 50, 46, 16, 1
2019/5/5, 76, 82, 54, 20, 1
2019/5/6, 90, 79, 42, 7, 
2019/5/7, 78, 35, 38, 7, 
2019/5/8, 46, 24, 41, 6, 
2019/5/9, 43, 29, 40, 7, 
2019/5/10, 38, , 49, 7, 1
2019/5/11, 59, , 38, 11, 2
2019/5/12, 81, , 35, 14, 3
2019/5/13, 72, , 61, 16, 3
2019/5/14, 63, , 48, 12, 1
2019/5/15, 59, , 61, 14, 1
2019/5/16, 81, , 54, 18, 1
2019/5/17, 79, , 37, , 1
2019/5/19, 39, , 34, 7, 1
2019/5/20, 60, , 33, 8, 
2019/5/21, 69, , 34, 16, 5
2019/5/22, 88, , 67, 21, 3
2019/5/23, 105, , 71, 18, 3
2019/5/24, 107, , 38, 4, 
2019/5/25, 55, , 40, 7, 
2019/5/26, 47, , 35, 8, 1
2019/5/27, 52, , 38, 7, 1
2019/5/28, 62, , 40, 9, 
2019/5/29, 68, , 45, 10, 1
2019/5/30, 78, , 41, 7, 
2019/5/31, 65, , 41, 4, 
2019/6/1, 57, , 38, 8, 
2019/6/2, 55, , 31, 7, 
2019/6/3, 59, , 31, 7, 1
2019/6/4, 64, , 29, 9, 2
2019/6/5, 79, , 27, 8, 2
2019/6/6, 67, , 31, 7, 
2019/6/7, 52, , 35, 5, 
2019/6/8, 52, 30, 36, 5, 
2019/6/9, 61, 48, 51, 11, 
2019/6/10, 70, 60, 73, 14, 1
2019/6/11, 90, 43, 38, 9, 
2019/6/12, 75, 34, 35, 8, 
2019/6/13, 59, 32, 35, 6, 
2019/6/14, 64, 37, 33, 5, 
2019/6/15, 71, 46, 37, 9, 
2019/6/16, 82, 44, 43, 9, 
2019/6/17, 71, 43, 37, 8, 
2019/6/18, 71, 45, 37, 9, 
2019/6/19, 67, 40, 40, 10, 
2019/6/20, 66, 24, 42, 7, 
2019/6/21, 66, , 44, 4, 
2019/6/22, 65, , 37, 7, 1
2019/6/23, 68, , 35, 7, 
2019/6/24, 73, , 35, 7, 
2019/6/25, 61, , 37, 8, 
2019/6/26, 59, 45, 33, 9, 
2019/6/27, 58, 45, 38, 6, 
2019/6/28, 72, 40, 44, 4, 
2019/6/29, 67, 42, 44, 7, 
2019/6/30, 73, 42, 38, 7, 
2019/1/1, 71, , 28, 10, 1
2019/1/2, 61, , 30, 8, 
2019/1/3, 114, , 31, , 
2019/1/6, 58, , 33, 6, 
2019/1/7, 72, , 32, 5, 
2019/1/8, 49, , 30, 6, 
2019/1/9, 48, , 29, 7, 
2019/1/10, 57, , 26, 4, 1
2019/1/11, 68, , 27, 9, 1
2019/1/12, 98, , 34, 9, 
2019/1/13, 132, , 31, 7, 
2019/1/14, 135, , 30, 14, 1
2019/1/15, 73, , 35, 5, 
2019/1/16, 72, , 33, 4, 
2019/1/17, 53, , 31, 7, 
2019/1/18, 61, , 32, 6, 1
2019/1/19, 69, , 21, 10, 2
2019/1/20, 70, , 4, 17, 2
2019/1/21, 110, , , 17, 
2019/1/22, 104, , 27, 12, 2
2019/1/23, 106, , 35, 11, 3
2019/1/24, 79, , 34, 8, 1
2019/1/25, 94, , 31, 10, 2
2019/1/26, 87, , 35, 12, 1
2019/1/27, 128, , 36, 7, 
2019/1/28, 72, , 37, 13, 
2019/1/29, 53, , 39, 13, 1
2019/1/30, 58, , 33, 14, 
2019/1/31, 75, , 38, 15, 
2019/2/1, 80, , 33, 7, 
2019/2/2, 70, , 28, 12, 3
2019/2/3, 63, , 35, 4, 2
2019/2/4, 46, , 34, 4, 1
2019/2/5, 71, , 29, 7, 
2019/2/6, 81, , 32, 12, 
2019/2/7, 78, , 41, 9, 
2019/2/8, 79, , 37, 4, 
2019/2/9, 39, , 32, 10, 
2019/2/10, 35, , 31, 13, 
2019/2/11, 53, , 34, 11, 1
2019/2/12, 60, , 38, 9, 1
2019/2/13, 57, , 39, 11, 
2019/2/14, 77, , 36, 4, 
2019/2/15, 121, , 36, 3, 
2019/2/16, 36, , 36, 15, 
