date, pm10, o3, no2, so2
2020/1/1, 29, 10, 20, 
2020/1/2, 26, 17, 11, 
2020/1/3, 12, 27, 8, 1
2020/1/4, 10, 25, 12, 
2020/1/5, 13, 19, 16, 
2020/1/6, 15, 11, 14, 
2020/1/7, 16, 15, 16, 
2020/1/8, 10, 12, 15, 
2020/1/9, 10, 23, 13, 
2020/1/10, 9, 26, 11, 
2020/1/11, 11, 20, 8, 
2020/1/12, 12, 18, 14, 
2020/1/13, 17, 19, 15, 
2020/1/14, 22, 20, 17, 
2020/1/15, 22, , , 
2019/10/1, 8, 22, 14, 1
2019/10/2, 8, 18, 7, 
2019/10/3, 7, 20, 13, 
2019/10/4, 8, 16, 11, 
2019/10/5, 8, 19, 9, 
2019/10/6, 12, 19, 17, 1
2019/10/7, 16, 13, 15, 
2019/10/8, 11, 22, 10, 
2019/10/9, 8, 23, 11, 
2019/10/10, 7, 19, 14, 
2019/10/11, 11, 29, 13, 
2019/10/12, 12, 25, 12, 
2019/10/13, 14, 26, 17, 
2019/10/14, 21, 15, 17, 1
2019/10/15, 28, 23, 10, 
2019/10/16, 9, 20, 15, 
2019/10/17, 11, 21, 16, 
2019/10/18, 11, 19, 13, 
2019/10/19, 9, 22, 10, 
2019/10/20, 11, 5, 17, 1
2019/10/21, 26, 13, 19, 1
2019/10/22, 23, 7, 13, 
2019/10/23, 26, 6, 13, 
2019/10/24, 24, 20, 15, 
2019/10/25, 18, 21, 16, 
2019/10/26, 16, 22, 11, 
2019/10/27, 11, 18, 15, 
2019/10/28, 15, 20, 20, 
2019/10/29, 17, 7, 17, 
2019/10/30, 23, 10, 15, 
2019/10/31, 25, 15, 18, 
2019/11/1, 25, 16, 13, 
2019/11/2, 7, 16, 11, 
2019/11/3, 8, 18, 14, 
2019/11/4, 8, 17, 17, 
2019/11/5, 8, 15, 15, 
2019/11/6, 12, 15, 13, 
2019/11/7, 12, 9, 16, 
2019/11/8, 17, 19, 14, 
2019/11/9, 14, 12, 16, 
2019/11/10, 22, 13, 14, 
2019/11/11, 18, 15, 12, 
2019/11/12, 16, 16, 17, 
2019/11/13, 19, 14, 14, 
2019/11/14, 19, 12, 13, 
2019/11/15, 25, 12, 17, 
2019/11/16, 20, 5, 11, 
2019/11/17, 19, 8, 15, 
2019/11/18, 18, 14, 16, 1
2019/11/19, 12, 16, 10, 
2019/11/20, 9, 4, 12, 
2019/11/21, 32, 4, 17, 
2019/11/22, 26, 2, 14, 
2019/11/23, 20, , , 
2019/11/24, 21, 1, 13, 
2019/11/25, 22, 5, 14, 
2019/11/26, 18, 7, 16, 
2019/11/27, 13, 23, 13, 
2019/11/28, 8, 25, 13, 
2019/11/29, 9, 21, 19, 
2019/11/30, 15, 14, 18, 
2019/12/1, 26, 18, 16, 1
2019/12/2, 18, 15, 18, 1
2019/12/3, 18, 13, 20, 1
2019/12/4, 28, 7, 19, 1
2019/12/5, 32, 11, 17, 1
2019/12/6, 27, 21, 12, 1
2019/12/7, 9, 24, 7, 1
2019/12/8, 5, 26, 13, 
2019/12/9, 7, 24, 16, 
2019/12/10, 17, 20, 16, 
2019/12/11, 17, 13, 16, 
2019/12/12, 13, 10, 17, 1
2019/12/13, 18, 28, 14, 
2019/12/14, 10, 28, , 
2019/12/15, 7, 19, 21, 
2019/12/16, 10, 11, 19, 1
2019/12/17, 19, 12, 22, 1
2019/12/18, 20, 3, 20, 
2019/12/19, 23, 6, 22, 
2019/12/20, 20, 18, 17, 
2019/12/21, 11, 12, 13, 
2019/12/22, 13, 20, 13, 1
2019/12/23, 7, 22, 9, 1
2019/12/24, 7, 24, 8, 1
2019/12/25, 5, 19, 10, 
2019/12/26, 7, 17, 17, 
2019/12/27, 13, 18, 11, 
2019/12/28, 7, , , 
2019/7/1, 24, 33, 10, 
2019/7/2, 15, 34, 12, 
2019/7/3, 14, 36, 13, 
2019/7/4, 16, 40, 17, 
2019/7/5, 20, 43, 13, 
2019/7/6, 17, 31, 5, 
2019/7/7, 9, 29, 12, 
2019/7/8, 10, 27, 13, 
2019/7/9, 11, 32, 13, 
2019/7/10, 14, 38, 19, 1
2019/7/11, 21, 35, 14, 
2019/7/12, 14, 31, 10, 
2019/7/13, 13, 26, 8, 
2019/7/14, 12, 24, 13, 
2019/7/15, 13, 22, 10, 
2019/7/16, 10, 29, 13, 
2019/7/17, 14, 42, 19, 
2019/7/18, 20, 33, 20, 1
2019/7/19, 17, 36, 15, 
2019/7/20, 15, 33, 8, 
2019/7/21, 11, 37, 19, 
2019/7/22, 16, 39, 20, 
2019/7/23, 20, 48, 18, 
2019/7/24, 18, 51, 19, 1
2019/7/25, 21, 38, 12, 
2019/7/26, 18, 43, 9, 
2019/7/27, 16, 46, 8, 
2019/7/28, 14, 39, 14, 
2019/7/29, 22, 44, 17, 
2019/7/30, 22, 33, 19, 
2019/7/31, 16, 37, 19, 
2019/8/1, 15, 39, 20, 
2019/8/2, 19, 33, 14, 
2019/8/3, 12, 37, 10, 
2019/8/4, 12, 20, 16, 
2019/8/5, 15, , , 
2019/8/8, 11, , , 
2019/8/9, 13, 26, 14, 
2019/8/10, 11, 38, 11, 
2019/8/11, 12, 33, 14, 
2019/8/12, 12, 35, 13, 
2019/8/13, 9, 38, 19, 
2019/8/14, 15, 27, 16, 
2019/8/15, 13, 36, 16, 
2019/8/16, 11, 31, 13, 
2019/8/17, 12, 25, 7, 
2019/8/18, 7, 34, 18, 
2019/8/19, 10, 31, 22, 1
2019/8/20, 17, 42, 17, 
2019/8/21, 15, 47, 21, 
2019/8/22, 20, 52, 18, 
2019/8/23, 18, 46, 13, 
2019/8/24, 20, 45, 10, 
2019/8/25, 20, 51, 12, 
2019/8/26, 17, 49, 17, 
2019/8/27, 23, 48, 22, 
2019/8/28, 22, 48, 23, 1
2019/8/29, 24, 57, 23, 1
2019/8/30, 22, 60, 15, 
2019/8/31, 18, 42, 10, 
2019/9/1, 17, 32, 14, 
2019/9/2, 12, 38, 18, 
2019/9/3, 18, 46, 20, 
2019/9/4, 20, 29, 11, 
2019/9/5, 11, 33, 15, 1
2019/9/6, 15, 30, 17, 1
2019/9/7, 16, 36, 10, 
2019/9/8, 12, 22, 13, 
2019/9/9, 10, 34, 19, 1
2019/9/10, 17, 41, 20, 1
2019/9/11, 19, 28, 15, 
2019/9/12, 12, 19, 15, 
2019/9/13, 11, 31, 15, 
2019/9/14, 15, 35, 11, 1
2019/9/15, 17, 22, 15, 
2019/9/16, 12, 26, 10, 
2019/9/17, 12, 25, 11, 
2019/9/18, 13, 24, 15, 
2019/9/19, 13, 26, 19, 
2019/9/20, 20, 27, 15, 1
2019/9/21, 20, 33, 12, 1
2019/9/22, 17, 27, 19, 1
2019/9/23, 21, 28, 15, 
2019/9/24, 12, 19, 14, 
2019/9/25, 10, 21, 15, 
2019/9/26, 11, 17, 17, 
2019/9/27, 8, 22, 10, 
