date, pm25, o3, no2, co
2020/1/1, 34, , , 
2020/1/2, 32, , , 
2020/1/3, 37, , , 
2019/10/1, 43, , , 
2019/10/2, 18, , , 
2019/10/3, 12, , , 
2019/10/4, 14, , , 
2019/10/5, 15, , , 
2019/10/6, 29, , , 
2019/10/7, 19, , , 
2019/10/8, 28, , , 
2019/10/9, 23, , , 
2019/10/10, 25, , , 
2019/10/11, 24, , , 
2019/10/12, 16, , , 
2019/10/13, 19, , , 
2019/10/14, 24, , , 
2019/10/15, 22, , , 
2019/10/16, 21, , , 
2019/10/17, 19, , , 
2019/10/18, 26, , , 
2019/10/19, 37, , , 
2019/10/20, 42, , , 
2019/10/21, 38, , , 
2019/10/22, 21, , , 
2019/10/23, 25, , , 
2019/10/24, 26, , , 
2019/10/25, 24, , , 
2019/10/26, 26, , , 
2019/10/27, 17, , , 
2019/10/28, 32, , , 
2019/10/29, 37, , , 
2019/10/30, 27, , , 
2019/10/31, 30, , , 
2019/11/1, 25, , , 
2019/11/2, 22, , , 
2019/11/3, 26, , , 
2019/11/4, 24, , , 
2019/11/5, 32, , , 
2019/11/6, 24, , , 
2019/11/7, 18, , , 
2019/11/8, 22, , , 
2019/11/9, 19, , , 
2019/11/10, 38, , , 
2019/11/11, 16, , , 
2019/11/12, 23, , , 
2019/11/13, 25, , , 
2019/11/14, 30, , , 
2019/11/15, 40, , , 
2019/11/16, 18, , , 
2019/11/17, 24, , , 
2019/11/18, 33, , , 
2019/11/19, 38, , , 
2019/11/20, 51, , , 
2019/11/21, 32, , , 
2019/11/22, 24, , , 
2019/11/23, 24, , , 
2019/11/24, 44, , , 
2019/11/25, 47, , , 
2019/11/26, 49, , , 
2019/11/27, 31, , , 
2019/11/28, 31, , , 
2019/11/29, 20, , , 
2019/11/30, 26, , , 
2019/12/1, 22, , , 
2019/12/2, 30, , , 
2019/12/3, 27, , , 
2019/12/4, 37, , , 
2019/12/5, 29, , , 
2019/12/6, 34, , , 
2019/12/7, 33, , , 
2019/12/8, 33, , , 
2019/12/9, 30, , , 
2019/12/10, 36, , , 
2019/12/11, 35, , , 
2019/12/12, 41, , , 
2019/12/13, 32, , , 
2019/12/14, 25, , , 
2019/12/15, 36, , , 
2019/12/16, 36, , , 
2019/12/17, 35, , , 
2019/12/18, 33, , , 
2019/12/19, 40, , , 
2019/12/20, 48, , , 
2019/12/21, 48, , , 
2019/12/22, 50, , , 
2019/12/23, 51, , , 
2019/12/24, 34, , , 
2019/12/25, 52, , , 
2019/12/26, 54, , , 
2019/12/27, 48, , , 
2019/12/28, 41, , , 
2019/7/1, 24, 500, , 
2019/7/2, 40, 500, 8, 
2019/7/3, 43, 500, 4, 
2019/7/4, 52, 500, , 
2019/7/5, 48, 500, , 
2019/7/6, 43, 457, , 
2019/7/7, 19, 500, 2, 
2019/7/8, 19, 500, 3, 
2019/7/9, 35, 500, , 
2019/7/10, 59, , , 
2019/7/11, 45, , , 
2019/7/12, 21, , , 
2019/7/13, 38, , , 
2019/7/14, 21, , , 
2019/7/15, 18, , , 
2019/7/16, 34, , , 
2019/7/17, 23, , , 
2019/7/18, 31, , , 
2019/7/19, 30, , , 
2019/7/20, 22, , , 
2019/7/21, 19, , , 
2019/7/22, 20, , , 
2019/7/23, 19, , , 
2019/7/24, 25, , , 
2019/7/25, 36, , 11, 3
2019/7/26, 43, , 5, 3
2019/7/27, 54, , 3, 2
2019/7/28, 58, , 7, 3
2019/7/29, 55, , 9, 2
2019/7/30, 26, , 6, 2
2019/7/31, 17, , 7, 2
2019/8/1, 16, , , 
2019/8/2, 24, , , 
2019/8/3, 34, , , 
2019/8/4, 26, , , 
2019/8/5, 36, , , 
2019/8/6, 30, , , 
2019/8/7, 21, , , 
2019/8/8, 17, , , 
2019/8/9, 13, , , 
2019/8/10, 16, , , 
2019/8/11, 23, , , 
2019/8/12, 28, , , 
2019/8/13, 36, , , 
2019/8/14, 15, , , 
2019/8/15, 14, , , 
2019/8/16, 24, , , 
2019/8/17, 36, , , 
2019/8/18, 27, , , 
2019/8/19, 21, , , 
2019/8/20, 32, , , 
2019/8/21, 34, , , 
2019/8/22, 15, , , 
2019/8/23, 12, , , 
2019/8/24, 13, , , 
2019/8/25, 21, , , 
2019/8/26, 18, , , 
2019/8/27, 19, , , 
2019/8/28, 21, , , 
2019/8/29, 19, , , 
2019/8/30, 23, , , 
2019/8/31, 26, , , 
2019/9/1, 29, , , 
2019/9/2, 32, , , 
2019/9/3, 31, , , 
2019/9/4, 21, , , 
2019/9/5, 19, , , 
2019/9/6, 17, , , 
2019/9/7, 19, , , 
2019/9/8, 14, , , 
2019/9/9, 12, , , 
2019/9/10, 28, , , 
2019/9/11, 45, , , 
2019/9/12, 11, , , 
2019/9/13, 19, , , 
2019/9/14, 16, , , 
2019/9/15, 23, , , 
2019/9/16, 24, , , 
2019/9/17, 21, , , 
2019/9/18, 26, , , 
2019/9/19, 25, , , 
2019/9/20, 36, , , 
2019/9/21, 53, , , 
2019/9/22, 51, , , 
2019/9/23, 25, , , 
2019/9/24, 17, , , 
2019/9/25, 25, , , 
2019/9/26, 25, , , 
2019/9/27, 27, , , 
2019/9/28, 29, , , 
2019/9/29, 15, , , 
2019/9/30, 25, , , 
2019/4/1, 14, 500, 3, 
2019/4/2, 22, 500, 4, 
2019/4/3, 37, 500, 3, 
2019/4/4, 22, 500, 6, 
2019/4/5, 24, 500, 5, 
2019/4/6, 44, 500, 7, 
2019/4/7, 41, 500, 4, 
