date, pm25, o3, no2
2020/1/2, 39, 13, 
2020/1/3, 20, 26, 
2020/1/4, 20, 30, 
2020/1/5, 18, 34, 
2020/1/6, 32, 33, 
2020/1/7, 11, , 
2020/1/8, 29, , 
2020/1/9, 18, , 
2020/1/10, 33, , 
2020/1/11, 16, , 
2020/1/12, 23, , 
2020/1/13, 28, , 
2020/1/14, 41, , 
2020/1/15, 45, , 
2020/1/16, 30, , 
2019/10/1, 21, , 
2019/10/2, 29, , 
2019/10/3, 34, , 
2019/10/4, 25, , 
2019/10/5, 21, , 
2019/10/6, 34, 35, 
2019/10/7, 20, 51, 
2019/10/8, 19, 33, 
2019/10/9, 33, 25, 
2019/10/10, 14, 23, 
2019/10/11, 12, 32, 
2019/10/12, 11, 36, 
2019/10/13, 83, 14, 
2019/10/14, 21, , 
2019/10/15, 22, , 
2019/10/16, 20, , 
2019/10/17, 21, , 
2019/10/18, 31, , 
2019/10/19, 28, , 
2019/10/20, 37, , 
2019/10/21, 17, , 
2019/10/22, 18, , 
2019/10/23, 22, , 
2019/10/24, 20, , 
2019/10/25, 6, , 
2019/10/26, 13, , 
2019/10/27, 38, 30, 
2019/10/28, 23, 16, 
2019/10/29, 16, 13, 
2019/10/30, 11, 24, 
2019/10/31, 20, 31, 
2019/11/1, 29, 37, 
2019/11/2, 43, 46, 
2019/11/3, 42, 19, 
2019/11/4, 25, , 
2019/11/5, 24, , 
2019/11/6, 19, 14, 
2019/11/7, 30, 11, 
2019/11/8, 13, 29, 
2019/11/9, 25, 30, 
2019/11/10, 33, 23, 
2019/11/11, 16, 25, 
2019/11/12, 10, 19, 
2019/11/13, 14, 18, 
2019/11/14, 29, 31, 
2019/11/15, 30, 35, 
2019/11/16, 51, 37, 
2019/11/17, 49, 41, 
2019/11/18, 37, 36, 
2019/11/19, 43, 26, 
2019/11/20, 24, 26, 
2019/11/21, 24, 17, 
2019/11/22, 17, 22, 
2019/11/23, 19, 36, 
2019/11/24, 28, 33, 
2019/11/25, 35, 17, 
2019/11/26, 58, 27, 
2019/11/27, 20, 22, 
2019/11/28, 33, 7, 
2019/11/29, 35, 20, 
2019/11/30, 38, 30, 
2019/12/1, 14, 28, 
2019/12/2, 16, 34, 
2019/12/3, 32, 37, 
2019/12/4, 27, 26, 
2019/12/5, 53, 29, 
2019/12/6, 29, 36, 
2019/12/7, 31, 38, 
2019/12/8, 49, 24, 
2019/12/9, 54, 20, 
2019/12/10, 11, 17, 
2019/12/11, 16, 24, 
2019/12/12, 31, 28, 
2019/12/13, 30, 31, 
2019/12/14, 37, 27, 
2019/12/15, 63, 20, 
2019/12/16, 33, 28, 
2019/12/17, 11, 31, 
2019/12/18, 22, 35, 
2019/12/19, 36, 27, 
2019/12/20, 20, 26, 
2019/12/21, 23, 31, 
2019/12/22, 43, 38, 
2019/12/23, 47, , 
2019/12/24, 45, , 
2019/12/25, 37, , 
2019/12/26, 18, , 
2019/12/27, 15, , 
2019/12/28, 15, , 
2019/7/1, 46, , 
2019/7/2, 32, , 
2019/7/3, 47, , 
2019/7/4, 56, 23, 
2019/7/5, 45, 24, 
2019/7/6, 36, 26, 
2019/7/7, 30, 30, 
2019/7/8, 36, 30, 
2019/7/9, 59, 40, 
2019/7/10, 32, 37, 
2019/7/11, 21, 44, 
2019/7/12, 40, 39, 
2019/7/13, 35, 32, 
2019/7/14, 33, 18, 
2019/7/15, 43, , 
2019/7/16, 28, , 
2019/7/17, 25, , 
2019/7/18, 22, , 
2019/7/19, 30, , 
2019/7/20, 51, , 
2019/7/21, 54, , 
2019/7/22, 36, , 
2019/7/23, 25, 45, 
2019/7/24, 32, 64, 
2019/7/25, 37, 67, 
2019/7/26, 39, 55, 
2019/7/27, 31, 22, 
2019/7/28, 44, 25, 
2019/7/29, 38, 29, 
2019/7/30, 44, 37, 
2019/7/31, 54, 40, 
2019/8/1, 44, 45, 
2019/8/2, 28, 45, 
2019/8/3, 27, 42, 
2019/8/4, 19, 43, 
2019/8/5, 19, 37, 
2019/8/6, 28, 25, 
2019/8/7, 46, 28, 
2019/8/8, 45, 12, 
2019/8/9, 37, , 
2019/8/10, 35, , 
2019/8/11, 29, , 
2019/8/12, 30, , 
2019/8/13, 29, , 
2019/8/14, 35, , 
2019/8/15, 35, 50, 
2019/8/16, 39, 29, 
2019/8/17, 38, 27, 
2019/8/18, 45, 27, 
2019/8/19, 31, 25, 
2019/8/20, 65, 29, 
2019/8/21, 51, 15, 
2019/8/22, 33, , 
2019/8/23, 20, , 
2019/8/24, 36, , 
2019/8/25, 47, , 
2019/8/26, 56, , 
2019/8/27, 43, , 
2019/8/28, 35, , 
2019/8/29, 30, 34, 
2019/8/30, 32, 31, 
2019/8/31, 22, 42, 
2019/9/1, 27, 41, 
2019/9/2, 39, 42, 
2019/9/3, 29, 41, 
2019/9/4, 32, 29, 
2019/9/5, 22, 51, 
2019/9/6, 24, 41, 
2019/9/7, 31, 28, 
2019/9/8, 19, 27, 
2019/9/9, 16, 32, 
2019/9/10, 19, 22, 
2019/9/11, 23, 5, 
2019/9/12, 20, , 
2019/9/13, 28, , 
2019/9/14, 44, , 
2019/9/15, 37, , 
2019/9/16, 33, , 
2019/9/17, 21, , 
2019/9/18, 24, , 
2019/9/19, 41, , 
2019/9/20, 25, , 
2019/9/21, 29, , 
2019/9/22, 18, , 
2019/9/23, 20, , 
2019/9/24, 20, , 
2019/9/25, 18, , 
2019/9/26, 21, , 
2019/9/27, 21, , 
2019/9/28, 24, , 
2019/9/29, 25, , 
2019/9/30, 29, , 
2019/4/1, 21, 43, 
2019/4/2, 25, 33, 
2019/4/3, 23, 19, 
2019/4/4, 37, 38, 
2019/4/5, 60, 24, 
2019/4/6, 66, 35, 
2019/4/7, 27, 41, 
2019/4/8, 27, 51, 
2019/4/9, 33, 42, 
2019/4/10, 32, 40, 
2019/4/11, 26, 35, 
2019/4/12, 36, 34, 
2019/4/13, 29, 38, 
2019/4/14, 14, 41, 
2019/4/15, 25, 34, 
2019/4/16, 24, 29, 
2019/4/17, 48, 34, 
2019/4/18, 23, , 
2019/4/19, 13, , 
2019/4/20, 26, , 
2019/4/21, 21, , 
2019/4/22, 20, , 
2019/4/23, 47, , 
2019/4/24, 19, , 
2019/4/25, 19, , 
2019/4/26, 35, , 
2019/4/27, 26, , 
2019/4/28, 20, , 
2019/4/29, 40, , 
2019/4/30, 55, , 
2019/5/1, 58, 26, 
2019/5/2, 36, 31, 
2019/5/3, 23, 37, 
2019/5/4, 13, 44, 
2019/5/5, 26, 28, 
2019/5/6, 26, 28, 
2019/5/7, 41, 26, 
2019/5/8, 34, , 
2019/5/9, 61, , 
2019/5/10, 14, 20, 
2019/5/11, 14, 29, 
2019/5/12, 19, 38, 
2019/5/13, 29, 43, 
2019/5/14, 36, 40, 
2019/5/15, 38, 35, 
2019/5/16, 33, 23, 
2019/5/17, 41, 20, 
2019/5/18, 61, 14, 
2019/5/19, 73, , 
2019/5/20, 57, 46, 
2019/5/21, 46, 25, 
2019/5/22, 79, 22, 
2019/5/23, 55, 20, 
2019/5/24, 40, 21, 
2019/5/25, 38, 25, 
2019/5/26, 31, 27, 
2019/5/27, 35, 25, 
2019/5/28, 37, , 
2019/5/29, 45, 40, 
2019/5/30, 51, 23, 
2019/5/31, 41, , 
2019/6/1, 25, , 
2019/6/2, 17, , 
2019/6/3, 20, , 
2019/6/4, 24, , 
2019/6/5, 14, , 
2019/6/6, 16, , 
2019/6/7, 26, , 
2019/6/8, 28, , 
2019/6/9, 46, 32, 
2019/6/10, 26, 31, 
2019/6/11, 30, 45, 
2019/6/12, 40, 70, 
2019/6/13, 40, 44, 
2019/6/14, 31, 27, 
2019/6/15, 28, 14, 
2019/6/16, 37, 47, 
2019/6/17, 19, 42, 
2019/6/18, 27, 30, 
2019/6/19, 41, 27, 
2019/6/20, 59, 19, 
2019/6/21, 53, 25, 
2019/6/22, 45, 21, 
2019/6/23, 43, 35, 
2019/6/24, 41, 36, 
2019/6/25, 28, 21, 
2019/6/26, 55, 22, 
2019/6/27, 57, 28, 
2019/6/28, 54, 7, 
2019/6/29, 71, , 
2019/6/30, 30, , 
2019/1/1, 113, 11, 
2019/1/2, 12, 21, 
2019/1/3, 16, 25, 
2019/1/4, 24, , 
2019/1/5, 43, 32, 
2019/1/6, 19, 28, 
2019/1/7, 26, 24, 
2019/1/8, 30, 27, 
2019/1/9, 6, 32, 
2019/1/10, 12, 25, 
2019/1/11, 16, 15, 
2019/1/12, 17, , 
2019/1/13, 18, , 
2019/1/23, 32, 30, 
2019/1/24, 26, , 
2019/1/25, 16, , 
2019/1/26, 23, , 
2019/1/27, 18, , 
2019/1/28, 28, , 
2019/1/29, 10, , 
2019/1/30, 18, , 
2019/1/31, 20, , 
2019/2/1, 24, , 
2019/2/2, 30, , 
2019/2/3, 38, 8, 
2019/2/4, 55, 20, 
2019/2/5, 87, 22, 
2019/2/6, 63, 29, 
2019/2/7, 60, 23, 
2019/2/8, 14, 23, 
2019/2/9, 11, 11, 
2019/2/10, 13, 10, 
2019/2/11, 23, 30, 
2019/2/12, 12, 34, 
2019/2/13, 15, 32, 
2019/2/14, 21, 35, 
2019/2/15, 47, 21, 
2019/2/16, 46, 33, 
2019/2/17, 30, 32, 
2019/2/18, 15, 22, 
2019/2/19, 17, 34, 
2019/2/20, 20, 21, 
2019/2/21, 23, 18, 
2019/2/22, 37, 37, 
2019/2/23, 17, 37, 
2019/2/24, 20, 35, 
2019/2/25, 22, 23, 
2019/2/26, 23, 31, 
2019/2/27, 31, 11, 
2019/2/28, 23, 12, 
2019/3/1, 36, 8, 
2019/3/2, 48, 4, 
2019/3/3, 16, , 
2019/3/4, 16, , 
2019/3/5, 16, , 
2019/3/6, 22, , 
2019/3/7, 32, , 
2019/3/8, 26, , 
2019/3/9, 40, , 
2019/3/10, 49, 14, 
2019/3/11, 42, 20, 
2019/3/12, 37, 39, 
2019/3/13, 32, 40, 
2019/3/14, 35, 34, 
2019/3/15, 11, 36, 
2019/3/16, 15, 16, 
2019/3/17, 30, , 
2019/3/18, 37, 42, 
2019/3/19, 42, 47, 
2019/3/20, 44, 49, 
2019/3/21, 38, 43, 
2019/3/22, 32, 38, 
2019/3/23, 31, 32, 
2019/3/24, 28, 36, 
2019/3/25, 37, 40, 
2019/3/26, 23, 40, 
2019/3/27, 31, 38, 
2019/3/28, 29, 33, 
2019/3/29, 23, 27, 
2019/3/30, 16, 34, 
2019/3/31, 13, 34, 
2018/10/1, 26, , 
2018/10/2, 20, , 
2018/10/3, 28, 26, 
2018/10/4, 20, 22, 
2018/10/5, 16, 27, 
2018/10/6, 19, 22, 
2018/10/7, 19, 21, 
2018/10/8, 20, 21, 
2018/10/9, 18, 7, 
2018/10/10, 21, , 
2018/10/11, 18, , 
2018/10/12, 22, , 
2018/10/13, 25, , 
2018/10/14, 24, , 
2018/10/15, 7, , 
2018/10/16, 6, , 
2018/10/17, 10, , 
2018/10/18, 28, , 
2018/10/19, 30, , 
2018/10/20, 18, , 
2018/10/21, 23, , 
2018/10/22, 24, , 
2018/10/23, 15, , 
2018/10/24, 23, , 
2018/10/25, 17, , 
2018/10/26, 36, , 
2018/10/27, 43, 36, 
2018/10/28, 31, 32, 
2018/10/29, 26, 27, 
2018/10/30, 23, 21, 
2018/10/31, 16, 28, 
2018/11/1, 30, 32, 
2018/11/2, 14, 34, 
2018/11/3, 15, 26, 
2018/11/4, 14, 19, 
2018/11/5, 32, 10, 
2018/11/6, 44, , 
2018/11/7, 62, , 
2018/11/8, 36, , 
2018/11/9, 23, , 
