date, pm10, o3, no2
2020/1/2, 31, 23, 5
2020/1/3, 15, 23, 6
2020/1/4, 11, 17, 9
2020/1/5, 16, 20, 10
2020/1/6, 13, 14, 10
2020/1/7, 17, 18, 10
2020/1/8, 13, 17, 7
2020/1/9, 8, 22, 5
2020/1/11, 12, 23, 2
2020/1/12, 9, 18, 7
2020/1/13, 10, 24, 4
2020/1/14, 5, 25, 4
2020/1/16, 10, , 
2019/10/4, 9, 18, 9
2019/10/5, 7, 15, 7
2019/10/6, 12, 15, 7
2019/10/7, 10, 18, 8
2019/10/8, 9, 12, 9
2019/10/9, 13, 18, 6
2019/10/10, 8, 19, 8
2019/10/11, 5, 17, 5
2019/10/12, 5, 22, 8
2019/10/13, 11, 24, 4
2019/10/14, 13, 25, 16
2019/10/15, 21, 19, 13
2019/10/16, 17, 21, 6
2019/10/17, 5, 19, 9
2019/10/20, 10, 9, 10
2019/10/21, 9, 20, 8
2019/10/22, 13, 12, 11
2019/10/23, 25, 10, 11
2019/10/24, 31, 14, 9
2019/10/25, 13, 22, 5
2019/10/26, 5, 23, 2
2019/10/27, 10, 25, 6
2019/10/28, 14, 16, 8
2019/10/29, 19, 16, 18
2019/10/30, 29, 11, 16
2019/10/31, 33, 10, 20
2019/11/1, 36, 6, 10
2019/11/2, 13, 22, 5
2019/11/5, 11, 14, 12
2019/11/6, 14, 9, 15
2019/11/7, 10, 14, 10
2019/11/8, 9, 16, 14
2019/11/9, 23, 11, 12
2019/11/10, 16, 13, 12
2019/11/11, 19, 10, 8
2019/11/12, 8, 19, 6
2019/11/14, 10, 11, 13
2019/11/15, 23, 9, 11
2019/11/16, 25, 9, 16
2019/11/17, 19, 10, 12
2019/11/18, 15, 11, 10
2019/11/19, 9, 19, 13
2019/11/20, 21, 8, 17
2019/11/21, 23, 4, 15
2019/11/22, 21, 2, 15
2019/11/23, 20, 10, 9
2019/11/24, 20, 4, 10
2019/11/25, 26, , 8
2019/11/26, 18, 5, 14
2019/11/27, 10, 17, 9
2019/11/28, 7, 21, 6
2019/11/29, 10, 24, 6
2019/11/30, 17, 14, 14
2019/12/1, 33, 5, 15
2019/12/2, 16, 5, 16
2019/12/3, 17, 11, 16
2019/12/4, 18, 4, 17
2019/12/5, 19, 1, 20
2019/12/6, 18, 17, 10
2019/12/7, 7, 21, 7
2019/12/8, 7, 25, 3
2019/12/10, 12, 23, 10
2019/12/11, 10, 18, 10
2019/12/12, 10, 19, 10
2019/12/13, 5, 22, 9
2019/12/14, 5, 27, 5
2019/12/15, 10, 28, 3
2019/12/16, 8, 24, 12
2019/12/17, 10, 18, 10
2019/12/18, 11, 21, 15
2019/12/19, 17, 16, 11
2019/12/20, 13, 21, 8
2019/12/21, 7, 23, 5
2019/12/23, 10, 21, 4
2019/12/24, 10, 24, 3
2019/12/25, 8, 22, 3
2019/12/26, 10, 18, 7
2019/12/27, 10, 18, 11
2019/12/28, 9, 4, 15
2019/7/1, 16, 25, 6
2019/7/2, 11, 28, 6
2019/7/3, 10, 31, 7
2019/7/4, 12, 34, 8
2019/7/5, 14, 39, 6
2019/7/6, 16, 25, 5
2019/7/7, 12, 23, 5
2019/7/8, 6, 23, 6
2019/7/9, 5, 29, 7
2019/7/10, 11, 25, 7
2019/7/11, 15, 28, 8
2019/7/12, 18, 24, 5
2019/7/13, 12, 23, 4
2019/7/14, 5, 23, 6
2019/7/15, 10, 16, 5
2019/7/16, 10, 18, 5
2019/7/17, 8, 40, 8
2019/7/18, 10, 35, 7
2019/7/19, 13, 31, 9
2019/7/20, 15, 32, 5
2019/7/21, 15, 39, 8
2019/7/22, 11, 53, 11
2019/7/23, 13, 50, 14
2019/7/24, 18, 66, 16
2019/7/25, 23, 44, 9
2019/7/26, 24, 44, 3
2019/7/27, 19, 47, 3
2019/7/28, 17, 39, 5
2019/7/29, 22, 63, 8
2019/7/30, 13, 32, 6
2019/7/31, 12, 32, 6
2019/8/1, 10, 42, 7
2019/8/2, 14, 31, 5
2019/8/3, 17, 37, 6
2019/8/4, 10, 47, 10
2019/8/5, 11, 36, 7
2019/8/6, 14, 34, 5
2019/8/8, 12, 33, 10
2019/8/9, 12, 32, 2
2019/8/10, 12, 37, 3
2019/8/11, 12, 31, 5
2019/8/12, 11, 29, 6
2019/8/13, 9, 37, 8
2019/8/14, 10, 23, 6
2019/8/15, 8, 35, 7
2019/8/16, 11, 26, 2
2019/8/17, 9, 21, 4
2019/8/19, 10, 33, 6
2019/8/20, 12, 41, 11
2019/8/21, 17, 47, 14
2019/8/22, 15, 58, 17
2019/8/23, 18, 47, 14
2019/8/24, 20, 46, 13
2019/8/25, 25, 43, 16
2019/8/26, 28, 42, 18
2019/8/27, 33, 62, 17
2019/8/28, 27, 35, 18
2019/8/29, 20, 44, 10
2019/8/30, 16, 52, 11
2019/8/31, 19, 32, 6
2019/9/1, 15, 28, 8
2019/9/2, 8, 22, 9
2019/9/3, 12, 27, 8
2019/9/4, 16, 24, 6
2019/9/5, 12, 27, 9
2019/9/6, 9, 23, 11
2019/9/7, 13, 21, 
2019/9/8, 12, 26, 6
2019/9/9, 7, 35, 10
2019/9/10, 13, 29, 10
2019/9/11, 15, 20, 7
2019/9/12, 19, 20, 8
2019/9/13, 13, 26, 12
2019/9/14, 12, 37, 12
2019/9/15, 15, 17, 11
2019/9/16, 10, 22, 6
2019/9/17, 11, 22, 9
2019/9/18, 11, 23, 12
2019/9/19, 14, 17, 15
2019/9/20, 18, , 
2019/9/21, 20, , 
2019/9/22, 18, 15, 13
2019/9/23, 15, 25, 9
2019/9/24, 17, 16, 9
2019/9/25, 11, 12, 5
2019/9/26, 10, 22, 7
2019/9/27, 5, 20, 3
2019/9/29, 5, 24, 10
2019/4/1, 12, 32, 11
2019/4/2, 18, 31, 10
2019/4/3, 19, 23, 14
2019/4/4, 13, 21, 12
2019/4/5, 17, 32, 12
2019/4/6, 31, 45, 14
2019/4/7, 37, 43, 17
2019/4/8, 37, 36, 7
2019/4/9, 28, 33, 9
2019/4/10, 16, 29, 11
2019/4/11, 15, 28, 7
2019/4/12, 10, 28, 7
2019/4/13, 12, 27, 6
2019/4/14, 17, 35, 10
2019/4/15, 17, 40, 15
2019/4/16, 17, 43, 13
2019/4/17, 22, 46, 16
2019/4/18, 21, 47, 13
2019/4/19, 22, 54, 14
2019/4/20, 22, 56, 13
2019/4/21, 30, 46, 10
2019/4/22, 30, 43, 5
2019/4/23, 17, 41, 9
2019/4/24, 27, 38, 7
2019/4/25, 13, 27, 10
2019/4/26, 13, 26, 6
2019/4/27, 13, 29, 
2019/4/28, 9, 22, 13
2019/4/29, 15, 31, 12
2019/4/30, 22, 38, 5
2019/5/1, 27, 30, 6
2019/5/2, 24, 33, 7
2019/5/3, 15, 30, 6
2019/5/5, 11, 30, 7
2019/5/6, 14, 25, 6
2019/5/7, 17, 28, 7
2019/5/8, 16, 30, 5
2019/5/9, 10, 33, 8
2019/5/10, 11, 30, 10
2019/5/11, 13, 33, 6
2019/5/12, 9, 31, 8
2019/5/13, 10, 32, 10
2019/5/14, 11, 32, 10
2019/5/15, 10, 28, 11
2019/5/16, 9, 17, 10
2019/5/17, 14, 42, 12
2019/5/18, 15, 43, 11
2019/5/19, 17, 28, 7
2019/5/20, 26, 27, 7
2019/5/21, 25, 33, 8
2019/5/22, 15, 45, 10
2019/5/23, 16, 48, 11
2019/5/24, 20, 31, 5
2019/5/25, 12, 37, 7
2019/5/26, 14, 31, 5
2019/5/27, 12, 24, 11
2019/5/28, 13, 31, 9
2019/5/29, 5, 29, 4
2019/5/30, 10, 31, 7
2019/5/31, 12, 45, 8
2019/6/1, 15, 48, 11
2019/6/2, 17, 40, 11
2019/6/3, 11, 31, 9
2019/6/4, 23, 43, 10
2019/6/5, 13, 31, 6
2019/6/6, 15, 35, 11
2019/6/7, 13, 31, 2
2019/6/8, 8, 34, 8
2019/6/10, 11, 32, 7
2019/6/11, 19, 26, 10
2019/6/12, 22, 37, 4
2019/6/13, 13, 47, 9
2019/6/14, 11, 42, 7
2019/6/15, 19, 35, 7
2019/6/16, 16, 32, 10
2019/6/17, 10, 45, 13
2019/6/18, 22, 50, 11
2019/6/19, 20, 40, 3
2019/6/20, 18, 38, 5
2019/6/21, 12, 41, 6
2019/6/22, 10, 44, 6
2019/6/23, 10, 43, 11
2019/6/24, 14, 51, 10
2019/6/25, 22, 64, 8
2019/6/26, 27, 31, 6
2019/6/27, 18, 32, 7
2019/6/28, 11, 42, 11
2019/6/29, 15, 75, 7
2019/6/30, 17, 37, 4
2019/1/1, 17, 29, 11
2019/1/2, 17, 19, 15
2019/1/3, 14, 20, 9
2019/1/4, 13, 26, 5
2019/1/5, 9, 24, 4
2019/1/7, 9, 28, 2
2019/1/8, 11, 26, 9
2019/1/9, 10, 18, 13
2019/1/10, 9, 22, 10
2019/1/11, 15, 28, 5
