date, pm25, pm10, o3, co
2017/5/7, 23, 30, 44, 1
2017/5/8, 29, 44, 43, 1
2017/5/9, 53, 16, 45, 1
2017/5/10, 18, 9, 48, 1
2017/5/11, 12, 11, 49, 1
2017/5/12, 13, 30, 48, 1
2017/5/13, 19, 17, 46, 1
2017/5/14, 16, 38, 44, 4
2017/5/15, 21, 32, 39, 1
2017/5/16, 26, 22, 44, 1
2017/5/17, 18, 13, 43, 1
2017/5/18, 9, 6, 42, 1
2017/5/19, 9, 7, 41, 1
2017/5/20, 8, 12, 47, 1
2017/5/21, 19, 19, 43, 1
2017/5/22, 16, 18, 47, 
2017/5/23, 9, 19, 38, 1
2017/5/24, 10, 36, 43, 1
2017/5/25, 18, 24, 40, 1
2017/5/26, 26, 20, 45, 1
2017/5/27, 27, 19, 45, 1
2017/5/28, 25, 22, 47, 1
2017/5/29, 34, 20, 49, 1
2017/5/30, 35, 25, 46, 1
2017/5/31, 46, 18, 47, 1
2017/6/1, 41, 12, 45, 1
2017/6/2, 36, 15, 55, 1
2017/6/3, 35, 11, 52, 1
2017/6/4, 35, 30, 54, 1
2017/6/5, 27, 25, 46, 1
2017/6/6, 38, 40, 45, 1
2017/6/7, 42, 21, 41, 1
2017/6/8, 37, 29, 44, 1
2017/6/9, 53, 26, 42, 1
2017/6/10, 46, 16, 43, 1
2017/6/11, 30, 42, 40, 1
2017/6/12, 50, 24, 50, 1
2017/6/13, 29, 31, 56, 2
2017/6/14, 41, 39, 60, 2
2017/6/15, 49, 40, 52, 2
2017/6/16, 51, 28, 42, 1
2017/6/17, 39, 46, 37, 
2017/6/18, 75, 36, 42, 1
2017/6/19, 42, 35, 41, 1
2017/6/20, 31, 40, 43, 1
2017/6/27, 53, 33, 44, 1
2017/6/28, 33, 28, 44, 1
2017/6/29, 32, 31, 50, 1
2017/6/30, 28, 30, 45, 1
2017/1/2, 37, 24, 26, 3
2017/1/3, 45, 23, 28, 3
2017/1/4, 43, 15, 26, 1
2017/1/5, 24, 14, 37, 2
2017/1/6, 38, 14, 30, 3
2017/1/7, 48, 24, 21, 6
2017/1/8, 64, 33, 21, 4
2017/1/9, 54, 21, 33, 3
2017/1/10, 41, 23, 28, 3
2017/1/11, 47, 28, 29, 4
2017/1/12, 50, 52, 8, 6
2017/1/13, 69, 17, 18, 2
2017/1/14, 51, 2, 12, 2
2017/1/15, 37, 6, 22, 2
2017/1/16, 43, 10, 24, 3
2017/1/17, 41, 19, 15, 3
2017/1/18, 57, 20, 30, 3
2017/1/19, 57, 5, 34, 1
2017/1/20, 44, 3, 39, 1
2017/1/21, 37, 4, 33, 1
2017/1/22, 38, 22, 29, 2
2017/1/23, 45, 9, 36, 1
2017/1/24, 30, 12, 33, 2
2017/1/25, 39, 15, 30, 2
2017/1/26, 45, 9, 34, 1
2017/1/27, 36, 7, 31, 2
2017/1/28, 37, 18, 31, 2
2017/1/29, 52, 30, 29, 3
2017/1/30, 54, 28, 28, 3
2017/1/31, 44, 33, 31, 3
2017/2/1, 40, 48, 21, 3
2017/2/2, 59, 45, 26, 4
2017/2/3, 58, 28, 31, 3
2017/2/4, 50, 25, 32, 3
2017/2/5, 51, 44, 13, 3
2017/2/6, 58, 30, 27, 3
2017/2/7, 51, 41, 30, 3
2017/2/8, 51, 40, 30, 3
2017/2/9, 57, 34, 26, 3
2017/2/10, 58, 26, 27, 1
2017/2/11, 45, 111, 33, 1
2017/2/12, 53, 9, 24, 2
2017/2/13, 49, 12, 30, 1
2017/2/14, 45, 24, 34, 2
2017/2/15, 46, 29, 31, 3
2017/2/16, 43, 25, 30, 2
2017/2/17, 39, 16, 29, 2
2017/2/18, 34, 10, 40, 1
2017/2/19, 31, 11, 33, 2
2017/2/20, 26, 22, 22, 3
2017/2/21, 36, 23, 23, 1
2017/2/22, 27, 20, 47, 1
2017/2/23, 27, 9, 40, 2
2017/2/24, 26, 11, 38, 2
2017/2/25, 32, 12, 37, 2
2017/2/26, 37, 15, 38, 2
2017/2/27, 35, 68, 35, 1
2017/2/28, 37, 8, 36, 2
2017/3/1, 25, 18, 37, 2
2017/3/2, 35, 32, 35, 3
2017/3/3, 49, 29, 36, 2
2017/3/4, 45, 20, 31, 1
2017/3/5, 41, 26, 38, 1
2017/3/6, 31, 16, 37, 2
2017/3/7, 28, 27, 35, 3
2017/3/8, 39, 26, 31, 2
2017/3/9, 40, 35, 35, 3
2017/3/10, 36, 35, 35, 2
2017/3/11, 43, 16, 38, 1
2017/3/12, 32, 22, 36, 1
2017/3/13, 22, 29, 37, 2
2017/3/14, 11, 31, 37, 2
2017/3/15, 7, 32, 37, 2
2017/3/16, 12, 41, 40, 2
2017/3/17, 29, 28, 44, 1
2017/3/18, 43, 18, 41, 1
2017/3/19, 23, 40, 38, 1
2017/3/20, 27, 38, 39, 2
2017/3/21, 30, 76, 37, 5
2017/3/22, 32, 62, 43, 4
2017/3/23, 22, 24, 36, 3
2017/3/24, 13, 25, 43, 1
2017/3/25, 31, 6, 39, 1
2017/3/26, 39, 22, 42, 3
2017/3/27, 22, 7, 43, 
2017/3/28, 14, 7, 34, 1
2017/3/29, 8, 18, 38, 1
2017/3/30, 10, 42, 47, 1
2017/3/31, 30, 15, 33, 1
2019/12/31, , 22, 12, 2
2019/7/7, , 10, 39, 
2019/7/28, , 23, 44, 
2018/12/31, , 36, 21, 1
2017/8/20, , 10, 24, 
2017/9/8, , 26, 36, 1
2017/6/21, , 44, 47, 1
2017/6/22, , 64, 44, 1
2017/6/23, , 88, 45, 1
2017/6/24, , 90, 45, 1
2017/6/25, , 24, 48, 1
2017/6/26, , 30, 46, 1
2017/1/1, , 12, 20, 2
