date, pm25, pm10, no2
2019/12/3, 84, 23, 18
2019/12/4, 72, 31, 20
2019/12/5, 92, 14, 15
2019/12/6, 55, 18, 20
2019/12/7, 43, 12, 9
2019/12/8, 35, 16, 16
2019/12/9, 43, 23, 18
2019/12/10, 56, 14, 20
2019/12/11, 42, 9, 17
2019/12/12, 31, 22, 18
2019/12/13, 46, 20, 13
2019/12/14, 47, 17, 12
2019/12/15, 44, 16, 25
2019/12/16, 51, 17, 24
2019/12/17, 56, 19, 21
2019/12/18, 52, 21, 11
2019/12/19, 49, 9, 12
2019/12/20, 34, 13, 9
2019/12/21, 35, 13, 13
2019/12/22, 44, 20, 17
2019/12/23, 44, 19, 13
2019/12/24, 46, 13, 16
2019/12/25, 42, 16, 15
2019/12/26, 53, 16, 18
2019/12/27, 46, 15, 17
2019/12/28, 55, , 
2019/7/1, 43, 17, 16
2019/7/2, 42, 17, 15
2019/7/3, 38, 19, 17
2019/7/4, 41, 22, 22
2019/7/5, 49, 16, 19
2019/7/6, 42, 18, 11
2019/7/7, 52, 15, 13
2019/7/8, 41, 16, 14
2019/7/9, 38, 22, 19
2019/7/10, 44, 26, 27
2019/7/11, 54, 14, 18
2019/7/12, 41, 15, 16
2019/7/13, 43, 13, 8
2019/7/14, 34, 14, 17
2019/7/15, 39, 18, 15
2019/7/16, 43, 21, 20
2019/7/17, 50, 19, 15
2019/7/18, 42, 19, 13
2019/7/19, 39, 15, 13
2019/7/20, 34, 13, 13
2019/7/21, 39, 15, 20
2019/7/22, 36, 23, 22
2019/7/23, 46, 32, 27
2019/7/24, 58, 40, 25
2019/7/25, 62, 20, 19
2019/7/26, 48, 13, 13
2019/7/27, 36, 16, 13
2019/7/28, 41, 15, 12
2019/7/29, 35, 18, 7
2019/7/30, 34, 13, 10
2019/7/31, 37, 15, 17
2019/8/1, 39, 17, 20
2019/8/2, 45, 16, 13
2019/8/3, 42, 17, 11
2019/8/4, 47, 14, 13
2019/8/5, 37, 13, 13
2019/8/6, 36, 14, 16
2019/8/7, 40, 13, 17
2019/8/8, 35, 12, 11
2019/8/9, 31, 16, 7
2019/8/10, 43, 13, 9
2019/8/11, 41, 12, 15
2019/8/12, 33, 12, 13
2019/8/13, 33, 10, 9
2019/8/14, 29, 14, 10
2019/8/15, 39, 14, 8
2019/8/16, 40, 10, 10
2019/8/17, 32, 10, 9
2019/8/18, 34, 18, 15
2019/8/19, 40, 17, 17
2019/8/20, 46, 15, 15
2019/8/21, 43, 18, 18
2019/8/22, 46, 17, 21
2019/8/23, 43, 16, 18
2019/8/24, 50, 16, 17
2019/8/25, 50, 25, 23
2019/8/26, 54, 28, 25
2019/8/27, 61, 23, 22
2019/8/28, 61, 18, 20
2019/8/29, 47, 16, 17
2019/8/30, 40, 16, 18
2019/8/31, 41, 12, 12
2019/9/1, 33, 18, 18
2019/9/2, 42, 15, 19
2019/9/3, 41, 17, 17
2019/9/4, 40, 17, 16
2019/9/5, 41, 20, 19
2019/9/6, 48, 14, 14
2019/9/7, 61, 10, 13
2019/9/8, 34, 15, 16
2019/9/9, 37, 20, 20
2019/9/10, 49, 17, 18
2019/9/11, 44, 10, 18
2019/9/12, 33, 13, 18
2019/9/13, 39, 16, 18
2019/9/14, 45, 14, 17
2019/9/15, 45, 21, 18
2019/9/16, 56, 14, 14
2019/9/17, 41, 21, 16
2019/9/18, 45, 16, 18
2019/9/19, 33, 21, 24
2019/9/20, 44, 19, 16
2019/9/21, 45, 13, 10
2019/9/22, 41, 13, 13
2019/9/23, 31, 10, 12
2019/9/24, 32, 12, 11
2019/9/25, 35, 8, 9
2019/9/26, 29, 14, 12
2019/9/27, 34, 9, 9
2019/9/28, 30, 8, 4
2019/9/29, 25, 15, 13
2019/9/30, 36, 8, 11
2019/4/1, 75, 34, 24
2019/4/2, 84, 10, 17
2019/4/3, 34, 15, 16
2019/4/4, 50, 16, 20
2019/4/5, 44, 20, 16
2019/4/6, 61, 22, 17
2019/4/7, 66, 32, 19
2019/4/8, 82, 23, 21
2019/4/9, 65, 38, 25
2019/4/10, 98, 26, 18
2019/4/11, 64, , 16
2019/4/14, 70, 34, 17
2019/4/15, 87, 29, 26
2019/4/16, 74, 24, 20
2019/4/17, 63, 20, 19
2019/4/18, 55, 24, 26
2019/4/19, 60, 33, 22
2019/4/20, 75, 26, 18
2019/4/21, 70, 22, 17
2019/4/22, 61, 29, 27
2019/4/23, 60, 21, 15
2019/4/24, 44, 10, 11
2019/4/25, 24, 14, 18
2019/4/26, 38, 24, 12
2019/4/27, 42, 18, 16
2019/4/28, 43, 21, 21
2019/4/29, 56, 23, 21
2019/4/30, 66, 29, 16
2019/5/1, 85, 29, 20
2019/5/2, 73, 19, 25
2019/5/3, 47, 16, 15
2019/5/4, 43, 14, 12
2019/5/5, 42, 23, 21
2019/5/6, 56, 20, 18
2019/5/7, 51, 10, 9
2019/5/8, 32, 17, 20
2019/5/9, 36, 19, 25
2019/5/10, 53, 15, 17
2019/5/11, 50, 12, 13
2019/5/12, 42, 17, 17
2019/5/13, 42, 21, 19
2019/5/14, 49, 21, 20
2019/5/15, 53, 23, 21
2019/5/16, 50, 30, 24
2019/5/17, 69, 34, 20
2019/5/18, 95, 44, 16
2019/5/19, 117, 25, 23
2019/5/20, 69, 28, 24
2019/5/21, 74, 19, 25
2019/5/22, 50, 20, 19
2019/5/23, 49, 25, 30
2019/5/24, 63, 24, 19
2019/5/25, 63, 16, 13
2019/5/26, 47, 19, 19
2019/5/27, 42, 19, 19
2019/5/28, 42, 19, 18
2019/5/29, 46, 10, 10
2019/5/30, 32, 13, 14
2019/5/31, 36, 12, 10
2019/6/1, 37, 13, 11
2019/6/2, 35, 23, 22
2019/6/3, 44, 19, 17
2019/6/4, 43, 14, 19
2019/6/5, 39, 13, 12
2019/6/6, 36, 10, 11
2019/6/7, 29, 15, 9
2019/6/8, 32, 13, 13
2019/6/9, 39, 11, 16
2019/6/10, 41, 11, 14
2019/6/11, 36, 10, 15
2019/6/12, 33, 10, 12
2019/6/13, 31, 12, 15
2019/6/14, 30, 12, 14
2019/6/15, 35, 9, 5
2019/6/16, 27, 17, 13
2019/6/17, 41, 17, 20
2019/6/18, 47, 20, 23
2019/6/19, 48, 19, 19
2019/6/20, 49, 15, 20
2019/6/21, 39, 13, 16
2019/6/22, 40, 20, 12
2019/6/23, 50, 18, 21
2019/6/24, 47, 22, 23
2019/6/25, 51, 25, 19
2019/6/26, 58, 27, 17
2019/6/27, 52, 22, 23
2019/6/28, 47, 19, 18
2019/6/29, 49, 21, 14
2019/6/30, 52, 15, 17
2019/1/1, 56, 19, 21
2019/1/2, 46, 22, 27
2019/1/3, 60, 28, 29
2019/1/4, 74, 32, 24
2019/1/5, 84, 29, 24
2019/1/6, 82, 27, 27
2019/1/7, 68, 24, 24
2019/1/8, 54, 21, 23
2019/1/9, 51, 22, 31
2019/1/10, 57, 31, 29
2019/1/11, 80, 18, 22
2019/1/12, 56, 16, 12
2019/1/13, 46, 24, 23
2019/1/14, 50, 26, 27
2019/1/15, 55, 18, 13
2019/1/16, 51, 16, 23
2019/1/17, 48, 34, 30
2019/1/18, 77, 22, 20
2019/1/19, 67, 20, 17
2019/1/20, 71, 50, 28
2019/1/21, 128, 29, 22
2019/1/22, 92, 13, 25
2019/1/23, 55, 30, 29
2019/1/24, 91, 29, 28
2019/1/25, 91, 9, 14
2019/1/26, 43, 9, 9
2019/1/27, 47, 16, 25
2019/1/28, 54, 1, 26
2019/1/29, 14, 8, 26
2019/1/30, 28, 13, 22
2019/1/31, 51, 17, 28
2019/2/1, 56, 18, 19
2019/2/2, 59, 19, 20
2019/2/3, 49, 18, 22
2019/2/4, 59, 10, 15
2019/2/5, 43, 13, 19
2019/2/6, 45, 17, 19
2019/2/7, 39, 11, 11
2019/2/8, 32, 18, 10
2019/2/9, 41, 7, 9
2019/2/10, 27, 22, 26
2019/2/11, 49, 33, 27
2019/2/12, 69, 30, 21
2019/2/13, 70, 43, 26
2019/2/14, 101, 40, 25
2019/2/15, 100, 37, 23
2019/2/16, 91, 26, 16
2019/2/17, 72, 31, 21
2019/2/18, 69, 31, 24
2019/2/19, 61, 32, 21
2019/2/20, 71, 46, 26
2019/2/21, 102, 48, 24
2019/2/22, 116, 33, 19
2019/2/23, 82, 22, 17
2019/2/24, 66, 34, 24
2019/2/25, 73, 38, 25
2019/2/26, 80, 48, 30
2019/2/27, 99, 34, 22
2019/2/28, 72, 26, 25
2019/3/1, 57, 20, 16
2019/3/2, 48, 13, 4
2019/3/3, 38, 13, 13
2019/3/4, 34, 12, 18
2019/3/5, 34, 14, 16
2019/3/6, 38, 13, 16
2019/3/7, 39, 22, 19
2019/3/8, 44, 18, 14
2019/3/9, 44, 25, 9
2019/3/10, 46, 22, 21
2019/3/11, 42, 19, 15
2019/3/12, 44, 28, 17
2019/3/13, 50, 16, 16
2019/3/14, 44, 13, 14
2019/3/15, 36, 10, 8
2019/3/16, 31, 11, 13
2019/3/17, 34, 27, 29
2019/3/18, 47, 30, 28
2019/3/19, 63, 30, 30
2019/3/20, 65, 26, 24
2019/3/21, 58, 33, 27
2019/3/22, 81, 31, 19
2019/3/23, 87, 24, 15
2019/3/24, 64, 24, 22
2019/3/25, 53, 29, 23
2019/3/26, 60, 39, 27
2019/3/27, 77, 97, 24
2019/3/28, 124, 32, 24
2019/3/29, 78, 24, 17
2019/3/30, 63, 31, 16
2019/3/31, 84, 30, 19
2018/10/1, 42, 19, 24
2018/10/2, 45, 16, 21
2018/10/3, 40, 20, 19
2018/10/4, 47, 22, 22
2018/10/5, 52, 18, 16
2018/10/6, 52, 15, 10
2018/10/7, 45, 21, 22
2018/10/8, 51, 27, 23
2018/10/9, 59, 25, 22
2018/10/10, 60, 13, 13
2018/10/11, 36, 13, 14
2018/10/12, 39, 16, 15
2018/10/13, 44, 15, 13
2018/10/14, 44, 17, 18
2018/10/15, 42, 23, 19
2018/10/16, 53, 21, 19
2018/10/17, 57, 18, 19
2018/10/18, 52, 30, 19
2018/10/19, 71, 20, 22
2018/10/20, 55, 23, 17
2018/10/21, 65, 24, 17
2018/10/22, 59, 26, 24
2018/10/23, 55, 26, 25
2018/10/24, 56, 30, 23
2018/10/25, 67, 20, 23
2018/10/26, 52, 14, 20
2018/10/27, 46, 13, 12
2018/10/28, 46, 16, 15
2018/10/29, 59, 15, 22
2018/10/30, 51, 20, 20
2018/10/31, 63, 12, 15
2018/11/1, 44, 19, 24
2018/11/2, 56, 22, 18
2018/11/3, 69, 27, 21
2018/11/4, 79, 27, 21
2018/11/5, 74, 16, 16
2018/11/6, 44, 9, 10
2018/11/7, 34, 17, 19
2018/11/8, 44, 17, 15
2018/11/9, 47, 7, 9
2018/11/10, 29, 9, 8
2018/11/11, 32, 11, 19
2018/11/12, 37, 22, 22
2018/11/13, 51, 22, 21
2018/11/14, 59, 17, 19
2018/11/15, 58, 15, 19
2018/11/16, 55, 23, 13
2018/11/17, 75, 18, 15
2018/11/18, 61, 20, 17
2018/11/19, 68, 20, 17
2018/11/20, 69, 32, 17
2018/11/21, 88, 34, 19
2018/11/22, 104, 23, 23
2018/11/23, 77, 19, 19
2018/11/24, 67, 13, 13
2018/11/25, 55, 30, 22
2018/11/26, 84, 22, 20
2018/11/27, 79, 11, 15
2018/11/28, 38, 13, 12
2018/11/29, 43, 24, 23
2018/11/30, 54, 14, 16
2018/12/1, 46, 6, 11
2018/12/2, 31, 12, 14
2018/12/3, 37, 19, 27
2018/12/4, 49, 18, 19
2018/12/5, 54, 14, 23
2018/12/6, 47, 12, 15
2018/12/7, 35, 14, 9
2018/12/8, 37, 19, 14
2018/12/9, 50, 20, 34
2018/12/10, 50, 36, 26
2018/12/11, 89, 29, 24
2018/12/12, 75, 25, 20
2018/12/13, 67, 34, 24
2018/12/14, 88, 26, 14
2018/12/15, 81, 13, 18
2018/12/16, 53, 20, 26
2018/12/17, 52, 16, 14
2018/12/18, 42, 14, 19
2018/12/19, 45, 18, 19
2018/12/20, 48, 14, 16
2018/12/21, 37, 22, 19
2018/12/22, 53, 11, 11
2018/12/23, 40, 12, 21
2018/12/24, 45, 21, 16
2018/12/25, 71, 35, 23
2018/12/26, 96, 31, 18
2018/12/27, 93, 44, 19
2018/12/28, 119, 39, 21
2018/12/29, 105, 17, 29
2018/12/30, 60, , 
2018/9/15, 51, 13, 15
2018/9/16, 39, 21, 20
2018/9/17, 41, 22, 19
2018/9/18, 50, 26, 15
2018/9/19, 51, 21, 11
2018/9/20, 42, 19, 14
2018/9/21, 39, 13, 10
2018/9/22, 32, 7, 8
2018/9/23, 21, 14, 20
2018/9/24, 41, 15, 19
2018/9/25, 39, 17, 21
2018/9/26, 43, 27, 28
2018/9/27, 58, 22, 18
2018/9/28, 50, 15, 18
2018/9/29, 37, 17, 17
2018/9/30, 48, 16, 19
2020/1/1, , 19, 19
2019/4/13, , 21, 17
2018/12/31, , 20, 25
2018/9/14, , 20, 21
