date, pm10, o3, no2, so2
2020/1/2, 14, 5, 22, 
2020/1/3, 38, 8, 20, 
2020/1/4, 57, 24, 8, 
2020/1/5, 41, 22, 10, 4
2020/1/6, 5, 11, 20, 4
2020/1/7, 23, 10, 24, 5
2020/1/8, 51, 5, 27, 5
2020/1/9, 62, 10, 19, 4
2020/1/10, 59, 7, 24, 4
2020/1/11, 67, 11, 8, 4
2020/1/12, 34, 7, 24, 5
2020/1/13, 23, 8, 24, 4
2020/1/14, 46, 8, 14, 5
2020/1/15, 41, 16, 10, 4
2020/1/16, 31, , , 
2019/10/1, 5, 29, 4, 4
2019/10/2, 4, 26, 3, 4
2019/10/3, 10, 17, 3, 4
2019/10/4, 16, 21, 3, 4
2019/10/5, 11, 14, 2, 3
2019/10/6, 15, 15, 3, 4
2019/10/7, 13, 20, 3, 4
2019/10/8, 15, 20, 6, 4
2019/10/9, 18, 22, 7, 4
2019/10/10, 26, 18, 7, 4
2019/10/11, 22, 26, 5, 4
2019/10/12, 18, 26, 6, 4
2019/10/13, 21, 20, 7, 4
2019/10/14, 22, 18, 4, 3
2019/10/15, 26, 24, 4, 4
2019/10/16, 16, 20, 7, 4
2019/10/17, 19, 21, 7, 4
2019/10/18, 25, 25, 5, 3
2019/10/19, 43, 19, 2, 4
2019/10/20, 41, 17, 3, 3
2019/10/21, 32, 14, 4, 4
2019/10/22, 22, 13, 3, 4
2019/10/23, 31, 10, 3, 4
2019/10/24, 27, 15, 3, 4
2019/10/25, 22, 24, 5, 6
2019/10/26, 34, 14, 3, 4
2019/10/27, 48, 21, 4, 4
2019/10/28, 33, 18, 4, 4
2019/10/29, 38, 18, 4, 4
2019/10/30, 25, 23, 5, 3
2019/10/31, 21, 21, 6, 4
2019/11/1, 21, 21, 3, 4
2019/11/2, 11, 16, 3, 3
2019/11/3, 8, 19, 4, 3
2019/11/4, 8, 28, 4, 4
2019/11/5, 7, 20, 6, 4
2019/11/6, 4, 16, 6, 4
2019/11/7, 19, 9, 8, 4
2019/11/8, 55, 15, 4, 3
2019/11/9, 46, 24, 3, 4
2019/11/10, 30, 25, 7, 4
2019/11/11, 23, 21, 5, 4
2019/11/12, 36, 23, 3, 4
2019/11/13, 27, 22, 4, 4
2019/11/14, 34, 14, 4, 4
2019/11/15, 31, 14, 2, 4
2019/11/16, 21, 26, 1, 4
2019/11/17, 20, 19, 3, 4
2019/11/18, 23, 15, 5, 4
2019/11/19, 37, 22, 3, 4
2019/11/20, 33, 18, 3, 4
2019/11/21, 14, 14, 3, 4
2019/11/22, 6, 13, 3, 4
2019/11/23, 8, 11, 2, 4
2019/11/24, 8, 12, 2, 4
2019/11/25, 8, 16, 4, 4
2019/11/26, 3, 9, 4, 4
2019/11/27, 1, 9, 3, 4
2019/11/28, 1, 7, 6, 5
2019/11/29, 2, 17, 5, 3
2019/11/30, 1, 26, 5, 4
2019/12/1, 1, 14, 5, 4
2019/12/2, 1, 15, 8, 4
2019/12/3, 13, 19, 7, 5
2019/12/4, 15, 13, 10, 4
2019/12/5, 15, 8, 7, 4
2019/12/6, 23, 6, 5, 4
2019/12/7, 26, 7, 11, 5
2019/12/8, 28, 7, 7, 4
2019/12/9, 27, 4, 8, 5
2019/12/10, 33, 11, 6, 4
2019/12/11, 30, 10, 6, 4
2019/12/12, 21, 10, 4, 4
2019/12/13, 10, 5, 5, 4
2019/12/14, 6, 19, 8, 4
2019/12/15, 14, 13, 9, 4
2019/12/16, 18, 6, 12, 4
2019/12/17, 38, 6, 26, 5
2019/12/18, 49, 5, 31, 5
2019/12/19, 57, 9, 18, 3
2019/12/20, 51, 10, 12, 4
2019/12/21, 19, 13, 14, 4
2019/12/22, 23, 15, 11, 4
2019/12/23, 16, 7, 7, 6
2019/12/24, 11, 20, 5, 4
2019/12/25, 5, 22, 6, 4
2019/12/26, 4, 17, 9, 4
2019/12/27, 5, 17, 4, 4
2019/12/28, 5, , , 
2019/7/1, 14, 28, 12, 3
2019/7/2, 2, 21, 8, 3
2019/7/3, 1, 32, 8, 4
2019/7/4, 4, 32, 9, 3
2019/7/5, 22, 37, 8, 4
2019/7/6, 23, 31, 8, 3
2019/7/7, 25, 28, 8, 4
2019/7/8, 22, 31, 8, 3
2019/7/9, 21, 27, 9, 4
2019/7/10, 29, 22, 6, 4
2019/7/11, 17, 25, 7, 5
2019/7/12, 12, 31, 7, 4
2019/7/13, 16, 27, 7, 4
2019/7/14, 20, 21, 8, 4
2019/7/15, 16, 29, 8, 4
2019/7/16, 17, 32, 9, 3
2019/7/17, 21, 31, 9, 4
2019/7/18, 29, 30, 9, 3
2019/7/19, 28, 33, 8, 4
2019/7/20, 23, 33, 8, 4
2019/7/21, 22, 30, 10, 4
2019/7/22, 27, 21, 9, 4
2019/7/23, 26, 25, 10, 4
2019/7/24, 25, 29, 11, 4
2019/7/25, 25, 33, 12, 4
2019/7/26, 29, 34, 7, 4
2019/7/27, 31, 35, 6, 4
2019/7/28, 31, 36, 9, 4
2019/7/29, 27, 36, 11, 4
2019/7/30, 41, 32, 9, 4
2019/7/31, 50, 20, 9, 4
2019/8/1, 54, 28, 8, 4
2019/8/2, 48, 21, 6, 4
2019/8/3, 45, 26, 5, 4
2019/8/4, 30, 23, 11, 4
2019/8/5, 24, 25, 14, 4
2019/8/6, 21, 31, 15, 5
2019/8/7, 6, 33, 12, 4
2019/8/8, 9, 31, 8, 3
2019/8/9, 15, 37, 9, 4
2019/8/10, 10, 33, 11, 4
2019/8/11, 12, 34, 14, 4
2019/8/12, 4, 17, 15, 
2019/8/13, 8, , 14, 
2019/8/14, 14, , 5, 
2019/8/15, 10, , 7, 
2019/8/16, 6, , 9, 
2019/8/17, 11, , 9, 
2019/8/18, 6, , 12, 5
2019/8/19, 1, 25, 8, 5
2019/8/20, 5, 35, 8, 4
2019/8/21, 15, 26, 7, 5
2019/8/22, 20, 27, 8, 4
2019/8/23, 17, 33, 8, 4
2019/8/24, 16, 34, 3, 4
2019/8/25, 19, 35, 2, 4
2019/8/26, 19, 39, 2, 4
2019/8/27, 23, 39, 2, 4
2019/8/28, 22, 37, 5, 4
2019/8/29, 21, 35, 10, 4
2019/8/30, 18, 37, , 4
2019/8/31, 22, 42, , 4
2019/9/1, 21, 38, 18, 4
2019/9/2, 23, 37, 11, 4
2019/9/3, 24, 22, 8, 4
2019/9/4, 17, 31, 10, 4
2019/9/5, 10, 31, 11, 4
2019/9/6, 13, 35, 11, 4
2019/9/7, 16, 35, 11, 4
2019/9/8, 21, 24, 13, 3
2019/9/9, 16, 27, 13, 4
