date, pm25, pm10
2020/1/2, 45, 12
2020/1/3, 46, 16
2020/1/4, 55, 12
2020/1/5, 48, 9
2020/1/6, 34, 16
2020/1/7, 54, 12
2020/1/8, 47, 17
2020/1/9, 55, 13
2020/1/10, 44, 9
2020/1/11, 28, 11
2020/1/12, 44, 13
2020/1/13, 47, 16
2020/1/14, 40, 16
2020/1/15, 35, 
2019/10/1, 20, 20
2019/10/2, 20, 23
2019/10/3, 23, 23
2019/10/4, 23, 22
2019/10/5, 26, 16
2019/10/6, 30, 20
2019/10/7, 23, 33
2019/10/8, 33, 38
2019/10/9, 34, 10
2019/10/10, 12, 15
2019/10/11, 21, 16
2019/10/12, 22, 17
2019/10/13, 22, 28
2019/10/14, 29, 27
2019/10/15, 29, 32
2019/10/16, 32, 39
2019/10/17, 36, 17
2019/10/18, 22, 20
2019/10/19, 22, 5
2019/10/20, 14, 13
2019/10/21, 18, 17
2019/10/22, 20, 21
2019/10/23, 23, 6
2019/10/24, 9, 22
2019/10/25, 24, 19
2019/10/26, 27, 15
2019/10/27, 19, 9
2019/10/28, 11, 13
2019/10/29, 17, 5
2019/10/30, 11, 14
2019/10/31, 26, 18
2019/11/1, 31, 14
2019/11/2, 27, 21
2019/11/3, 34, 33
2019/11/4, 40, 26
2019/11/5, 28, 22
2019/11/6, 25, 27
2019/11/7, 30, 26
2019/11/8, 28, 19
2019/11/9, 26, 25
2019/11/10, 34, 25
2019/11/11, 32, 21
2019/11/12, 23, 32
2019/11/13, 39, 29
2019/11/14, 34, 31
2019/11/15, 34, 33
2019/11/16, 48, 22
2019/11/17, 40, 28
2019/11/18, 35, 31
2019/11/19, 31, 7
2019/11/20, 17, 2
2019/11/21, 8, 7
2019/11/22, 23, 8
2019/11/23, 26, 8
2019/11/24, 30, 10
2019/11/25, 33, 4
2019/11/26, 10, 6
2019/11/27, 13, 5
2019/11/28, 15, 2
2019/11/29, 6, 2
2019/11/30, 9, 5
2019/12/1, 17, 14
2019/12/2, 38, 17
2019/12/3, 46, 15
2019/12/4, 39, 10
2019/12/5, 35, 11
2019/12/6, 33, 9
2019/12/7, 29, 6
2019/12/8, 24, 12
2019/12/9, 35, 10
2019/12/10, 25, 14
2019/12/11, 30, 17
2019/12/12, 46, 18
2019/12/13, 47, 4
2019/12/14, 14, 2
2019/12/15, 8, 7
2019/12/16, 17, 7
2019/12/17, 17, 10
2019/12/18, 20, 14
2019/12/19, 31, 14
