date, pm25, pm10, no2, so2, co
2019/8/20, 21, 13, 4, 3, 2
2019/8/21, 19, 15, 7, 3, 3
2019/8/22, 30, 19, 12, 3, 3
2019/8/23, 40, 24, 9, 3, 3
2019/8/24, 53, 11, 5, 3, 2
2019/8/25, 26, 17, 9, 3, 3
2019/8/26, 40, 26, 9, 4, 4
2019/8/27, 54, 28, 6, 6, 3
2019/8/28, 56, 32, 7, 5, 3
2019/8/29, 63, 18, 9, 4, 2
2019/8/30, 40, 25, 10, 4, 3
2019/8/31, 59, 26, 7, 5, 2
2019/9/1, 55, 10, 6, 3, 2
2019/9/2, 21, 11, 8, 3, 2
2019/9/3, 21, 18, 13, 6, 3
2019/9/4, 31, 21, 13, 6, 3
2019/9/5, 41, 17, 8, 3, 3
2019/9/6, 28, 12, 8, 4, 3
2019/9/7, 34, 13, 5, 4, 2
2019/9/8, 38, 7, 5, 3, 3
2019/9/9, 23, 9, 9, 4, 3
2019/9/10, 20, 14, 11, 4, 3
2019/9/11, 27, 16, 9, 3, 3
2019/9/12, 32, 13, 9, 3, 3
2019/9/13, 18, 12, 6, 4, 2
2019/9/14, 23, 14, 10, 5, 3
2019/9/15, 29, 19, 16, 4, 4
2019/9/16, 39, 15, 10, 4, 3
2019/9/17, 31, 12, 8, 3, 2
2019/9/18, 17, 13, 9, 3, 2
2019/9/19, 23, 12, 11, 3, 3
2019/9/20, 27, 16, 10, 4, 3
2019/9/21, 34, 18, 5, 8, 2
2019/9/22, 42, 24, 8, 7, 3
2019/9/23, 51, 22, 11, 4, 3
2019/9/24, 49, 24, 12, 1, 3
2019/9/25, 47, 10, 10, , 3
2019/9/26, 12, 14, 12, 3, 3
2019/9/27, 23, 8, 11, , 2
2019/9/28, 18, 7, 6, , 2
2019/9/29, 10, 18, 6, , 2
2019/9/30, 20, 16, 8, , 2
2019/4/1, 67, 25, 8, 8, 3
2019/4/2, 51, 46, 7, 5, 3
2019/4/3, 72, 24, 6, 1, 3
2019/4/4, 55, 36, 9, 3, 3
2019/4/5, 69, 10, 5, 4, 2
2019/4/6, 29, 23, 6, 1, 3
2019/4/7, 69, 32, 13, 1, 4
2019/4/8, 77, 34, 9, 1, 4
2019/4/9, 79, 40, 14, , 4
2019/4/10, 99, 33, 10, 1, 4
2019/4/11, 82, 29, 8, 1, 3
2019/4/12, 73, 22, 7, , 3
2019/4/13, 72, 30, 7, , 4
2019/4/14, 88, 28, 12, 1, 4
2019/4/15, 76, 27, 15, 2, 4
2019/4/16, 63, 24, 15, 1, 4
2019/4/17, 60, 19, 9, 2, 4
2019/4/18, 47, 21, 13, 1, 3
2019/4/19, 49, 20, 13, 2, 3
2019/4/20, 45, 17, 14, , 3
2019/4/21, 39, 17, 10, 2, 2
2019/4/22, 33, 27, 6, 2, 3
2019/4/23, 58, 37, 7, 3, 2
2019/4/24, 71, 35, 6, 1, 3
2019/4/25, 49, 45, 7, , 3
2019/4/26, 57, 11, 4, , 2
2019/4/27, 18, 12, 4, , 2
2019/4/28, 18, 10, 6, , 2
2019/4/29, 25, 10, 8, , 3
2019/4/30, 29, 26, 5, , 3
2019/5/1, 64, 20, 9, , 3
2019/5/2, 48, 14, 12, , 3
2019/5/3, 39, 15, 6, 1, 3
2019/5/4, 43, 8, 4, , 2
2019/5/5, 30, 12, 6, , 3
2019/5/6, 32, 14, 9, , 3
2019/5/7, 35, 17, 12, 1, 3
2019/5/8, 42, 10, 7, , 3
2019/5/9, 32, 11, 10, , 3
2019/5/10, 31, 10, 8, 1, 3
2019/5/11, 24, 6, 3, , 2
2019/5/12, 16, 11, 4, , 2
2019/5/13, 22, 11, 6, , 3
2019/5/14, 26, 8, 7, , 3
2019/5/15, 25, 5, 8, , 3
2019/5/16, 18, 12, 8, , 3
2019/5/17, 36, 18, 7, 2, 3
2019/5/18, 56, 19, 10, 1, 3
2019/5/19, 54, 9, 7, 1, 2
2019/5/20, 24, 8, 6, 2, 3
2019/5/21, 19, 6, 5, , 3
2019/5/22, 19, 10, 5, , 2
2019/5/23, 22, 12, 8, 1, 3
2019/5/24, 25, 16, 12, 1, 3
2019/5/25, 41, 17, 11, , 3
2019/5/26, 46, 20, 12, 1, 3
2019/5/27, 47, 14, 5, 10, 3
2019/5/28, 33, 13, 5, 1, 3
2019/5/29, 28, 11, 10, 1, 3
2019/5/30, 29, 12, 7, 1, 3
2019/5/31, 25, 14, 5, 1, 3
2019/6/1, 34, 17, 6, 9, 2
2019/6/2, 41, 16, 10, 4, 3
2019/6/3, 27, 25, 9, 28, 3
2019/6/4, 49, 22, 6, 33, 3
2019/6/5, 43, 20, 4, 27, 2
2019/6/6, 51, 19, 5, 7, 3
2019/6/7, 42, 18, 4, 6, 2
2019/6/8, 29, 16, 5, 2, 2
2019/6/9, 30, 24, 6, 3, 3
2019/6/10, 43, 24, 4, 3, 3
2019/6/11, 43, 24, 4, 3, 2
2019/6/12, 40, 37, 6, 5, 3
2019/6/13, 57, 32, 6, 2, 3
2019/6/14, 56, 32, 7, 4, 2
2019/6/15, 57, 23, 3, 1, 2
2019/6/16, 44, 22, 6, 1, 3
2019/6/17, 37, 32, 5, 3, 3
2019/6/18, 33, 43, 7, 2, 3
2019/6/19, 55, 37, 5, 2, 3
2019/6/20, 44, 18, 6, 2, 2
2019/6/21, 18, 27, 7, 2, 2
2019/6/22, 30, 23, 6, 2, 2
2019/6/23, 29, 31, 8, 2, 3
2019/6/24, 38, 33, 6, 3, 2
2019/6/25, 42, 29, 7, 2, 3
2019/6/26, 45, 27, 7, 2, 3
2019/6/27, 43, 19, 6, 2, 2
2019/6/28, 26, 15, 8, 2, 2
2019/6/29, 26, 20, 9, 3, 2
2019/6/30, 31, 29, 5, 3, 2
2019/1/1, 65, 5, 4, 5, 2
2019/1/2, 17, 7, 5, 5, 2
2019/1/3, 18, 8, 7, 5, 2
2019/1/4, 31, 5, 7, 5, 2
2019/1/5, 19, 5, 4, 5, 2
2019/1/6, 16, 13, 10, 4, 3
2019/1/7, 45, 34, 19, , 4
2019/1/8, 99, 6, 9, 2, 2
2019/1/9, 22, 25, 11, 1, 4
2019/1/10, 81, 9, 8, , 2
2019/1/11, 31, 8, 7, , 2
2019/1/12, 25, 4, 6, , 2
2019/1/13, 10, 8, 4, , 2
2019/1/14, 16, 8, 5, , 2
2019/1/15, 19, 13, 12, , 3
2019/1/16, 33, 38, 24, 2, 5
2019/1/17, 91, 10, 9, 1, 3
2019/1/18, 24, 20, 12, 1, 4
2019/1/19, 62, 28, 10, 1, 4
2019/1/20, 86, 50, 19, 4, 5
2019/1/21, 137, 52, 19, 2, 6
2019/1/22, 146, 37, 18, , 6
2019/1/23, 108, 40, 13, 2, 5
2019/1/24, 111, 34, 10, 1, 4
2019/1/25, 95, 24, 11, , 3
2019/1/26, 78, 40, 14, 2, 4
2019/1/27, 113, 23, 20, 1, 4
2019/1/28, 75, 11, 17, , 4
2019/1/29, 32, 28, 23, , 6
2019/1/30, 84, 36, 14, 69, 5
2019/1/31, 109, 39, 12, 9, 5
2019/2/1, 114, 19, 13, 2, 4
2019/2/2, 58, 13, 7, 1, 3
2019/2/3, 43, 9, 8, 70, 3
2019/2/4, 31, 19, 18, 70, 5
2019/2/5, 62, 28, 17, 70, 5
2019/2/6, 84, 36, 16, 2, 5
2019/2/7, 109, 39, 20, 1, 5
2019/2/8, 102, 42, 13, 1, 5
2019/2/9, 117, 42, 12, 11, 4
2019/2/10, 115, 8, 7, 57, 3
2019/2/11, 28, 9, 6, , 
2019/2/12, 24, 12, 9, , 3
2019/2/13, 36, 14, 11, , 4
2019/2/14, 44, 24, 14, , 4
2019/2/15, 69, 43, 25, 8, 6
2019/2/16, 110, 52, 22, 15, 6
2019/2/17, 137, 50, 24, 13, 6
2019/2/18, 122, 44, 23, 1, 5
2019/2/19, 109, 21, 17, , 3
2019/2/20, 53, 23, 15, , 4
2019/2/21, 61, 15, 7, , 3
2019/2/22, 47, 18, 8, 1, 3
2019/2/23, 55, 31, 11, 1, 4
2019/2/24, 87, 23, 12, 1, 3
2019/2/25, 67, 22, 9, , 3
2019/2/26, 55, 23, 14, , 3
2019/2/27, 62, 22, 14, , 3
2019/2/28, 49, 18, 7, , 2
2019/3/1, 46, 24, 9, , 2
2019/3/2, 68, 18, 12, , 3
2019/3/3, 51, 30, 12, 6, 4
2019/3/4, 67, 8, 5, , 2
2019/3/5, 13, 9, 6, 6, 
2019/3/6, 19, 19, 10, 1, 3
2019/3/7, 35, 7, 11, , 3
2019/3/8, 13, 7, 6, , 2
2019/3/9, 11, 13, 8, 2, 2
2019/3/10, 31, 7, 4, , 2
2019/3/11, 13, 8, 8, , 3
2019/3/12, 24, 13, 11, 4, 4
2019/3/13, 40, 7, 7, , 3
2019/3/14, 21, 5, 5, , 2
2019/3/15, 16, 6, 7, , 2
2019/3/16, 19, 17, 7, 2, 3
2019/3/17, 48, 8, 6, 2, 2
2019/3/18, 17, 13, 10, 2, 3
2019/3/19, 34, 18, 13, 2, 3
2019/3/20, 47, 27, 17, 1, 4
2019/3/21, 64, 33, 22, 2, 5
2019/3/22, 70, 30, 17, 2, 5
2019/3/23, 76, 29, 16, 2, 4
2019/3/24, 76, 27, 8, , 3
2019/3/25, 63, 11, 6, , 2
2019/3/26, 29, 16, 8, , 3
2019/3/27, 37, 20, 11, , 3
2019/3/28, 49, 23, 13, , 4
2019/3/29, 62, 29, 18, , 4
2019/3/30, 74, 29, 16, 1, 4
2019/3/31, 71, 28, 12, , 3
2018/10/1, 59, 12, 8, 10, 2
2018/10/2, 30, 12, 8, 10, 2
2018/10/3, 20, 17, 12, 10, 3
2018/10/4, 33, 22, 9, 10, 3
2018/10/5, 42, 38, 7, 13, 3
2018/10/6, 79, 50, 10, 13, 4
2018/10/7, 110, 23, 12, 11, 4
2018/10/8, 55, 40, 16, 13, 5
2018/10/9, 81, 46, 15, 11, 5
2018/10/10, 86, 45, 13, 12, 4
2018/10/11, 83, 50, 14, 12, 4
2018/10/12, 87, 48, 11, 12, 4
2018/10/13, 92, 39, 8, 12, 3
2018/10/14, 75, 44, 15, 14, 4
2018/10/15, 73, 51, 16, 13, 4
2018/10/16, 84, 55, 24, 13, 5
2018/10/17, 97, 48, 22, 12, 5
2018/10/18, 81, 54, 15, 11, 5
2018/10/19, 126, 49, 8, 11, 3
2018/10/20, 124, 18, 6, 10, 2
2018/10/21, 40, 28, 13, 11, 3
2018/10/22, 77, 26, 7, 10, 2
2018/10/23, 38, 18, 6, 11, 2
2018/10/24, 23, 8, 8, 11, 2
2018/10/25, 21, 12, 10, 11, 3
2018/10/26, 31, 21, 11, 11, 3
2018/10/27, 60, 22, 10, 12, 3
2018/10/28, 60, 11, 6, 12, 2
2018/10/29, 24, 22, 4, 11, 1
2018/10/30, 29, 11, 10, 11, 2
2018/10/31, 21, 31, 5, 12, 2
2018/11/1, 50, 29, 11, 12, 3
2018/11/2, 57, 32, 8, 11, 3
2018/11/3, 75, 38, 11, 12, 4
2018/11/4, 96, 35, 13, 15, 4
2018/11/5, 85, 39, 11, 14, 4
2018/11/6, 89, 36, 10, 14, 4
2018/11/7, 84, 41, 14, 12, 9
2018/11/8, 94, 46, 14, 12, 9
2018/11/9, 109, 44, 9, 13, 7
2018/11/10, 116, 47, 11, 13, 6
2018/11/11, 127, 40, 12, 12, 6
2018/11/12, 98, 38, 15, 13, 6
2018/11/13, 97, 16, 15, 11, 5
2018/11/14, 37, 30, 20, 11, 5
2018/11/15, 64, 24, 20, 11, 6
2018/11/16, 54, 19, 11, 11, 5
2018/11/17, 60, 44, 16, 12, 5
2018/11/18, 116, 35, 12, 12, 5
2018/11/19, 102, 24, 11, 13, 4
2018/11/20, 76, 20, 8, 12, 4
2018/11/21, 62, 21, 7, 11, 5
2018/11/22, 64, 26, 6, 11, 5
2018/11/23, 78, 32, 7, 11, 5
2018/11/24, 90, 26, 9, 11, 5
2018/11/25, 75, 17, 12, 11, 6
2018/11/26, 57, 20, 9, 11, 4
2018/11/27, 68, 25, 14, 10, 4
2018/11/28, 74, 24, 11, 10, 4
2018/11/29, 72, 20, 5, 10, 3
2018/11/30, 65, 33, 9, 10, 4
2018/12/1, 95, 48, 10, 10, 4
2018/12/2, 134, 38, 14, 10, 5
2018/12/3, 112, 24, 13, 13, 5
2018/12/4, 73, 17, 17, 3, 4
2018/12/5, 41, 33, 17, 1, 6
2018/12/6, 84, 39, 13, 7, 5
2018/12/7, 102, 24, 12, 7, 4
2018/12/8, 66, 6, 7, 7, 3
2018/12/9, 26, 7, 6, 7, 2
2018/12/10, 15, 7, 7, 6, 2
2018/12/11, 19, 8, 10, 7, 3
2018/12/12, 31, 20, 12, 6, 5
2018/12/13, 69, 30, 13, 6, 5
2018/12/14, 87, 27, 12, 7, 5
2018/12/15, 87, 19, 7, 7, 3
2018/12/16, 67, 32, 16, 7, 5
2018/12/17, 92, 42, 20, 6, 6
2018/12/18, 115, 37, 12, , 6
2018/12/19, 110, 49, 18, 3, 6
2018/12/20, 141, 63, 19, 5, 8
2018/12/21, 161, 31, 14, 5, 7
2018/12/22, 92, 7, 7, 5, 2
2018/12/23, 15, 8, 5, 5, 2
2018/12/24, 32, 6, 3, 4, 2
2018/12/25, 20, 9, 5, 4, 2
2018/12/26, 34, 14, 12, 5, 3
2018/12/27, 50, 16, 13, 5, 3
2018/12/28, 55, 19, 12, 5, 3
2018/12/29, 59, 9, 7, 4, 2
2018/12/30, 31, , , , 
2018/7/1, 17, 11, 9, 8, 1
2018/7/2, 22, 17, 11, 8, 2
2018/7/3, 32, 24, 13, 9, 2
2018/7/4, 44, 20, 6, 8, 2
2018/7/5, 47, 15, 5, 8, 2
2018/7/6, 32, 14, 3, 7, 1
2018/7/7, 29, 15, 4, 8, 1
2018/7/8, 27, 21, 6, 8, 1
2018/7/9, 40, 20, 10, 17, 2
2018/7/10, 45, 12, 8, 9, 2
2018/7/11, 30, 13, 6, 8, 2
2018/7/12, 29, 15, 6, 8, 2
2018/7/13, 27, 13, 5, 8, 1
2018/7/14, 29, 14, 7, 8, 1
2018/7/15, 28, 17, 11, 8, 2
2018/7/16, 34, 20, 7, 9, 1
2018/7/17, 38, 19, 5, 9, 1
2018/7/18, 39, 18, 6, 8, 1
2018/7/19, 37, 13, 6, 9, 2
2018/7/20, 35, 20, 7, 9, 2
2018/7/21, 47, 10, 3, 8, 1
2018/7/22, 25, 21, 6, 9, 2
2018/7/23, 54, 25, 7, 8, 2
2018/7/24, 50, 20, 7, 9, 2
2018/7/25, 35, 15, 7, 9, 2
2018/7/26, 31, 18, 8, 9, 3
2018/7/27, 44, 17, 7, 9, 2
2018/7/28, 42, 17, 6, 9, 2
2018/7/29, 41, 17, 10, 10, 2
2018/7/30, 47, 22, 9, 9, 3
2018/7/31, 52, 22, 10, 9, 3
2018/8/1, 53, 21, 8, 9, 3
2018/8/2, 48, 21, 12, 9, 3
2018/8/4, 32, 21, 7, 9, 2
2018/8/5, 46, 19, 10, 9, 2
2018/8/6, 35, 22, 6, 10, 2
2018/8/7, 40, 23, 5, 10, 2
2018/8/8, 49, 30, 6, 11, 2
2018/8/9, 60, 21, 6, 10, 2
2018/8/10, 38, 10, 5, 9, 1
2018/8/11, 21, 10, 5, 10, 1
2018/8/12, 17, 17, 5, 10, 2
2018/8/13, 36, 11, 5, 10, 2
2018/8/14, 20, 13, 7, 9, 1
2018/8/15, 18, 12, 10, 10, 2
2018/8/16, 19, 21, 12, 10, 2
2018/8/17, 31, 19, 14, 11, 2
2018/8/18, 40, 20, 11, 10, 2
2018/8/19, 46, 32, 16, 10, 3
2018/8/20, 49, 24, 10, 10, 2
2018/8/21, 40, 28, 8, 10, 2
2018/8/22, 33, 33, 8, 11, 2
2018/8/23, 48, 29, 8, 11, 2
2018/8/24, 52, 11, 5, 10, 2
2018/8/25, 23, 7, 4, 10, 1
2018/8/26, 18, 12, 8, 10, 2
2018/8/27, 27, 15, 18, 10, 3
2018/8/28, 28, 19, 9, 10, 2
2018/8/29, 37, 22, 8, 10, 2
2018/8/30, 41, 15, 9, 10, 3
2018/8/31, 31, 14, 10, 11, 2
2018/9/1, 40, 11, 6, 10, 2
2018/9/2, 19, 10, 8, 10, 3
2018/9/3, 22, 16, 8, 11, 3
2018/9/4, 34, 22, 9, 11, 3
2018/9/5, 53, 22, 13, 12, 3
2018/9/6, 55, 25, 16, 11, 3
2018/9/7, 59, 12, 6, 10, 2
2018/9/8, 30, 15, 10, 10, 2
2018/9/9, 37, 18, 17, 10, 3
2018/9/10, 39, 18, 11, 10, 3
2018/9/11, 33, 28, 15, 11, 5
2018/9/12, 43, 27, 14, 11, 5
2018/9/13, 43, 23, 14, 10, 4
2018/9/14, 49, 13, 7, 10, 3
2018/9/15, 33, 17, 9, 11, 3
2018/9/16, 43, 22, 9, 12, 4
2018/9/17, 46, 32, 9, 12, 3
2018/9/18, 46, 31, 16, 12, 4
2018/9/19, 52, 38, 22, 13, 5
2018/9/20, 65, 36, 12, 12, 4
2018/9/21, 63, 17, 5, 11, 2
2018/9/22, 25, 11, 5, 11, 2
2018/9/23, 18, 7, 5, 10, 2
2018/9/24, 18, 9, 8, 10, 2
2018/9/25, 19, 11, 12, 12, 3
2018/9/26, 28, 21, 16, 10, 4
2018/9/27, 41, 28, 18, 16, 5
2018/9/28, 55, 14, 6, 10, 2
2018/9/29, 25, 13, 5, 11, 2
2018/9/30, 29, 26, 8, 12, 3
2018/4/1, 27, 8, 4, 4, 
2018/4/2, 30, 14, 6, 4, 
2018/4/3, 38, 17, 8, 4, 
2018/4/4, 23, 13, 10, 4, 
2018/4/5, 23, 11, 6, 3, 
2018/4/6, 27, 20, 9, 5, 
2018/4/7, 57, 25, 5, 4, 
2018/4/8, 64, 31, 7, 5, 
2018/4/9, 54, 15, 6, 4, 
2018/4/10, 27, 15, 7, 4, 
2018/4/11, 21, 32, 9, 5, 
2018/4/12, 53, 19, 5, 4, 
2018/4/13, 37, 11, 8, 4, 
2018/4/14, 22, 31, 7, 5, 
2018/4/15, 59, 33, 10, 6, 
2018/4/16, 64, 18, 6, 4, 
2018/4/17, 42, 24, 8, 4, 
2018/4/18, 57, 23, 11, 4, 
2018/4/19, 49, 18, 11, 5, 
2018/4/20, 40, 24, 11, 7, 
2018/4/21, 43, 27, 10, 5, 
2018/4/22, 58, 32, 16, 5, 
2018/4/23, 63, 18, 6, , 
2018/4/24, 40, 21, 11, 5, 
2018/4/25, 43, 13, 10, 5, 
2018/4/26, 34, 16, 7, 7, 
2018/4/27, 37, 26, 6, 8, 
2018/4/28, 57, 30, 5, 6, 
2018/4/29, 58, 33, 6, 6, 
2018/4/30, 53, 15, 5, 5, 
2018/5/1, 36, 27, 7, 7, 
2018/5/2, 48, 28, 11, 7, 
2018/5/3, 49, 29, 9, 5, 
2018/5/4, 64, 31, 6, 6, 
2018/5/5, 62, 19, 4, 6, 
2018/5/6, 34, 17, 9, 6, 
2018/5/7, 31, 15, 7, 6, 
2018/5/8, 30, 26, 10, 6, 
2018/5/9, 50, 26, 8, 6, 
2018/5/10, 48, 15, 7, 6, 
2018/5/11, 30, 20, 7, 7, 
2018/5/12, 46, 20, 6, 8, 
2018/5/13, 43, 19, 6, 7, 4
2018/5/14, 38, 12, 12, 6, 4
2018/5/15, 30, 10, 7, 6, 3
2018/5/16, 27, 10, 5, 6, 3
2018/5/17, 20, 24, 5, 6, 3
2018/5/18, 53, 20, 6, 6, 3
2018/5/19, 48, 17, 6, 6, 3
2018/5/20, 47, 16, 5, 6, 3
2018/5/21, 31, 19, 8, 7, 3
2018/5/22, 43, 24, 7, 9, 4
2018/5/23, 55, 20, 6, 7, 3
2018/5/24, 42, 13, 11, 6, 4
2018/5/25, 34, 16, 7, 8, 3
2018/5/26, 40, 17, 8, 7, 3
2018/5/27, 45, 23, 7, 7, 3
2018/5/28, 48, 25, 6, 7, 3
2018/5/29, 52, 28, 7, 9, 3
2018/5/30, 49, 30, 9, 8, 3
2018/5/31, 56, 29, 10, 8, 3
2018/6/1, 52, 17, 5, 7, 3
2018/6/2, 34, 11, 4, 7, 3
2018/6/3, 25, 16, 9, 7, 3
2018/6/4, 36, 20, 11, 8, 3
2018/6/5, 48, 23, 9, 8, 3
2018/6/6, 50, 15, 4, , 3
2018/6/7, 39, 18, 4, , 3
2018/6/8, 43, 13, 4, , 3
2018/6/9, 28, 18, 7, 8, 3
2018/6/10, 41, 19, 8, 8, 3
2018/6/11, 40, 17, 7, 8, 3
2018/6/12, 28, 17, 7, 8, 3
2018/6/13, 40, 14, 8, 7, 2
2018/6/14, 33, 16, 6, 8, 2
2018/6/15, 33, 19, 8, 4, 2
2018/6/16, 19, 18, 6, 7, 2
2018/6/17, 46, 21, 6, 7, 2
2018/6/18, 50, 17, 6, 7, 2
2018/6/19, 37, 19, 8, 7, 2
2018/6/20, 38, 26, 10, 8, 3
2018/6/21, 51, 18, 4, 7, 2
2018/6/22, 26, 10, 2, 7, 1
2018/6/23, 17, 7, 3, 7, 1
2018/6/24, 14, 11, 5, 7, 1
2018/6/25, 18, 12, 7, 7, 2
2018/6/26, 21, 13, 7, 8, 2
2018/6/27, 31, 10, 7, 8, 3
2018/6/28, 28, 23, 6, 8, 3
2018/6/29, 51, 15, 5, 8, 1
