date, pm25, o3, no2, co
2019/7/13, 34, 46, 9, 2
2019/7/14, 31, 42, 14, 2
2019/7/15, 25, 66, 14, 2
2019/7/16, 44, 59, 10, 2
2019/7/17, 60, 29, 13, 2
2019/7/18, 28, 46, 11, 2
2019/7/19, 42, 53, 10, 2
2019/7/20, 49, 46, 9, 2
2019/7/21, 49, 44, 13, 2
2019/7/22, 31, 24, 12, 2
2019/7/23, 14, 40, 11, 2
2019/7/24, 25, 48, 15, 2
2019/7/25, 36, 54, 19, 3
2019/7/26, 43, 48, 10, 2
2019/7/27, 31, 58, 5, 2
2019/7/28, 43, 66, 16, 3
2019/7/29, 52, 63, 9, 3
2019/7/30, 58, 51, 9, 3
2019/7/31, 45, 52, 14, 2
2019/8/1, 39, 48, 16, 2
2019/8/2, 41, 42, 4, 2
2019/8/3, 21, 50, 10, 2
2019/8/4, 32, 40, 12, 2
2019/8/5, 42, 43, 12, 2
2019/8/6, 39, 38, 9, 2
2019/8/7, 28, 56, 10, 2
2019/8/8, 32, 37, 23, 3
2019/8/9, 29, 30, 11, 2
2019/8/10, 15, 28, 9, 2
2019/8/11, 14, 44, 15, 3
2019/8/12, 32, 38, 11, 3
2019/8/13, 46, 40, 19, 4
2019/8/14, 62, 38, 11, 2
2019/8/15, 41, 34, 13, 2
2019/8/16, 30, 35, 10, 2
2019/8/17, 24, 39, 8, 2
2019/8/18, 35, 43, 13, 2
2019/8/19, 35, 51, 17, 2
2019/8/20, 34, 44, 7, 2
2019/8/21, 40, 49, 16, 2
2019/8/22, 35, 25, 18, 2
2019/8/23, 27, 26, 7, 1
2019/8/24, 13, 23, 5, 1
2019/8/25, 10, 31, 10, 1
2019/8/26, 19, 28, 14, 2
2019/8/27, 20, 23, 18, 2
2019/8/28, 24, 36, 18, 2
2019/8/29, 25, 57, 17, 3
2019/8/30, 38, 40, 14, 2
2019/8/31, 27, 33, 5, 2
2019/9/1, 14, 27, 7, 2
2019/9/2, 22, 39, 16, 2
2019/9/3, 29, 35, 11, 2
2019/9/4, 36, 29, 13, 2
2019/9/5, 19, 24, 16, 2
2019/9/6, 20, 29, 9, 2
2019/9/7, 13, 33, 11, 2
2019/9/8, 28, 30, 13, 2
2019/9/9, 22, 24, 12, 2
2019/9/10, 20, 48, 9, 2
2019/9/11, 34, 33, 16, 2
2019/9/12, 48, 25, 10, 1
2019/9/13, 17, 27, 9, 2
2019/9/14, 21, 42, 12, 3
2019/9/15, 27, 30, 25, 3
2019/9/16, 42, 32, 16, 1
2019/9/17, 18, 25, 15, 2
2019/9/18, 20, 32, 22, 2
2019/9/19, 23, 45, 23, 3
2019/9/20, 33, 52, 23, 4
2019/9/21, 49, 48, 14, 3
2019/9/22, 49, 42, 8, 2
2019/9/23, 45, 27, 12, 1
2019/9/24, 11, 34, 16, 2
2019/9/25, 28, 36, 14, 2
2019/9/26, 35, 34, 15, 2
2019/9/27, 26, 37, 6, 2
2019/9/28, 17, 30, 9, 2
2019/9/29, 26, 25, 7, 1
2019/9/30, 12, 27, 7, 2
2019/4/1, 28, 500, 21, 
2019/4/2, 24, 500, 17, 
2019/4/3, 33, , 8, 
2019/4/4, 21, 500, 19, 
2019/4/5, 29, 500, 18, 
2019/4/6, 37, 500, 14, 
2019/4/7, 37, 500, 14, 
2019/4/8, 34, 500, 13, 
2019/4/9, 27, 500, 16, 
2019/4/10, 22, 500, 17, 
2019/4/11, 32, 500, 17, 
2019/4/12, 36, 500, 16, 3
2019/4/13, 42, 500, 14, 3
2019/4/14, 35, 500, 9, 1
2019/4/15, 25, 500, 11, 1
2019/4/16, 17, 500, 16, 1
2019/4/17, 28, 500, 8, 1
2019/4/18, 30, 500, 7, 1
2019/4/19, 43, 500, 6, 1
2019/4/20, 29, 500, 8, 1
2019/4/21, 28, 500, 20, 2
2019/4/22, 43, 500, 20, 
2019/4/23, 37, 500, 14, 
2019/4/24, 28, 500, 15, 
2019/4/25, 23, 500, 16, 
2019/4/26, 35, , 8, 
2019/4/27, 17, 500, 11, 
2019/4/28, 25, 500, 14, 
2019/4/29, 23, 500, 21, 
2019/4/30, 40, 500, 12, 
2019/5/1, 20, 500, 25, 3
2019/5/2, 40, 500, 20, 2
2019/5/3, 37, 500, 17, 4
2019/5/4, 29, 500, 9, 1
2019/5/5, 18, 500, 13, 1
2019/5/6, 23, 500, 10, 1
2019/5/7, 25, 500, 16, 1
2019/5/8, 27, 500, 13, 1
2019/5/9, 25, 500, 9, 
2019/5/10, 31, 500, 12, 
2019/5/11, 25, 500, 6, 
2019/5/12, 11, 500, 18, 
2019/5/13, 23, 500, 16, 
2019/5/14, 17, 500, 18, 
2019/5/15, 27, 500, 18, 
2019/5/16, 40, , 20, 
2019/5/17, 53, 500, 10, 
2019/5/18, 24, 500, 8, 
2019/5/19, 36, 500, 12, 
2019/5/20, 43, 500, 9, 
2019/5/21, 17, 500, 16, 
2019/5/22, 31, 500, 10, 
2019/5/23, 25, 500, 12, 
2019/5/24, 29, 449, 4, 
2019/5/25, 12, 500, 8, 
2019/5/26, 36, 500, 10, 
2019/5/27, 24, 500, 16, 
2019/5/28, 38, 500, 13, 
2019/5/29, 28, 500, 13, 
2019/5/30, 24, 500, 20, 
2019/5/31, 32, 500, 19, 
2019/6/1, 44, 500, 9, 
2019/6/2, 44, 500, 13, 
2019/6/3, 21, 500, 12, 
2019/6/4, 19, 500, 8, 
2019/6/5, 42, 500, 15, 
2019/6/6, 35, 500, 23, 
2019/6/7, 47, 500, 16, 
2019/6/8, 29, 500, 7, 
2019/6/9, 25, 482, 15, 
2019/6/10, 28, 495, 12, 
2019/6/11, 21, 500, 13, 
2019/6/12, 21, 448, 14, 
2019/6/13, 18, 500, 12, 
2019/6/14, 19, 500, 10, 
2019/6/15, 33, 500, 6, 
2019/6/16, 39, 500, 15, 
2019/6/17, 34, 500, 15, 
2019/6/18, 43, , 13, 
2019/6/19, 15, 500, 17, 
2019/6/20, 42, 380, 15, 
2019/6/21, 16, 500, 9, 
2019/6/22, 17, 500, 8, 
2019/6/23, 18, 500, 17, 
2019/6/24, 46, 500, 17, 
2019/6/25, 41, 500, 18, 
2019/6/26, 40, 500, 27, 
2019/6/27, 43, 500, 20, 
2019/6/28, 37, 500, 10, 
2019/6/29, 46, 500, 7, 
2019/6/30, 19, 500, 12, 
2019/1/3, 26, 9, , 4
2019/1/4, 42, 17, , 3
2019/1/5, 23, 25, , 2
2019/1/6, 32, 23, , 2
2019/1/7, 9, 20, 11, 3
2019/1/8, 26, 20, 6, 2
2019/1/9, 13, 22, 9, 1
2019/1/10, 44, 27, 14, 2
2019/1/11, 40, 21, 22, 2
2019/1/12, 42, 28, 10, 2
2019/1/13, 36, 26, 21, 2
2019/1/14, 44, 15, 30, 4
2019/1/15, 56, 15, 25, 4
2019/1/16, 54, 25, 20, 2
2019/1/17, 41, 11, 30, 4
2019/1/18, 53, 20, 19, 3
2019/1/19, 46, 24, 9, 2
2019/1/20, 31, 26, 9, 1
2019/1/21, 39, 21, 26, 3
2019/1/22, 42, 20, 16, 2
2019/1/23, 31, 27, 11, 2
2019/1/24, 28, 26, 13, 2
2019/1/25, 41, 25, 17, 2
2019/1/26, 39, 31, 23, 3
2019/1/27, 46, 25, 20, 2
2019/1/28, 43, 23, 28, 3
2019/1/29, 52, 25, 14, 2
2019/1/30, 47, 16, 17, 2
2019/1/31, 43, 19, 28, 3
2019/2/1, 50, 21, 26, 4
2019/2/2, 53, 18, 28, 6
2019/2/3, 68, 17, 38, 8
2019/2/4, 63, 8, 37, 8
2019/2/5, 63, 500, 16, 1
2019/2/6, 30, 500, 19, 
2019/2/7, 31, 500, 16, 
2019/2/8, 28, 500, 9, 
2019/2/9, 29, 500, 16, 
2019/2/10, 34, 500, 26, 
2019/2/11, 47, 500, 16, 
2019/2/12, 34, 500, 17, 
2019/2/13, 45, , , 
2019/2/15, 48, 500, 11, 
2019/2/16, 31, 500, 11, 
2019/2/17, 32, 500, 17, 
2019/2/18, 38, 500, 16, 
2019/2/19, 35, 500, 25, 
2019/2/20, 39, 500, 24, 
2019/2/21, 40, 500, 19, 
2019/2/22, 49, 500, 16, 
2019/2/23, 38, 500, 14, 
2019/2/24, 24, 500, 8, 
2019/2/25, 43, 500, 13, 
2019/2/26, 31, 500, 14, 
2019/2/27, 30, 500, 19, 
2019/2/28, 42, 500, 20, 
2019/3/1, 45, 500, 18, 
2019/3/2, 38, 500, 18, 
2019/3/3, 43, 500, 17, 
2019/3/4, 37, 500, 16, 
2019/3/5, 42, 500, 15, 
2019/3/6, 41, 500, 21, 
2019/3/7, 42, 500, 29, 
2019/3/8, 47, , 23, 
2019/3/9, 54, 500, 16, 
2019/3/10, 35, 500, 15, 
2019/3/11, 33, 500, 14, 
2019/3/12, 43, 500, 19, 
2019/3/13, 40, 500, 13, 
2019/3/14, 37, 500, 12, 
2019/3/15, 46, , 7, 
2019/3/16, 20, , 9, 
2019/3/17, 20, 500, 22, 
2019/3/18, 33, 500, 25, 
2019/3/19, 44, 500, 19, 
2019/3/20, 35, 500, 23, 
2019/3/21, 40, 500, 14, 
2019/3/22, 20, , 7, 
2019/3/23, 25, 500, 10, 
2019/3/24, 27, 500, 22, 
2019/3/25, 44, 500, 14, 
2019/3/26, 18, 500, 13, 
2019/3/27, 19, 500, 12, 
2019/3/28, 24, 500, 27, 
2019/3/29, 42, 500, 17, 
2019/3/30, 41, 500, 8, 
2019/3/31, 26, 500, 17, 
2018/10/1, 39, 33, 12, 2
2018/10/2, 38, 26, 17, 2
2018/10/3, 24, 35, 18, 4
2018/10/4, 40, 23, 9, 2
2018/10/5, 21, 23, 5, 1
2018/10/6, 17, 21, 12, 3
2018/10/7, 38, 14, 11, 2
2018/10/8, 30, 17, 8, 2
2018/10/9, 16, 20, , 2
2018/10/11, 17, 19, 11, 1
2018/10/12, 14, 19, 11, 1
2018/10/13, 7, 24, 12, 2
2018/10/14, 14, 19, 13, 3
2018/10/15, 23, 19, 12, 1
2018/10/16, 11, 24, 13, 2
2018/10/17, 21, 24, 13, 1
2018/10/18, 11, 25, 19, 3
2018/10/19, 20, 25, 10, 2
2018/10/20, 28, 24, 6, 1
2018/10/21, 14, 19, 18, 3
2018/10/22, 21, 24, 14, 2
2018/10/23, 25, 21, 12, 1
2018/10/24, 27, 15, 14, 2
2018/10/25, 22, 16, 20, 3
2018/10/26, 27, 26, 8, 1
2018/10/27, 10, 16, 9, 2
2018/10/28, 16, 19, 13, 2
2018/10/29, 22, 25, 19, 2
2018/10/30, 25, 31, 25, 6
2018/10/31, 53, 25, 17, 3
2018/11/1, 51, 25, 6, 1
2018/11/2, 32, 26, 6, 2
2018/11/3, 20, 22, 13, 2
2018/11/4, 25, 18, 22, 2
2018/11/5, 29, 13, 16, 3
2018/11/6, 19, 20, 13, 2
2018/11/7, 23, 18, 16, 2
2018/11/8, 32, 16, 17, 2
2018/11/9, 23, 24, 10, 2
2018/11/10, 19, 23, 15, 2
2018/11/11, 27, 18, 27, 6
2018/11/12, 46, 17, 22, 3
2018/11/13, 37, 24, 14, 1
2018/11/14, 25, 24, 17, 2
2018/11/15, 18, 26, 12, 2
2018/11/16, 30, 17, 12, 2
2018/11/17, 38, 21, 14, 2
2018/11/18, 24, 7, 31, 6
2018/11/19, 59, 17, 19, 3
2018/11/20, 42, 20, 13, 2
2018/11/21, 36, 26, 6, 1
2018/11/22, 19, 18, 20, 2
2018/11/23, 21, 18, 30, 5
2018/11/24, 33, 26, 15, 3
2018/11/25, 36, 27, 21, 4
2018/11/26, 36, 18, 11, 2
2018/11/27, 16, 16, 12, 2
2018/11/28, 22, 21, 14, 2
2018/11/29, 21, 9, 26, 3
2018/11/30, 28, 19, 18, 3
2018/12/1, 36, 19, 22, 5
2018/12/2, 28, 12, 13, 3
2018/12/3, 25, 22, 15, 2
2018/12/4, 24, 21, 27, 4
2018/12/5, 31, 15, 20, 3
2018/12/6, 36, 20, 17, 2
2018/12/7, 33, 19, 19, 2
2018/12/8, 37, 16, 22, 3
2018/12/9, 31, 22, 24, 3
2018/12/10, 46, 13, 27, 3
2018/12/11, 44, 15, 22, 3
2018/12/12, 56, 13, 26, 3
2018/12/13, 48, 23, 21, 3
2018/12/14, 34, 15, 22, 4
2018/12/15, 43, 23, 8, 2
2018/12/16, 27, 23, 14, 2
2018/12/17, 28, 24, 13, 2
2018/12/18, 30, 13, 27, 4
2018/12/19, 44, 7, 31, 6
2018/12/20, 55, 31, 7, 2
2018/12/21, 21, 23, 8, 2
2018/12/22, 39, 23, 12, 2
2018/12/23, 35, 18, 18, 3
2018/12/24, 43, 21, 9, 2
2018/12/25, 31, 17, 20, 3
2018/12/26, 45, 18, 19, 2
2018/12/27, 48, , , 
2018/7/1, 68, 70, 16, 3
2018/7/2, 72, 39, 12, 2
2018/7/3, 58, 36, 7, 2
2018/7/4, 62, 21, 3, 1
2018/7/5, 13, 22, 7, 1
2018/7/6, 22, 32, 6, 1
2018/7/7, 12, 43, 11, 2
2018/7/8, 20, 57, 10, 2
2018/7/9, 24, 80, 18, 3
2018/7/10, 48, 43, 13, 2
2018/7/11, 49, 48, 13, 2
2018/7/12, 38, 40, 12, 2
2018/7/13, 37, 56, 7, 2
2018/7/14, 37, 46, 10, 2
2018/7/15, 41, 68, 11, 3
2018/7/16, 46, 38, 9, 2
2018/7/17, 36, 28, 14, 2
2018/7/18, 27, 44, 13, 1
2018/7/19, 22, 41, 11, 2
2018/7/20, 27, 31, 9, 1
2018/7/21, 16, 27, 3, 1
2018/7/22, 21, 22, 3, 1
2018/7/23, 25, 18, 3, 1
2018/7/24, 19, 22, 4, 1
2018/7/25, 12, 43, 9, 2
2018/7/26, 24, 40, 11, 3
2018/7/27, 44, 61, 11, 3
2018/7/28, 34, 40, 8, 2
2018/7/29, 26, 35, 13, 3
2018/7/30, 30, 39, 12, 2
2018/7/31, 23, 29, 5, 1
2018/8/1, 29, 30, 6, 1
2018/8/2, 27, 22, 6, 1
2018/8/3, 24, 34, 7, 1
2018/8/4, 17, 60, 11, 3
2018/8/5, 45, 65, 12, 3
2018/8/6, 66, 42, 9, 2
2018/8/7, 44, 62, 14, 3
2018/8/8, 46, 43, 15, 2
2018/8/9, 40, 57, 17, 3
2018/8/10, 63, 36, 14, 2
2018/8/11, 41, 39, 8, 2
2018/8/12, 32, 26, 11, 2
2018/8/13, 19, 44, 12, 3
2018/8/14, 16, 39, 11, 2
2018/8/15, 48, 52, 16, 3
2018/8/16, 77, 47, 12, 3
2018/8/17, 68, 26, 12, 3
2018/8/18, 47, 20, , 
2018/8/19, 22, 22, , 
2018/8/20, 32, 27, 9, 2
2018/8/21, 32, 37, 8, 2
2018/8/22, 24, 26, 13, 2
2018/8/23, 36, 40, 15, 3
2018/8/24, 51, 39, 10, 2
2018/8/25, 33, 41, 8, 2
2018/8/26, 26, 55, 15, 4
2018/8/27, 65, 59, 13, 5
2018/8/28, 77, 46, 10, 3
2018/8/29, 64, 41, 14, 2
2018/8/30, 63, 23, 10, 2
2018/8/31, 29, 31, 5, 2
2018/9/1, 7, 31, , 3
2018/9/2, 23, 38, , 2
2018/9/3, 36, 51, 19, 2
2018/9/4, 36, 44, 8, 2
2018/9/5, 38, 48, 8, 2
2018/9/6, 47, 20, 12, 2
2018/9/7, 31, 22, 8, 2
2018/9/8, 19, 15, 6, 1
2018/9/9, 14, 21, 10, 1
2018/9/10, 11, 15, 15, 3
2018/9/11, 37, 12, 15, 3
2018/9/12, 31, 19, 11, 2
2018/9/13, 18, 22, 10, 2
2018/9/14, 18, 31, 13, 2
2018/9/15, 21, 35, 13, 3
2018/9/16, 21, 22, 12, 2
2018/9/17, 19, 20, 10, 2
2018/9/18, 17, 31, 13, 2
2018/9/19, 38, 21, 10, 1
2018/9/20, 17, 23, 4, 1
2018/9/21, 4, 22, 6, 1
2018/9/22, 13, 18, 8, 2
2018/9/23, 14, 21, 12, 2
2018/9/24, 26, 23, , 1
2018/9/25, 21, 22, , 2
2018/9/26, 23, 28, 10, 1
2018/9/27, 39, 20, 15, 2
2018/9/28, 22, 29, 16, 3
2018/9/29, 30, 31, 9, 2
2018/9/30, 19, 36, 11, 2
2018/4/1, 17, , 21, 
2018/4/2, 23, , 22, 
2018/4/3, 15, , 16, 
2018/4/4, 23, , 12, 
2018/4/5, 18, , 18, 
2018/4/6, 31, , 10, 
2018/4/7, 18, , 7, 
2018/4/8, 17, , 14, 
2018/4/9, 23, , 22, 
2018/4/10, 36, , 21, 
2018/4/11, 32, , 18, 
2018/4/12, 49, , 12, 
2018/4/13, 58, , 12, 
2018/4/14, 64, , 4, 
2018/4/15, 21, , 6, 
2018/4/16, 24, , 11, 
2018/4/17, 11, , 11, 
2018/4/18, 16, , 20, 
2018/4/19, 28, , 13, 
2018/4/20, 20, , 15, 
2018/4/21, 21, , 16, 
2018/4/22, 23, , 22, 
2018/4/23, 49, , 14, 
2018/4/24, 26, , 14, 
2018/4/25, 23, , 17, 
2018/4/26, 14, , 26, 
2018/4/27, 26, , 16, 
2018/4/28, 30, , 9, 
2018/4/29, 16, , 14, 
2018/4/30, 17, , 27, 
2018/5/1, 40, , 12, 
2018/5/2, 44, , 14, 
2018/5/3, 59, , 23, 
2018/5/4, 54, , 10, 
2018/5/5, 18, , 13, 
2018/5/6, 26, , 16, 
2018/5/7, 35, , 15, 
2018/5/8, 27, , 17, 
2018/5/9, 26, , 14, 
2018/5/10, 16, , 21, 
2018/5/11, 31, , 12, 
2018/5/12, 24, , 6, 
2018/5/13, 10, , 13, 
2018/5/14, 18, 36, 15, 3
2018/5/15, 43, 32, 19, 2
2018/5/16, 29, 21, 24, 4
2018/5/17, 35, 29, 16, 3
2018/5/18, 26, 25, 12, 2
2018/5/19, 15, 30, 9, 2
2018/5/20, 21, 39, 14, 2
2018/5/21, 24, 29, 20, 3
2018/5/22, 29, 34, 18, 3
2018/5/23, 36, 60, 20, 2
2018/5/24, 34, 67, 10, 2
2018/5/25, 40, 62, 11, 3
2018/5/26, 54, 38, 8, 2
2018/5/27, 29, 22, 7, 2
2018/5/28, 12, 46, 17, 3
2018/5/29, 43, 32, 11, 2
2018/5/30, 15, 25, 13, 2
2018/5/31, 25, 21, 19, 3
2018/6/1, 31, 45, 15, 2
2018/6/2, 42, 23, 4, 1
2018/6/3, 7, 27, 12, 1
2018/6/4, 22, 37, 14, 2
2018/6/5, 24, 24, 12, 1
2018/6/6, 24, 24, 8, 1
2018/6/7, 12, 36, 14, 2
2018/6/8, 34, 53, 13, 2
2018/6/9, 44, 30, 14, 3
2018/6/10, 30, 34, 13, 1
2018/6/11, 21, 31, 9, 2
2018/6/12, 19, 27, 10, 2
2018/6/13, 22, 37, 10, 1
2018/6/14, 19, 28, 15, 2
2018/6/15, 23, 44, 15, 2
2018/6/16, 33, 64, 14, 3
2018/6/17, 44, 44, 8, 2
2018/6/18, 47, 37, 15, 2
2018/6/19, 32, 36, 13, 2
2018/6/20, 25, 56, 20, 2
2018/6/21, 43, 35, 10, 1
2018/6/22, 22, 25, 9, 1
2018/6/23, 19, 35, 8, 2
2018/6/24, 30, 30, 12, 1
2018/6/25, 25, 28, 9, 1
2018/6/26, 25, 30, 6, 1
2018/6/27, 13, 34, 11, 2
2018/6/28, 33, 51, 22, 2
2018/6/29, 31, 66, 16, 3
2018/6/30, 43, 80, 15, 3
2018/1/13, 41, , 10, 
2018/1/14, 35, , 18, 
2018/1/15, 41, , 27, 
2018/1/16, 54, , 24, 
2018/1/17, 54, , 23, 
2018/1/18, 53, , 30, 
2018/1/19, 55, , 22, 
2018/1/20, 47, , 27, 
2018/1/21, 59, , 26, 
2018/1/22, 67, , 16, 
2018/1/23, 30, , 13, 
2018/1/24, 32, , 17, 
2018/1/25, 34, , 27, 
2018/1/26, 40, , 17, 
2018/1/27, 39, , 22, 
2018/1/28, 49, , 16, 
2018/1/29, 40, , 16, 
2018/1/30, 40, , 16, 
2018/1/31, 14, , 22, 
2018/2/1, 41, , 16, 
2018/2/2, 41, , 12, 
2018/2/3, 33, , 18, 
2018/2/4, 26, , 20, 
2018/2/5, 38, , 32, 
2018/2/6, 44, , 27, 
2018/2/7, 41, , 18, 
2018/2/8, 45, , 19, 
2018/2/9, 50, , 30, 
2018/2/10, 48, , 23, 
2018/2/11, 32, , 16, 
2018/2/12, 38, , 16, 
2018/2/13, 32, , 25, 
2018/2/14, 38, , 20, 
2018/2/15, 52, , 16, 
2018/2/16, 35, , 17, 
2018/2/17, 31, , 20, 
2018/2/18, 44, , 23, 
2018/2/19, 37, , 22, 
2018/2/20, 50, , 17, 
2018/2/21, 44, , 14, 
2018/2/22, 23, , 18, 
2018/2/23, 22, , 17, 
2018/2/24, 32, , 13, 
2018/2/25, 25, , 28, 
2018/2/26, 37, , 24, 
2018/2/27, 34, , 23, 
2018/2/28, 32, , 26, 
2018/3/1, 54, , 11, 
2018/3/2, 20, , 7, 
2018/3/3, 25, , 7, 
2018/3/4, 15, , 15, 
2018/3/5, 21, , 18, 
2018/3/6, 23, , 15, 
2018/3/7, 18, , 19, 
2018/3/8, 22, , 13, 
2018/3/9, 24, , 12, 
2018/3/10, 21, , 12, 
2018/3/11, 22, , 18, 
2018/3/12, 21, , 15, 
2018/3/13, 20, , 13, 
2018/3/14, 26, , 12, 
2018/3/15, 38, , 15, 
2018/3/16, 32, , 12, 
2018/3/17, 21, , 18, 
2018/3/18, 22, , 27, 
2018/3/19, 28, , 23, 
2018/3/20, 26, , 11, 
2018/3/21, 21, , 17, 
2018/3/22, 29, , 19, 
2018/3/23, 27, , 14, 
2018/3/24, 21, , 11, 
2018/3/25, 26, , 20, 
2018/3/26, 29, , 25, 
2018/3/27, 27, , 24, 
2018/3/28, 30, , 22, 
2018/3/29, 39, , 19, 
2018/3/30, 35, , 11, 
2018/3/31, 9, , 11, 
2020/1/1, , 16, 25, 3
2019/10/13, , 35, , 2
2019/10/14, , 24, 18, 2
2019/10/19, , 30, , 5
2019/10/20, , 31, , 3
2019/11/9, , 24, , 3
2019/11/10, , 22, , 5
2019/11/11, , 24, 12, 2
2019/1/2, , 17, , 2
2019/2/14, , 500, 28, 
2018/10/10, , 16, 19, 2
2018/1/12, , , 8, 
