date, pm25, no2, so2
2019/12/16, 46, 2, 2
2019/12/17, 21, 2, 
2019/12/18, 23, 3, 
2019/12/19, 28, 3, 
2019/12/20, 33, 1, 
2019/12/21, 41, 1, 
2019/12/22, 42, 2, 1
2019/12/23, 32, 3, 
2019/12/24, 36, 4, 
2019/12/25, 49, 1, 
2019/12/26, 34, 1, 
2019/12/27, 35, 2, 
2019/12/28, 21, , 
2019/7/1, 64, 6, 
2019/7/2, 41, 5, 
2019/7/3, 50, 5, 
2019/7/4, 63, 7, 
2019/7/5, 73, 8, 
2019/7/6, 69, 7, 
2019/7/7, 60, 7, 
2019/7/8, 50, 6, 
2019/7/9, 44, 5, 
2019/7/10, 62, 3, 
2019/7/11, 61, 1, 
2019/7/12, 31, 2, 
2019/7/13, 17, 7, 
2019/7/14, 34, 9, 
2019/7/15, 51, 10, 
2019/7/16, 45, 8, 
2019/7/17, 62, 9, 
2019/7/18, 38, 7, 
2019/7/19, 42, 7, 
2019/7/20, 33, 5, 
2019/7/21, 33, 7, 
2019/7/22, 41, 4, 
2019/7/23, 40, 1, 
2019/7/24, 38, 2, 
2019/7/25, 51, 3, 
2019/7/26, 57, 6, 
2019/7/27, 42, 7, 
2019/7/28, 43, 6, 
2019/7/29, 52, 8, 
2019/7/30, 44, 5, 
2019/7/31, 45, 5, 
2019/8/1, 41, 5, 
2019/8/2, 45, 4, 
2019/8/3, 52, 4, 
2019/8/4, 51, 5, 
2019/8/5, 55, 7, 
2019/8/6, 38, 8, 
2019/8/7, 55, 7, 
2019/8/8, 62, 6, 
2019/8/9, 57, 6, 
2019/8/10, 53, 6, 
2019/8/11, 54, 8, 
2019/8/12, 47, 6, 
2019/8/13, 46, 5, 
2019/8/14, 52, 3, 
2019/8/15, 46, 5, 
2019/8/16, 50, 6, 
2019/8/17, 47, 7, 
2019/8/18, 56, 8, 
2019/8/19, 54, 7, 
2019/8/20, 70, 7, 
2019/8/21, 70, 3, 
2019/8/22, 64, 4, 
2019/8/23, 23, 3, 
2019/8/24, 30, 5, 
2019/8/25, 33, 8, 
2019/8/26, 63, 7, 
2019/8/27, 58, 5, 
2019/8/28, 51, 3, 5
2019/8/29, 50, 3, 
2019/8/30, 58, 2, 
2019/8/31, 64, 1, 
2019/9/1, 57, 1, 
2019/9/2, 41, 2, 
2019/9/3, 44, 4, 
2019/9/4, 59, 6, 
2019/9/5, 71, 10, 
2019/9/6, 75, 11, 
2019/9/7, 71, 10, 
2019/9/8, 61, 8, 
2019/9/9, 69, 4, 
2019/9/10, 56, 6, 
2019/9/11, 55, 3, 
2019/9/12, 55, 3, 
2019/9/13, 68, 4, 
2019/9/14, 72, 2, 
2019/9/15, 55, 3, 
2019/9/16, 48, 4, 
2019/9/17, 38, 4, 
2019/9/18, 29, 4, 
2019/9/19, 32, 3, 
2019/9/20, 41, 2, 
2019/9/21, 34, 3, 
2019/9/22, 32, 4, 
2019/9/23, 37, 6, 
2019/9/24, 41, 7, 
2019/9/25, 42, 7, 
2019/9/26, 42, 6, 
2019/9/27, 43, 3, 
2019/9/28, 45, 3, 
2019/9/29, 38, 3, 
2019/9/30, 38, 4, 
2019/4/1, 31, 6, 1
2019/4/2, 41, 7, 
2019/4/3, 50, 7, 
2019/4/4, 38, 4, 
2019/4/5, 48, 7, 
2019/4/6, 62, 7, 
2019/4/7, 47, 7, 
2019/4/8, 35, 10, 
2019/4/9, 49, 19, 
2019/4/10, 58, 19, 
2019/4/11, 54, 6, 
2019/4/12, 40, 6, 
2019/4/13, 52, 5, 
2019/4/14, 25, 14, 
2019/4/15, 47, 13, 
2019/4/16, 38, 9, 
2019/4/17, 40, 8, 
2019/4/18, 41, 6, 
2019/4/19, 30, 7, 1
2019/4/20, 36, 13, 
2019/4/21, 35, 7, 
2019/4/22, 33, 6, 
2019/4/23, 31, 8, 
2019/4/24, 45, 9, 
2019/4/25, 43, 7, 
2019/4/26, 53, 11, 
2019/4/27, 53, 9, 
2019/4/28, 48, 7, 
2019/4/29, 49, 5, 
2019/4/30, 52, 8, 
2019/5/1, 50, 8, 
2019/5/2, 41, 7, 
2019/5/3, 44, 4, 
2019/5/4, 28, 3, 
2019/5/5, 32, 7, 
2019/5/6, 48, 5, 
2019/5/7, 42, 8, 
2019/5/8, 45, 9, 
2019/5/9, 54, 3, 
2019/5/10, 36, 3, 
2019/5/11, 32, 1, 
2019/5/12, 29, 3, 
2019/5/13, 34, 8, 
2019/5/14, 46, 6, 
2019/5/15, 47, 8, 
2019/5/16, 57, 8, 
2019/5/17, 40, 7, 
2019/5/18, 50, 7, 
2019/5/19, 53, 6, 
2019/5/20, 51, 10, 
2019/5/21, 62, 9, 
2019/5/22, 62, 6, 
2019/5/23, 50, 7, 
2019/5/24, 43, 7, 
2019/5/25, 44, 6, 
2019/5/26, 50, 8, 
2019/5/27, 54, 10, 
2019/5/28, 53, 12, 
2019/5/29, 57, 10, 
2019/5/30, 50, 7, 
2019/5/31, 54, 5, 
2019/6/1, 48, 7, 
2019/6/2, 57, , 
2019/6/3, 59, , 
2019/6/4, 49, 2, 
2019/6/5, 19, 4, 
2019/6/6, 37, 7, 
2019/6/7, 51, 4, 
2019/6/8, 49, 2, 
2019/6/9, 50, 2, 
2019/6/10, 59, 2, 
2019/6/11, 38, 6, 
2019/6/12, 57, 7, 
2019/6/13, 62, 11, 
2019/6/14, 81, 11, 
2019/6/20, 65, 7, 
2019/6/21, 77, 7, 
2019/6/22, 76, 7, 
2019/6/23, 75, 9, 
2019/6/24, 43, 8, 
2019/6/25, 51, 7, 
2019/6/26, 68, 5, 
2019/6/27, 76, 4, 
2019/6/28, 78, 6, 
2019/6/29, 43, 5, 
2019/6/30, 50, 7, 
2019/1/1, 40, 3, 2
2019/1/2, 17, 6, 2
2019/1/3, 14, 8, 2
2019/1/4, 32, 21, 2
2019/1/5, 45, 14, 2
2019/1/6, 36, 23, 2
2019/1/7, 42, 19, 2
2019/1/8, 47, 5, 2
2019/1/9, 38, 7, 2
2019/1/10, 32, 7, 1
2019/1/11, 35, 8, 1
2019/1/12, 31, 6, 4
2019/1/13, 26, 4, 2
2019/1/14, 36, 12, 6
2019/1/15, 48, 11, 1
2019/1/16, 49, 14, 1
2019/1/17, 38, 20, 1
2019/1/18, 39, 11, 1
2019/1/19, 25, 4, 2
2019/1/20, 27, , 
2019/1/21, 33, 10, 1
2019/1/22, 34, 9, 1
2019/1/23, 22, 13, 2
2019/1/24, 35, 14, 1
2019/1/25, 42, 10, 1
2019/1/26, 38, 12, 1
2019/1/27, 49, 21, 1
2019/1/28, 39, 4, 2
2019/1/29, 15, 7, 1
2019/1/30, 29, 7, 1
2019/1/31, 41, 7, 1
2019/2/1, 42, 9, 1
2019/2/2, 54, 4, 1
2019/2/3, 30, 16, 1
2019/2/4, 46, 15, 
2019/2/5, 43, 16, 
2019/2/6, 51, 14, 5
2019/2/7, 40, 4, 3
2019/2/8, 21, 4, 
2019/2/9, 21, 5, 
2019/2/10, 46, 6, 
2019/2/11, 32, , 
2019/2/13, 41, 22, 
2019/2/14, 44, 20, 
2019/2/15, 49, 7, 
2019/2/16, 58, 10, 
2019/2/17, 37, 4, 
2019/2/18, 19, 6, 
2019/2/19, 32, 7, 2
2019/2/20, 24, 4, 
2019/2/21, 22, 9, 
2019/2/22, 37, 15, 
2019/2/23, 45, 6, 
2019/2/24, 22, 6, 
2019/2/25, 26, 6, 
2019/2/26, 43, 10, 
2019/2/27, 40, 9, 
2019/2/28, 49, 5, 
2019/3/1, 35, 2, 
2019/3/2, 43, 5, 1
2019/3/3, 31, 3, 3
2019/3/4, 31, 5, 7
2019/3/5, 31, 9, 
2019/3/6, 33, 6, 
2019/3/7, 34, 20, 
2019/3/8, 45, 16, 
2019/3/9, 54, 7, 
2019/3/10, 52, 6, 
2019/3/11, 48, 5, 
2019/3/12, 41, 11, 
2019/3/13, 49, 7, 
2019/3/14, 61, 5, 4
2019/3/15, 32, 4, 
2019/3/16, 31, 5, 
2019/3/17, 42, 7, 
2019/3/18, 47, 10, 
2019/3/19, 55, 10, 2
2019/3/20, 62, 13, 
2019/3/21, 61, 18, 1
2019/3/22, 65, 16, 
2019/3/23, 59, 11, 
2019/3/24, 52, 11, 
2019/3/25, 47, 3, 
2019/3/26, 36, 11, 
2019/3/27, 50, 12, 
2019/3/28, 55, 8, 1
2019/3/29, 42, 17, 
2019/3/30, 44, 2, 
2019/3/31, 23, 3, 
2018/10/1, 39, 5, 
2018/10/2, 39, 6, 
2018/10/3, 88, 4, 
2018/10/4, 39, 5, 
2018/10/5, 38, 3, 
2018/10/6, 36, 3, 
2018/10/7, 33, 3, 
2018/10/8, 38, 5, 
2018/10/9, 32, 4, 
2018/10/10, 35, 3, 
2018/10/11, 31, 11, 
2018/10/12, 43, 7, 
2018/10/13, 40, 12, 
2018/10/14, 40, 3, 
2018/10/15, 35, 2, 
2018/10/16, 15, 2, 
2018/10/17, 18, 2, 
2018/10/18, 29, 4, 
2018/10/19, 47, 3, 
2018/10/20, 37, 1, 
2018/10/21, 23, 2, 
2018/10/22, 42, 2, 
2018/10/23, 43, 2, 
2018/10/24, 51, 5, 
2018/10/25, 52, 9, 
2018/10/26, 52, 16, 1
2018/10/27, 55, 18, 
2018/10/28, 53, 16, 
2018/10/29, 52, 16, 
2018/10/30, 46, 13, 
2018/10/31, 41, 6, 
2018/11/1, 31, 13, 1
2018/11/2, 39, 18, 1
2018/11/3, 43, 2, 
2018/11/4, 24, 10, 
2018/11/5, 39, 10, 
2018/11/6, 44, 12, 
2018/11/7, 50, 2, 
2018/11/8, 26, 2, 
2018/11/9, 23, 2, 
2018/11/10, 22, 2, 
2018/11/11, 28, 4, 1
2018/11/12, 25, 6, 10
2018/11/13, 30, 9, 4
2018/11/14, 37, 14, 1
2018/11/15, 43, 22, 1
2018/11/16, 56, 9, 
2018/11/17, 42, 8, 
2018/11/18, 44, 3, 
2018/11/19, 32, 3, 
2018/11/20, 28, 4, 
2018/11/21, 38, 3, 
2018/11/22, 37, 6, 
2018/11/23, 43, 9, 
2018/11/24, 33, 8, 
2018/11/25, 32, 6, 4
2018/11/26, 28, 16, 3
2018/11/27, 43, 16, 1
2018/11/28, 36, 18, 
2018/11/29, 41, 17, 
2018/11/30, 34, 17, 
2018/12/1, 49, 11, 1
2018/12/2, 46, 3, 
2018/12/3, 27, 3, 2
2018/12/4, 31, 4, 1
2018/12/5, 44, 8, 
2018/12/6, 44, 6, 
2018/12/7, 31, 4, 1
2018/12/8, 16, 4, 4
2018/12/9, 17, 7, 3
2018/12/10, 38, 14, 2
2018/12/11, 41, 8, 2
2018/12/12, 27, 12, 1
2018/12/13, 28, 10, 1
2018/12/14, 22, 7, 2
2018/12/15, 33, 6, 2
2018/12/16, 40, 20, 2
2018/12/17, 61, 8, 2
2018/12/18, 41, 6, 2
2018/12/19, 37, 8, 2
2018/12/20, 23, 14, 2
2018/12/21, 30, 19, 2
2018/12/24, 42, , 
2018/12/25, 43, 3, 2
2018/12/26, 30, 7, 2
2018/12/27, 31, 7, 2
2018/12/28, 25, 3, 2
2018/12/29, 23, 3, 2
2018/12/30, 21, , 
2018/7/1, 82, 5, 
2018/7/2, 77, 6, 
2018/7/3, 57, 3, 
2018/7/4, 47, 1, 
2018/7/5, 50, 1, 
2018/7/6, 31, 2, 
2018/7/7, 33, 3, 
2018/7/8, 31, 4, 
2018/7/9, 47, 4, 
2018/7/10, 66, 5, 
2018/7/11, 65, 4, 
2018/7/12, 58, 6, 
2018/7/13, 58, 6, 
2018/7/14, 52, 3, 
2018/7/15, 58, 5, 
2018/7/16, 109, 7, 
2018/7/17, 96, 6, 
2018/7/18, 66, 8, 
2018/7/19, 67, 7, 
2018/7/20, 74, 6, 
2018/7/21, 69, 2, 
2018/7/22, 69, 5, 
2018/7/23, 67, , 
2018/7/24, 45, 4, 
2018/7/25, 61, 6, 
2018/7/26, 75, 8, 
2018/7/27, 76, 9, 
2018/7/28, 71, 3, 
2018/7/29, 54, 5, 
2018/7/30, 72, 7, 
2018/7/31, 51, 2, 
2018/8/1, 48, 3, 
2018/8/2, 47, 4, 
2018/8/3, 55, , 
2018/8/7, 38, 7, 
2018/8/8, 41, 9, 
2018/8/9, 45, 13, 
2018/8/10, 45, 6, 
2018/8/11, 62, 5, 
2018/8/12, 87, 7, 
2018/8/13, 99, 11, 
2018/8/14, 96, 13, 
2018/8/15, 68, 11, 
2018/8/16, 62, 9, 
2018/8/17, 60, 9, 
2018/8/18, 51, 9, 
2018/8/19, 41, 10, 
2018/8/20, 50, 8, 
2018/8/21, 46, 5, 
2018/8/22, 63, 4, 
2018/8/23, 64, 7, 
2018/8/24, 76, 6, 
2018/8/25, 76, 3, 
2018/8/26, 54, 5, 
2018/8/27, 29, 4, 
2018/8/28, 35, 9, 
2018/8/29, 39, 4, 
2018/8/30, 33, 3, 
2018/8/31, 34, 2, 
2018/9/1, 27, 2, 
2018/9/2, 19, 4, 
2018/9/3, 22, 2, 
2018/9/4, 34, 5, 
2018/9/5, 30, 11, 
2018/9/6, 49, 9, 
2018/9/7, 58, 10, 
2018/9/8, 47, 6, 
2018/9/9, 35, 3, 
2018/9/10, 31, 3, 
2018/9/11, 41, 3, 
2018/9/12, 31, 2, 
2018/9/13, 31, 4, 
2018/9/14, 37, 3, 
2018/9/15, 40, 6, 
2018/9/16, 42, 7, 
2018/9/17, 54, 10, 
2018/9/18, 78, 12, 
2018/9/19, 78, 5, 
2018/9/20, 54, 5, 
2018/9/21, 34, 6, 
2018/9/22, 32, 5, 
2018/9/23, 28, 9, 
2018/9/24, 39, 9, 
2018/9/25, 48, 8, 
2018/9/26, 29, 4, 
2018/9/27, 30, 2, 
2018/9/28, 50, 2, 
2018/9/29, 51, 3, 
2018/9/30, 25, 4, 
2018/4/1, 37, 10, 2
2018/4/2, 45, 10, 2
2018/4/3, 52, 1, 2
2018/4/4, 32, 2, 2
2018/4/5, 28, 8, 2
2018/4/6, 44, 3, 2
2018/4/7, 26, 3, 2
2018/4/8, 38, 1, 2
2018/4/9, 45, 2, 2
2018/4/10, 35, 5, 2
2018/4/11, 49, 10, 2
2018/4/12, 50, 10, 2
2018/4/13, 55, 4, 2
2018/4/14, 53, 3, 2
2018/4/15, 36, 9, 2
2018/4/16, 46, 16, 2
2018/4/17, 49, 8, 2
2018/4/18, 50, 3, 2
2018/4/19, 34, 2, 2
2018/4/20, 37, 3, 2
2018/4/21, 46, 3, 2
2018/4/22, 39, 6, 2
2018/4/23, 39, 6, 2
2018/4/24, 52, 8, 2
2018/4/25, 64, 3, 2
2018/4/26, 31, 4, 2
2018/4/27, 39, 6, 2
2018/4/28, 62, 5, 2
2018/4/29, 59, 6, 2
2018/4/30, 57, 7, 2
2018/5/1, 53, 6, 2
2018/5/2, 63, 8, 2
2018/5/3, 59, 9, 2
2018/5/4, 57, 1, 2
2018/5/5, 37, 2, 2
2018/5/6, 45, 6, 3
2018/5/7, 56, 10, 1
2018/5/8, 58, 12, 
2018/5/9, 59, 14, 
2018/5/10, 58, 16, 
2018/5/11, 52, , 
2018/5/13, 36, 8, 
2018/5/14, 56, , 
2018/5/18, 68, 11, 
2018/5/19, 58, 4, 
2018/5/20, 38, 3, 
2018/5/21, 32, , 
2018/5/23, 38, 5, 
2018/5/24, 43, 5, 
2018/5/25, 34, 5, 
2018/5/26, 35, 2, 
2018/5/27, 36, 1, 
2018/5/28, 43, 6, 
2018/5/29, 55, 9, 
2018/5/30, 36, 9, 
2018/5/31, 52, 11, 
2018/6/1, 62, 8, 
2018/6/2, 52, 4, 
2018/6/3, 46, 4, 
2018/6/4, 57, 5, 
2018/6/5, 41, 4, 
2018/6/6, 48, 6, 
2018/6/7, 54, 9, 
2018/6/8, 55, 6, 
2018/6/9, 52, 7, 
2018/6/10, 61, 10, 
2018/6/11, 65, 11, 
2018/6/12, 50, 9, 
2018/6/13, 46, 7, 
2018/6/14, 41, 6, 
2018/6/15, 43, 3, 
2018/6/16, 46, , 
2018/6/17, 48, 1, 
2018/6/18, 56, 3, 
2018/6/19, 49, 4, 
2018/6/20, 77, 5, 
2018/6/21, 48, 8, 
2018/6/22, 63, 6, 
2018/6/23, 47, 6, 
2018/6/24, 42, 7, 
2018/6/25, 58, 9, 
2018/6/26, 50, 9, 
2018/6/27, 47, 9, 
2018/6/28, 56, 7, 
2018/6/29, 73, 7, 
2018/6/30, 104, 5, 
2018/1/1, 20, 1, 1
2018/1/2, 21, 9, 9
2018/1/3, 35, 7, 4
2018/1/4, 49, 10, 2
2018/1/5, 49, 11, 1
2018/1/6, 57, 7, 1
2018/1/7, 35, 9, 2
2018/1/8, 22, 2, 1
2018/1/9, 16, 3, 1
2018/1/10, 27, 8, 2
2018/1/11, 28, 4, 2
2018/1/12, 31, 3, 4
2018/1/13, 27, 4, 7
2018/1/14, 27, 14, 2
2018/1/15, 42, 4, 1
2018/1/16, 32, 1, 1
2018/1/17, 30, 4, 1
2018/1/18, 34, 9, 1
2018/1/19, 40, 6, 1
2018/1/20, 31, 6, 1
2018/1/21, 36, 10, 1
2018/1/22, 45, 7, 4
2018/1/23, 36, 5, 1
2018/1/24, 36, 6, 1
2018/1/25, 51, 6, 1
2018/1/26, 50, 3, 1
2018/1/27, 18, 1, 1
2018/1/28, 25, 4, 9
2018/1/29, 30, 3, 1
2018/1/30, 31, 12, 1
2018/1/31, 32, 24, 6
2018/2/1, 57, 1, 1
2018/2/2, 30, 4, 2
2018/2/3, 22, 4, 2
2018/2/4, 37, 4, 2
2018/2/5, 50, 7, 2
2018/2/6, 39, 4, 3
2018/2/7, 24, 2, 3
2018/2/8, 34, 7, 3
2018/2/9, 35, 12, 3
2018/2/10, 28, 5, 6
2018/2/11, 29, 2, 4
2018/2/12, 25, 2, 4
2018/2/13, 51, 12, 3
2018/2/14, 45, 16, 3
2018/2/15, 51, 10, 3
2018/2/16, 55, 10, 3
2018/2/17, 47, 5, 3
2018/2/18, 38, 13, 3
2018/2/19, 45, 11, 2
2018/2/20, 47, 9, 2
2018/2/21, 47, 11, 2
2018/2/22, 55, 12, 2
2018/2/23, 51, 10, 2
2018/2/24, 53, 2, 2
2018/2/25, 24, 1, 2
2018/2/26, 19, 6, 2
2018/2/27, 34, 12, 2
2018/2/28, 53, 7, 2
2018/3/1, 37, 2, 2
2018/3/2, 30, 3, 2
2018/3/3, 45, 3, 2
2018/3/4, 47, 12, 2
2018/3/5, 41, 3, 2
2018/3/6, 24, 6, 3
2018/3/7, 50, 8, 3
2018/3/8, 60, 10, 2
2018/3/9, 42, 9, 2
2018/3/10, 35, 4, 2
2018/3/11, 38, 3, 5
2018/3/12, 36, 4, 3
2018/3/13, 47, 7, 3
2018/3/14, 65, 13, 5
2018/3/15, 57, 13, 3
2018/3/16, 56, 11, 2
2018/3/17, 55, 6, 2
2018/3/18, 61, 8, 2
2018/3/19, 54, 4, 2
2018/3/20, 63, 10, 2
2018/3/21, 69, , 
2018/3/23, 40, 11, 2
2018/3/24, 46, 10, 2
2018/3/25, 52, 9, 2
2018/3/26, 66, 8, 2
2018/3/27, 252, 10, 2
2018/3/28, 61, 7, 2
2018/3/29, 44, 2, 2
2018/3/30, 33, 4, 2
2018/3/31, 30, 5, 2
2017/10/1, 157, 2, 
2017/10/2, 252, 2, 
2017/10/3, 65, 3, 
2017/10/4, 42, , 
2017/10/5, 49, , 
2017/10/6, 52, 2, 
2017/10/7, 51, 4, 
2017/10/8, 56, 8, 
2017/10/9, 58, 5, 
2017/10/10, 60, 2, 
2017/10/11, 50, 3, 24
2017/10/12, 58, 4, 7
2017/10/13, 57, 4, 
2017/10/14, 51, 2, 
2017/10/15, 37, 1, 
2017/10/16, 22, 2, 
2017/10/17, 44, 4, 
2017/10/18, 63, 4, 
2017/10/19, 44, 4, 
2017/10/20, 45, 3, 
2017/10/21, 34, 2, 
2017/10/22, 22, 4, 2
2017/10/23, 28, 6, 3
2017/10/24, 30, 10, 1
2017/10/25, 32, 15, 1
2017/10/27, 48, 4, 8
2017/10/28, 26, 6, 1
2017/10/29, 33, 16, 1
2017/10/30, 48, 7, 1
2017/10/31, 31, 9, 1
2017/11/1, 35, 13, 
2017/11/2, 52, 11, 
2017/11/3, 49, 6, 
2017/11/4, 36, 7, 
2017/11/5, 33, 11, 
2017/11/6, 41, 12, 
2017/11/7, 45, 2, 
2017/11/8, 39, 1, 
2017/11/9, 28, 2, 
2017/11/10, 35, 2, 
2017/11/11, 45, 2, 
2017/11/12, 53, 2, 
2017/11/13, 44, 4, 
2017/11/14, 56, 10, 
2017/11/15, 42, 7, 
2017/11/16, 38, 8, 
2017/11/17, 41, 10, 3
2017/11/18, 46, 2, 2
2017/11/19, 25, 7, 1
2017/11/20, 42, 5, 
2017/11/21, 42, 2, 
2017/11/22, 46, 2, 2
2017/11/23, 33, 5, 1
2017/11/24, 48, 5, 1
2017/11/25, 42, 2, 1
2017/11/26, 38, 7, 1
2017/11/27, 33, 7, 1
2017/11/28, 35, 11, 
2017/11/29, 52, 6, 3
2017/11/30, 54, 5, 1
2017/12/1, 74, 6, 3
2017/12/2, 71, 5, 1
2017/12/3, 64, 8, 1
2017/12/4, 42, 10, 
2017/12/5, 27, 1, 
2017/12/6, 17, 2, 1
2017/12/7, 26, 5, 1
2017/12/8, 31, 12, 1
2017/12/9, 43, 10, 1
2017/12/10, 44, 20, 1
2017/12/11, 54, 9, 4
2017/12/12, 40, 18, 1
2017/12/13, 58, 20, 1
2017/12/14, 51, 3, 1
2017/12/15, 49, 4, 1
2017/12/16, 49, 4, 1
2017/12/17, 39, 3, 1
2017/12/18, 44, 11, 1
2017/12/19, 42, 12, 1
2017/12/20, 48, 12, 1
2017/12/21, 48, 9, 
2017/12/22, 45, 4, 4
2017/12/23, 26, 4, 1
2017/12/24, 42, 1, 1
2017/12/25, 28, 2, 1
2017/12/26, 27, 1, 1
2017/12/27, 19, 2, 1
2017/12/28, 23, 3, 1
2017/12/29, 25, 4, 1
2017/12/30, 39, 1, 1
2017/12/31, 24, 1, 1
2017/7/1, 112, 5, 
2017/7/2, 84, 5, 
2017/7/3, 47, 4, 
2017/7/4, 48, 6, 
2017/7/5, 48, 7, 
2017/7/6, 50, 5, 
2017/7/7, 49, 5, 1
2017/7/8, 49, 2, 
2017/7/9, 44, 6, 
2017/7/10, 52, 5, 
2017/7/11, 49, 3, 
2017/7/12, 43, 3, 
2017/7/13, 38, 3, 
2017/7/14, 35, 4, 
2017/7/15, 41, 3, 
2017/7/16, 51, 4, 
2017/7/17, 51, 6, 
2017/7/18, 49, 6, 1
2017/7/20, 60, 6, 1
2017/7/21, 58, 4, 1
2017/7/22, 41, 5, 
2017/7/23, 44, 6, 
2017/7/24, 96, 8, 1
2017/7/25, 85, 6, 
2017/7/26, 66, 6, 
2017/7/27, 56, 5, 1
2017/7/28, 62, 2, 
2017/7/29, 52, 1, 
2017/7/30, 49, 1, 1
2017/7/31, 47, 3, 
2017/8/1, 45, 2, 
2017/8/2, 46, 1, 
2017/8/3, 41, 4, 
2017/8/4, 44, 5, 
2017/8/5, 46, 4, 
2017/8/6, 48, 6, 
2017/8/7, 47, 3, 
2017/8/8, 35, 3, 
2017/8/9, 36, 6, 
2017/8/10, 47, 6, 
2017/8/11, 46, 6, 
2017/8/12, 49, 5, 
2017/8/13, 38, 7, 
2017/8/14, 46, 8, 
2017/8/15, 41, 8, 
2017/8/16, 57, 7, 
2017/8/17, 62, 7, 
2017/8/18, 57, 4, 
2017/8/19, 43, 4, 
2017/8/20, 47, 4, 
2017/8/21, 48, 5, 
2017/8/22, 44, 4, 
2017/8/23, 35, 1, 
2017/8/24, 40, 2, 
2017/8/25, 47, 1, 
2017/8/29, 32, 1, 
2017/8/30, 23, 3, 
2017/8/31, 58, 2, 
2017/9/1, 50, 2, 
2017/9/2, 59, 2, 
2017/9/3, 55, 4, 
2017/9/4, 59, 4, 
2017/9/5, 40, , 
2017/9/10, 47, 2, 1
2017/9/11, 47, 8, 1
2017/9/12, 64, 12, 
2017/9/13, 73, 11, 
2017/9/14, 62, 5, 
2017/9/15, 51, 6, 
2017/9/16, 40, 3, 
2017/9/17, 41, 7, 
2017/9/18, 67, 10, 
2017/9/19, 252, 9, 
2017/9/20, 54, 6, 
2017/9/21, 50, 4, 
2017/9/22, 56, 4, 
2017/9/23, 59, 2, 
2017/9/24, 47, 3, 
2017/9/25, 44, 3, 
2017/9/26, 55, 4, 
2017/9/27, 59, 3, 
2017/9/28, 60, 1, 
2017/9/29, 62, 1, 
2017/9/30, 58, 2, 
2017/4/1, 32, 4, 
2017/4/2, 45, 7, 
2017/4/3, 41, 12, 
2017/4/4, 45, 4, 
2017/4/5, 55, 2, 3
2017/4/6, 34, 4, 
2017/4/7, 49, 6, 
2017/4/8, 50, 6, 
2017/4/9, 40, 6, 
2017/4/10, 49, 2, 
2017/4/11, 38, 3, 
2017/4/12, 42, 3, 
2017/4/13, 54, 2, 
2017/4/14, 50, 2, 
2017/4/15, 33, 2, 
2017/4/16, 39, 4, 
2017/4/17, 44, 3, 
2017/4/18, 43, 2, 
2017/4/19, 46, , 
2017/4/20, 51, 5, 
2017/4/21, 54, 7, 
2017/4/22, 45, , 4
2017/4/23, 21, 5, 1
2017/4/24, 48, 14, 
2017/4/25, 50, 9, 
2017/4/26, 81, 1, 
2017/4/27, 39, 4, 
2017/4/28, 84, , 
2017/4/29, 63, 1, 
2017/4/30, 33, 7, 
2017/5/1, 43, 6, 
2017/5/2, 50, 2, 
2017/5/3, 26, 1, 
2017/5/4, 26, 3, 1
2017/5/5, 37, 4, 
2017/5/6, 43, 5, 
