date, pm25, pm10, o3, no2
2020/1/2, 64, 17, , 14
2020/1/3, 39, 20, , 13
2020/1/4, 33, 16, , 17
2020/1/5, 35, 18, , 19
2020/1/6, 47, 27, , 22
2020/1/7, 52, 16, , 19
2020/1/8, 39, 13, , 15
2020/1/9, 35, 17, , 22
2020/1/10, 30, 16, , 14
2020/1/11, 37, 16, , 10
2020/1/12, 33, 21, , 14
2020/1/13, 38, 8, , 11
2020/1/14, 18, 10, , 13
2020/1/15, 21, 16, , 18
2020/1/16, 37, , , 
2019/10/1, 23, 12, , 16
2019/10/2, 16, 12, , 22
2019/10/3, 26, 13, , 17
2019/10/4, 23, 12, , 15
2019/10/5, 31, 10, , 12
2019/10/6, 29, 19, , 17
2019/10/7, 53, 17, , 15
2019/10/8, 25, 13, , 14
2019/10/9, 17, 11, , 13
2019/10/10, 21, 8, , 12
2019/10/11, 27, 7, , 18
2019/10/12, 23, 19, , 13
2019/10/13, 33, 22, , 23
2019/10/14, 39, 16, , 21
2019/10/15, 34, 12, , 18
2019/10/16, 23, 13, , 19
2019/10/17, 34, 10, , 13
2019/10/18, 17, 11, , 14
2019/10/19, 17, 18, , 18
2019/10/20, 43, 13, , 15
2019/10/21, 29, 19, , 23
2019/10/22, 41, 21, , 20
2019/10/23, 48, 26, , 17
2019/10/24, 48, 14, , 14
2019/10/25, 29, 11, , 9
2019/10/26, 25, 13, , 14
2019/10/27, 24, 18, , 28
2019/10/28, 37, 14, , 27
2019/10/29, 32, 20, , 20
2019/10/30, 58, 25, , 21
2019/10/31, 65, 20, , 19
2019/11/1, 55, 10, , 9
2019/11/2, 14, 9, , 15
2019/11/3, 19, 13, , 22
2019/11/4, 30, 21, , 24
2019/11/5, 39, 14, , 26
2019/11/6, 28, 13, , 20
2019/11/7, 34, 18, , 24
2019/11/8, 35, 17, , 16
2019/11/9, 34, 26, , 26
2019/11/10, 63, 15, , 19
2019/11/11, 41, 10, , 16
2019/11/12, 24, 11, , 23
2019/11/13, 25, 12, , 21
2019/11/14, 37, 25, , 17
2019/11/15, 68, 19, , 25
2019/11/16, 54, 20, , 21
2019/11/17, 63, 16, , 25
2019/11/18, 46, 13, , 28
2019/11/19, 29, 32, , 33
2019/11/20, 77, 34, , 19
2019/11/21, 89, 18, , 22
2019/11/22, 53, 19, , 16
2019/11/23, 56, 25, , 19
2019/11/24, 70, 23, , 23
2019/11/25, 59, 14, , 18
2019/11/26, 42, 8, , 13
2019/11/27, 20, 12, , 15
2019/11/28, 17, 20, , 28
2019/11/29, 31, 24, , 36
2019/11/30, 52, 24, , 23
2019/12/1, 64, 19, , 33
2019/12/2, 44, 26, , 26
2019/12/3, 64, 33, , 32
2019/12/4, 77, 34, , 24
2019/12/5, 90, 18, , 15
2019/12/6, 51, 16, , 12
2019/12/7, 29, 17, , 8
2019/12/8, 29, 16, , 14
2019/12/9, 21, 21, , 20
2019/12/10, 33, 20, , 23
2019/12/11, 42, 14, , 19
2019/12/12, 29, 10, , 17
2019/12/13, 22, 17, , 11
2019/12/14, 26, 17, , 11
2019/12/15, 28, 15, , 23
2019/12/16, 37, 17, , 22
2019/12/17, 41, 18, , 22
2019/12/18, 48, 21, , 16
2019/12/19, 43, 10, , 13
2019/12/20, 20, 12, , 12
