date, pm25
2019/8/12, 28
2019/8/13, 31
2019/8/14, 21
2019/8/15, 29
2019/8/16, 28
2019/8/17, 34
2019/8/18, 34
2019/8/19, 39
2019/8/20, 30
2019/8/21, 46
2019/8/22, 26
2019/8/23, 21
2019/8/24, 23
2019/8/25, 28
2019/8/26, 27
2019/8/27, 30
2019/8/28, 44
2019/8/29, 43
2019/8/30, 36
2019/8/31, 28
2019/9/1, 24
2019/9/2, 23
2019/9/3, 32
2019/9/4, 28
2019/9/5, 37
2019/9/6, 27
2019/9/7, 28
2019/9/8, 32
2019/9/9, 30
2019/9/10, 27
2019/9/11, 26
2019/9/12, 27
2019/9/13, 17
2019/9/14, 34
2019/9/15, 36
2019/9/16, 35
2019/9/17, 27
2019/9/18, 25
2019/9/19, 20
2019/9/20, 27
2019/9/21, 23
2019/9/22, 21
2019/9/23, 30
2019/9/24, 23
2019/9/25, 25
2019/9/26, 22
2019/9/27, 28
2019/9/28, 17
2019/9/29, 21
2019/9/30, 17
2019/4/1, 17
2019/4/2, 16
2019/4/3, 31
2019/4/4, 16
2019/4/5, 23
2019/4/6, 23
2019/4/7, 18
2019/4/8, 28
2019/4/9, 27
2019/4/10, 83
2019/4/11, 12
2019/4/12, 15
2019/4/13, 29
2019/4/14, 38
2019/4/15, 24
2019/4/16, 37
2019/4/17, 35
2019/4/18, 9
2019/4/19, 13
2019/4/20, 27
2019/4/21, 19
2019/4/22, 26
2019/4/23, 15
2019/4/24, 21
2019/4/25, 22
2019/4/26, 23
2019/4/27, 30
2019/4/28, 31
2019/4/29, 35
2019/4/30, 34
2019/5/1, 30
2019/5/2, 30
2019/5/3, 24
2019/5/4, 12
2019/5/5, 30
2019/5/6, 26
2019/5/7, 38
2019/5/8, 27
2019/5/9, 8
2019/5/10, 8
2019/5/11, 12
2019/5/12, 26
2019/5/13, 23
2019/5/14, 23
2019/5/15, 40
2019/5/16, 45
2019/5/17, 45
2019/5/18, 31
2019/5/19, 14
2019/5/20, 50
2019/5/21, 33
2019/5/22, 42
2019/5/23, 85
2019/5/24, 49
2019/5/25, 49
2019/5/26, 43
2019/5/27, 52
2019/5/28, 27
2019/5/29, 23
2019/5/30, 18
2019/5/31, 27
2019/6/1, 35
2019/6/2, 17
2019/6/3, 22
2019/6/4, 21
2019/6/5, 24
2019/6/6, 17
2019/6/7, 28
2019/6/8, 25
2019/6/9, 25
2019/6/10, 16
2019/6/11, 29
2019/6/12, 16
2019/6/13, 25
2019/6/14, 44
2019/6/15, 40
2019/6/16, 21
2019/6/17, 21
2019/6/18, 31
2019/6/19, 33
2019/6/20, 36
2019/6/21, 41
2019/6/22, 41
2019/6/23, 39
2019/6/24, 33
2019/6/25, 32
2019/6/26, 28
2019/6/27, 48
2019/6/28, 53
2019/6/29, 38
2019/6/30, 45
2019/1/1, 13
2019/1/2, 25
2019/1/3, 23
2019/1/4, 13
2019/1/5, 16
2019/1/6, 28
2019/1/7, 25
2019/1/8, 19
2019/1/9, 14
2019/1/10, 23
2019/1/11, 29
2019/1/12, 17
2019/1/13, 25
2019/1/14, 32
2019/1/15, 51
2019/1/16, 34
2019/1/17, 14
2019/1/18, 27
2019/1/19, 10
2019/1/20, 13
2019/1/21, 31
2019/1/22, 17
2019/1/23, 19
2019/1/24, 12
2019/1/25, 27
2019/1/26, 27
2019/1/27, 13
2019/1/28, 12
2019/1/29, 9
2019/2/1, 25
2019/2/2, 26
2019/2/3, 20
2019/2/4, 19
2019/2/5, 13
2019/2/6, 36
2019/2/7, 15
2019/2/8, 11
2019/2/9, 11
2019/2/10, 31
2019/2/11, 41
2019/2/12, 16
2019/2/13, 24
2019/2/14, 26
2019/2/15, 25
2019/2/16, 40
2019/2/17, 21
2019/2/18, 12
2019/2/19, 31
2019/2/20, 24
2019/2/21, 15
2019/2/22, 18
