date, pm25, pm10, o3
2020/1/2, 22, , 
2020/1/3, 29, , 
2020/1/4, 16, , 
2020/1/5, 19, , 
2020/1/6, 36, , 
2020/1/7, 38, , 
2020/1/8, 19, , 
2020/1/9, 26, , 
2020/1/10, 34, , 
2020/1/11, 16, , 
2020/1/12, 16, , 
2020/1/13, 15, , 
2020/1/14, 12, , 
2020/1/15, 14, , 
2019/10/1, 19, , 19
2019/10/2, 21, , 19
2019/10/3, 13, , 
2019/10/4, 12, , 
2019/10/5, 13, , 
2019/10/6, 16, , 
2019/10/7, 20, , 
2019/10/8, 20, , 
2019/10/9, 18, , 
2019/10/10, 17, , 
2019/10/11, 22, , 
2019/10/12, 34, , 
2019/10/13, 31, , 
2019/10/14, 37, , 
2019/10/15, 34, , 
2019/10/16, 35, , 
2019/10/17, 14, , 
2019/10/18, 24, , 
2019/10/19, 21, , 
2019/10/20, 25, , 
2019/10/21, 19, , 
2019/10/22, 19, , 
2019/10/23, 21, , 
2019/10/24, 22, , 
2019/10/25, 21, , 
2019/10/26, 12, , 
2019/10/27, 13, , 
2019/10/28, 19, , 
2019/10/29, 13, , 
2019/10/30, 15, , 
2019/10/31, 23, , 
2019/11/1, 28, , 
2019/11/2, 25, , 
2019/11/3, 26, , 
2019/11/4, 25, , 
2019/11/5, 34, , 
2019/11/6, 36, , 
2019/11/7, 39, , 
2019/11/8, 38, , 
2019/11/9, 42, , 
2019/11/10, 35, , 
2019/11/11, 24, , 
2019/11/12, 22, , 
2019/11/13, 22, , 
2019/11/14, 33, , 
2019/11/15, 43, , 
2019/11/16, 31, , 
2019/11/17, 25, , 
2019/11/18, 26, , 
2019/11/19, 13, , 
2019/11/20, 23, , 
2019/11/21, 19, , 
2019/11/22, 30, , 
2019/11/23, 34, , 
2019/11/24, 32, , 
2019/11/25, 19, , 
2019/11/26, 17, , 
2019/11/27, 18, , 
2019/11/28, 31, , 
2019/11/29, 39, , 
2019/11/30, 26, , 
2019/12/1, 6, , 
2019/12/2, 13, , 
2019/12/3, 53, , 
2019/12/4, 86, , 
2019/12/5, 50, , 
2019/12/6, 10, , 
2019/12/7, 22, , 
2019/12/8, 31, , 
2019/12/9, 41, , 
2019/12/10, 43, , 
2019/12/11, 37, , 
2019/12/12, 38, , 
2019/12/13, 21, , 
2019/12/14, 33, , 
2019/12/15, 38, , 
2019/12/16, 19, , 
2019/12/17, 11, , 
2019/12/18, 18, , 
2019/12/19, 18, , 
2019/12/20, 7, , 
2019/12/21, 20, , 
2019/12/22, 24, , 
2019/12/23, 17, , 
2019/12/24, 27, , 
2019/12/25, 32, , 
2019/12/26, 34, , 
2019/12/27, 41, , 
2019/12/28, 32, , 
2019/7/1, 20, , 
2019/7/2, 14, , 
2019/7/3, 16, , 
2019/7/4, 18, , 
2019/7/5, 25, , 
2019/7/6, 28, , 
2019/7/7, 22, , 
2019/7/8, 20, , 
2019/7/9, 27, , 
2019/7/10, 22, , 
2019/7/11, 12, , 
2019/7/12, 17, , 
2019/7/13, 16, , 
2019/7/14, 17, , 
2019/7/15, 14, , 
2019/7/16, 14, , 
2019/7/17, 15, , 26
2019/7/18, 12, , 37
2019/7/19, 17, , 39
2019/7/20, 19, , 38
2019/7/21, 22, , 33
2019/7/22, 24, , 31
2019/7/23, 19, , 38
2019/7/24, 18, , 49
2019/7/25, 50, , 72
2019/7/26, 179, , 37
2019/7/27, 150, , 41
2019/7/28, 156, , 44
2019/7/29, 137, , 42
2019/7/30, 110, , 40
2019/7/31, 66, , 34
2019/8/1, 45, , 30
2019/8/2, 17, , 30
2019/8/3, 35, , 30
2019/8/4, 31, , 39
2019/8/5, 38, , 41
2019/8/6, 41, , 38
2019/8/7, 36, , 25
2019/8/8, 24, , 28
2019/8/9, 22, , 29
2019/8/10, 17, , 31
2019/8/11, 19, , 39
2019/8/12, 26, , 38
2019/8/13, 28, , 39
2019/8/14, 26, , 34
2019/8/15, 17, , 41
2019/8/16, 18, , 39
2019/8/17, 20, , 35
2019/8/18, 22, , 37
2019/8/19, 24, , 37
2019/8/20, 24, , 25
2019/8/21, 20, , 29
2019/8/22, 22, , 39
2019/8/23, 20, , 43
2019/8/24, 21, , 39
2019/8/25, 21, , 44
2019/8/26, 19, , 55
2019/8/27, 24, , 42
2019/8/28, 35, , 33
2019/8/29, 24, , 34
2019/8/30, 23, , 31
2019/8/31, 14, , 21
2019/9/1, 11, , 28
2019/9/2, 14, , 31
2019/9/3, 16, , 43
2019/9/4, 17, , 44
2019/9/5, 16, , 34
2019/9/6, 20, , 23
2019/9/7, 20, , 26
2019/9/8, 7, , 29
2019/9/9, 8, , 27
2019/9/10, 9, , 30
2019/9/11, 10, , 35
2019/9/12, 11, , 31
2019/9/13, 14, , 32
2019/9/14, 14, , 25
2019/9/15, 11, , 25
2019/9/16, 8, , 18
2019/9/17, 10, , 19
2019/9/18, 11, , 23
2019/9/19, 13, , 25
2019/9/20, 14, , 27
2019/9/21, 16, , 19
2019/9/22, 18, , 25
2019/9/23, 13, , 23
2019/9/24, 13, , 25
2019/9/25, 15, , 27
2019/9/26, 24, , 27
2019/9/27, 14, , 26
2019/9/28, 11, , 17
2019/9/29, 12, , 23
2019/9/30, 12, , 21
2019/4/1, 24, , 
2019/4/2, 18, , 
2019/4/3, 21, , 
2019/4/4, 19, , 
2019/4/5, 13, , 
2019/4/6, 26, , 
2019/4/7, 15, , 
2019/4/8, 13, , 
