date, pm25, pm10, o3, no2
2020/1/2, 71, 18, 25, 14
2020/1/3, 44, 21, 21, 16
2020/1/4, 42, 16, 18, 19
2020/1/5, 42, 19, 19, 19
2020/1/6, 56, 28, 12, 23
2020/1/7, 58, 17, 13, 20
2020/1/8, 44, 15, 12, 16
2020/1/9, 42, 18, 24, 23
2020/1/10, 38, 17, 18, 14
2020/1/11, 50, 17, 23, 11
2020/1/12, 43, 21, 17, 16
2020/1/13, 49, 9, 22, 11
2020/1/14, 27, 11, 23, 14
2020/1/15, 32, 16, 13, 19
2020/1/16, 42, , , 
2019/10/1, 36, 14, 24, 14
2019/10/2, 31, 14, 22, 23
2019/10/3, 34, 15, 19, 17
2019/10/4, 37, 14, 16, 15
2019/10/5, 47, 12, 10, 12
2019/10/6, 39, 20, 15, 17
2019/10/7, 63, 19, 16, 15
2019/10/8, 44, 14, 21, 15
2019/10/9, 31, 16, 18, 14
2019/10/10, 35, 13, 16, 12
2019/10/11, 40, 10, 25, 20
2019/10/12, 32, 19, 23, 14
2019/10/13, 46, 24, 17, 23
2019/10/14, 50, 17, 17, 21
2019/10/15, 35, 12, 11, 18
2019/10/16, 26, 16, 21, 19
2019/10/17, 32, 14, 25, 15
2019/10/18, 32, 13, 20, 15
2019/10/19, 26, 21, 9, 18
2019/10/20, 51, 14, 16, 15
2019/10/21, 42, 21, 19, 23
2019/10/22, 49, 21, 9, 21
2019/10/23, 61, 26, 19, 17
2019/10/24, 56, 15, 18, 15
2019/10/25, 39, 11, 19, 10
2019/10/26, 34, 15, 26, 14
2019/10/27, 34, 20, 22, 27
2019/10/28, 45, 15, 24, 27
2019/10/29, 43, 21, 11, 20
2019/10/30, 69, 26, 8, 22
2019/10/31, 74, 21, 5, 19
2019/11/1, 64, 11, 25, 9
2019/11/2, 26, 10, 17, 15
2019/11/3, 31, 14, 13, 22
2019/11/4, 39, 21, 11, 24
2019/11/5, 49, 15, 16, 26
2019/11/6, 32, 14, 14, 21
2019/11/7, 42, 18, 11, 24
2019/11/8, 46, 18, 23, 17
2019/11/9, 41, 26, 10, 26
2019/11/10, 70, 17, 15, 20
2019/11/11, 51, 11, 19, 17
