date, pm25, pm10, o3, no2
2020/1/2, 88, 28, 13, 10
2020/1/3, 89, 5, 26, 2
2020/1/4, 23, 7, 29, 2
2020/1/5, 27, 23, 18, 12
2020/1/6, 67, 14, 26, 6
2020/1/7, 46, 27, 24, 12
2020/1/8, 61, 28, 14, 16
2020/1/9, 84, 12, 22, 10
2020/1/10, 48, 4, 23, 2
2020/1/11, 24, 14, 18, 6
2020/1/12, 58, 30, 15, 14
2020/1/13, 89, 25, 21, 16
2020/1/14, 69, 19, 22, 14
2020/1/15, 48, 26, 3, 12
2020/1/16, 84, , , 
2019/10/1, 28, 6, 27, 4
2019/10/2, 25, 9, 34, 2
2019/10/3, 28, 11, 27, 8
2019/10/4, 42, 8, 27, 3
2019/10/5, 30, 4, 25, 4
2019/10/6, 16, 11, 31, 2
2019/10/7, 17, 14, 35, 6
2019/10/8, 34, 21, 20, 13
2019/10/9, 50, 9, 29, 3
2019/10/10, 21, 16, 33, 9
2019/10/11, 39, 19, 29, 8
2019/10/12, 49, 16, 34, 8
2019/10/13, 46, 25, 28, 15
2019/10/14, 51, 10, 29, 5
2019/10/15, 27, 13, 26, 8
2019/10/16, 37, 13, 34, 7
2019/10/17, 35, 13, 32, 7
2019/10/18, 29, 13, 37, 2
2019/10/19, 33, 13, 34, 1
2019/10/20, 37, 6, 24, 7
2019/10/21, 22, 5, 12, 5
2019/10/22, 23, 10, 25, 6
2019/10/23, 31, 16, 25, 13
2019/10/24, 41, 6, 25, 4
2019/10/25, 22, 18, 21, 13
2019/10/26, 47, 26, 22, 14
2019/10/27, 67, 31, 13, 15
2019/10/28, 76, 21, 19, 8
2019/10/29, 62, 16, 14, 7
2019/10/30, 48, 19, 7, 8
2019/10/31, 58, 11, 14, 7
2019/11/1, 44, 5, 19, 6
2019/11/2, 22, 4, 22, 6
2019/11/3, 15, 8, 20, 11
2019/11/4, 22, 3, 23, 9
2019/11/5, 16, 5, 19, 8
2019/11/6, 32, 15, 5, 13
2019/11/7, 50, 12, 14, 10
2019/11/8, 45, 10, 20, 9
2019/11/9, 42, 17, 5, 10
2019/11/10, 68, , , 
2019/11/12, 27, 8, 26, 6
2019/11/13, 29, 8, 21, 10
2019/11/14, 34, 7, 18, 9
2019/11/15, 36, 14, 11, 11
2019/11/16, 58, 12, 17, 6
2019/11/17, 52, 11, 24, 6
2019/11/18, 47, 8, 22, 3
2019/11/19, 39, 24, 13, 11
2019/11/20, 71, 10, 21, 16
2019/11/21, 40, 5, 25, 9
2019/11/22, 21, 3, 25, 5
2019/11/23, 19, 4, 20, 3
2019/11/24, 25, 9, 19, 7
2019/11/25, 38, 27, 3, 13
2019/11/26, 81, 8, 24, 9
2019/11/27, 32, 13, 20, 17
2019/11/28, 44, 20, 9, 15
2019/11/29, 62, 10, 17, 8
2019/11/30, 41, 4, 20, 5
2019/12/1, 25, 5, 18, 3
2019/12/2, 30, 13, 14, 5
2019/12/3, 58, 18, 10, 9
2019/12/4, 66, 26, 12, 13
2019/12/5, 82, 38, 8, 16
2019/12/6, 104, 23, 16, 11
2019/12/7, 73, 23, 17, 14
2019/12/8, 77, 14, 25, 11
2019/12/9, 47, 10, 26, 3
2019/12/10, 29, 25, 11, 13
2019/12/11, 72, 11, 24, 11
2019/12/12, 41, 5, 24, 9
2019/12/13, 27, 17, 11, 13
2019/12/14, 63, 19, 18, 9
2019/12/15, 64, 14, 25, 6
2019/12/16, 41, 30, 28, 4
2019/12/17, 49, 33, 23, 12
2019/12/18, 59, 15, 27, 7
2019/12/19, 38, 11, 28, 11
2019/12/20, 33, 7, 22, 9
2019/12/21, 31, 3, 28, 6
2019/12/22, 16, 6, 29, 7
2019/12/23, 24, 18, 23, 12
2019/12/24, 52, 9, 29, 4
2019/12/25, 31, 8, 23, 6
2019/12/26, 35, 6, 25, 4
2019/12/27, 23, 4, 24, 2
2019/12/28, 23, , , 
2019/7/1, 58, 23, 62, 5
2019/7/2, 49, 22, 64, 5
2019/7/3, 45, 23, 70, 6
2019/7/4, 50, 28, 66, 6
2019/7/5, 63, 30, 61, 6
2019/7/6, 60, 28, 47, 5
2019/7/7, 58, , , 
2019/7/9, 55, 17, 62, 3
2019/7/10, 35, 14, 58, 5
2019/7/11, 31, 14, 49, 5
2019/7/12, 35, 13, 47, 2
2019/7/13, 27, 10, 47, 2
2019/7/14, 31, 16, 41, 2
2019/7/15, 26, 11, 55, 3
2019/7/16, 26, 18, 58, 8
2019/7/17, 39, 20, 62, 7
2019/7/18, 42, 18, 52, 3
2019/7/19, 38, 24, 59, 10
2019/7/20, 56, 20, 58, 9
2019/7/21, 49, 24, 64, 8
2019/7/22, 48, 26, 63, 7
2019/7/23, 56, 26, 67, 11
2019/7/24, 57, 24, 55, 10
2019/7/25, 53, 23, 53, 7
2019/7/26, 50, 11, 38, 6
2019/7/27, 30, 7, 33, 2
2019/7/28, 19, 11, 47, 4
2019/7/29, 24, 13, 59, 6
2019/7/30, 34, 13, 42, 3
2019/7/31, 24, 15, 55, 3
2019/8/1, 34, 15, 54, 5
2019/8/2, 24, 12, 56, 3
2019/8/3, 29, 11, 62, 4
2019/8/4, 32, 23, 69, 7
2019/8/5, 51, 21, 57, 8
2019/8/6, 50, 22, 46, 9
2019/8/7, 47, 11, 44, 4
2019/8/8, 35, 22, 52, 5
2019/8/9, 52, 15, 42, 4
2019/8/10, 47, 16, 44, 2
2019/8/11, 43, 8, 40, 2
2019/8/12, 22, 13, 41, 2
2019/8/13, 26, 9, 43, 3
2019/8/14, 27, 6, 35, 3
2019/8/15, 26, 7, 40, 3
2019/8/16, 28, 16, 52, 5
2019/8/17, 43, 14, 37, 3
2019/8/18, 44, 17, 39, 5
2019/8/19, 45, 8, 31, 2
2019/8/20, 30, 7, 40, 2
2019/8/21, 27, 12, 39, 4
2019/8/22, 35, 12, 49, 4
2019/8/23, 34, 18, 49, 6
2019/8/24, 53, 20, 48, 5
2019/8/25, 54, 22, 49, 7
2019/8/26, 56, 25, 48, 14
2019/8/27, 60, 20, 42, 11
2019/8/28, 56, 21, 49, 7
2019/8/29, 57, 18, 49, 5
2019/8/30, 46, 17, 50, 11
2019/8/31, 42, 12, 38, 6
2019/9/1, 35, 17, 37, 2
2019/9/2, 25, 12, 43, 3
2019/9/3, 25, 17, 61, 7
2019/9/4, 34, 21, 40, 3
2019/9/5, 28, 22, 33, 2
2019/9/6, 28, 10, 37, 2
2019/9/7, 23, 6, 30, 2
2019/9/8, 18, 8, 33, 4
2019/9/9, 17, 9, 25, 6
2019/9/10, 30, 10, 42, 4
2019/9/11, 28, 11, 45, 5
2019/9/12, 25, 14, 47, 11
2019/9/13, 35, 18, 46, 15
2019/9/14, 48, 18, 48, 15
2019/9/15, 51, 22, 49, 11
2019/9/16, 49, 27, 51, 13
2019/9/17, 52, 15, 39, 4
2019/9/18, 26, 20, 40, 4
2019/9/19, 33, 22, 38, 8
2019/9/20, 38, 15, 31, 9
2019/9/21, 37, 10, 28, 6
2019/9/22, 33, 7, 29, 3
2019/9/23, 18, 13, 23, 10
2019/9/24, 31, 8, 24, 8
2019/9/25, 24, 7, 27, 8
2019/9/26, 20, 15, 35, 8
2019/9/27, 36, 9, 31, 8
2019/9/28, 25, 12, 38, 7
2019/9/29, 34, 12, 30, 7
2019/9/30, 33, 16, 31, 6
2019/4/1, 37, 25, 45, 12
