date, pm25, pm10, o3, no2
2020/1/2, 45, 19, 29, 8
2020/1/3, 23, 28, 27, 7
2020/1/4, 20, 17, 20, 12
2020/1/5, 22, 18, 22, 11
2020/1/6, 35, 23, 17, 14
2020/1/7, 30, 15, 19, 10
2020/1/8, 12, 20, 16, 11
2020/1/9, 15, 13, 27, 8
2020/1/10, 10, 13, 22, 9
2020/1/11, 20, 12, 26, 6
2020/1/12, 12, 15, 22, 10
2020/1/13, 20, 8, 25, 7
2020/1/14, 5, 9, 27, 8
2020/1/15, 7, 20, 18, 8
2020/1/16, 26, , , 
2019/10/1, 11, 12, 25, 7
2019/10/2, 8, 11, 23, 10
2019/10/3, 7, 14, 21, 12
2019/10/4, 19, 11, 21, 10
2019/10/5, 13, 10, 17, 6
2019/10/6, 18, 14, 17, 10
2019/10/7, 27, 26, 21, 11
2019/10/8, 26, 15, 22, 12
2019/10/9, 11, 15, 23, 10
2019/10/10, 17, 18, 18, 9
2019/10/11, 16, 9, 27, 11
2019/10/12, 7, 19, 26, 8
2019/10/13, 22, 20, 25, 13
2019/10/14, 18, 23, 21, 15
2019/10/15, 23, 19, 19, 10
2019/10/16, 32, 15, 24, 11
2019/10/17, 20, 13, 25, 9
2019/10/18, 26, 11, 23, 8
2019/10/19, 11, 27, 12, 10
2019/10/20, 43, 20, 22, 10
2019/10/21, 28, 25, 17, 11
2019/10/22, 34, 22, 14, 15
2019/10/23, 41, 34, 11, 12
2019/10/24, 55, 17, 20, 9
2019/10/25, 26, 10, 25, 6
2019/10/26, 14, 13, 27, 4
2019/10/27, 11, 14, 28, 13
2019/10/28, 11, 11, 23, 19
2019/10/29, 17, 19, 22, 15
2019/10/30, 38, 28, 16, 17
2019/10/31, 63, 35, 8, 15
2019/11/1, 64, 14, 26, 7
2019/11/2, 10, 12, 19, 8
2019/11/3, 9, 22, 14, 15
2019/11/4, 31, 33, 11, 12
2019/11/5, 53, 9, 21, 14
2019/11/6, 13, 19, 13, 14
2019/11/7, 33, 19, 17, 15
2019/11/8, 35, 19, 21, 13
2019/11/9, 43, 25, 16, 11
2019/11/10, 52, 21, 16, 12
2019/11/11, 49, 11, 22, 10
2019/11/12, 12, 11, 20, 11
2019/11/13, 14, 17, 10, 13
2019/11/14, 29, 30, 13, 10
2019/11/15, 53, 26, 14, 14
2019/11/16, 49, 26, 10, 14
2019/11/17, 53, 8, 32, 11
2019/11/18, 9, 12, 26, 15
2019/11/19, 8, 19, 8, 19
2019/11/20, 43, 13, 10, 13
2019/11/21, 36, 23, 8, 19
2019/11/22, 49, 26, 13, 8
2019/11/23, 58, 33, 10, 8
2019/11/24, 71, 44, 1, 13
2019/11/25, 79, 22, 6, 15
2019/11/26, 46, 10, 19, 12
2019/11/27, 12, 10, 24, 9
2019/11/28, 6, 17, 31, 10
2019/11/29, 14, 14, 24, 19
2019/11/30, 19, 20, 14, 21
2019/12/1, 45, 13, 26, 13
2019/12/2, 12, 19, 20, 19
2019/12/3, 37, 36, 7, 24
2019/12/4, 75, 34, 3, 24
2019/12/5, 69, 18, 14, 14
2019/12/6, 35, 16, 23, 7
2019/12/7, 12, 14, 29, 6
2019/12/8, 15, 18, 31, 9
2019/12/9, 13, 20, 30, 9
2019/12/10, 18, 21, 20, 13
2019/12/11, 25, 20, 17, 13
2019/12/12, 39, 12, 22, 13
2019/12/13, 21, 13, 31, 8
2019/12/14, 10, 17, 32, 6
2019/12/15, 11, 20, 23, 13
2019/12/16, 24, 19, 16, 14
2019/12/17, 34, 19, 26, 15
2019/12/18, 46, 24, 11, 16
2019/12/19, 35, 12, 23, 12
2019/12/20, 16, 12, 23, 7
2019/12/21, 4, 12, 18, 9
