date, pm25, pm10
2020/1/2, 82, 46
2020/1/3, 86, 38
2020/1/4, 76, 15
2020/1/5, 29, 37
2020/1/6, 65, 36
2020/1/7, 69, 56
2020/1/8, 108, 43
2020/1/9, 87, 27
2020/1/10, 61, 26
2020/1/11, 58, 19
2020/1/12, 47, 23
2020/1/13, 55, 35
2020/1/14, 74, 40
2020/1/15, 82, 
2019/10/1, 15, 19
2019/10/2, 33, 19
2019/10/3, 41, 37
2019/10/4, 80, 47
2019/10/5, 105, 34
2019/10/6, 78, 17
2019/10/7, 39, 27
2019/10/8, 56, 21
2019/10/9, 53, 23
2019/10/10, 52, 17
2019/10/11, 37, 14
2019/10/12, 28, 17
2019/10/13, 37, 21
2019/10/14, 51, 33
2019/10/15, 68, 45
2019/10/16, 97, 34
2019/10/17, 73, 51
2019/10/18, 105, 42
2019/10/19, 93, 38
2019/10/20, 87, 43
2019/10/21, 94, 49
2019/10/22, 110, 69
2019/10/23, 143, 67
2019/10/24, 124, 57
2019/10/25, 114, 78
2019/10/26, 137, 49
2019/10/27, 111, 35
2019/10/28, 76, 40
2019/10/29, 81, 25
2019/10/30, 50, 51
2019/10/31, 100, 54
2019/11/1, 105, 42
2019/11/2, 83, 16
2019/11/3, 38, 27
2019/11/4, 61, 17
2019/11/5, 36, 21
2019/11/6, 47, 38
2019/11/7, 80, 85
2019/11/8, 110, 45
2019/11/9, 98, 93
2019/11/10, 149, 46
2019/11/11, 93, 44
2019/11/12, 90, 37
2019/11/13, 76, 
2019/11/15, 135, 63
2019/11/16, 125, 50
2019/11/17, 103, 50
2019/11/18, 101, 52
2019/11/19, 107, 63
2019/11/20, 109, 28
2019/11/21, 59, 26
2019/11/22, 58, 40
2019/11/23, 76, 51
2019/11/24, 92, 44
2019/11/25, 85, 58
2019/11/26, 103, 59
2019/11/27, 102, 41
2019/11/28, 86, 33
2019/11/29, 71, 17
2019/11/30, 35, 53
2019/12/1, 100, 40
2019/12/2, 80, 48
2019/12/3, 98, 36
2019/12/4, 73, 40
2019/12/5, 76, 35
2019/12/6, 70, 37
2019/12/7, 73, 21
2019/12/8, 52, 27
2019/12/9, 60, 44
2019/12/10, 92, 43
2019/12/11, 86, 70
2019/12/12, 136, 38
2019/12/13, 77, 48
2019/12/14, 90, 17
2019/12/15, 39, 32
2019/12/16, 65, 24
2019/12/17, 48, 24
2019/12/18, 47, 47
2019/12/19, 99, 81
2019/12/20, 148, 51
2019/12/21, 95, 31
2019/12/22, 66, 31
2019/12/23, 73, 8
2019/12/24, 19, 26
2019/12/25, 58, 27
2019/12/26, 58, 22
2019/12/27, 52, 13
2019/12/28, 30, 
2019/7/1, 31, 17
2019/7/2, 37, 12
2019/7/3, 17, 12
2019/7/4, 15, 17
2019/7/5, 31, 18
2019/7/6, 43, 13
2019/7/7, 29, 14
2019/7/8, 29, 15
2019/7/9, 28, 10
2019/7/10, 19, 12
2019/7/11, 30, 13
2019/7/12, 29, 13
2019/7/13, 29, 12
2019/7/14, 34, 10
2019/7/15, 20, 18
2019/7/16, 38, 18
2019/7/17, 44, 11
2019/7/18, 23, 15
2019/7/19, 31, 21
2019/7/20, 48, 16
2019/7/21, 42, 21
2019/7/22, 51, 15
2019/7/23, 31, 13
2019/7/24, 31, 22
2019/7/25, 52, 20
2019/7/26, 50, 30
2019/7/27, 64, 22
2019/7/28, 57, 24
2019/7/29, 58, 20
2019/7/30, 50, 32
2019/7/31, 75, 23
2019/8/1, 52, 18
2019/8/2, 41, 15
2019/8/3, 34, 14
2019/8/4, 33, 15
2019/8/5, 33, 19
2019/8/6, 46, 20
2019/8/7, 48, 20
2019/8/8, 53, 25
2019/8/9, 59, 25
2019/8/10, 55, 12
2019/8/11, 28, 17
2019/8/12, 45, 21
2019/8/13, 54, 22
2019/8/14, 53, 11
2019/8/15, 23, 18
2019/8/16, 43, 24
2019/8/17, 51, 15
2019/8/18, 35, 9
2019/8/19, 17, 20
2019/8/20, 49, 26
2019/8/21, 61, 14
2019/8/22, 24, 19
2019/8/23, 40, 18
2019/8/24, 40, 20
2019/8/25, 45, 23
2019/8/26, 45, 33
2019/8/27, 61, 26
2019/8/28, 53, 32
2019/8/29, 48, 41
2019/8/30, 84, 31
2019/8/31, 75, 32
2019/9/1, 78, 26
2019/9/2, 67, 18
2019/9/3, 41, 20
2019/9/4, 46, 25
2019/9/5, 53, 18
2019/9/6, 38, 30
2019/9/7, 58, 30
2019/9/8, 72, 31
2019/9/9, 52, 12
2019/9/10, 19, 28
2019/9/11, 53, 26
2019/9/12, 49, 36
2019/9/13, 77, 23
2019/9/14, 42, 29
2019/9/15, 48, 18
2019/9/16, 29, 23
2019/9/17, 38, 15
2019/9/18, 20, 19
2019/9/19, 32, 15
2019/9/20, 35, 21
2019/9/21, 46, 15
2019/9/22, 32, 27
2019/9/23, 58, 40
2019/9/24, 76, 69
2019/9/25, 138, 38
2019/9/26, 95, 42
2019/9/27, 90, 26
2019/9/28, 60, 17
2019/9/29, 37, 11
2019/9/30, 19, 10
2019/5/25, 52, 
2019/5/28, 45, 18
2019/5/29, 43, 23
2019/5/30, 55, 10
2019/5/31, 19, 11
2019/6/1, 19, 8
2019/6/2, 19, 12
2019/6/3, 25, 17
2019/6/4, 36, 21
2019/6/5, 37, 19
2019/6/6, 45, 18
2019/6/7, 47, 24
2019/6/8, 59, 26
2019/6/9, 74, 30
2019/6/10, 68, 27
2019/6/11, 49, 26
2019/6/12, 51, 27
2019/6/13, 55, 24
2019/6/14, 48, 25
2019/6/15, 45, 25
2019/6/16, 58, 16
2019/6/17, 39, 16
2019/6/18, 29, 26
2019/6/19, 45, 24
2019/6/20, 48, 21
2019/6/21, 51, 23
2019/6/22, 65, 125
2019/6/23, 153, 128
2019/6/24, 144, 606
2019/6/25, 518, 18
2019/6/26, 41, 18
2019/6/27, 43, 7
2019/6/28, 12, 7
2019/6/29, 11, 15
2019/6/30, 30, 17
2020/1/1, , 47
2019/11/14, , 66
2019/5/24, , 21
2019/5/27, , 18
