date, pm25, pm10, o3
2020/1/2, 31, 14, 10
2020/1/3, 30, 15, 14
2020/1/4, 29, 8, 15
2020/1/5, 22, 9, 15
2020/1/6, 21, 10, 18
2020/1/7, 27, 11, 18
2020/1/8, 33, 20, 18
2020/1/9, 31, 21, 14
2020/1/10, 38, 20, 11
2020/1/11, 43, 19, 11
2020/1/12, 37, 21, 14
2020/1/13, 34, 21, 13
2020/1/14, 36, 18, 16
2020/1/15, 31, , 
2019/10/1, 35, 22, 13
2019/10/2, 33, 17, 13
2019/10/3, 30, 15, 13
2019/10/4, 21, 10, 9
2019/10/5, 17, 14, 14
2019/10/6, 29, 11, 10
2019/10/7, 21, 9, 10
2019/10/8, 21, 8, 9
2019/10/9, 22, 9, 12
2019/10/10, 16, 11, 14
2019/10/11, 19, 12, 15
2019/10/12, 25, 14, 14
2019/10/13, 24, 13, 13
2019/10/14, 25, 13, 14
2019/10/15, 28, 13, 9
2019/10/16, 29, 10, 8
2019/10/17, 34, 16, 8
2019/10/18, 33, 14, 8
2019/10/19, 36, 10, 7
2019/10/20, 25, 14, 9
2019/10/21, 38, 12, 7
2019/10/22, 34, 15, 13
2019/10/23, 36, 14, 10
2019/10/24, 27, 13, 10
2019/10/25, 27, 12, 10
2019/10/26, 24, 10, 9
2019/10/27, 25, 12, 8
2019/10/28, 28, 13, 11
2019/10/29, 28, 12, 10
2019/10/30, 24, 10, 8
2019/10/31, 24, 12, 13
2019/11/1, 31, 14, 13
2019/11/2, 28, 15, 14
2019/11/3, 34, 15, 12
2019/11/4, 34, 11, 14
2019/11/5, 29, 15, 14
2019/11/6, 29, 15, 13
2019/11/7, 26, 13, 13
2019/11/8, 26, 7, 13
2019/11/9, 18, 12, 18
2019/11/10, 28, 12, 16
2019/11/11, 23, 10, 15
2019/11/12, 26, 11, 12
2019/11/13, 27, 13, 13
2019/11/14, 25, 8, 10
2019/11/15, 21, 7, 14
2019/11/16, 17, 8, 10
2019/11/17, 31, 12, 15
2019/11/18, 37, 14, 20
