date, pm25, pm10, o3, no2
2020/1/1, 74, 10, 26, 3
2020/1/2, 25, 13, 28, 10
2020/1/3, 30, 9, 28, 6
2020/1/4, 22, 7, 26, 2
2020/1/5, 21, 10, 30, 6
2020/1/6, 22, 13, 25, 7
2020/1/7, 34, 12, 30, 13
2020/1/8, 29, 13, 17, 17
2020/1/9, 39, 17, 24, 22
2020/1/10, 47, 6, 27, 10
2020/1/11, 17, 8, 22, 13
2020/1/12, 21, 9, 27, 11
2020/1/13, 21, 11, 29, 13
2020/1/14, 25, 16, 27, 7
2020/1/15, 35, 9, 24, 8
2020/1/16, 21, , , 
2019/10/1, 18, 14, 17, 14
2019/10/2, 25, 11, 15, 13
2019/10/3, 28, 10, 21, 10
2019/10/4, 29, 10, 14, 11
2019/10/5, 35, 6, 20, 9
2019/10/6, 19, 13, 20, 9
2019/10/7, 29, 15, 22, 7
2019/10/8, 32, 11, 23, 7
2019/10/9, 28, 11, 23, 10
2019/10/10, 27, 13, 22, 7
2019/10/11, 26, 9, 19, 9
2019/10/12, 23, 11, 6, 11
2019/10/13, 37, 11, 8, 12
2019/10/14, 32, 13, 16, 11
2019/10/15, 39, 12, 18, 
2019/10/16, 33, 10, 20, 
2019/10/17, 25, 8, 17, 
2019/10/18, 27, 6, 22, 
2019/10/19, 18, 8, 22, 
2019/10/20, 20, 12, 18, 20
2019/10/21, 29, 12, 24, 16
2019/10/22, 22, 14, 24, 18
2019/10/23, 23, 10, 19, 22
2019/10/24, 23, 17, 18, 30
2019/10/25, 30, 9, 21, 22
2019/10/26, 19, 8, 24, 16
2019/10/27, 23, 16, 12, 31
2019/10/28, 40, 18, 15, 34
2019/10/29, 47, 13, 17, 24
2019/10/30, 33, 18, 17, 26
2019/10/31, 44, 14, 10, 22
2019/11/1, 50, 12, 10, 29
2019/11/2, 39, 8, 17, 20
2019/11/3, 27, 6, 19, 18
2019/11/4, 19, 21, 21, 23
2019/11/5, 49, 47, 9, 30
2019/11/6, 106, 7, 22, 19
2019/11/7, 21, 15, 22, 28
2019/11/8, 32, 15, 15, 28
2019/11/9, 39, 12, 14, 28
2019/11/10, 30, 4, 20, 17
2019/11/11, 12, 7, 18, 21
2019/11/12, 23, 12, 4, 28
2019/11/13, 44, 10, 18, 27
2019/11/14, 27, 10, 18, 23
2019/11/15, 22, 17, 1, 35
2019/11/16, 54, 29, 1, 33
2019/11/17, 84, 29, 1, 36
2019/11/18, 81, 20, 2, 34
2019/11/19, 59, 17, 9, 24
2019/11/20, 56, 19, 19, 19
2019/11/21, 50, 15, 19, 21
2019/11/22, 52, 14, 18, 16
2019/11/23, 49, 16, 3, 21
2019/11/24, 54, 20, 8, 21
2019/11/25, 64, 9, 11, 18
2019/11/26, 33, 13, 12, 23
2019/11/27, 40, 10, 18, 20
2019/11/28, 21, 24, 1, 39
2019/11/29, 59, 27, 1, 37
2019/11/30, 75, 35, 1, 45
2019/12/1, 99, 20, 12, 33
2019/12/2, 49, 13, 21, 22
2019/12/3, 35, 12, 25, 19
2019/12/4, 26, 8, 26, 13
2019/12/5, 19, 6, 24, 19
2019/12/6, 14, 5, 23, 17
2019/12/7, 15, 8, 31, 11
2019/12/8, 19, 12, 20, 25
2019/12/9, 26, 8, 26, 14
2019/12/10, 20, 10, 27, 17
2019/12/11, 21, 11, 23, 28
2019/12/12, 33, 8, 11, 28
2019/12/13, 23, 6, 28, 15
2019/12/14, 15, 9, 25, 23
2019/12/15, 25, 9, 21, 25
2019/12/16, 24, 9, 23, 26
2019/12/17, 24, 12, 12, 30
2019/12/18, 42, 12, 25, 27
2019/12/19, 33, 5, 28, 26
2019/12/20, 15, 12, 20, 25
2019/12/21, 37, 13, 9, 30
2019/12/22, 46, 9, 21, 17
2019/12/23, 22, 10, 16, 27
2019/12/24, 31, 5, 23, 21
2019/12/25, 16, 8, 20, 13
2019/12/26, 30, 8, 17, 24
2019/12/27, 27, 12, 17, 18
2019/12/28, 32, , , 
2019/7/1, 15, 9, 23, 2
2019/7/2, 20, 8, 17, 3
2019/7/3, 16, 8, 16, 2
2019/7/4, 16, 3, 16, 2
2019/7/5, 7, 8, 20, 4
2019/7/6, 21, 6, 24, 3
2019/7/7, 17, 13, 22, 6
2019/7/8, 31, 11, 15, 10
2019/7/9, 26, 11, 13, 8
2019/7/10, 29, 8, 18, 7
2019/7/11, 18, 12, 18, 5
2019/7/12, 18, 7, 21, 4
2019/7/13, 12, 8, 22, 6
2019/7/14, 19, 12, 28, 6
2019/7/15, 31, 22, 26, 9
2019/7/16, 47, 10, 19, 9
2019/7/17, 27, 10, 17, 6
2019/7/18, 22, 11, 18, 9
2019/7/19, 22, 6, 18, 5
2019/7/20, 16, 5, 17, 5
2019/7/21, 14, 11, 16, 4
2019/7/22, 23, 18, 19, 9
2019/7/23, 31, 19, 26, 10
2019/7/24, 39, 18, 36, 11
