date, pm25, o3, so2
2017/6/10, 50, , 3
2017/6/11, 45, , 3
2017/6/12, 45, , 1
2017/6/13, 24, , 1
2017/6/14, 27, , 1
2017/6/15, 23, , 2
2017/6/16, 33, , 2
2017/6/17, 23, , 1
2017/6/18, 19, , 1
2017/6/19, 13, , 1
2017/6/20, 16, , 2
2017/6/21, 21, , 1
2017/6/22, 20, , 1
2017/6/23, 19, , 1
2017/6/24, 13, , 1
2017/6/25, 11, , 1
2017/6/26, 10, , 1
2017/6/27, 22, , 1
2017/6/28, 25, , 1
2017/6/29, 11, , 1
2017/6/30, 19, , 1
2017/1/2, 34, , 
2017/1/3, 33, , 
2017/1/4, 13, , 
2017/1/5, 16, , 
2017/1/6, 31, , 
2017/1/7, 35, , 6
2017/1/8, 19, , 1
2017/1/9, 43, , 
2017/1/10, 32, , 2
2017/1/11, 35, , 1
2017/1/12, 18, , 3
2017/1/13, 41, , 1
2017/1/14, 58, , 4
2017/1/15, 82, , 1
2017/1/16, 81, , 
2017/1/17, 38, , 
2017/1/18, 36, , 
2017/1/19, 65, , 
2017/1/20, 37, , 
2017/1/21, 36, , 
2017/1/22, 44, , 1
2017/1/23, 22, , 1
2017/1/24, 19, , 
2017/1/25, 11, , 
2017/1/26, 10, , 
2017/1/27, 14, , 
2017/1/28, 30, , 1
2017/1/29, 12, , 3
2017/1/30, 16, , 
2017/1/31, 28, , 
2017/2/1, 22, , 
2017/2/2, 24, , 
2017/2/3, 28, , 
2017/2/4, 23, , 2
2017/2/5, 33, , 1
2017/2/6, 27, , 
2017/2/7, 45, , 
2017/2/8, 12, , 1
2017/2/9, 25, , 2
2017/2/10, 38, , 1
2017/2/11, 63, , 
2017/2/13, 23, , 
2017/2/14, 16, , 1
2017/2/15, 14, , 
2017/2/16, 19, , 1
2017/2/17, 50, , 3
2017/2/18, 36, , 1
2017/2/19, 26, , 1
2017/2/20, 41, , 3
2017/2/21, 29, , 4
2017/2/22, 34, , 
2017/2/23, 24, , 
2017/2/24, 8, , 
2017/2/25, 24, , 1
2017/2/26, 24, , 
2017/2/27, 43, , 
2017/2/28, 45, , 
2017/3/1, 17, , 2
2017/3/2, 15, , 2
2017/3/3, 24, , 
2017/3/4, 37, , 
2017/3/5, 35, , 
2017/3/6, 40, , 1
2017/3/7, 24, , 2
2017/3/8, 17, , 1
2017/3/9, 15, , 2
2017/3/10, 14, , 1
2017/3/11, 16, , 1
2017/3/12, 19, , 
2017/3/13, 18, , 
2017/3/14, 17, , 1
2017/3/15, 20, , 4
2017/3/16, 41, , 
2017/3/17, 60, , 1
2017/3/18, 19, , 
2017/3/19, 27, , 1
2017/3/20, 44, , 1
2017/3/21, 22, , 
2017/3/22, 17, , 1
2017/3/23, 34, , 
2017/3/24, 50, , 
2017/3/25, 29, , 
2017/3/26, 13, , 
2017/3/27, 14, , 
2017/3/28, 26, , 
2017/3/29, 18, , 
2017/3/30, 14, , 
2017/3/31, 16, , 2
2019/7/7, , 36, 
2019/5/29, , 39, 
2019/5/30, , 51, 
2019/5/31, , 29, 
2019/6/1, , 28, 
2019/6/2, , 30, 
2020/1/1, , , 
2019/1/21, , , 2
2018/10/28, , , 1
2018/10/29, , , 3
2018/4/21, , , 1
2018/4/22, , , 3
2018/4/23, , , 1
2017/10/24, , , 2
2017/10/25, , , 1
2017/10/26, , , 1
2017/5/24, , , 1
2017/5/25, , , 1
2017/2/12, , , 3
