date, pm25, pm10
2020/1/2, 5, 7
2020/1/3, 14, 6
2020/1/4, 16, 2
2020/1/5, 9, 2
2020/1/6, 6, 7
2020/1/7, 13, 5
2020/1/8, 10, 9
2020/1/9, 15, 5
2020/1/10, 10, 6
2020/1/11, 25, 2
2020/1/12, 8, 4
2020/1/13, 9, 5
2020/1/14, 11, 8
2020/1/15, 13, 
2019/10/1, 9, 4
2019/10/2, 13, 8
2019/10/3, 22, 10
2019/10/4, 21, 9
2019/10/5, 10, 4
2019/10/6, 12, 13
2019/10/7, 19, 14
2019/10/8, 19, 14
2019/10/9, 21, 3
2019/10/10, 14, 7
2019/10/11, 21, 10
2019/10/12, 29, 7
2019/10/13, 19, 8
2019/10/14, 13, 13
2019/10/15, 23, 25
2019/10/16, 46, 16
2019/10/17, 22, 10
2019/10/18, 16, 5
2019/10/19, 10, 5
2019/10/20, 7, 2
2019/10/21, 5, 6
2019/10/22, 7, 2
2019/10/23, 6, 4
2019/10/24, 11, 10
2019/10/25, 19, 6
2019/10/26, 10, 2
2019/10/27, 8, 5
2019/10/28, 19, 5
2019/10/29, 15, 4
2019/10/30, 18, 9
2019/10/31, 30, 4
2019/11/1, 14, 10
2019/11/2, 33, 7
2019/11/3, 25, 5
2019/11/4, 16, 12
2019/11/5, 39, 5
2019/11/6, 16, 5
2019/11/7, 20, 9
2019/11/8, 24, 8
2019/11/9, 19, 7
2019/11/10, 13, 4
2019/11/11, 19, 11
2019/11/12, 36, 4
2019/11/13, 12, 7
2019/11/14, 21, 15
2019/11/15, 30, 6
2019/11/16, 20, 5
2019/11/17, 12, 8
2019/11/18, 12, 19
2019/11/19, 24, 5
2019/11/20, 17, 3
2019/11/21, 11, 7
2019/11/22, 26, 7
2019/11/23, 18, 6
2019/11/24, 22, 2
2019/11/25, 8, 3
2019/11/26, 15, 6
2019/11/27, 21, 11
2019/11/28, 46, 9
2019/11/29, 37, 4
2019/11/30, 11, 6
2019/12/1, 20, 10
2019/12/2, 36, 7
2019/12/3, 27, 10
2019/12/4, 35, 3
2019/12/5, 13, 7
2019/12/6, 25, 10
2019/12/7, 33, 4
2019/12/8, 13, 5
2019/12/9, 18, 11
2019/12/10, 41, 19
2019/12/11, 54, 12
2019/12/12, 29, 2
2019/12/13, 7, 3
2019/12/14, 13, 6
2019/12/15, 26, 5
2019/12/16, 17, 9
2019/12/17, 20, 11
2019/12/18, 25, 14
