date, pm10, o3, no2, so2
2020/1/2, 6, 8, , 3
2020/1/3, 10, 10, , 4
2020/1/4, 19, 19, , 2
2020/1/5, 11, 19, , 3
2020/1/6, 12, 12, , 4
2020/1/7, 19, 12, , 3
2020/1/8, 27, 9, , 3
2020/1/9, 30, 13, , 3
2020/1/10, 25, 9, , 4
2020/1/11, 32, 9, , 3
2020/1/12, 39, 12, , 1
2020/1/13, 18, 14, 16, 3
2020/1/14, 4, 13, 10, 3
2020/1/15, 8, 7, 11, 3
2020/1/16, 7, , , 
2019/10/1, 6, 29, 9, 2
2019/10/2, 5, 19, 8, 3
2019/10/3, 13, 19, 5, 2
2019/10/4, 9, 23, 4, 3
2019/10/5, 6, 16, 3, 2
2019/10/6, 8, 20, 6, 3
2019/10/7, 7, 23, 9, 3
2019/10/8, 9, 21, 9, 3
2019/10/9, 12, 24, 8, 4
2019/10/10, 18, 20, 7, 4
2019/10/11, 8, 22, 7, 3
2019/10/12, 11, 25, 7, 3
2019/10/13, 16, 21, 10, 3
2019/10/14, 16, 23, 11, 3
2019/10/15, 19, 25, 12, 3
2019/10/16, 21, 25, 12, 3
2019/10/17, 34, 24, 12, 4
2019/10/18, 43, 26, 10, 3
2019/10/19, 42, 26, 9, 4
2019/10/20, 44, 22, 12, 3
2019/10/21, 35, 22, 13, 2
2019/10/22, 36, 21, 13, 3
2019/10/23, 37, 18, 12, 2
2019/10/24, 38, 21, 12, 3
2019/10/25, 33, 24, 11, 3
2019/10/26, 43, 25, 9, 2
2019/10/27, 60, 17, 14, 3
2019/10/28, 61, 12, 11, 2
2019/10/29, 65, 14, 6, 2
2019/10/30, 33, 16, 7, 2
2019/10/31, 7, 18, 8, 3
2019/11/1, 9, 16, 12, 2
2019/11/2, 16, 22, 7, 2
2019/11/3, 11, 25, 7, 2
2019/11/4, 4, 22, 12, 5
2019/11/5, 7, 22, 10, 3
2019/11/6, 14, 6, 11, 4
2019/11/7, 10, 5, 11, 3
2019/11/8, 6, 18, 9, 2
2019/11/9, 7, 17, 7, 2
2019/11/10, 10, 20, 12, 3
2019/11/11, 13, 10, 16, 4
2019/11/12, 9, 14, 18, 5
2019/11/13, 8, 9, 17, 3
2019/11/14, 6, 16, 13, 3
2019/11/15, 7, 10, 12, 2
2019/11/16, 9, 13, 11, 3
2019/11/17, 10, 12, 16, 2
2019/11/18, 11, 9, 14, 3
2019/11/19, 13, 10, 14, 2
2019/11/20, 10, 17, 11, 3
2019/11/21, 11, 16, 10, 3
2019/11/22, 17, 15, 10, 2
2019/11/23, 16, 13, 11, 2
2019/11/24, 10, 8, 14, 3
2019/11/25, 7, 7, 14, 2
2019/11/26, 10, 11, 17, 3
2019/11/27, 6, 5, 19, 2
2019/11/28, 10, 12, 14, 2
2019/11/29, 12, 17, 10, 2
2019/11/30, 10, 23, 10, 3
2019/12/1, 14, 10, 22, 2
2019/12/2, 9, 17, 17, 3
2019/12/3, 8, 20, 16, 3
2019/12/4, 7, 21, 16, 2
2019/12/5, 8, 8, 28, 3
2019/12/6, 10, 8, 25, 4
2019/12/7, 10, 4, 23, 4
2019/12/8, 33, 10, 22, 4
2019/12/9, 30, 6, 27, 4
2019/12/10, 24, 5, 24, 2
2019/12/11, 26, 3, 28, 5
