date, pm25, pm10, o3, no2
2020/1/2, 5, 9, , 
2020/1/3, 9, 10, , 
2020/1/4, 14, 4, , 
2020/1/5, 8, 4, , 
2020/1/6, 5, 8, , 
2020/1/7, 7, 5, , 
2020/1/8, 14, 4, , 
2020/1/9, 11, 6, , 
2020/1/10, 13, 6, , 
2020/1/11, 6, 3, , 
2020/1/12, 8, 3, , 
2020/1/13, 7, 3, , 
2020/1/14, 7, 8, , 
2020/1/15, 22, 10, , 
2020/1/16, 34, , , 
2019/10/1, 20, 6, , 
2019/10/2, 11, 9, , 
2019/10/3, 11, 14, , 
2019/10/4, 16, 6, , 
2019/10/5, 9, 8, , 
2019/10/6, 15, 9, , 
2019/10/7, 9, 12, , 
2019/10/8, 10, 22, , 
2019/10/9, 16, 3, , 
2019/10/10, 8, 7, , 
2019/10/11, 11, 9, , 
2019/10/12, 17, 11, , 
2019/10/13, 13, 20, , 
2019/10/14, 27, 28, , 
2019/10/15, 35, 23, , 
2019/10/16, 18, 26, , 
2019/10/17, 19, 10, , 
2019/10/18, 8, 6, , 
2019/10/19, 7, 3, , 
2019/10/20, 8, 6, , 2
2019/10/21, 9, 11, , 
2019/10/22, 11, 10, , 
2019/10/23, 19, 19, , 
2019/10/24, 27, 29, , 
2019/10/25, 14, 17, , 
2019/10/26, 10, 29, , 
2019/10/27, 13, 9, , 
2019/10/28, 13, 47, , 
2019/10/29, 23, 10, , 
2019/10/30, 24, 14, , 
2019/10/31, 21, 21, , 
2019/11/1, 39, 11, , 
2019/11/2, 21, 13, , 
2019/11/3, 26, 21, , 
2019/11/4, 30, 13, , 
2019/11/5, 12, 26, , 
2019/11/6, 23, 35, , 
2019/11/7, 43, 27, , 
2019/11/8, 38, 30, , 
2019/11/9, 42, 24, , 
2019/11/10, 26, 21, , 15
2019/11/11, 22, 32, , 
2019/11/12, 22, 19, , 10
2019/11/13, 17, 35, , 
2019/11/14, 33, 35, , 
2019/11/15, 42, 22, , 
2019/11/16, 26, 12, , 
2019/11/17, 15, 29, , 
2019/11/18, 28, 30, , 
2019/11/19, 23, 33, , 
2019/11/20, 20, 14, , 
2019/11/21, 15, 22, , 
2019/11/22, 25, 11, , 
2019/11/23, 25, 12, , 
2019/11/24, 16, 15, , 
