date, pm25, pm10
2020/1/2, 17, 8
2020/1/3, 9, 15
2020/1/4, 9, 8
2020/1/5, 11, 7
2020/1/6, 9, 8
2020/1/7, 8, 14
2020/1/8, 13, 24
2020/1/9, 25, 8
2020/1/10, 20, 4
2020/1/11, 11, 4
2020/1/12, 7, 7
2020/1/13, 16, 6
2020/1/14, 14, 8
2020/1/15, 19, 
2019/10/1, 26, 16
2019/10/2, 37, 20
2019/10/3, 42, 16
2019/10/4, 40, 11
2019/10/5, 27, 14
2019/10/6, 39, 30
2019/10/7, 27, 15
2019/10/8, 12, 14
2019/10/9, 41, 15
2019/10/10, 33, 17
2019/10/11, 47, 22
2019/10/12, 56, 21
2019/10/13, 57, 25
2019/10/14, 55, 30
2019/10/15, 54, 37
2019/10/16, 58, 12
2019/10/17, 18, 10
2019/10/18, 15, 6
2019/10/19, 18, 4
2019/10/20, 11, 9
2019/10/21, 17, 8
2019/10/22, 14, 21
2019/10/23, 30, 24
2019/10/24, 48, 22
2019/10/25, 43, 11
2019/10/26, 27, 13
2019/10/27, 45, 8
2019/10/28, 15, 19
2019/10/29, 29, 34
2019/10/30, 67, 42
2019/10/31, 80, 42
2019/11/1, 80, 39
2019/11/2, 78, 29
2019/11/3, 65, 35
2019/11/4, 54, 45
2019/11/5, 72, 30
2019/11/6, 53, 39
2019/11/7, 55, 41
2019/11/8, 63, 32
2019/11/9, 70, 21
2019/11/10, 66, 23
2019/11/11, 49, 22
2019/11/12, 50, 19
2019/11/13, 59, 26
2019/11/14, 74, 12
2019/11/15, 35, 15
2019/11/16, 43, 12
2019/11/17, 35, 14
2019/11/18, 34, 7
2019/11/19, 24, 18
2019/11/20, 37, 30
2019/11/21, 62, 31
2019/11/22, 76, 28
2019/11/23, 79, 14
2019/11/24, 31, 17
2019/11/25, 39, 13
2019/11/26, 36, 12
2019/11/27, 15, 13
2019/11/28, 21, 19
2019/11/29, 33, 20
2019/11/30, 45, 22
2019/12/1, 53, 14
2019/12/2, 42, 12
2019/12/3, 35, 16
