date, pm25, o3
2020/1/2, 20, 
2020/1/3, 25, 
2020/1/4, 39, 
2020/1/5, 29, 
2020/1/6, 19, 
2020/1/7, 28, 
2020/1/8, 19, 
2020/1/9, 25, 
2020/1/10, 31, 
2020/1/11, 12, 
2020/1/12, 13, 
2020/1/13, 27, 
2020/1/14, 46, 
2020/1/15, 35, 
2019/10/1, 48, 38
2019/10/2, 44, 37
2019/10/3, 39, 30
2019/10/4, 16, 37
2019/10/5, 26, 28
2019/10/6, 32, 27
2019/10/7, 23, 33
2019/10/8, 34, 32
2019/10/9, 23, 35
2019/10/10, 33, 26
2019/10/11, 24, 31
2019/10/12, 21, 33
2019/10/13, 23, 36
2019/10/14, 27, 30
2019/10/15, 27, 22
2019/10/16, 24, 22
2019/10/17, 29, 31
2019/10/18, 30, 37
2019/10/19, 26, 37
2019/10/20, 40, 31
2019/10/21, 22, 27
2019/10/22, 18, 30
2019/10/23, 18, 31
2019/10/24, 30, 16
2019/10/25, 47, 24
2019/10/26, 14, 32
2019/10/27, 32, 18
2019/10/28, 25, 20
2019/10/29, 33, 6
2019/10/30, 33, 21
2019/10/31, 20, 24
2019/11/1, 35, 24
2019/11/2, 29, 28
2019/11/3, 24, 21
2019/11/4, 28, 
2019/11/5, 37, 
2019/11/6, 42, 
2019/11/7, 36, 
2019/11/8, 31, 
2019/11/9, 39, 
2019/11/10, 37, 
2019/11/11, 38, 
2019/11/12, 16, 
2019/11/13, 31, 
2019/11/14, 41, 
2019/11/15, 64, 
2019/11/16, 76, 
2019/11/17, 76, 
2019/11/18, 64, 
2019/11/19, 46, 
2019/11/20, 52, 
2019/11/21, 40, 
2019/11/22, 29, 
2019/11/23, 39, 
2019/11/24, 36, 
2019/11/25, 35, 
2019/11/26, 33, 
2019/11/27, 18, 
2019/11/28, 25, 
2019/11/29, 40, 
2019/11/30, 19, 
2019/12/1, 14, 
2019/12/2, 16, 
2019/12/3, 28, 
2019/12/4, 26, 
2019/12/5, 26, 
2019/12/6, 43, 
2019/12/7, 52, 
2019/12/8, 59, 
2019/12/9, 48, 
2019/12/10, 22, 
2019/12/11, 31, 
2019/12/12, 30, 
2019/12/13, 40, 
2019/12/14, 61, 
2019/12/15, 57, 
2019/12/16, 33, 
2019/12/17, 43, 
2019/12/18, 63, 
2019/12/19, 67, 
2019/12/20, 47, 
2019/12/21, 52, 
2019/12/22, 52, 
2019/12/23, 37, 
2019/12/24, 54, 
2019/12/25, 33, 
2019/12/26, 23, 
2019/12/27, 61, 
2019/12/28, 62, 
2019/7/1, 33, 43
2019/7/2, 41, 28
2019/7/3, 35, 30
2019/7/4, 29, 27
2019/7/5, 33, 28
2019/7/6, 42, 41
2019/7/7, 40, 34
2019/7/8, 51, 43
2019/7/9, 50, 33
2019/7/10, 44, 43
2019/7/11, 30, 44
2019/7/12, 30, 62
2019/7/13, 37, 32
2019/7/14, 27, 18
2019/7/15, 43, 20
2019/7/16, 24, 27
2019/7/17, 28, 28
2019/7/18, 30, 24
2019/7/19, 38, 25
2019/7/20, 37, 27
2019/7/21, 32, 29
2019/7/22, 23, 34
2019/7/23, 27, 36
2019/7/24, 37, 42
2019/7/25, 42, 48
2019/7/26, 46, 44
2019/7/27, 43, 40
2019/7/30, 38, 40
