date, pm25, pm10, o3, co
2017/1/29, 40, , , 
2017/1/30, 24, , , 
2017/1/31, 28, , , 
2017/2/1, 29, , , 
2017/2/2, 34, , , 
2017/2/3, 21, , , 
2017/2/4, 24, , , 
2017/2/5, 7, , , 
2017/2/6, 25, , , 
2017/2/7, 33, , , 
2017/2/8, 23, , , 
2017/2/9, 22, , , 
2017/2/10, 17, , , 
2017/2/11, 18, , , 
2017/2/12, 24, , , 
2017/2/13, 38, , , 
2017/2/14, 40, , , 
2017/2/15, 31, , , 
2017/2/16, 15, , , 
2017/2/17, 27, , , 
2017/2/18, 14, , , 
2017/2/19, 21, , , 
2017/2/20, 19, , , 
2017/2/21, 18, , , 
2017/2/22, 15, , , 
2017/2/23, 29, , , 
2017/2/24, 36, , , 
2017/2/25, 24, , , 
2017/2/26, 12, , , 
2017/2/27, 13, , , 
2017/2/28, 24, , , 
2017/3/1, 21, , , 
2017/3/2, 24, , , 
2017/3/3, 28, , , 
2017/3/4, 14, , , 
2017/3/5, 19, , , 
2017/3/6, 16, , , 
2017/3/7, 17, , , 
2017/3/8, 18, , , 
2017/3/9, 11, , , 
2017/3/10, 17, , , 
2017/3/11, 20, , , 
2017/3/12, 25, , , 
2017/3/13, 31, , , 
2017/3/14, 24, , , 
2017/3/15, 29, , , 
2017/3/16, 16, , , 
2017/3/17, 33, , , 
2017/3/18, 27, , , 
2017/3/19, 38, , , 
2017/3/20, 14, , , 
2017/3/21, 20, , , 
2017/3/22, 15, , , 
2017/3/23, 24, , , 
2017/3/24, 17, , , 
2017/3/25, 24, , , 
2017/3/26, 23, , , 
2017/3/27, 20, , , 
2017/3/28, 31, , , 
2017/3/29, 12, , , 
2017/3/30, 23, , , 
2017/3/31, 33, , , 
2019/5/29, , , 5, 
